date,LOW_Open,LOW_High,LOW_Low,LOW_Close,LOW_Volume,LOW_Dividends,LOW_Stock Splits
1980-03-17 00:00:00+00:00,0.0,0.4765630066394806,0.4648439884185791,0.2763575911521911,217600,0.0,
1980-03-18 00:00:00+00:00,0.0,0.46875,0.453125,0.2693904042243957,272000,0.0,
1980-03-19 00:00:00+00:00,0.0,0.4570310115814209,0.4492189884185791,0.2693904042243957,777600,0.0,
1980-03-20 00:00:00+00:00,0.0,0.4609380066394806,0.453125,0.2693904042243957,2105600,0.0,
1980-03-21 00:00:00+00:00,0.0,0.4570310115814209,0.4453130066394806,0.2647462487220764,348800,0.0,
1980-03-24 00:00:00+00:00,0.0,0.4375,0.421875,0.2508118450641632,252800,0.0,
1980-03-25 00:00:00+00:00,0.0,0.4296880066394806,0.4257810115814209,0.2554568350315094,252800,0.0,
1980-03-26 00:00:00+00:00,0.0,0.4335939884185791,0.4257810115814209,0.2554568350315094,396800,0.0,
1980-03-27 00:00:00+00:00,0.0,0.4296880066394806,0.4257810115814209,0.2531340718269348,112000,0.0,
1980-03-28 00:00:00+00:00,0.0,0.4296880066394806,0.4179689884185791,0.2484896928071975,1651200,0.0,
1980-03-31 00:00:00+00:00,0.0,0.4335939884185791,0.4179689884185791,0.2554568350315094,134400,0.0,
1980-04-01 00:00:00+00:00,0.0,0.4453130066394806,0.4375,0.2647462487220764,134400,0.0,
1980-04-02 00:00:00+00:00,0.0,0.4648439884185791,0.453125,0.2740356028079986,102400,0.0,
1980-04-03 00:00:00+00:00,0.0,0.46875,0.4648439884185791,0.2786798775196075,608000,0.0,
1980-04-07 00:00:00+00:00,0.0,0.4765630066394806,0.46875,0.2833246886730194,89600,0.0,
1980-04-08 00:00:00+00:00,0.0,0.46875,0.4648439884185791,0.2786798775196075,156800,0.0,
1980-04-09 00:00:00+00:00,0.0,0.484375,0.46875,0.2810020446777344,755200,0.0,
1980-04-10 00:00:00+00:00,0.0,0.4921880066394806,0.4765630066394806,0.2926141023635864,195200,0.0,
1980-04-11 00:00:00+00:00,0.0,0.5,0.4921880066394806,0.2949362695217132,464000,0.0,
1980-04-14 00:00:00+00:00,0.0,0.4960939884185791,0.4921880066394806,0.2926141023635864,124800,0.0,
1980-04-15 00:00:00+00:00,0.0,0.4921880066394806,0.4882810115814209,0.2902912497520447,73600,0.0,
1980-04-16 00:00:00+00:00,0.0,0.4882810115814209,0.4804689884185791,0.2879690825939178,233600,0.0,
1980-04-17 00:00:00+00:00,0.0,0.46875,0.46875,0.2786798775196075,131200,0.0,
1980-04-18 00:00:00+00:00,0.0,0.46875,0.4609380066394806,0.2740356028079986,134400,0.0,
1980-04-21 00:00:00+00:00,0.0,0.453125,0.4375,0.2601012289524078,204800,0.0,
1980-04-22 00:00:00+00:00,0.0,0.4492189884185791,0.4414060115814209,0.2624234557151794,67200,0.0,
1980-04-23 00:00:00+00:00,0.0,0.4453130066394806,0.4414060115814209,0.2647462487220764,80000,0.0,
1980-04-24 00:00:00+00:00,0.0,0.4453130066394806,0.4414060115814209,0.2647462487220764,153600,0.0,
1980-04-25 00:00:00+00:00,0.0,0.453125,0.4492189884185791,0.2670681476593017,310400,0.0,
1980-04-28 00:00:00+00:00,0.0,0.46875,0.4609380066394806,0.2763575911521911,137600,0.0,
1980-04-29 00:00:00+00:00,0.0,0.46875,0.4648439884185791,0.2763575911521911,640000,0.0,
1980-04-30 00:00:00+00:00,0.0,0.4726560115814209,0.4648439884185791,0.2786798775196075,422400,0.0,
1980-05-01 00:00:00+00:00,0.0,0.4804689884185791,0.4726560115814209,0.2833246886730194,163200,0.0,
1980-05-02 00:00:00+00:00,0.0,0.515625,0.484375,0.3065477013587951,531200,0.0,
1980-05-05 00:00:00+00:00,0.0,0.5078129768371582,0.5039060115814209,0.3019033670425415,169600,0.0,
1980-05-06 00:00:00+00:00,0.0,0.5039060115814209,0.5,0.297258585691452,182400,0.0,
1980-05-07 00:00:00+00:00,0.0,0.515625,0.4960939884185791,0.3042255342006683,499200,0.0,
1980-05-08 00:00:00+00:00,0.0,0.5117189884185791,0.5039060115814209,0.2995806634426117,80000,0.0,
1980-05-09 00:00:00+00:00,0.0,0.5195310115814209,0.5117189884185791,0.3065477013587951,710400,0.0,
1980-05-12 00:00:00+00:00,0.0,0.515625,0.5039060115814209,0.2995806634426117,473600,0.0,
1980-05-13 00:00:00+00:00,0.0,0.5117189884185791,0.5039060115814209,0.3042255342006683,67200,0.0,
1980-05-14 00:00:00+00:00,0.0,0.5195310115814209,0.5117189884185791,0.3065477013587951,92800,0.0,
1980-05-15 00:00:00+00:00,0.0,0.5234379768371582,0.515625,0.3088699281215668,160000,0.0,
1980-05-16 00:00:00+00:00,0.0,0.5195310115814209,0.515625,0.3065477013587951,329600,0.0,
1980-05-19 00:00:00+00:00,0.0,0.515625,0.5078129768371582,0.3042255342006683,67200,0.0,
1980-05-20 00:00:00+00:00,0.0,0.5117189884185791,0.5117189884185791,0.3042255342006683,35200,0.0,
1980-05-21 00:00:00+00:00,0.0,0.5273439884185791,0.5117189884185791,0.3135149478912353,115200,0.0,
1980-05-22 00:00:00+00:00,0.0,0.5234379768371582,0.515625,0.3065477013587951,131200,0.0,
1980-05-23 00:00:00+00:00,0.0,0.5273439884185791,0.5117189884185791,0.3111926019191742,480000,0.0,
1980-05-27 00:00:00+00:00,0.0,0.546875,0.5273439884185791,0.3251265287399292,1168000,0.0,
1980-05-28 00:00:00+00:00,0.0,0.546875,0.5351560115814209,0.3181594610214233,1209600,0.0,
1980-05-29 00:00:00+00:00,0.0,0.5351560115814209,0.5273439884185791,0.3158370852470398,592000,0.0,
1980-05-30 00:00:00+00:00,0.0,0.5273439884185791,0.5234379768371582,0.3135149478912353,89600,0.0,
1980-06-02 00:00:00+00:00,0.0,0.5273439884185791,0.5195310115814209,0.3111926019191742,400000,0.0,
1980-06-03 00:00:00+00:00,0.0,0.5273439884185791,0.5195310115814209,0.3088699281215668,569600,0.0,
1980-06-04 00:00:00+00:00,0.0,0.5234379768371582,0.5195310115814209,0.3088699281215668,313600,0.0,
1980-06-05 00:00:00+00:00,0.0,0.5273439884185791,0.5195310115814209,0.3135149478912353,2284800,0.0,
1980-06-06 00:00:00+00:00,0.0,0.53125,0.5273439884185791,0.3158370852470398,297600,0.0,
1980-06-09 00:00:00+00:00,0.0,0.53125,0.5234379768371582,0.3111926019191742,179200,0.0,
1980-06-10 00:00:00+00:00,0.0,0.53125,0.5273439884185791,0.3158370852470398,163200,0.0,
1980-06-11 00:00:00+00:00,0.0,0.5351560115814209,0.5273439884185791,0.3181594610214233,54400,0.0,
1980-06-12 00:00:00+00:00,0.0,0.53125,0.5195310115814209,0.3088699281215668,137600,0.0,
1980-06-13 00:00:00+00:00,0.0,0.5273439884185791,0.5195310115814209,0.3111926019191742,57600,0.0,
1980-06-16 00:00:00+00:00,0.0,0.5273439884185791,0.5234379768371582,0.3111926019191742,76800,0.0,
1980-06-17 00:00:00+00:00,0.0,0.5273439884185791,0.5195310115814209,0.3135149478912353,44800,0.0,
1980-06-18 00:00:00+00:00,0.0,0.546875,0.5195310115814209,0.3251265287399292,1094400,0.0,
1980-06-19 00:00:00+00:00,0.0,0.546875,0.53125,0.3158370852470398,192000,0.0,
1980-06-20 00:00:00+00:00,0.0,0.53125,0.5273439884185791,0.3135149478912353,60800,0.0,
1980-06-23 00:00:00+00:00,0.0,0.5273439884185791,0.5234379768371582,0.3135149478912353,512000,0.0,
1980-06-24 00:00:00+00:00,0.0,0.5390629768371582,0.53125,0.3204820454120636,409600,0.0,
1980-06-25 00:00:00+00:00,0.0,0.5664060115814209,0.546875,0.3367381691932678,297600,0.0,
1980-06-26 00:00:00+00:00,0.0,0.578125,0.5625,0.3390606641769409,208000,0.0,
1980-06-27 00:00:00+00:00,0.0,0.578125,0.5664060115814209,0.3390606641769409,1369600,0.0,
1980-06-30 00:00:00+00:00,0.0,0.5703129768371582,0.5625,0.334415853023529,678400,0.0,
1980-07-01 00:00:00+00:00,0.0,0.5703129768371582,0.5585939884185791,0.3390606641769409,505600,0.0,
1980-07-02 00:00:00+00:00,0.0,0.5664060115814209,0.5625,0.3367381691932678,86400,0.0,
1980-07-03 00:00:00+00:00,0.0,0.5625,0.5585939884185791,0.3320934474468231,454400,0.0,
1980-07-07 00:00:00+00:00,0.0,0.5742189884185791,0.5546879768371582,0.3413829505443573,144000,0.0,
