date,WST_Open,WST_High,WST_Low,WST_Close,WST_Volume,WST_Dividends,WST_Stock Splits
1980-03-17 00:00:00+00:00,0.0,0.828125,0.78125,0.4330716133117676,48000,0.0,
1980-03-18 00:00:00+00:00,0.0,0.8125,0.765625,0.4244100451469421,28800,0.0,
1980-03-19 00:00:00+00:00,0.0,0.828125,0.78125,0.4330716133117676,22400,0.0,
1980-03-20 00:00:00+00:00,0.0,0.8125,0.765625,0.4244100451469421,14400,0.0,
1980-03-21 00:00:00+00:00,0.0,0.8125,0.765625,0.4244100451469421,17600,0.0,
1980-03-24 00:00:00+00:00,0.0,0.8125,0.765625,0.4244100451469421,41600,0.0,
1980-03-25 00:00:00+00:00,0.0,0.796875,0.75,0.4157486855983734,16000,0.0,
1980-03-26 00:00:00+00:00,0.0,0.796875,0.75,0.4157486855983734,38400,0.0,
1980-03-27 00:00:00+00:00,0.0,0.734375,0.6875,0.3811030387878418,65600,0.0,
1980-03-28 00:00:00+00:00,0.0,0.75,0.703125,0.3897643983364105,46400,0.0,
1980-03-31 00:00:00+00:00,0.0,0.78125,0.734375,0.4070873856544494,22400,0.0,
1980-04-01 00:00:00+00:00,0.0,0.765625,0.71875,0.3984260857105255,33600,0.0,
1980-04-02 00:00:00+00:00,0.0,0.765625,0.71875,0.3984260857105255,16000,0.0,
1980-04-03 00:00:00+00:00,0.0,0.765625,0.71875,0.3984260857105255,9600,0.0,
1980-04-07 00:00:00+00:00,0.0,0.765625,0.71875,0.3984260857105255,11200,0.0,
1980-04-08 00:00:00+00:00,0.0,0.75,0.703125,0.3897643983364105,72000,0.0,
1980-04-09 00:00:00+00:00,0.0,0.78125,0.734375,0.4070873856544494,27200,0.0,
1980-04-10 00:00:00+00:00,0.0,0.828125,0.78125,0.4330716133117676,115200,0.0,
1980-04-11 00:00:00+00:00,0.0,0.84375,0.796875,0.4417333006858825,83200,0.0,
1980-04-14 00:00:00+00:00,0.0,0.828125,0.78125,0.4330716133117676,38400,0.0,
1980-04-15 00:00:00+00:00,0.0,0.8125,0.765625,0.4244100451469421,94400,0.0,
1980-04-16 00:00:00+00:00,0.0,0.8125,0.765625,0.4244100451469421,51200,0.0,
