date,UMDD_Open,UMDD_High,UMDD_Low,UMDD_Close,UMDD_Volume,UMDD_Dividends,UMDD_Stock Splits
2010-02-11 00:00:00+00:00,2.001499891281128,2.07699990272522,2.001499891281128,2.0324082374572754,44000,0.0,
2010-02-12 00:00:00+00:00,2.008249998092652,2.052000045776367,2.008249998092652,2.0079448223114014,28000,0.0,
2010-02-16 00:00:00+00:00,2.2065000534057617,2.234250068664551,2.1752500534057617,2.182612180709839,864000,0.0,
2010-02-17 00:00:00+00:00,2.2552499771118164,2.2780001163482666,2.248500108718872,2.229092597961426,732000,0.0,
2010-02-18 00:00:00+00:00,2.2795000076293945,2.293750047683716,2.2795000076293945,2.2403459548950195,72000,0.0,
2010-02-19 00:00:00+00:00,2.309499979019165,2.3570001125335693,2.2987499237060547,2.2973453998565674,384000,0.0,
2010-02-22 00:00:00+00:00,2.380000114440918,2.380000114440918,2.3420000076293945,2.3000359535217285,904000,0.0,
2010-02-23 00:00:00+00:00,2.341249942779541,2.3475000858306885,2.252500057220459,2.2041401863098145,1384000,0.0,
2010-02-24 00:00:00+00:00,2.2804999351501465,2.3299999237060547,2.2674999237060547,2.2721476554870605,728000,0.0,
2010-02-25 00:00:00+00:00,2.2225000858306885,2.3334999084472656,2.205749988555908,2.280465602874756,620000,0.0,
2010-02-26 00:00:00+00:00,2.3359999656677246,2.342750072479248,2.282749891281128,2.2799763679504395,1812000,0.0,
2010-03-01 00:00:00+00:00,2.361000061035156,2.4512500762939453,2.361000061035156,2.39862322807312,1864000,0.0,
2010-03-02 00:00:00+00:00,2.4882500171661377,2.5295000076293945,2.4790000915527344,2.452441692352295,1484000,0.0,
2010-03-03 00:00:00+00:00,2.5344998836517334,2.5772500038146973,2.518249988555908,2.4822874069213867,1176000,0.0,
2010-03-04 00:00:00+00:00,2.5492498874664307,2.563750028610229,2.5114998817443848,2.486201524734497,664000,0.0,
2010-03-05 00:00:00+00:00,2.5799999237060547,2.650000095367432,2.5692501068115234,2.5882136821746826,1944000,0.0,
2010-03-08 00:00:00+00:00,2.649250030517578,2.673500061035156,2.6454999446868896,2.6058268547058105,660000,0.0,
2010-03-09 00:00:00+00:00,2.638999938964844,2.712249994277954,2.638999938964844,2.613410711288452,1296000,0.0,
2010-03-10 00:00:00+00:00,2.6700000762939453,2.7362499237060547,2.66825008392334,2.6723666191101074,2028000,0.0,
2010-03-11 00:00:00+00:00,2.694499969482422,2.7734999656677246,2.6722500324249268,2.710285186767578,1864000,0.0,
2010-03-12 00:00:00+00:00,2.8082499504089355,2.8082499504089355,2.73324990272522,2.7274093627929688,1192000,0.0,
2010-03-15 00:00:00+00:00,2.7799999713897705,2.791249990463257,2.7042500972747803,2.713220357894897,1272000,0.0,
2010-03-16 00:00:00+00:00,2.796999931335449,2.8632500171661377,2.774749994277954,2.801288604736328,1196000,0.0,
2010-03-17 00:00:00+00:00,2.891249895095825,2.9584999084472656,2.891249895095825,2.8626909255981445,1424000,0.0,
2010-03-18 00:00:00+00:00,2.927999973297119,2.938499927520752,2.880000114440918,2.825507164001465,580000,0.0,
2010-03-19 00:00:00+00:00,2.7929999828338623,2.914499998092652,2.7785000801086426,2.7330360412597656,1756000,0.0,
2010-03-22 00:00:00+00:00,2.7402501106262207,2.9059998989105225,2.7382500171661377,2.8326010704040527,904000,0.0,
2010-03-23 00:00:00+00:00,2.901000022888184,2.969500064849853,2.867500066757202,2.9035446643829346,712000,0.0,
2010-03-24 00:00:00+00:00,2.9287500381469727,2.943000078201294,2.890749931335449,2.829068422317505,660000,0.0004,
2010-03-25 00:00:00+00:00,2.95674991607666,2.966249942779541,2.828000068664551,2.7723066806793213,644000,0.0,
2010-03-26 00:00:00+00:00,2.85575008392334,2.884500026702881,2.7869999408721924,2.757626533508301,1024000,0.0,
2010-03-29 00:00:00+00:00,2.861999988555908,2.893249988555908,2.8534998893737797,2.831026077270508,524000,0.0,
2010-03-30 00:00:00+00:00,2.918750047683716,2.94350004196167,2.8652501106262207,2.8359193801879883,468000,0.0,
2010-03-31 00:00:00+00:00,2.8787500858306885,2.9262499809265137,2.845999956130981,2.7852728366851807,1216000,0.0,
2010-04-01 00:00:00+00:00,2.913249969482422,2.963749885559082,2.869750022888184,2.8726189136505127,768000,0.0,
2010-04-05 00:00:00+00:00,2.9730000495910645,3.0747499465942383,2.9644999504089355,3.0069408416748047,928000,0.0,
2010-04-06 00:00:00+00:00,3.037750005722046,3.135999917984009,3.037750005722046,3.054650068283081,1356000,0.0,
2010-04-07 00:00:00+00:00,3.0975000858306885,3.1112499237060547,3.0174999237060547,2.9903037548065186,1328000,0.0,
