date,K_Open,K_High,K_Low,K_Close,K_Volume,K_Dividends,K_Stock Splits
1973-02-21 00:00:00+00:00,0.0,1.716549038887024,1.7018779516220093,0.544297993183136,149952,0.0,
1973-02-22 00:00:00+00:00,0.0,1.716549038887024,1.7018779516220093,0.5489904284477234,136320,0.0,
1973-02-23 00:00:00+00:00,0.0,1.716549038887024,1.657863974571228,0.5302216410636902,110760,0.0,
1973-02-26 00:00:00+00:00,0.0,1.657863974571228,1.628520965576172,0.5258628726005554,115872,0.015845,
1973-02-27 00:00:00+00:00,0.0,1.6798709630966189,1.628520965576172,0.5329693555831909,100536,0.0,
1973-02-28 00:00:00+00:00,0.0,1.6872069835662842,1.6651999950408936,0.5400755405426025,46008,0.0,
1973-03-01 00:00:00+00:00,0.0,1.716549038887024,1.6725349426269531,0.5542880892753601,156768,0.0,
1973-03-02 00:00:00+00:00,0.0,1.716549038887024,1.6872069835662842,0.55191969871521,151656,0.0,
1973-03-05 00:00:00+00:00,0.0,1.716549038887024,1.6945420503616333,0.5495502948760986,28968,0.0,
1973-03-06 00:00:00+00:00,0.0,1.7092139720916748,1.6945420503616333,0.5495502948760986,124392,0.0,
1973-03-07 00:00:00+00:00,0.0,1.716549038887024,1.6872069835662842,0.5495502948760986,52824,0.0,
1973-03-08 00:00:00+00:00,0.0,1.7092139720916748,1.6872069835662842,0.5495502948760986,117576,0.0,
1973-03-09 00:00:00+00:00,0.0,1.7018779516220093,1.6872069835662842,0.5448132157325745,138024,0.0,
1973-03-12 00:00:00+00:00,0.0,1.716549038887024,1.6872069835662842,0.5448132157325745,73272,0.0,
1973-03-13 00:00:00+00:00,0.0,1.7238850593566897,1.6872069835662842,0.5471818447113037,69864,0.0,
1973-03-14 00:00:00+00:00,0.0,1.6945420503616333,1.6431920528411863,0.5377070307731628,410664,0.0,
1973-03-15 00:00:00+00:00,0.0,1.6725349426269531,1.6431920528411863,0.5353381633758545,64752,0.0,
1973-03-16 00:00:00+00:00,0.0,1.6945420503616333,1.6725349426269531,0.5471818447113037,143136,0.0,
1973-03-19 00:00:00+00:00,0.0,1.716549038887024,1.6872069835662842,0.5542880892753601,54528,0.0,
1973-03-20 00:00:00+00:00,0.0,1.74589204788208,1.716549038887024,0.5613940358161926,61344,0.0,
1973-03-21 00:00:00+00:00,0.0,1.74589204788208,1.7092139720916748,0.55191969871521,35784,0.0,
1973-03-22 00:00:00+00:00,0.0,1.7018779516220093,1.6725349426269531,0.5400755405426025,151656,0.0,
1973-03-23 00:00:00+00:00,0.0,1.7312209606170654,1.6872069835662842,0.5590255260467529,25560,0.0,
1973-03-26 00:00:00+00:00,0.0,1.7385560274124146,1.716549038887024,0.5590255260467529,173808,0.0,
1973-03-27 00:00:00+00:00,0.0,1.7752350568771362,1.74589204788208,0.5732380151748657,54528,0.0,
1973-03-28 00:00:00+00:00,0.0,1.789906024932861,1.74589204788208,0.5732380151748657,63048,0.0,
1973-03-29 00:00:00+00:00,0.0,1.789906024932861,1.7605630159378052,0.5779752135276794,131208,0.0,
1973-03-30 00:00:00+00:00,0.0,1.841256022453308,1.7972420454025269,0.5945568084716797,165288,0.0,
1973-04-02 00:00:00+00:00,0.0,1.8632630109786987,1.826585054397583,0.5969257950782776,66456,0.0,
1973-04-03 00:00:00+00:00,0.0,1.8705990314483645,1.8192490339279173,0.6040315628051758,61344,0.0,
1973-04-04 00:00:00+00:00,0.0,1.8705990314483645,1.826585054397583,0.5921878218650818,52824,0.0,
1973-04-05 00:00:00+00:00,0.0,1.8999409675598145,1.826585054397583,0.6111382246017456,129504,0.0,
1973-04-06 00:00:00+00:00,0.0,1.8926060199737549,1.8485920429229736,0.5969257950782776,194256,0.0,
1973-04-09 00:00:00+00:00,0.0,1.8705990314483645,1.826585054397583,0.6040315628051758,361248,0.0,
1973-04-10 00:00:00+00:00,0.0,1.8705990314483645,1.8485920429229736,0.6016627550125122,90312,0.0,
1973-04-11 00:00:00+00:00,0.0,1.8705990314483645,1.8485920429229736,0.5992943644523621,20448,0.0,
1973-04-12 00:00:00+00:00,0.0,1.8632630109786987,1.8339200019836424,0.5921878218650818,28968,0.0,
1973-04-13 00:00:00+00:00,0.0,1.8485920429229736,1.8192490339279173,0.5969257950782776,28968,0.0,
1973-04-16 00:00:00+00:00,0.0,1.8705990314483645,1.8632630109786987,0.6040315628051758,34080,0.0,
1973-04-17 00:00:00+00:00,0.0,1.9292839765548704,1.8705990314483645,0.6111382246017456,114168,0.0,
1973-04-18 00:00:00+00:00,0.0,1.90727698802948,1.8632630109786987,0.6064006686210632,71568,0.0,
