date,SPY_Open,SPY_High,SPY_Low,SPY_Close,SPY_Volume,SPY_Dividends,SPY_Stock Splits
1993-01-29 00:00:00+00:00,43.96875,43.96875,43.75,24.684112548828125,1003200,0.0,
1993-02-01 00:00:00+00:00,43.96875,44.25,43.96875,24.85967063903809,480500,0.0,
1993-02-02 00:00:00+00:00,44.21875,44.375,44.125,24.912328720092773,201300,0.0,
1993-02-03 00:00:00+00:00,44.40625,44.84375,44.375,25.175683975219727,529400,0.0,
1993-02-04 00:00:00+00:00,44.96875,45.09375,44.46875,25.281024932861328,531500,0.0,
1993-02-05 00:00:00+00:00,44.96875,45.0625,44.71875,25.263463973999023,492100,0.0,
1993-02-08 00:00:00+00:00,44.96875,45.125,44.90625,25.263463973999023,596100,0.0,
1993-02-09 00:00:00+00:00,44.8125,44.8125,44.5625,25.087900161743164,122100,0.0,
1993-02-10 00:00:00+00:00,44.65625,44.75,44.53125,25.123008728027344,379600,0.0,
1993-02-11 00:00:00+00:00,44.78125,45.125,44.78125,25.24591445922852,19500,0.0,
1993-02-12 00:00:00+00:00,44.875,44.875,44.59375,25.05277633666992,42500,0.0,
1993-02-16 00:00:00+00:00,44.46875,44.46875,43.40625,24.42076301574707,374800,0.0,
1993-02-17 00:00:00+00:00,43.46875,43.53125,43.28125,24.4031925201416,210900,0.0,
1993-02-18 00:00:00+00:00,43.9375,43.9375,42.8125,24.385637283325195,378100,0.0,
1993-02-19 00:00:00+00:00,43.40625,43.5625,43.34375,24.47342872619629,34900,0.0,
1993-02-22 00:00:00+00:00,43.6875,43.78125,43.5625,24.56121063232422,513600,0.0,
1993-02-23 00:00:00+00:00,43.84375,43.875,43.46875,24.54365539550781,373700,0.0,
1993-02-24 00:00:00+00:00,43.71875,44.25,43.71875,24.85967063903809,26300,0.0,
1993-02-25 00:00:00+00:00,44.21875,44.375,44.125,24.912328720092773,44500,0.0,
1993-02-26 00:00:00+00:00,44.4375,44.4375,44.1875,24.94744873046875,66200,0.0,
1993-03-01 00:00:00+00:00,44.5625,44.5625,44.21875,24.877220153808597,66500,0.0,
1993-03-02 00:00:00+00:00,44.3125,44.9375,44.25,25.24591445922852,182400,0.0,
1993-03-03 00:00:00+00:00,45.0,45.15625,44.9375,25.351232528686523,280100,0.0,
1993-03-04 00:00:00+00:00,45.1875,45.1875,44.875,25.21079444885254,89500,0.0,
1993-03-05 00:00:00+00:00,44.9375,45.125,44.71875,25.140581130981445,40000,0.0,
1993-03-08 00:00:00+00:00,44.84375,45.75,44.84375,25.702381134033203,50800,0.0,
1993-03-09 00:00:00+00:00,45.65625,45.6875,45.5,25.61458778381348,169300,0.0,
1993-03-10 00:00:00+00:00,45.59375,45.6875,45.40625,25.66726303100586,194400,0.0,
1993-03-11 00:00:00+00:00,45.71875,45.84375,45.5,25.59701919555664,70900,0.0,
1993-03-12 00:00:00+00:00,45.1875,45.21875,44.8125,25.33367919921875,643600,0.0,
1993-03-15 00:00:00+00:00,45.0625,45.3125,45.0625,25.45659065246582,310800,0.0,
1993-03-16 00:00:00+00:00,45.3125,45.4375,45.3125,25.45659065246582,30800,0.0,
1993-03-17 00:00:00+00:00,45.25,45.25,44.96875,25.298572540283203,21800,0.0,
1993-03-18 00:00:00+00:00,45.21875,45.5,45.21875,25.45659065246582,59300,0.0,
1993-03-19 00:00:00+00:00,45.28125,45.28125,45.03125,25.41805076599121,66900,0.213,
1993-03-22 00:00:00+00:00,44.59375,44.875,44.5625,25.276948928833008,183400,0.0,
1993-03-23 00:00:00+00:00,44.90625,44.9375,44.8125,25.32986068725586,55200,0.0,
1993-03-24 00:00:00+00:00,44.8125,45.0625,44.59375,25.32986068725586,37200,0.0,
1993-03-25 00:00:00+00:00,44.90625,45.25,44.84375,25.48858642578125,110100,0.0,
1993-03-26 00:00:00+00:00,45.125,45.15625,44.875,25.347492218017575,101500,0.0,
1993-03-29 00:00:00+00:00,44.9375,45.3125,44.9375,25.453330993652344,87100,0.0,
1993-03-30 00:00:00+00:00,45.15625,45.21875,45.09375,25.523895263671875,56000,0.0,
1993-03-31 00:00:00+00:00,45.34375,45.46875,45.1875,25.506248474121094,111600,0.0,
1993-04-01 00:00:00+00:00,45.25,45.25,44.9375,25.41805076599121,129500,0.0,
1993-04-02 00:00:00+00:00,44.65625,44.65625,44.09375,24.88887596130371,59400,0.0,
1993-04-05 00:00:00+00:00,44.4375,44.4375,44.1875,25.01235580444336,172200,0.0,
1993-04-06 00:00:00+00:00,44.40625,44.40625,44.0625,24.941808700561523,129700,0.0,
1993-04-07 00:00:00+00:00,44.25,44.34375,44.15625,25.02998733520508,28000,0.0,
1993-04-08 00:00:00+00:00,44.53125,44.53125,44.09375,24.994712829589844,180800,0.0,
1993-04-12 00:00:00+00:00,44.71875,44.9375,44.65625,25.347492218017575,348500,0.0,
1993-04-13 00:00:00+00:00,44.875,45.15625,44.84375,25.40042495727539,146100,0.0,
1993-04-14 00:00:00+00:00,45.03125,45.0625,44.90625,25.36514663696289,119600,0.0,
1993-04-15 00:00:00+00:00,44.90625,45.03125,44.75,25.36514663696289,148600,0.0,
1993-04-16 00:00:00+00:00,44.96875,45.03125,44.875,25.36514663696289,47900,0.0,
1993-04-19 00:00:00+00:00,44.9375,45.0625,44.71875,25.259313583374023,157000,0.0,
1993-04-20 00:00:00+00:00,44.6875,44.75,44.25,25.13582992553711,279500,0.0,
1993-04-21 00:00:00+00:00,44.625,44.625,44.375,25.118186950683597,67900,0.0,
1993-04-22 00:00:00+00:00,44.3125,44.6875,43.9375,24.800691604614254,97700,0.0,
1993-04-23 00:00:00+00:00,43.84375,43.96875,43.6875,24.69485855102539,106000,0.0,
1993-04-26 00:00:00+00:00,43.78125,43.9375,43.28125,24.50080680847168,62600,0.0,
1993-04-27 00:00:00+00:00,43.34375,43.875,43.34375,24.76539802551269,156800,0.0,
1993-04-28 00:00:00+00:00,43.8125,43.90625,43.71875,24.71248435974121,85900,0.0,
1993-04-29 00:00:00+00:00,43.875,43.96875,43.625,24.818321228027344,85000,0.0,
1993-04-30 00:00:00+00:00,44.125,44.28125,44.03125,24.853609085083008,88500,0.0,
1993-05-03 00:00:00+00:00,44.09375,44.3125,43.90625,25.01235580444336,80500,0.0,
1993-05-04 00:00:00+00:00,44.40625,44.625,44.34375,25.100547790527344,149100,0.0,
1993-05-05 00:00:00+00:00,44.46875,44.75,44.46875,25.17110061645508,109000,0.0,
1993-05-06 00:00:00+00:00,44.53125,44.5625,44.40625,25.08292007446289,54700,0.0,
1993-05-07 00:00:00+00:00,44.46875,44.46875,44.28125,25.02998733520508,68000,0.0,
1993-05-10 00:00:00+00:00,44.40625,44.6875,44.40625,25.08292007446289,113900,0.0,
1993-05-11 00:00:00+00:00,44.4375,44.625,44.3125,25.188745498657227,42600,0.0,
1993-05-12 00:00:00+00:00,44.4375,44.59375,44.4375,25.15345001220703,31000,0.0,
1993-05-13 00:00:00+00:00,44.375,44.375,44.0,24.853609085083008,129100,0.0,
1993-05-14 00:00:00+00:00,44.03125,44.15625,43.96875,24.835960388183597,63500,0.0,
