date,MSM_Open,MSM_High,MSM_Low,MSM_Close,MSM_Volume,MSM_Dividends,MSM_Stock Splits
1995-12-15 00:00:00+00:00,12.0,12.3125,11.125,6.313050270080566,7272800,0.0,
1995-12-18 00:00:00+00:00,11.8125,11.875,11.25,6.0527167320251465,1239800,0.0,
1995-12-19 00:00:00+00:00,11.5625,12.1875,11.5,6.345590591430664,720000,0.0,
1995-12-20 00:00:00+00:00,12.1875,12.75,12.1875,6.5733795166015625,304400,0.0,
1995-12-21 00:00:00+00:00,12.5625,12.6875,12.5,6.508301258087158,122600,0.0,
1995-12-22 00:00:00+00:00,12.5,12.6875,12.5,6.5733795166015625,329800,0.0,
1995-12-26 00:00:00+00:00,12.75,12.75,12.625,6.605920791625977,58400,0.0,
1995-12-27 00:00:00+00:00,12.5625,12.8125,12.5,6.638464450836182,349600,0.0,
1995-12-28 00:00:00+00:00,12.75,13.8125,12.75,7.028960227966309,238800,0.0,
1995-12-29 00:00:00+00:00,13.5,13.75,13.5,7.159125804901123,116000,0.0,
1996-01-02 00:00:00+00:00,13.625,13.625,13.0625,6.898796081542969,217600,0.0,
1996-01-03 00:00:00+00:00,13.25,13.3125,13.125,6.833707809448242,207800,0.0,
1996-01-04 00:00:00+00:00,13.0,13.0,12.3125,6.410672187805176,427400,0.0,
1996-01-05 00:00:00+00:00,12.3125,12.625,12.25,6.5733795166015625,71600,0.0,
1996-01-08 00:00:00+00:00,12.6875,12.8125,12.6875,6.638464450836182,96600,0.0,
1996-01-09 00:00:00+00:00,12.75,12.875,12.75,6.67100191116333,122200,0.0,
1996-01-10 00:00:00+00:00,12.75,12.75,12.5625,6.540836334228516,62400,0.0,
1996-01-11 00:00:00+00:00,12.5,12.5,12.25,6.410672187805176,362000,0.0,
1996-01-12 00:00:00+00:00,12.4375,12.5,12.3125,6.443215370178223,72800,0.0,
1996-01-15 00:00:00+00:00,12.375,12.5,12.375,6.508301258087158,15200,0.0,
1996-01-16 00:00:00+00:00,12.5,12.625,12.5,6.5733795166015625,65200,0.0,
1996-01-17 00:00:00+00:00,12.625,13.0,12.4375,6.540836334228516,188400,0.0,
1996-01-18 00:00:00+00:00,12.5,12.625,12.375,6.475752830505371,76400,0.0,
1996-01-19 00:00:00+00:00,12.5,12.5,12.375,6.508301258087158,80000,0.0,
1996-01-22 00:00:00+00:00,12.5,13.125,12.5,6.801170349121094,59200,0.0,
1996-01-23 00:00:00+00:00,13.125,13.125,12.9375,6.76862907409668,264400,0.0,
1996-01-24 00:00:00+00:00,13.0,13.25,12.9375,6.898796081542969,88000,0.0,
1996-01-25 00:00:00+00:00,13.1875,13.375,13.1875,6.898796081542969,38400,0.0,
1996-01-26 00:00:00+00:00,13.3125,13.3125,12.6875,6.605920791625977,95000,0.0,
1996-01-29 00:00:00+00:00,12.6875,12.9375,12.6875,6.67100191116333,18600,0.0,
1996-01-30 00:00:00+00:00,12.6875,12.9375,12.625,6.67100191116333,50800,0.0,
1996-01-31 00:00:00+00:00,12.8125,12.875,12.8125,6.703545093536377,10200,0.0,
1996-02-01 00:00:00+00:00,12.8125,13.0,12.8125,6.736088752746582,91200,0.0,
1996-02-02 00:00:00+00:00,13.0,13.1875,13.0,6.866255760192871,105400,0.0,
1996-02-05 00:00:00+00:00,13.1875,13.5625,13.1875,7.028960227966309,40000,0.0,
1996-02-06 00:00:00+00:00,13.625,13.75,13.5,7.094041347503662,80600,0.0,
1996-02-07 00:00:00+00:00,13.625,13.625,13.5625,7.061499118804932,14400,0.0,
1996-02-08 00:00:00+00:00,13.5625,13.6875,13.4375,6.996418952941895,38200,0.0,
1996-02-09 00:00:00+00:00,13.5625,13.9375,13.5,7.224209785461426,164800,0.0,
1996-02-12 00:00:00+00:00,13.875,13.875,13.625,7.126585483551025,21200,0.0,
1996-02-13 00:00:00+00:00,13.625,13.625,13.375,6.963878154754639,127200,0.0,
1996-02-14 00:00:00+00:00,13.375,13.375,13.3125,6.931334972381592,27000,0.0,
1996-02-15 00:00:00+00:00,13.3125,13.3125,13.25,6.898796081542969,20600,0.0,
1996-02-16 00:00:00+00:00,13.3125,13.3125,13.0625,6.801170349121094,14800,0.0,
1996-02-20 00:00:00+00:00,13.0,13.0,12.75,6.638464450836182,35200,0.0,
1996-02-21 00:00:00+00:00,12.875,13.0,12.875,6.703545093536377,18200,0.0,
1996-02-22 00:00:00+00:00,12.9375,12.9375,12.8125,6.67100191116333,37400,0.0,
1996-02-23 00:00:00+00:00,13.0,13.25,13.0,6.898796081542969,89000,0.0,
1996-02-26 00:00:00+00:00,13.1875,13.3125,13.1875,6.898796081542969,115600,0.0,
1996-02-27 00:00:00+00:00,13.3125,13.5,13.3125,7.028960227966309,160000,0.0,
1996-02-28 00:00:00+00:00,13.5,14.1875,13.5,7.191669464111328,63600,0.0,
1996-02-29 00:00:00+00:00,13.8125,13.875,13.75,7.224209785461426,44000,0.0,
1996-03-01 00:00:00+00:00,13.875,13.9375,13.8125,7.191669464111328,58800,0.0,
1996-03-04 00:00:00+00:00,13.8125,14.0625,13.8125,7.321833610534668,11400,0.0,
1996-03-05 00:00:00+00:00,14.0,14.0625,14.0,7.321833610534668,22800,0.0,
1996-03-06 00:00:00+00:00,14.25,14.625,14.25,7.549623012542725,35600,0.0,
1996-03-07 00:00:00+00:00,14.5,14.875,14.5,7.647247314453125,268800,0.0,
1996-03-08 00:00:00+00:00,14.5,14.5,14.375,7.484543323516846,15800,0.0,
1996-03-11 00:00:00+00:00,14.25,14.3125,14.25,7.419460296630859,19200,0.0,
1996-03-12 00:00:00+00:00,14.25,14.3125,14.25,7.419460296630859,2200,0.0,
1996-03-13 00:00:00+00:00,14.25,14.3125,14.25,7.45199728012085,137200,0.0,
1996-03-14 00:00:00+00:00,14.375,14.75,14.375,7.679788112640381,36800,0.0,
1996-03-15 00:00:00+00:00,14.875,14.875,14.8125,7.7123332023620605,21000,0.0,
1996-03-18 00:00:00+00:00,14.8125,14.8125,14.375,7.484543323516846,100200,0.0,
1996-03-19 00:00:00+00:00,14.4375,14.5,14.25,7.45199728012085,268400,0.0,
1996-03-20 00:00:00+00:00,14.3125,14.3125,14.25,7.419460296630859,1200,0.0,
1996-03-21 00:00:00+00:00,14.25,14.25,14.1875,7.386913776397705,155000,0.0,
1996-03-22 00:00:00+00:00,14.3125,14.375,14.125,7.354374885559082,51400,0.0,
1996-03-25 00:00:00+00:00,14.125,14.25,14.0625,7.354374885559082,27000,0.0,
1996-03-26 00:00:00+00:00,14.0625,14.375,14.0625,7.419460296630859,166800,0.0,
1996-03-27 00:00:00+00:00,14.375,14.375,14.375,7.484543323516846,800,0.0,
1996-03-28 00:00:00+00:00,14.25,14.5625,14.25,7.549623012542725,15000,0.0,
1996-03-29 00:00:00+00:00,14.5,14.5625,14.3125,7.517079830169678,88200,0.0,
1996-04-01 00:00:00+00:00,14.375,14.375,14.1875,7.386913776397705,9800,0.0,
1996-04-02 00:00:00+00:00,14.25,14.25,14.0,7.386913776397705,23200,0.0,
1996-04-03 00:00:00+00:00,14.125,14.3125,14.125,7.386913776397705,29600,0.0,
1996-04-04 00:00:00+00:00,14.25,14.25,14.1875,7.386913776397705,2200,0.0,
1996-04-08 00:00:00+00:00,14.1875,14.1875,14.0625,7.321833610534668,4400,0.0,
1996-04-09 00:00:00+00:00,14.0625,14.125,14.0,7.321833610534668,60000,0.0,
1996-04-10 00:00:00+00:00,14.0625,14.125,14.0625,7.321833610534668,9400,0.0,
1996-04-11 00:00:00+00:00,14.0625,14.25,14.0625,7.419460296630859,33200,0.0,
1996-04-12 00:00:00+00:00,14.3125,14.4375,14.1875,7.45199728012085,18800,0.0,
1996-04-15 00:00:00+00:00,14.375,14.375,14.25,7.45199728012085,2200,0.0,
1996-04-16 00:00:00+00:00,14.375,14.4375,14.3125,7.517079830169678,221400,0.0,
1996-04-17 00:00:00+00:00,14.5,14.5625,14.375,7.484543323516846,40800,0.0,
1996-04-18 00:00:00+00:00,14.375,14.625,14.375,7.614704132080078,18000,0.0,
1996-04-19 00:00:00+00:00,14.8125,14.875,14.6875,7.647247314453125,30600,0.0,
1996-04-22 00:00:00+00:00,14.75,15.0,14.75,7.8099541664123535,51400,0.0,
1996-04-23 00:00:00+00:00,14.875,15.0,14.875,7.8099541664123535,104600,0.0,
1996-04-24 00:00:00+00:00,15.125,16.3125,15.125,8.36316204071045,122200,0.0,
1996-04-25 00:00:00+00:00,16.25,17.0,16.25,8.786199569702148,39400,0.0,
1996-04-26 00:00:00+00:00,17.0,17.875,16.625,9.079073905944824,75600,0.0,
1996-04-29 00:00:00+00:00,17.3125,17.375,17.25,9.01399040222168,3600,0.0,
1996-04-30 00:00:00+00:00,17.25,18.1875,17.1875,9.46957302093506,12400,0.0,
1996-05-01 00:00:00+00:00,18.3125,18.5,17.6875,9.209237098693848,63400,0.0,
1996-05-02 00:00:00+00:00,17.625,17.625,16.9375,8.818740844726562,38400,0.0,
1996-05-03 00:00:00+00:00,16.8125,16.8125,16.6875,8.688576698303223,2200,0.0,
1996-05-06 00:00:00+00:00,16.625,16.625,16.625,8.656033515930176,600,0.0,
1996-05-07 00:00:00+00:00,16.5,16.5,15.875,8.298078536987305,150600,0.0,
1996-05-08 00:00:00+00:00,16.0,16.375,16.0,8.460786819458008,141400,0.0,
1996-05-09 00:00:00+00:00,16.3125,16.5,16.3125,8.590951919555664,182600,0.0,
1996-05-10 00:00:00+00:00,16.4375,17.25,16.4375,8.981449127197266,93000,0.0,
