date,YUM_Open,YUM_High,YUM_Low,YUM_Close,YUM_Volume,YUM_Dividends,YUM_Stock Splits
1997-09-17 00:00:00+00:00,5.1671462059021,5.436736106872559,5.1671462059021,3.635431289672852,29185406,0.0,
1997-09-18 00:00:00+00:00,5.30194091796875,5.414269924163818,5.257009029388428,3.760253667831421,6731884,0.0,
1997-09-19 00:00:00+00:00,5.403037071228027,5.571530818939209,5.403037071228027,3.775856971740722,3440221,0.0,
1997-09-22 00:00:00+00:00,5.391804218292236,5.459201812744141,5.380571842193604,3.744650602340698,5831072,0.0,
1997-09-23 00:00:00+00:00,5.391804218292236,5.414269924163818,5.380571842193604,3.744650602340698,2738601,0.0,
1997-09-24 00:00:00+00:00,5.403037071228027,5.414269924163818,5.380571842193604,3.744650602340698,2575576,0.0,
1997-09-25 00:00:00+00:00,5.391804218292236,5.47043514251709,5.391804218292236,3.799262046813965,1005971,0.0,
1997-09-26 00:00:00+00:00,5.459201812744141,5.6164631843566895,5.44796895980835,3.892878293991089,1636372,0.0,
1997-09-29 00:00:00+00:00,5.6164631843566895,5.683860778808594,5.6164631843566895,3.947487592697144,1708148,0.0,
1997-09-30 00:00:00+00:00,5.740025043487549,5.998382091522217,5.728792190551758,4.041103363037109,4639263,0.0,
1997-10-01 00:00:00+00:00,5.829888820648193,5.829888820648193,5.571530818939209,3.869473457336426,3525907,0.0,
1997-10-02 00:00:00+00:00,5.593997001647949,5.60522985458374,5.481667995452881,3.853868961334229,1870617,0.0,
1997-10-03 00:00:00+00:00,5.60522985458374,5.661395072937012,5.571530818939209,3.908478975296021,2065357,0.0,
1997-10-06 00:00:00+00:00,5.60522985458374,5.796189785003662,5.60522985458374,3.994296789169312,7842458,0.0,
1997-10-07 00:00:00+00:00,5.796189785003662,5.886053085327148,5.504134178161621,3.885074138641357,21602230,0.0,
1997-10-08 00:00:00+00:00,5.593997001647949,5.6164631843566895,5.481667995452881,3.830466985702514,16664736,0.0,
1997-10-09 00:00:00+00:00,5.504134178161621,5.75125789642334,5.403037071228027,3.986493825912476,12844494,0.0,
1997-10-10 00:00:00+00:00,5.549065113067627,5.740025043487549,5.526599884033203,3.939684391021729,10308979,0.0,
1997-10-13 00:00:00+00:00,5.683860778808594,5.762491226196289,5.672627925872803,4.002096652984619,10520968,0.0,
1997-10-14 00:00:00+00:00,5.717558860778809,5.829888820648193,5.706326007843018,3.978692293167114,17077029,0.0,
1997-10-15 00:00:00+00:00,5.593997001647949,5.717558860778809,5.593997001647949,3.963088989257813,9048733,0.0,
1997-10-16 00:00:00+00:00,5.75125789642334,5.77372407913208,5.661395072937012,3.963088989257813,9002552,0.0,
1997-10-17 00:00:00+00:00,5.6164631843566895,5.638928890228272,5.44796895980835,3.892878293991089,6431428,0.0,
1997-10-20 00:00:00+00:00,5.582764148712158,5.829888820648193,5.582764148712158,4.025501251220703,7995468,0.0,
1997-10-21 00:00:00+00:00,5.75125789642334,6.144410133361816,5.75125789642334,4.189329624176025,9219548,0.0,
1997-10-22 00:00:00+00:00,5.930984973907471,5.998382091522217,5.863586902618408,4.1191182136535645,5610738,0.0,
1997-10-23 00:00:00+00:00,5.841121196746826,5.942217826843262,5.796189785003662,4.1191182136535645,7688892,0.0,
1997-10-24 00:00:00+00:00,5.942217826843262,5.975916862487793,5.829888820648193,4.1191182136535645,5598497,0.0,
1997-10-27 00:00:00+00:00,5.841121196746826,5.852354049682617,5.504134178161621,3.885074138641357,6699056,0.0,
1997-10-28 00:00:00+00:00,5.414269924163818,5.683860778808594,5.234542846679688,3.86167311668396,4660406,0.0,
1997-10-29 00:00:00+00:00,5.582764148712158,5.661395072937012,5.425502777099609,3.783658027648926,3286098,0.0,
1997-10-30 00:00:00+00:00,5.234542846679688,5.425502777099609,5.234542846679688,3.682241678237915,4901884,0.0,
1997-10-31 00:00:00+00:00,5.30194091796875,5.481667995452881,5.290708065032959,3.783658027648926,5334207,0.0,
1997-11-03 00:00:00+00:00,5.481667995452881,5.526599884033203,5.403037071228027,3.807063102722168,5457171,0.0,
1997-11-04 00:00:00+00:00,5.436736106872559,5.492900848388672,5.3693389892578125,3.760253667831421,5849990,0.0,
1997-11-05 00:00:00+00:00,5.391804218292236,5.481667995452881,5.3693389892578125,3.768055677413941,6204973,0.0,
1997-11-06 00:00:00+00:00,5.436736106872559,5.75125789642334,5.414269924163818,3.947487592697144,6185499,0.0,
1997-11-07 00:00:00+00:00,5.661395072937012,5.829888820648193,5.571530818939209,3.994296789169312,6055858,0.0,
1997-11-10 00:00:00+00:00,5.796189785003662,6.178109169006348,5.77372407913208,4.2205352783203125,5481653,0.0,
1997-11-11 00:00:00+00:00,5.886053085327148,6.043313980102539,5.886053085327148,4.181527614593506,4125150,0.0,
1997-11-12 00:00:00+00:00,5.975916862487793,6.020847797393799,5.89728593826294,4.095711708068848,4147406,0.0,
1997-11-13 00:00:00+00:00,5.91975212097168,6.05454683303833,5.91975212097168,4.181527614593506,6960008,0.0,
1997-11-14 00:00:00+00:00,6.155642986297607,6.470164775848389,6.133178234100342,4.399964332580566,11075698,0.0,
1997-11-17 00:00:00+00:00,6.3803019523620605,6.515097141265869,6.335370063781738,4.407767295837402,5030412,0.0,
1997-11-18 00:00:00+00:00,6.312903881072998,6.346602916717529,6.043313980102539,4.2205352783203125,5827177,0.0,
1997-11-19 00:00:00+00:00,6.043313980102539,6.155642986297607,5.998382091522217,4.2439398765563965,6024143,0.0,
1997-11-20 00:00:00+00:00,6.110712051391602,6.166875839233398,6.088245868682861,4.259541988372803,6341291,0.0,
1997-11-21 00:00:00+00:00,6.121944904327393,6.22304105758667,6.110712051391602,4.306349277496338,3088020,0.0,
1997-11-24 00:00:00+00:00,6.110712051391602,6.20057487487793,6.020847797393799,4.181527614593506,3880890,0.0,
1997-11-25 00:00:00+00:00,6.032081127166748,6.05454683303833,5.841121196746826,4.087912082672119,3297783,0.0,
1997-11-26 00:00:00+00:00,5.841121196746826,5.998382091522217,5.841121196746826,4.142521381378174,2655141,0.0,
1997-11-28 00:00:00+00:00,5.953451156616211,6.110712051391602,5.953451156616211,4.2205352783203125,1168996,0.0,
1997-12-01 00:00:00+00:00,6.178109169006348,6.178109169006348,6.07701301574707,4.2439398765563965,3024034,0.0,
1997-12-02 00:00:00+00:00,6.155642986297607,6.155642986297607,6.043313980102539,4.251737594604492,4351604,0.0,
