date,PETS_Open,PETS_High,PETS_Low,PETS_Close,PETS_Volume,PETS_Dividends,PETS_Stock Splits
1999-08-19 00:00:00+00:00,6.375,6.375,6.375,3.46999192237854,4000,0.0,
1999-08-20 00:00:00+00:00,6.5,6.5,6.25,3.46999192237854,5400,0.0,
1999-08-23 00:00:00+00:00,6.375,6.4375,6.375,3.5040109157562256,2100,0.0,
1999-08-24 00:00:00+00:00,6.5,6.5,5.625,3.4359724521636963,44600,0.0,
1999-08-25 00:00:00+00:00,6.3125,6.46875,6.3125,3.5210213661193848,2900,0.0,
1999-08-26 00:00:00+00:00,6.46875,6.5,6.125,3.333913564682007,25000,0.0,
1999-08-27 00:00:00+00:00,6.0625,6.25,6.0,3.2998950481414795,7500,0.0,
1999-08-30 00:00:00+00:00,6.25,6.25,5.9375,3.2658748626708984,13500,0.0,
1999-08-31 00:00:00+00:00,6.125,6.25,6.125,3.4019534587860107,7600,0.0,
1999-09-01 00:00:00+00:00,6.25,6.25,6.125,3.333913564682007,8400,0.0,
1999-09-02 00:00:00+00:00,6.0,6.125,6.0,3.2658748626708984,3700,0.0,
1999-09-03 00:00:00+00:00,6.0,6.0,6.0,3.2658748626708984,1400,0.0,
1999-09-07 00:00:00+00:00,6.125,6.125,6.125,3.333913564682007,1000,0.0,
1999-09-08 00:00:00+00:00,6.125,6.125,6.125,3.333913564682007,1300,0.0,
1999-09-09 00:00:00+00:00,6.125,6.125,6.125,3.333913564682007,300,0.0,
1999-09-10 00:00:00+00:00,6.125,6.125,5.75,3.129796028137207,7200,0.0,
1999-09-13 00:00:00+00:00,5.75,5.75,5.75,3.129796028137207,1000,0.0,
1999-09-14 00:00:00+00:00,5.75,5.75,5.75,3.129796028137207,0,0.0,
1999-09-15 00:00:00+00:00,5.75,5.875,5.75,3.1978354454040527,5100,0.0,
1999-09-16 00:00:00+00:00,6.0,6.0,5.625,3.2658748626708984,2200,0.0,
1999-09-17 00:00:00+00:00,5.625,5.625,5.625,3.0617575645446777,300,0.0,
1999-09-20 00:00:00+00:00,5.625,5.625,5.625,3.0617575645446777,0,0.0,
1999-09-21 00:00:00+00:00,5.875,5.875,5.125,2.857640266418457,15400,0.0,
1999-09-22 00:00:00+00:00,5.375,5.375,4.0,2.6535236835479736,43500,0.0,
1999-09-23 00:00:00+00:00,4.5,4.875,4.375,2.432395696640014,45700,0.0,
1999-09-24 00:00:00+00:00,4.625,4.625,4.625,2.5174455642700195,500,0.0,
1999-09-27 00:00:00+00:00,4.375,4.5,4.375,2.3813672065734863,2300,0.0,
1999-09-28 00:00:00+00:00,4.4375,4.5,4.375,2.3813672065734863,3600,0.0,
1999-09-29 00:00:00+00:00,4.375,4.375,4.25,2.313327550888061,3500,0.0,
1999-09-30 00:00:00+00:00,4.375,4.375,4.0,2.1772499084472656,2100,0.0,
1999-10-01 00:00:00+00:00,3.875,4.25,3.875,2.313327550888061,800,0.0,
1999-10-04 00:00:00+00:00,4.25,4.25,4.125,2.245288133621216,2600,0.0,
1999-10-05 00:00:00+00:00,4.0,4.25,4.0,2.1772499084472656,3100,0.0,
1999-10-06 00:00:00+00:00,4.25,4.25,4.25,2.313327550888061,400,0.0,
1999-10-07 00:00:00+00:00,4.25,4.25,3.75,2.1772499084472656,4100,0.0,
1999-10-08 00:00:00+00:00,4.125,4.125,3.75,2.0411717891693115,3700,0.0,
1999-10-11 00:00:00+00:00,3.875,3.875,3.875,2.109210968017578,1000,0.0,
1999-10-12 00:00:00+00:00,3.875,4.0,3.75,2.0411717891693115,3900,0.0,
1999-10-13 00:00:00+00:00,3.8125,4.375,3.8125,2.313327550888061,11600,0.0,
1999-10-14 00:00:00+00:00,4.25,4.5,4.25,2.449405670166016,4000,0.0,
1999-10-15 00:00:00+00:00,4.25,4.25,4.25,2.313327550888061,600,0.0,
1999-10-18 00:00:00+00:00,3.875,4.125,3.875,2.245288133621216,6800,0.0,
1999-10-19 00:00:00+00:00,4.0,4.0,4.0,2.1772499084472656,100,0.0,
1999-10-20 00:00:00+00:00,4.25,4.25,4.25,2.313327550888061,100,0.0,
1999-10-21 00:00:00+00:00,4.0,4.0,4.0,2.1772499084472656,1800,0.0,
1999-10-22 00:00:00+00:00,4.25,4.25,4.25,2.313327550888061,100,0.0,
1999-10-25 00:00:00+00:00,4.0,4.0,4.0,2.1772499084472656,300,0.0,
1999-10-26 00:00:00+00:00,4.125,4.125,4.0,2.1772499084472656,2300,0.0,
1999-10-27 00:00:00+00:00,4.0625,4.0625,4.0625,2.2112691402435303,300,0.0,
1999-10-28 00:00:00+00:00,4.0625,4.0625,4.0625,2.2112691402435303,0,0.0,
1999-10-29 00:00:00+00:00,3.875,4.0,3.875,2.1772499084472656,3600,0.0,
1999-11-01 00:00:00+00:00,4.0,4.0,4.0,2.1772499084472656,200,0.0,
1999-11-02 00:00:00+00:00,4.0,4.0625,4.0,2.1772499084472656,2800,0.0,
1999-11-03 00:00:00+00:00,4.0,4.125,4.0,2.1772499084472656,5100,0.0,
1999-11-04 00:00:00+00:00,3.875,4.0,3.875,2.1772499084472656,1600,0.0,
1999-11-05 00:00:00+00:00,4.03125,4.03125,3.875,2.1772499084472656,10400,0.0,
1999-11-08 00:00:00+00:00,3.875,4.0,3.875,2.1432301998138428,6700,0.0,
1999-11-09 00:00:00+00:00,3.75,3.9375,3.75,2.1432301998138428,1500,0.0,
1999-11-10 00:00:00+00:00,3.75,3.875,3.5,1.9050936698913572,2400,0.0,
1999-11-11 00:00:00+00:00,3.875,3.875,3.375,1.9050936698913572,11100,0.0,
1999-11-12 00:00:00+00:00,3.5625,3.75,3.5,2.0411717891693115,11800,0.0,
1999-11-15 00:00:00+00:00,3.5,4.9375,3.5,2.6875431537628174,62400,0.0,
1999-11-16 00:00:00+00:00,4.9375,4.9375,4.8125,2.619503259658813,34900,0.0,
1999-11-17 00:00:00+00:00,4.875,4.875,4.75,2.585484504699707,5600,0.0,
1999-11-18 00:00:00+00:00,4.75,4.875,4.75,2.585484504699707,2800,0.0,
1999-11-19 00:00:00+00:00,4.75,4.8125,4.75,2.585484504699707,14900,0.0,
1999-11-22 00:00:00+00:00,4.4375,4.75,4.4375,2.415386438369751,5400,0.0,
1999-11-23 00:00:00+00:00,4.25,4.25,4.25,2.313327550888061,200,0.0,
1999-11-24 00:00:00+00:00,4.125,4.5,4.125,2.245288133621216,500,0.0,
1999-11-26 00:00:00+00:00,4.75,4.75,4.0,2.1772499084472656,3500,0.0,
1999-11-29 00:00:00+00:00,4.0,4.0,4.0,2.1772499084472656,0,0.0,
1999-11-30 00:00:00+00:00,4.5,4.5,4.375,2.3813672065734863,1800,0.0,
1999-12-01 00:00:00+00:00,4.5,4.5,4.375,2.3813672065734863,3300,0.0,
1999-12-02 00:00:00+00:00,4.375,4.375,4.375,2.3813672065734863,0,0.0,
1999-12-03 00:00:00+00:00,4.0,4.125,4.0,2.1772499084472656,4500,0.0,
1999-12-06 00:00:00+00:00,4.375,4.375,3.75,2.0411717891693115,4900,0.0,
1999-12-07 00:00:00+00:00,3.75,3.9375,3.6875,2.0411717891693115,17600,0.0,
1999-12-08 00:00:00+00:00,3.9375,4.0625,3.9375,2.1772499084472656,17100,0.0,
1999-12-09 00:00:00+00:00,3.9375,4.25,3.9375,2.313327550888061,3500,0.0,
1999-12-10 00:00:00+00:00,3.9375,4.0,3.875,2.109210968017578,3100,0.0,
1999-12-13 00:00:00+00:00,3.875,3.875,3.875,2.109210968017578,500,0.0,
1999-12-14 00:00:00+00:00,3.75,3.75,3.75,2.0411717891693115,600,0.0,
1999-12-15 00:00:00+00:00,3.75,3.75,3.5,1.9050936698913572,13900,0.0,
1999-12-16 00:00:00+00:00,3.5,3.5,3.25,1.7690157890319824,6800,0.0,
1999-12-17 00:00:00+00:00,3.0,3.25,3.0,1.6329374313354492,5900,0.0,
1999-12-20 00:00:00+00:00,2.75,3.25,2.75,1.6499475240707395,24300,0.0,
1999-12-21 00:00:00+00:00,3.25,3.25,2.875,1.7690157890319824,6800,0.0,
1999-12-22 00:00:00+00:00,3.0,3.125,3.0,1.7009767293930054,6700,0.0,
1999-12-23 00:00:00+00:00,3.25,3.25,2.75,1.6329374313354492,15800,0.0,
1999-12-27 00:00:00+00:00,2.625,2.8125,2.625,1.4288201332092283,13100,0.0,
1999-12-28 00:00:00+00:00,2.375,2.6875,2.375,1.3607808351516724,23700,0.0,
1999-12-29 00:00:00+00:00,2.375,2.5625,2.125,1.1566637754440308,13700,0.0,
1999-12-30 00:00:00+00:00,2.125,2.5,2.125,1.2417126893997192,27700,0.0,
1999-12-31 00:00:00+00:00,2.5,2.5,2.375,1.2927422523498535,3000,0.0,
2000-01-03 00:00:00+00:00,2.5,3.5,2.5,1.7009767293930054,22100,0.0,
2000-01-04 00:00:00+00:00,3.25,3.5,3.25,1.9050936698913572,3300,0.0,
2000-01-05 00:00:00+00:00,3.75,3.75,3.625,1.9731329679489136,8200,0.0,
2000-01-06 00:00:00+00:00,3.5,3.75,3.5,1.9050936698913572,8100,0.0,
2000-01-07 00:00:00+00:00,3.75,3.75,3.5,2.0411717891693115,2300,0.0,
2000-01-10 00:00:00+00:00,3.5,3.625,3.25,1.7690157890319824,9400,0.0,
2000-01-11 00:00:00+00:00,3.0625,3.25,3.0625,1.6669567823410034,1200,0.0,
2000-01-12 00:00:00+00:00,3.0625,3.0625,3.0625,1.6669567823410034,300,0.0,
2000-01-13 00:00:00+00:00,3.25,3.25,3.25,1.7690157890319824,300,0.0,
2000-01-14 00:00:00+00:00,3.0625,3.0625,3.0,1.6329374313354492,9300,0.0,
2000-01-18 00:00:00+00:00,3.0,3.0,2.75,1.6329374313354492,14200,0.0,
2000-01-19 00:00:00+00:00,3.0,3.0,2.75,1.6329374313354492,10200,0.0,
2000-01-20 00:00:00+00:00,3.0,3.0,3.0,1.6329374313354492,2200,0.0,
2000-01-21 00:00:00+00:00,2.75,2.75,2.75,1.496858835220337,2400,0.0,
2000-01-24 00:00:00+00:00,2.75,2.75,2.75,1.496858835220337,800,0.0,
2000-01-25 00:00:00+00:00,2.75,2.875,2.75,1.5648980140686035,3400,0.0,
2000-01-26 00:00:00+00:00,2.625,2.75,2.625,1.496858835220337,9600,0.0,
2000-01-27 00:00:00+00:00,3.5,3.5,3.1875,1.7690157890319824,16000,0.0,
2000-01-28 00:00:00+00:00,3.5625,3.5625,3.5,1.9391133785247805,10400,0.0,
2000-01-31 00:00:00+00:00,3.625,4.0,3.625,2.0411717891693115,74300,0.0,
2000-02-01 00:00:00+00:00,3.875,4.75,3.875,2.3813672065734863,10400,0.0,
2000-02-02 00:00:00+00:00,4.75,4.75,4.125,2.3813672065734863,13200,0.0,
2000-02-03 00:00:00+00:00,4.5,4.5625,4.125,2.4834253787994385,17900,0.0,
2000-02-04 00:00:00+00:00,4.5625,4.5625,4.0,2.1772499084472656,9300,0.0,
2000-02-07 00:00:00+00:00,4.5,4.5,4.0,2.3813672065734863,3200,0.0,
2000-02-08 00:00:00+00:00,4.375,4.375,4.375,2.3813672065734863,500,0.0,
2000-02-09 00:00:00+00:00,4.0,4.375,4.0,2.1772499084472656,9200,0.0,
2000-02-10 00:00:00+00:00,4.0,4.0,4.0,2.1772499084472656,2800,0.0,
2000-02-11 00:00:00+00:00,4.375,4.625,4.0,2.1772499084472656,4600,0.0,
2000-02-14 00:00:00+00:00,4.375,4.625,4.375,2.415386438369751,24500,0.0,
2000-02-15 00:00:00+00:00,4.625,4.75,4.4375,2.415386438369751,12000,0.0,
2000-02-16 00:00:00+00:00,4.4375,4.75,4.4375,2.449405670166016,33200,0.0,
2000-02-17 00:00:00+00:00,4.8125,4.8125,4.375,2.3813672065734863,9000,0.0,
2000-02-18 00:00:00+00:00,4.0,4.0625,3.75,2.109210968017578,12400,0.0,
2000-02-22 00:00:00+00:00,3.875,3.875,3.875,2.109210968017578,1900,0.0,
2000-02-23 00:00:00+00:00,3.5,3.5,3.25,1.9050936698913572,1900,0.0,
2000-02-24 00:00:00+00:00,3.125,3.5,3.125,1.7009767293930054,1600,0.0,
2000-02-25 00:00:00+00:00,3.5,3.75,3.0,2.0411717891693115,14400,0.0,
2000-02-28 00:00:00+00:00,3.125,3.5,3.125,1.9050936698913572,1500,0.0,
2000-02-29 00:00:00+00:00,3.125,3.125,3.125,1.7009767293930054,500,0.0,
2000-03-01 00:00:00+00:00,3.125,3.25,3.125,1.7009767293930054,4800,0.0,
2000-03-02 00:00:00+00:00,3.125,3.125,3.125,1.7009767293930054,600,0.0,
2000-03-03 00:00:00+00:00,3.25,3.375,3.25,1.8370543718338013,18700,0.0,
2000-03-06 00:00:00+00:00,3.25,3.25,3.125,1.7009767293930054,6900,0.0,
2000-03-07 00:00:00+00:00,3.125,3.25,3.125,1.7009767293930054,3400,0.0,
2000-03-08 00:00:00+00:00,3.25,3.25,2.75,1.6329374313354492,10800,0.0,
2000-03-09 00:00:00+00:00,2.75,3.0,2.75,1.6329374313354492,1300,0.0,
2000-03-10 00:00:00+00:00,3.0,3.0,3.0,1.6329374313354492,0,0.0,
2000-03-13 00:00:00+00:00,2.75,4.375,2.75,2.0411717891693115,1300,0.0,
2000-03-14 00:00:00+00:00,2.75,3.75,2.75,1.6329374313354492,6200,0.0,
2000-03-15 00:00:00+00:00,2.75,3.0,2.75,1.6329374313354492,2000,0.0,
2000-03-16 00:00:00+00:00,2.75,2.75,2.75,1.496858835220337,500,0.0,
2000-03-17 00:00:00+00:00,2.75,2.75,2.75,1.496858835220337,100,0.0,
2000-03-20 00:00:00+00:00,3.0,3.0,3.0,1.6329374313354492,1500,0.0,
2000-03-21 00:00:00+00:00,3.75,3.75,3.75,2.0411717891693115,1100,0.0,
2000-03-22 00:00:00+00:00,3.75,3.75,3.75,2.0411717891693115,0,0.0,
2000-03-23 00:00:00+00:00,2.25,3.75,2.25,1.6329374313354492,3700,0.0,
2000-03-24 00:00:00+00:00,2.75,2.75,2.75,1.496858835220337,1600,0.0,
2000-03-27 00:00:00+00:00,3.0,3.0,3.0,1.6329374313354492,1100,0.0,
2000-03-28 00:00:00+00:00,2.5,2.5,2.5,1.3607808351516724,100,0.0,
2000-03-29 00:00:00+00:00,3.75,3.75,3.75,2.0411717891693115,100,0.0,
2000-03-30 00:00:00+00:00,3.0,3.0,3.0,1.6329374313354492,900,0.0,
2000-03-31 00:00:00+00:00,2.875,2.875,2.875,1.5648980140686035,200,0.0,
2000-04-03 00:00:00+00:00,2.875,2.875,2.875,1.5648980140686035,0,0.0,
2000-04-04 00:00:00+00:00,2.75,3.0,2.5,1.6329374313354492,5500,0.0,
2000-04-05 00:00:00+00:00,3.0,3.0,2.25,1.6329374313354492,13100,0.0,
2000-04-06 00:00:00+00:00,2.75,2.75,2.25,1.3607808351516724,2300,0.0,
2000-04-07 00:00:00+00:00,2.25,2.75,2.25,1.496858835220337,7700,0.0,
2000-04-10 00:00:00+00:00,2.75,2.75,2.75,1.496858835220337,0,0.0,
2000-04-11 00:00:00+00:00,2.25,2.25,2.25,1.2247028350830078,100,0.0,
2000-04-12 00:00:00+00:00,3.0,3.25,2.25,1.3607808351516724,12000,0.0,
2000-04-13 00:00:00+00:00,3.0,3.0,2.25,1.2247028350830078,800,0.0,
2000-04-14 00:00:00+00:00,2.25,3.0,2.25,1.2502179145812988,14100,0.0,
2000-04-17 00:00:00+00:00,2.0,2.25,1.75,0.9525468349456788,14500,0.0,
2000-04-18 00:00:00+00:00,1.5,1.5,1.25,0.6803904175758362,4200,0.0,
2000-04-19 00:00:00+00:00,2.0,2.0,1.0,0.5783318877220154,10200,0.0,
2000-04-20 00:00:00+00:00,1.25,2.5,1.25,1.0886249542236328,16700,0.0,
2000-04-24 00:00:00+00:00,1.5,1.546875,1.375,0.7484294176101685,12000,0.0,
2000-04-25 00:00:00+00:00,1.875,1.875,1.25,0.6803904175758362,4200,0.0,
2000-04-26 00:00:00+00:00,2.5,2.5,1.125,0.6803904175758362,2800,0.0,
2000-04-27 00:00:00+00:00,2.5,2.5,1.25,0.6803904175758362,13200,0.0,
2000-04-28 00:00:00+00:00,1.25,1.75,1.25,0.9525468349456788,4000,0.0,
2000-05-01 00:00:00+00:00,1.25,1.25,1.25,0.6803904175758362,600,0.0,
2000-05-02 00:00:00+00:00,1.25,1.25,1.25,0.6803904175758362,0,0.0,
2000-05-03 00:00:00+00:00,1.25,2.0,1.25,1.0886249542236328,6500,0.0,
2000-05-04 00:00:00+00:00,1.25,2.5,1.25,1.0886249542236328,5300,0.0,
2000-05-05 00:00:00+00:00,2.5,2.5,1.25,0.6803904175758362,4100,0.0,
2000-05-08 00:00:00+00:00,2.0,2.0,1.25,0.6803904175758362,3400,0.0,
2000-05-09 00:00:00+00:00,1.25,1.75,1.25,0.9525468349456788,4000,0.0,
2000-05-10 00:00:00+00:00,1.25,1.5,1.25,0.8164687156677246,7300,0.0,
2000-05-11 00:00:00+00:00,1.375,1.5,1.375,0.7484294176101685,9200,0.0,
2000-05-12 00:00:00+00:00,1.3125,1.3125,1.25,0.6803904175758362,12600,0.0,
2000-05-15 00:00:00+00:00,1.25,1.25,1.25,0.6803904175758362,5900,0.0,
2000-05-16 00:00:00+00:00,1.25,1.3125,1.25,0.7144100666046143,4000,0.0,
2000-05-17 00:00:00+00:00,1.25,1.296875,1.25,0.7059054970741272,8000,0.0,
2000-05-18 00:00:00+00:00,1.25,1.25,1.25,0.6803904175758362,1500,0.0,
2000-05-19 00:00:00+00:00,1.25,1.25,1.25,0.6803904175758362,1000,0.0,
2000-05-22 00:00:00+00:00,1.25,1.25,1.25,0.6803904175758362,0,0.0,
2000-05-23 00:00:00+00:00,1.25,1.25,1.25,0.6803904175758362,0,0.0,
2000-05-24 00:00:00+00:00,1.25,1.625,1.25,0.8845078945159912,8500,0.0,
2000-05-25 00:00:00+00:00,1.625,1.625,1.625,0.8845078945159912,0,0.0,
2000-05-26 00:00:00+00:00,1.4375,1.5625,1.296875,0.8164687156677246,9100,0.0,
2000-05-30 00:00:00+00:00,1.5,1.5,1.5,0.8164687156677246,0,0.0,
2000-05-31 00:00:00+00:00,1.25,1.296875,1.25,0.7059054970741272,24200,0.0,
2000-06-01 00:00:00+00:00,1.1875,1.5,1.1875,0.8164687156677246,6200,0.0,
2000-06-02 00:00:00+00:00,1.5,1.5,1.5,0.8164687156677246,0,0.0,
2000-06-05 00:00:00+00:00,1.375,1.5,1.25,0.6803904175758362,8100,0.0,
2000-06-06 00:00:00+00:00,1.25,1.3125,1.25,0.6803904175758362,4500,0.0,
2000-06-07 00:00:00+00:00,1.375,1.5,1.3125,0.8164687156677246,11700,0.0,
2000-06-08 00:00:00+00:00,1.5,1.5,1.4375,0.7824490070343018,3000,0.0,
2000-06-09 00:00:00+00:00,1.25,1.25,1.25,0.6803904175758362,1600,0.0,
2000-06-12 00:00:00+00:00,1.4375,1.4375,1.4375,0.7824490070343018,2000,0.0,
2000-06-13 00:00:00+00:00,1.25,1.25,1.25,0.6803904175758362,2500,0.0,
2000-06-14 00:00:00+00:00,1.25,1.25,1.25,0.6803904175758362,600,0.0,
2000-06-15 00:00:00+00:00,1.375,1.375,1.375,0.7484294176101685,600,0.0,
2000-06-16 00:00:00+00:00,1.375,1.375,1.375,0.7484294176101685,0,0.0,
2000-06-19 00:00:00+00:00,1.25,1.375,1.25,0.6803904175758362,3500,0.0,
2000-06-20 00:00:00+00:00,1.25,1.5,1.25,0.6803904175758362,1600,0.0,
2000-06-21 00:00:00+00:00,1.5,1.5,1.5,0.8164687156677246,500,0.0,
2000-06-22 00:00:00+00:00,1.25,1.5,1.125,0.7484294176101685,23500,0.0,
2000-06-23 00:00:00+00:00,1.5,1.5,1.25,0.7484294176101685,1400,0.0,
2000-06-26 00:00:00+00:00,1.25,1.375,1.1875,0.7484294176101685,14500,0.0,
2000-06-27 00:00:00+00:00,1.375,1.375,1.375,0.7484294176101685,0,0.0,
2000-06-28 00:00:00+00:00,1.375,1.375,1.375,0.7484294176101685,0,0.0,
2000-06-29 00:00:00+00:00,1.1875,1.1875,1.1875,0.6463711261749268,1100,0.0,
2000-06-30 00:00:00+00:00,1.25,1.25,1.1875,0.6803904175758362,11900,0.0,
2000-07-03 00:00:00+00:00,1.375,1.375,1.25,0.7144100666046143,11500,0.0,
