date,SPTN_Open,SPTN_High,SPTN_Low,SPTN_Close,SPTN_Volume,SPTN_Dividends,SPTN_Stock Splits
2000-10-18 00:00:00+00:00,6.625,7.0,6.625,4.390796184539795,173700,0.0,
2000-10-19 00:00:00+00:00,6.75,7.0,6.75,4.430351734161377,12600,0.0,
2000-10-20 00:00:00+00:00,6.75,7.0,6.625,4.311679840087891,17800,0.0,
2000-10-23 00:00:00+00:00,6.75,6.9375,6.75,4.351238250732422,1900,0.0,
2000-10-24 00:00:00+00:00,6.875,7.0,6.6875,4.232568740844727,70700,0.0,
2000-10-25 00:00:00+00:00,6.625,6.9375,6.625,4.272124290466309,9900,0.0,
2000-10-26 00:00:00+00:00,6.78125,6.9375,6.75,4.272124290466309,33500,0.0,
2000-10-27 00:00:00+00:00,6.9375,6.9375,6.75,4.390796184539795,2600,0.0,
2000-10-30 00:00:00+00:00,6.75,6.875,6.75,4.272124290466309,8100,0.0,
2000-10-31 00:00:00+00:00,6.8125,7.0625,6.75,4.430351734161377,155600,0.0,
2000-11-01 00:00:00+00:00,7.0,7.0,6.5,4.113897323608398,16000,0.0,
2000-11-02 00:00:00+00:00,6.6875,6.8125,6.625,4.272124290466309,12000,0.0,
2000-11-03 00:00:00+00:00,6.75,6.8125,6.4375,4.113897323608398,27200,0.0,
2000-11-06 00:00:00+00:00,6.53125,6.8125,6.5,4.232568740844727,27800,0.0,
2000-11-07 00:00:00+00:00,6.9375,7.0,6.75,4.272124290466309,10400,0.0,
2000-11-08 00:00:00+00:00,6.8125,6.875,6.75,4.272124290466309,16600,0.0,
2000-11-09 00:00:00+00:00,6.875,6.875,6.0,4.074341297149658,97700,0.0,
2000-11-10 00:00:00+00:00,6.40625,6.625,6.25,4.193012237548828,92600,0.0,
2000-11-13 00:00:00+00:00,6.625,6.75,6.5625,4.153453826904297,8500,0.0,
2000-11-14 00:00:00+00:00,6.4375,6.8125,5.875,3.995228290557861,15000,0.0,
2000-11-15 00:00:00+00:00,6.5,6.5,6.1875,4.113897323608398,19900,0.0,
2000-11-16 00:00:00+00:00,6.140625,6.5,6.125,4.113897323608398,29800,0.0,
2000-11-17 00:00:00+00:00,6.375,6.625,6.375,4.193012237548828,2400,0.0,
2000-11-20 00:00:00+00:00,6.625,6.625,6.5,4.113897323608398,11400,0.0,
2000-11-21 00:00:00+00:00,6.5,6.5625,6.0,3.95566987991333,18100,0.0,
2000-11-22 00:00:00+00:00,6.125,6.5,6.0,4.113897323608398,17700,0.0,
2000-11-24 00:00:00+00:00,6.25,6.375,6.25,4.034785270690918,600,0.0,
2000-11-27 00:00:00+00:00,6.375,6.375,6.0625,3.9161128997802734,12100,0.0,
2000-11-28 00:00:00+00:00,6.375,6.375,6.0,3.876558303833008,46900,0.0,
2000-11-29 00:00:00+00:00,6.25,6.25,5.8125,3.797445297241211,58300,0.0,
2000-11-30 00:00:00+00:00,6.0,6.0,5.9375,3.75788688659668,40700,0.0,
2000-12-01 00:00:00+00:00,5.90625,6.1875,5.8125,3.797445297241211,117900,0.0,
2000-12-04 00:00:00+00:00,6.0,6.0,5.6875,3.599660396575928,47900,0.0,
2000-12-05 00:00:00+00:00,5.84375,5.9375,5.75,3.639217138290405,37300,0.0,
2000-12-06 00:00:00+00:00,5.9375,6.0,5.8125,3.67877459526062,9300,0.0,
2000-12-07 00:00:00+00:00,5.75,5.875,5.75,3.718329668045044,46100,0.0,
2000-12-08 00:00:00+00:00,5.75,5.9375,5.75,3.67877459526062,33200,0.0,
2000-12-11 00:00:00+00:00,5.9375,5.9375,5.6875,3.718329668045044,33300,0.0,
2000-12-12 00:00:00+00:00,5.9375,5.9375,5.8125,3.75788688659668,16200,0.0,
2000-12-13 00:00:00+00:00,5.875,6.0,5.875,3.718329668045044,3900,0.0,
2000-12-14 00:00:00+00:00,5.875,6.0625,5.8125,3.75788688659668,67100,0.0,
2000-12-15 00:00:00+00:00,5.9375,5.9375,5.9375,3.75788688659668,13300,0.0,
2000-12-18 00:00:00+00:00,6.0,6.4375,6.0,3.95566987991333,63900,0.0,
2000-12-19 00:00:00+00:00,6.25,6.3125,6.125,3.95566987991333,59000,0.0,
2000-12-20 00:00:00+00:00,6.25,6.4375,6.125,4.074341297149658,68400,0.0,
2000-12-21 00:00:00+00:00,6.375,6.375,6.0625,3.876558303833008,48800,0.0,
2000-12-22 00:00:00+00:00,6.125,6.25,6.125,3.876558303833008,23100,0.0,
2000-12-26 00:00:00+00:00,6.15625,6.1875,6.0,3.837001085281372,11600,0.0,
2000-12-27 00:00:00+00:00,6.0625,6.1875,6.0,3.9161128997802734,47300,0.0,
2000-12-28 00:00:00+00:00,6.0625,6.1875,5.9375,3.876558303833008,42300,0.0,
2000-12-29 00:00:00+00:00,6.0625,6.0625,6.0,3.797445297241211,33100,0.0,
2001-01-02 00:00:00+00:00,6.0,6.1875,6.0,3.797445297241211,1700,0.0,
2001-01-03 00:00:00+00:00,6.125,6.1875,6.0,3.876558303833008,12100,0.0,
2001-01-04 00:00:00+00:00,6.1875,6.3125,6.125,3.95566987991333,70300,0.0,
2001-01-05 00:00:00+00:00,6.5,6.75,6.5,4.272124290466309,32300,0.0,
2001-01-08 00:00:00+00:00,6.8125,7.5,6.8125,4.667691707611084,76400,0.0,
2001-01-09 00:00:00+00:00,7.0,7.375,7.0,4.430351734161377,11800,0.0,
2001-01-10 00:00:00+00:00,7.15625,7.1875,7.0,4.430351734161377,6700,0.0,
2001-01-11 00:00:00+00:00,7.125,7.125,7.125,4.509465217590332,2900,0.0,
2001-01-12 00:00:00+00:00,7.0,7.375,7.0,4.667691707611084,3700,0.0,
2001-01-16 00:00:00+00:00,7.0625,7.4375,7.0,4.588581085205078,15400,0.0,
2001-01-17 00:00:00+00:00,7.3125,7.3125,7.125,4.588581085205078,22900,0.0,
2001-01-18 00:00:00+00:00,7.25,7.5,7.25,4.588581085205078,52400,0.0,
2001-01-19 00:00:00+00:00,7.375,8.125,7.375,5.063259601593018,60600,0.0,
2001-01-22 00:00:00+00:00,8.0,8.0,7.875,5.063259601593018,53000,0.0,
2001-01-23 00:00:00+00:00,8.25,8.875,8.125,5.458826065063477,86300,0.0,
2001-01-24 00:00:00+00:00,8.5,8.6875,8.5,5.458826065063477,45800,0.0,
2001-01-25 00:00:00+00:00,8.625,8.9375,8.625,5.53794002532959,15700,0.0,
2001-01-26 00:00:00+00:00,8.9375,9.4375,8.75,5.854394912719727,68500,0.0,
2001-01-29 00:00:00+00:00,9.40625,9.5,9.0,6.012620449066162,47400,0.0,
2001-01-30 00:00:00+00:00,9.5,9.5,9.125,6.012620449066162,17000,0.0,
2001-01-31 00:00:00+00:00,9.625,9.75,9.3125,5.893948078155518,55700,0.0,
2001-02-01 00:00:00+00:00,9.3125,9.75,9.1875,6.012620449066162,33100,0.0,
2001-02-02 00:00:00+00:00,9.5,10.1875,9.5,6.329073905944824,116300,0.0,
2001-02-05 00:00:00+00:00,11.34375,11.5,10.5,6.843314170837402,257600,0.0,
2001-02-06 00:00:00+00:00,10.75,10.875,10.1875,6.764196872711182,119600,0.0,
2001-02-07 00:00:00+00:00,10.75,10.8125,10.5,6.803757190704346,61300,0.0,
2001-02-08 00:00:00+00:00,10.5,10.875,10.5,6.764196872711182,152400,0.0,
2001-02-09 00:00:00+00:00,10.625,10.625,10.4375,6.64552640914917,112500,0.0,
2001-02-12 00:00:00+00:00,10.46875,10.46875,10.0,6.447744846343994,84400,0.0,
2001-02-13 00:00:00+00:00,10.125,10.140625,9.8125,6.368631839752197,32100,0.0,
2001-02-14 00:00:00+00:00,9.875,10.125,9.4375,6.091733932495117,28100,0.0,
2001-02-15 00:00:00+00:00,9.609375,9.75,9.5,6.012620449066162,14800,0.0,
2001-02-16 00:00:00+00:00,9.53125,9.625,9.3125,5.9730634689331055,28700,0.0,
2001-02-20 00:00:00+00:00,9.40625,9.5,9.125,5.814836025238037,28700,0.0,
2001-02-21 00:00:00+00:00,9.125,9.125,8.5625,5.577496528625488,38800,0.0,
2001-02-22 00:00:00+00:00,8.78125,9.75,8.6875,6.091733932495117,21000,0.0,
2001-02-23 00:00:00+00:00,9.5,9.5,9.0,5.874172687530518,10800,0.0,
2001-02-26 00:00:00+00:00,9.3125,9.625,9.25,5.893948078155518,5700,0.0,
2001-02-27 00:00:00+00:00,9.5,9.875,9.5,6.052178382873535,8000,0.0,
2001-02-28 00:00:00+00:00,9.5625,9.5625,9.4375,5.9730634689331055,7200,0.0,
2001-03-01 00:00:00+00:00,9.5,9.5625,9.25,5.854394912719727,3400,0.0,
2001-03-02 00:00:00+00:00,9.25,9.5,9.125,5.933505535125732,1900,0.0,
2001-03-05 00:00:00+00:00,9.25,9.625,9.25,6.091733932495117,63700,0.0,
2001-03-06 00:00:00+00:00,9.5625,9.8125,9.375,6.170846462249756,61500,0.0,
2001-03-07 00:00:00+00:00,9.75,10.375,9.75,6.447744846343994,17500,0.0,
2001-03-08 00:00:00+00:00,10.375,10.5,9.875,6.2499613761901855,20500,0.0,
2001-03-09 00:00:00+00:00,9.9375,10.0625,9.9375,6.368631839752197,22100,0.0,
2001-03-12 00:00:00+00:00,9.90625,10.0625,9.6875,6.131289958953857,17100,0.0,
2001-03-13 00:00:00+00:00,9.5,10.0,9.5,6.012620449066162,6900,0.0,
2001-03-14 00:00:00+00:00,9.625,9.875,9.5625,6.2104034423828125,43200,0.0,
2001-03-15 00:00:00+00:00,9.8125,9.875,9.625,6.2499613761901855,16500,0.0,
2001-03-16 00:00:00+00:00,10.0,10.0,9.25,6.091733932495117,38100,0.0,
2001-03-19 00:00:00+00:00,9.625,9.875,9.375,6.012620449066162,12900,0.0,
2001-03-20 00:00:00+00:00,9.625,9.625,9.5,6.052178382873535,10600,0.0,
2001-03-21 00:00:00+00:00,9.75,9.75,9.625,6.131289958953857,19500,0.0,
2001-03-22 00:00:00+00:00,9.625,9.6875,8.75,5.696165084838867,42200,0.0,
2001-03-23 00:00:00+00:00,9.0,9.125,9.0,5.775280952453613,2800,0.0,
2001-03-26 00:00:00+00:00,9.0625,9.25,8.9375,5.696165084838867,22600,0.0,
2001-03-27 00:00:00+00:00,9.0,9.3125,9.0,5.893948078155518,5400,0.0,
2001-03-28 00:00:00+00:00,9.25,9.5625,9.25,6.052178382873535,7800,0.0,
2001-03-29 00:00:00+00:00,9.5625,9.9375,9.5625,6.170846462249756,23700,0.0,
2001-03-30 00:00:00+00:00,9.78125,10.0,9.6875,6.170846462249756,74500,0.0,
2001-04-02 00:00:00+00:00,9.5,9.75,9.5,6.052178382873535,8900,0.0,
2001-04-03 00:00:00+00:00,9.5,9.5,9.1875,5.834617614746094,19800,0.0,
2001-04-04 00:00:00+00:00,9.3125,9.375,9.21875,5.893948078155518,43400,0.0,
2001-04-05 00:00:00+00:00,9.28125,9.5625,9.28125,6.052178382873535,8700,0.0,
2001-04-06 00:00:00+00:00,9.5625,9.5625,9.34375,5.933505535125732,6200,0.0,
2001-04-09 00:00:00+00:00,9.369999885559082,9.369999885559082,9.199999809265137,5.8670501708984375,3800,0.0,
2001-04-10 00:00:00+00:00,9.300000190734863,9.550000190734863,9.199999809265137,6.006289005279541,8100,0.0,
2001-04-11 00:00:00+00:00,9.520000457763672,9.520000457763672,9.449999809265137,6.012620449066162,10500,0.0,
2001-04-12 00:00:00+00:00,9.5,9.539999961853027,9.479999542236328,6.037939071655273,29600,0.0,
2001-04-16 00:00:00+00:00,9.489999771118164,9.5,9.399999618530272,6.006289005279541,38900,0.0,
2001-04-17 00:00:00+00:00,9.489999771118164,9.5,9.4399995803833,6.006289005279541,23100,0.0,
2001-04-18 00:00:00+00:00,9.489999771118164,10.0,9.460000038146973,6.329073905944824,28800,0.0,
2001-04-19 00:00:00+00:00,9.8100004196167,9.8100004196167,9.6899995803833,6.202494144439697,34800,0.0,
2001-04-20 00:00:00+00:00,9.829999923706056,10.489999771118164,9.75,6.5822343826293945,131500,0.0,
2001-04-23 00:00:00+00:00,10.369999885559082,10.390000343322754,10.010000228881836,6.461984157562256,28200,0.0,
2001-04-24 00:00:00+00:00,10.210000038146973,10.210000038146973,9.90999984741211,6.2721147537231445,50500,0.0,
2001-04-25 00:00:00+00:00,10.15999984741211,10.1899995803833,10.0,6.360720157623291,20000,0.0,
2001-04-26 00:00:00+00:00,10.06999969482422,10.06999969482422,9.8100004196167,6.265783309936523,18500,0.0,
2001-04-27 00:00:00+00:00,9.949999809265137,9.949999809265137,9.600000381469728,6.107553958892822,58800,0.0,
2001-04-30 00:00:00+00:00,9.6899995803833,9.699999809265137,9.520000457763672,6.037939071655273,45200,0.0,
2001-05-01 00:00:00+00:00,9.520000457763672,9.630000114440918,9.40999984741211,6.069583892822266,210600,0.0,
2001-05-02 00:00:00+00:00,9.609999656677246,10.25,9.59000015258789,6.2531256675720215,39300,0.0,
2001-05-03 00:00:00+00:00,10.029999732971191,10.34000015258789,10.029999732971191,6.367049694061279,18100,0.0,
2001-05-04 00:00:00+00:00,10.100000381469728,10.100000381469728,10.0,6.367049694061279,10300,0.0,
2001-05-07 00:00:00+00:00,10.119999885559082,10.300000190734863,10.100000381469728,6.417681694030762,21500,0.0,
2001-05-08 00:00:00+00:00,10.109999656677246,10.229999542236328,9.600000381469728,6.424010276794434,55000,0.0,
2001-05-09 00:00:00+00:00,10.079999923706056,10.489999771118164,10.010000228881836,6.550591945648193,118800,0.0,
2001-05-10 00:00:00+00:00,10.489999771118164,11.850000381469728,10.350000381469728,7.126536846160889,887600,0.0,
2001-05-11 00:00:00+00:00,11.210000038146973,12.800000190734863,11.170000076293944,7.924003601074219,456400,0.0,
2001-05-14 00:00:00+00:00,12.600000381469728,13.029999732971191,12.520000457763672,8.208813667297363,380600,0.0,
2001-05-15 00:00:00+00:00,12.979999542236328,13.0,12.59000015258789,8.202475547790527,269400,0.0,
2001-05-16 00:00:00+00:00,12.960000038146973,13.029999732971191,12.640000343322754,8.069570541381836,173600,0.0,
2001-05-17 00:00:00+00:00,12.75,12.989999771118164,12.75,8.183494567871094,46900,0.0,
2001-05-18 00:00:00+00:00,12.93000030517578,12.949999809265137,12.75,8.09488582611084,62700,0.0,
2001-05-21 00:00:00+00:00,12.800000190734863,12.880000114440918,12.65999984741211,8.139187812805176,129600,0.0,
2001-05-22 00:00:00+00:00,12.859999656677246,12.960000038146973,12.850000381469728,8.202475547790527,77200,0.0,
2001-05-23 00:00:00+00:00,12.800000190734863,12.890000343322754,11.829999923706056,7.531596660614014,87600,0.0,
2001-05-24 00:00:00+00:00,11.850000381469728,12.8100004196167,11.850000381469728,8.101211547851562,59200,0.0,
2001-05-25 00:00:00+00:00,12.5,13.119999885559082,12.5,8.259440422058105,127300,0.0,
2001-05-29 00:00:00+00:00,13.079999923706056,14.039999961853027,12.949999809265137,8.531593322753906,359500,0.0,
2001-05-30 00:00:00+00:00,13.25,13.390000343322754,12.989999771118164,8.322731971740723,118600,0.0,
2001-05-31 00:00:00+00:00,13.119999885559082,13.649999618530272,13.0,8.430325508117676,211300,0.0,
2001-06-01 00:00:00+00:00,13.329999923706056,13.329999923706056,13.010000228881836,8.29109001159668,52800,0.0,
2001-06-04 00:00:00+00:00,13.100000381469728,13.119999885559082,12.920000076293944,8.18982219696045,50100,0.0,
2001-06-05 00:00:00+00:00,13.020000457763672,13.25,12.890000343322754,8.227794647216797,86500,0.0,
2001-06-06 00:00:00+00:00,13.0,13.350000381469728,12.949999809265137,8.449315071105957,439000,0.0,
2001-06-07 00:00:00+00:00,13.34000015258789,13.390000343322754,13.149999618530272,8.430325508117676,32100,0.0,
2001-06-08 00:00:00+00:00,13.199999809265137,13.279999732971191,13.0,8.322731971740723,99400,0.0,
2001-06-11 00:00:00+00:00,13.170000076293944,13.5,13.149999618530272,8.499945640563965,228400,0.0,
2001-06-12 00:00:00+00:00,13.449999809265137,13.5,13.170000076293944,8.449315071105957,85700,0.0,
2001-06-13 00:00:00+00:00,13.34000015258789,13.75,13.300000190734863,8.658171653747559,250100,0.0,
2001-06-14 00:00:00+00:00,13.699999809265137,14.140000343322754,13.619999885559082,8.854373931884766,150700,0.0,
2001-06-15 00:00:00+00:00,13.970000267028809,14.0,13.65999984741211,8.860703468322754,89600,0.0,
2001-06-18 00:00:00+00:00,14.0,14.0600004196167,13.65999984741211,8.759437561035156,82300,0.0,
2001-06-19 00:00:00+00:00,13.8100004196167,13.949999809265137,12.869999885559082,8.59488296508789,151000,0.0,
2001-06-20 00:00:00+00:00,13.550000190734863,14.0,13.449999809265137,8.772093772888184,215600,0.0,
2001-06-21 00:00:00+00:00,13.770000457763672,14.199999809265137,13.770000457763672,8.848045349121094,294600,0.0,
2001-06-22 00:00:00+00:00,13.829999923706056,14.739999771118164,13.729999542236328,9.24677562713623,604300,0.0,
2001-06-25 00:00:00+00:00,14.789999961853027,15.989999771118164,14.739999771118164,10.01259422302246,582700,0.0,
2001-06-26 00:00:00+00:00,15.84000015258789,16.239999771118164,15.43000030517578,9.765761375427246,189300,0.0,
2001-06-27 00:00:00+00:00,15.449999809265137,15.84000015258789,15.449999809265137,10.025257110595703,149200,0.0,
2001-06-28 00:00:00+00:00,15.850000381469728,15.899999618530272,14.850000381469728,9.848040580749512,160200,0.0,
2001-06-29 00:00:00+00:00,15.289999961853027,16.5,15.18000030517578,10.1644926071167,714600,0.0,
2001-07-02 00:00:00+00:00,15.890000343322754,16.489999771118164,15.649999618530272,10.341707229614258,286800,0.0,
2001-07-03 00:00:00+00:00,16.399999618530273,16.399999618530273,16.200000762939453,10.32904815673828,58600,0.0,
2001-07-05 00:00:00+00:00,16.299999237060547,16.3700008392334,16.049999237060547,10.24044132232666,88200,0.0,
2001-07-06 00:00:00+00:00,16.219999313354492,16.219999313354492,16.049999237060547,10.23411464691162,23600,0.0,
2001-07-09 00:00:00+00:00,16.360000610351562,16.469999313354492,16.149999618530273,10.284745216369627,170500,0.0,
2001-07-10 00:00:00+00:00,16.200000762939453,16.350000381469727,16.149999618530273,10.272087097167969,94100,0.0,
2001-07-11 00:00:00+00:00,16.229999542236328,16.950000762939453,16.18000030517578,10.620192527770996,141700,0.0,
2001-07-12 00:00:00+00:00,16.799999237060547,16.799999237060547,16.450000762939453,10.563223838806152,349800,0.0,
2001-07-13 00:00:00+00:00,16.65999984741211,16.65999984741211,16.450000762939453,10.47461986541748,30200,0.0,
2001-07-16 00:00:00+00:00,16.549999237060547,16.59000015258789,16.450000762939453,10.411324501037598,69100,0.0,
2001-07-17 00:00:00+00:00,16.5,16.739999771118164,16.309999465942383,10.563223838806152,74300,0.0,
2001-07-18 00:00:00+00:00,16.549999237060547,16.799999237060547,16.270000457763672,10.297399520874023,79400,0.0,
2001-07-19 00:00:00+00:00,16.56999969482422,16.670000076293945,16.06999969482422,10.42398738861084,73400,0.0,
2001-07-20 00:00:00+00:00,16.389999389648438,16.549999237060547,16.260000228881836,10.44296932220459,36600,0.0,
2001-07-23 00:00:00+00:00,16.5,16.5,15.380000114440918,10.120190620422363,52700,0.0,
2001-07-24 00:00:00+00:00,16.010000228881836,16.510000228881836,15.920000076293944,10.44296932220459,155500,0.0,
2001-07-25 00:00:00+00:00,16.450000762939453,16.549999237060547,16.209999084472656,10.44296932220459,93200,0.0,
2001-07-26 00:00:00+00:00,16.5,16.5,14.600000381469728,9.613862037658691,314000,0.0,
2001-07-27 00:00:00+00:00,15.109999656677246,15.109999656677246,14.40999984741211,9.189818382263184,167700,0.0,
2001-07-30 00:00:00+00:00,14.0,14.0,12.760000228881836,8.329060554504395,126600,0.0,
2001-07-31 00:00:00+00:00,13.149999618530272,13.15999984741211,12.0,7.651853084564209,197800,0.0,
2001-08-01 00:00:00+00:00,11.75,12.649999618530272,11.729999542236328,7.803748607635498,143200,0.0,
2001-08-02 00:00:00+00:00,12.720000267028809,12.739999771118164,12.279999732971191,7.772100925445557,147200,0.0,
2001-08-03 00:00:00+00:00,12.25,12.619999885559082,12.100000381469728,7.848050594329834,64700,0.0,
2001-08-06 00:00:00+00:00,12.25,12.619999885559082,12.130000114440918,7.689827442169189,143500,0.0,
2001-08-07 00:00:00+00:00,12.25,12.300000190734863,12.149999618530272,7.765769481658935,22000,0.0,
2001-08-08 00:00:00+00:00,12.390000343322754,12.399999618530272,11.979999542236328,7.689827442169189,41400,0.0,
2001-08-09 00:00:00+00:00,12.029999732971191,12.489999771118164,11.729999542236328,7.626532077789307,101600,0.0,
2001-08-10 00:00:00+00:00,12.229999542236328,12.25,11.960000038146973,7.569574356079102,21700,0.0,
2001-08-13 00:00:00+00:00,12.0,12.050000190734863,11.800000190734863,7.493624687194824,22500,0.0,
2001-08-14 00:00:00+00:00,11.979999542236328,12.289999961853027,11.729999542236328,7.746785640716553,33000,0.0,
2001-08-15 00:00:00+00:00,11.989999771118164,12.100000381469728,11.800000190734863,7.613877773284912,88000,0.0,
2001-08-16 00:00:00+00:00,11.93000030517578,12.5,11.869999885559082,7.664510726928711,20200,0.0,
2001-08-17 00:00:00+00:00,12.140000343322754,12.18000030517578,11.699999809265137,7.582228660583496,45700,0.0,
2001-08-20 00:00:00+00:00,11.720000267028809,12.25,11.720000267028809,7.626532077789307,52800,0.0,
2001-08-21 00:00:00+00:00,12.050000190734863,12.300000190734863,12.020000457763672,7.696155548095703,22900,0.0,
2001-08-22 00:00:00+00:00,12.18000030517578,12.279999732971191,11.880000114440918,7.677167415618896,15300,0.0,
2001-08-23 00:00:00+00:00,12.140000343322754,12.210000038146973,12.0,7.626532077789307,42500,0.0,
2001-08-24 00:00:00+00:00,12.0,12.25,12.0,7.753116607666016,124100,0.0,
2001-08-27 00:00:00+00:00,12.4399995803833,13.239999771118164,12.4399995803833,8.025266647338867,41400,0.0,
2001-08-28 00:00:00+00:00,12.75,12.75,11.380000114440918,7.436659336090088,62700,0.0,
2001-08-29 00:00:00+00:00,11.65999984741211,11.989999771118164,11.649999618530272,7.449319362640381,108500,0.0,
2001-08-30 00:00:00+00:00,11.800000190734863,11.949999809265137,11.699999809265137,7.405016899108887,60200,0.0,
2001-08-31 00:00:00+00:00,11.84000015258789,11.84000015258789,11.649999618530272,7.424004077911377,52300,0.0,
2001-09-04 00:00:00+00:00,11.729999542236328,12.380000114440918,11.699999809265137,7.759448528289795,136900,0.0,
2001-09-05 00:00:00+00:00,12.199999809265137,12.630000114440918,12.199999809265137,7.942989349365234,362100,0.0,
2001-09-06 00:00:00+00:00,12.5600004196167,12.75,12.210000038146973,7.778433799743652,49500,0.0,
2001-09-07 00:00:00+00:00,12.300000190734863,12.350000381469728,12.100000381469728,7.683498382568359,122100,0.0,
2001-09-10 00:00:00+00:00,12.100000381469728,13.010000228881836,12.100000381469728,8.056909561157227,36300,0.0,
