date,SCCO_Open,SCCO_High,SCCO_Low,SCCO_Close,SCCO_Volume,SCCO_Dividends,SCCO_Stock Splits
1996-01-05 00:00:00+00:00,2.5,2.6875,2.5,0.7103413939476013,132600,0.0,
1996-01-08 00:00:00+00:00,2.666666984558105,2.7083330154418945,2.666666984558105,0.7048349976539612,40800,0.0,
1996-01-09 00:00:00+00:00,2.666666984558105,2.6875,2.666666984558105,0.7103413939476013,11400,0.0,
1996-01-10 00:00:00+00:00,2.6875,2.6875,2.666666984558105,0.7103413939476013,102600,0.0,
1996-01-11 00:00:00+00:00,2.666666984558105,2.666666984558105,2.666666984558105,0.7048349976539612,9000,0.0,
1996-01-12 00:00:00+00:00,2.6875,2.6875,2.6875,0.7103413939476013,13200,0.0,
1996-01-15 00:00:00+00:00,2.6875,2.6875,2.6875,0.7103413939476013,0,0.0,
1996-01-16 00:00:00+00:00,2.6458330154418945,2.666666984558105,2.5208330154418945,0.6717959046363831,186000,0.0,
1996-01-17 00:00:00+00:00,2.541666984558105,2.541666984558105,2.541666984558105,0.6717959046363831,16800,0.0,
1996-01-18 00:00:00+00:00,2.5833330154418945,2.5833330154418945,2.5,0.6662891507148743,54000,0.0,
1996-01-19 00:00:00+00:00,2.541666984558105,2.541666984558105,2.5,0.6607826948165894,186000,0.0,
1996-01-22 00:00:00+00:00,2.5,2.5,2.5,0.6607826948165894,290400,0.0,
1996-01-23 00:00:00+00:00,2.5,2.5625,2.479166984558105,0.6773022413253784,423600,0.0,
1996-01-24 00:00:00+00:00,2.5833330154418945,2.5833330154418945,2.5833330154418945,0.6828089356422424,39000,0.0,
1996-01-25 00:00:00+00:00,2.625,2.7083330154418945,2.625,0.7158480882644653,144600,0.0,
1996-01-26 00:00:00+00:00,2.7083330154418945,2.7083330154418945,2.6875,0.7158480882644653,556200,0.0,
1996-01-29 00:00:00+00:00,2.729166984558105,2.854166984558105,2.729166984558105,0.7543938159942627,206400,0.0,
1996-01-30 00:00:00+00:00,2.875,2.875,2.8333330154418945,0.7543938159942627,64800,0.0,
1996-01-31 00:00:00+00:00,2.8958330154418945,2.9583330154418945,2.854166984558105,0.7819259762763977,195600,0.0,
1996-02-01 00:00:00+00:00,3.0,3.104166984558105,3.0,0.8094592690467834,321000,0.0,
