date,AGM-A_Open,AGM-A_High,AGM-A_Low,AGM-A_Close,AGM-A_Volume,AGM-A_Dividends,AGM-A_Stock Splits
1993-12-13 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,2000,0.0,
1993-12-14 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1993-12-15 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1993-12-16 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,200,0.0,
1993-12-17 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1993-12-20 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1993-12-21 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1993-12-22 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1993-12-23 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1993-12-27 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1993-12-28 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1993-12-29 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1993-12-30 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1993-12-31 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1994-01-03 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1994-01-04 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1994-01-05 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1994-01-06 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1994-01-07 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1994-01-10 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1994-01-11 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1994-01-12 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1994-01-13 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1994-01-14 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1994-01-17 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1994-01-18 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1994-01-19 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1994-01-20 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1994-01-21 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1994-01-24 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1994-01-25 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1994-01-26 00:00:00+00:00,5.0,5.0,5.0,2.7742598056793213,0,0.0,
1994-01-27 00:00:00+00:00,5.25,5.25,5.25,2.9129726886749268,100,0.0,
1994-01-28 00:00:00+00:00,5.25,5.25,5.25,2.9129726886749268,0,0.0,
1994-01-31 00:00:00+00:00,5.25,5.25,5.25,2.9129726886749268,0,0.0,
1994-02-01 00:00:00+00:00,5.125,5.25,5.125,2.843615293502808,5000,0.0,
1994-02-02 00:00:00+00:00,5.125,5.125,5.125,2.843615293502808,0,0.0,
1994-02-03 00:00:00+00:00,5.125,5.125,5.125,2.843615293502808,0,0.0,
1994-02-04 00:00:00+00:00,5.125,5.125,5.125,2.843615293502808,0,0.0,
1994-02-07 00:00:00+00:00,5.125,5.125,5.125,2.843615293502808,0,0.0,
1994-02-08 00:00:00+00:00,5.125,5.125,5.125,2.843615293502808,0,0.0,
1994-02-09 00:00:00+00:00,5.125,5.125,5.125,2.843615293502808,0,0.0,
1994-02-10 00:00:00+00:00,5.125,5.125,5.125,2.843615293502808,0,0.0,
1994-02-11 00:00:00+00:00,5.125,5.125,5.125,2.843615293502808,0,0.0,
1994-02-14 00:00:00+00:00,5.5,5.5,5.5,3.051685571670532,100,0.0,
1994-02-15 00:00:00+00:00,5.5,5.5,5.5,3.051685571670532,0,0.0,
1994-02-16 00:00:00+00:00,4.75,4.75,4.75,2.635547399520874,700,0.0,
1994-02-17 00:00:00+00:00,5.125,5.125,5.125,2.843615293502808,700,0.0,
1994-02-18 00:00:00+00:00,4.75,5.25,4.5,2.9129726886749268,6300,0.0,
1994-02-22 00:00:00+00:00,5.25,5.25,5.25,2.9129726886749268,0,0.0,
1994-02-23 00:00:00+00:00,5.0,5.25,5.0,2.9129726886749268,600,0.0,
