date,IYM_Open,IYM_High,IYM_Low,IYM_Close,IYM_Volume,IYM_Dividends,IYM_Stock Splits
2000-06-20 00:00:00+00:00,35.0,35.0,35.0,22.65992927551269,300,0.0,
2000-06-21 00:00:00+00:00,35.0,35.0,35.0,22.65992927551269,0,0.0,
2000-06-22 00:00:00+00:00,34.5625,34.5625,34.5625,22.37667655944824,30000,0.0,
2000-06-23 00:00:00+00:00,34.25,34.25,34.25,22.17436408996582,20000,0.0,
2000-06-26 00:00:00+00:00,34.25,34.25,34.25,22.17436408996582,0,0.0,
2000-06-27 00:00:00+00:00,34.8125,34.8125,34.8125,22.538537979125977,500,0.0,
2000-06-28 00:00:00+00:00,34.8125,34.8125,34.8125,22.538537979125977,0,0.0,
2000-06-29 00:00:00+00:00,34.8125,34.8125,34.8125,22.538537979125977,0,0.0,
2000-06-30 00:00:00+00:00,34.8125,34.8125,34.8125,22.538537979125977,0,0.0,
2000-07-03 00:00:00+00:00,33.875,33.875,33.875,21.93156623840332,200,0.0,
2000-07-05 00:00:00+00:00,33.875,33.875,33.875,21.93156623840332,0,0.0,
2000-07-06 00:00:00+00:00,33.875,33.875,33.875,21.93156623840332,0,0.0,
2000-07-07 00:00:00+00:00,33.875,33.875,33.875,21.93156623840332,0,0.0,
2000-07-10 00:00:00+00:00,33.875,33.875,33.875,21.93156623840332,0,0.0,
2000-07-11 00:00:00+00:00,35.6875,35.6875,35.6875,23.105037689208984,100,0.0,
2000-07-12 00:00:00+00:00,35.6875,35.6875,35.6875,23.105037689208984,0,0.0,
2000-07-13 00:00:00+00:00,35.6875,35.6875,35.6875,23.105037689208984,0,0.0,
2000-07-14 00:00:00+00:00,35.5625,35.5625,35.5625,23.02411460876465,100,0.0,
2000-07-17 00:00:00+00:00,35.5625,35.5625,35.5625,23.02411460876465,0,0.0,
2000-07-18 00:00:00+00:00,35.5625,35.5625,35.5625,23.02411460876465,0,0.0,
2000-07-19 00:00:00+00:00,35.5,35.5,35.5,23.003053665161133,0,0.03,
2000-07-20 00:00:00+00:00,35.5,35.5,35.5,23.003053665161133,0,0.0,
2000-07-21 00:00:00+00:00,35.5,35.5,35.5,23.003053665161133,0,0.0,
2000-07-24 00:00:00+00:00,35.5,35.5,35.5,23.003053665161133,0,0.0,
2000-07-25 00:00:00+00:00,35.5,35.5,35.5,23.003053665161133,0,0.0,
2000-07-26 00:00:00+00:00,35.5,35.5,35.5,23.003053665161133,0,0.0,
2000-07-27 00:00:00+00:00,35.5,35.5,35.5,23.003053665161133,0,0.0,
2000-07-28 00:00:00+00:00,34.03125,34.03125,33.59375,21.76784896850586,800,0.0,
2000-07-31 00:00:00+00:00,34.40625,34.40625,34.28125,22.21332359313965,900,0.0,
2000-08-01 00:00:00+00:00,34.28125,34.28125,34.28125,22.21332359313965,0,0.0,
2000-08-02 00:00:00+00:00,34.625,34.625,34.625,22.43606948852539,200,0.0,
2000-08-03 00:00:00+00:00,34.625,34.625,34.625,22.43606948852539,0,0.0,
2000-08-04 00:00:00+00:00,34.625,34.625,34.625,22.43606948852539,0,0.0,
2000-08-07 00:00:00+00:00,34.625,34.625,34.625,22.43606948852539,0,0.0,
2000-08-08 00:00:00+00:00,35.3125,35.3125,35.3125,22.88155937194824,100,0.0,
2000-08-09 00:00:00+00:00,35.3125,35.3125,35.3125,22.88155937194824,0,0.0,
