date,SBGI_Open,SBGI_High,SBGI_Low,SBGI_Close,SBGI_Volume,SBGI_Dividends,SBGI_Stock Splits
1995-06-07 00:00:00+00:00,11.75,12.125,11.625,4.923160076141357,7806200,0.0,
1995-06-08 00:00:00+00:00,11.75,12.125,11.75,4.821126461029053,1036400,0.0,
1995-06-09 00:00:00+00:00,11.75,12.125,11.75,4.846634864807129,702000,0.0,
1995-06-12 00:00:00+00:00,11.75,12.125,11.75,4.897651195526123,492600,0.0,
1995-06-13 00:00:00+00:00,11.75,12.125,11.75,4.795618057250977,397800,0.0,
1995-06-14 00:00:00+00:00,11.75,12.75,11.75,4.999686241149902,468200,0.0,
1995-06-15 00:00:00+00:00,12.25,12.625,12.25,4.999686241149902,409200,0.0,
1995-06-16 00:00:00+00:00,12.625,14.375,12.25,5.713926315307617,1093000,0.0,
1995-06-19 00:00:00+00:00,14.0,14.5,14.0,5.713926315307617,296000,0.0,
1995-06-20 00:00:00+00:00,14.0,14.5,14.0,5.713926315307617,283400,0.0,
1995-06-21 00:00:00+00:00,14.0,14.25,14.0,5.713926315307617,233400,0.0,
1995-06-22 00:00:00+00:00,14.0,14.5,14.0,5.917996406555176,351000,0.0,
1995-06-23 00:00:00+00:00,14.0,14.5,14.0,5.713926315307617,316600,0.0,
1995-06-26 00:00:00+00:00,14.0,14.5,14.0,5.713926315307617,87600,0.0,
1995-06-27 00:00:00+00:00,14.0,14.40625,13.75,5.662909507751465,211600,0.0,
1995-06-28 00:00:00+00:00,13.75,14.125,13.75,5.611891269683838,337600,0.0,
1995-06-29 00:00:00+00:00,13.75,14.0,13.75,5.611891269683838,16800,0.0,
1995-06-30 00:00:00+00:00,13.75,14.0,13.6875,5.713926315307617,602200,0.0,
1995-07-03 00:00:00+00:00,13.6875,13.6875,13.6875,5.586384296417236,6200,0.0,
1995-07-05 00:00:00+00:00,14.125,14.25,13.75,5.713926315307617,49800,0.0,
1995-07-06 00:00:00+00:00,13.75,14.25,13.75,5.815961837768555,96400,0.0,
1995-07-07 00:00:00+00:00,14.25,14.25,13.75,5.815961837768555,122000,0.0,
1995-07-10 00:00:00+00:00,13.75,14.25,13.75,5.611891269683838,29200,0.0,
1995-07-11 00:00:00+00:00,13.75,14.25,13.75,5.611891269683838,158800,0.0,
1995-07-12 00:00:00+00:00,13.75,14.25,13.75,5.662909507751465,320800,0.0,
1995-07-13 00:00:00+00:00,13.875,14.25,13.875,5.662909507751465,19200,0.0,
1995-07-14 00:00:00+00:00,14.25,14.25,13.875,5.815961837768555,19200,0.0,
1995-07-17 00:00:00+00:00,14.25,14.25,13.875,5.688419818878174,108400,0.0,
1995-07-18 00:00:00+00:00,13.875,15.5,13.875,6.020030498504639,223400,0.0,
1995-07-19 00:00:00+00:00,15.0,15.0,14.125,5.9690117835998535,338600,0.0,
1995-07-20 00:00:00+00:00,14.625,14.625,14.25,5.9690117835998535,29600,0.0,
1995-07-21 00:00:00+00:00,14.625,14.625,14.125,5.917996406555176,246800,0.0,
1995-07-24 00:00:00+00:00,14.625,14.625,14.125,5.9690117835998535,11200,0.0,
1995-07-25 00:00:00+00:00,14.125,14.625,14.125,5.764944553375244,10000,0.0,
1995-07-26 00:00:00+00:00,14.625,15.0,14.25,6.020030498504639,93000,0.0,
1995-07-27 00:00:00+00:00,15.0,15.0,14.5,5.9690117835998535,307600,0.0,
1995-07-28 00:00:00+00:00,14.625,15.0625,14.5,6.071046829223633,105600,0.0,
1995-07-31 00:00:00+00:00,15.25,15.25,14.75,6.224097728729248,53800,0.0,
1995-08-01 00:00:00+00:00,15.25,15.25,14.75,6.12206506729126,53400,0.0,
1995-08-02 00:00:00+00:00,15.25,15.25,14.75,6.12206506729126,35600,0.0,
1995-08-03 00:00:00+00:00,14.75,14.75,14.75,6.020030498504639,600,0.0,
1995-08-04 00:00:00+00:00,14.75,15.5,14.75,6.275116920471191,47800,0.0,
1995-08-07 00:00:00+00:00,15.5,15.5,15.125,6.326135158538818,22000,0.0,
1995-08-08 00:00:00+00:00,15.5,15.5,15.0,6.326135158538818,63000,0.0,
1995-08-09 00:00:00+00:00,15.5,15.5,15.0,6.12206506729126,227400,0.0,
1995-08-10 00:00:00+00:00,15.25,15.5,15.0,6.12206506729126,152800,0.0,
1995-08-11 00:00:00+00:00,15.0,15.5,15.0,6.12206506729126,4400,0.0,
1995-08-14 00:00:00+00:00,15.0,15.0,15.0,6.12206506729126,800,0.0,
1995-08-15 00:00:00+00:00,15.5,15.5,15.0,6.147572994232178,12200,0.0,
1995-08-16 00:00:00+00:00,15.0,15.5,15.0,6.12206506729126,217800,0.0,
1995-08-17 00:00:00+00:00,15.125,15.125,15.0,6.147572994232178,47800,0.0,
1995-08-18 00:00:00+00:00,15.0,15.25,15.0,6.12206506729126,53800,0.0,
1995-08-21 00:00:00+00:00,15.0625,15.5,15.0,6.12206506729126,98200,0.0,
1995-08-22 00:00:00+00:00,15.5,15.5,15.0,6.17308235168457,45000,0.0,
1995-08-23 00:00:00+00:00,15.0,15.5,15.0,6.12206506729126,3000,0.0,
1995-08-24 00:00:00+00:00,15.0,15.25,15.0,6.198591232299805,8600,0.0,
1995-08-25 00:00:00+00:00,15.0,15.5,15.0,6.12206506729126,30400,0.0,
1995-08-28 00:00:00+00:00,15.0,15.1875,15.0,6.17308235168457,97400,0.0,
1995-08-29 00:00:00+00:00,15.5,15.5,15.0,6.326135158538818,59800,0.0,
1995-08-30 00:00:00+00:00,15.0,15.0,15.0,6.12206506729126,1200,0.0,
1995-08-31 00:00:00+00:00,15.0,15.1875,15.0,6.17308235168457,55600,0.0,
1995-09-01 00:00:00+00:00,15.1875,15.5,15.0,6.12206506729126,1800,0.0,
1995-09-05 00:00:00+00:00,15.0,15.5,15.0,6.326135158538818,3000,0.0,
1995-09-06 00:00:00+00:00,15.5,15.5,15.0,6.12206506729126,6600,0.0,
1995-09-07 00:00:00+00:00,15.0,15.5,15.0,6.12206506729126,7000,0.0,
1995-09-08 00:00:00+00:00,15.0,15.5,15.0,6.326135158538818,3200,0.0,
1995-09-11 00:00:00+00:00,15.0,15.0,15.0,6.12206506729126,2000,0.0,
1995-09-12 00:00:00+00:00,15.125,15.1875,15.0,6.12206506729126,9800,0.0,
1995-09-13 00:00:00+00:00,15.0,15.25,15.0,6.12206506729126,4000,0.0,
1995-09-14 00:00:00+00:00,15.0,15.5,15.0,6.12206506729126,25200,0.0,
1995-09-15 00:00:00+00:00,15.0,15.0,15.0,6.12206506729126,5200,0.0,
1995-09-18 00:00:00+00:00,15.0625,15.0625,14.375,5.866980075836182,38400,0.0,
1995-09-19 00:00:00+00:00,14.375,14.5625,14.375,5.8924880027771,160200,0.0,
1995-09-20 00:00:00+00:00,14.625,14.625,14.375,5.8924880027771,163600,0.0,
1995-09-21 00:00:00+00:00,14.875,14.875,14.375,5.866980075836182,2400,0.0,
1995-09-22 00:00:00+00:00,14.375,14.875,14.375,6.071046829223633,10000,0.0,
1995-09-25 00:00:00+00:00,14.375,14.875,14.375,5.866980075836182,2800,0.0,
1995-09-26 00:00:00+00:00,14.875,14.875,14.8125,6.045538902282715,2000,0.0,
1995-09-27 00:00:00+00:00,14.375,14.375,14.375,5.866980075836182,2000,0.0,
1995-09-28 00:00:00+00:00,14.375,14.375,14.0,5.866980075836182,5800,0.0,
