date,AVB_Open,AVB_High,AVB_Low,AVB_Close,AVB_Volume,AVB_Dividends,AVB_Stock Splits
1994-03-11 00:00:00+00:00,20.625,20.875,20.625,7.059015274047852,2359000,0.0,
1994-03-14 00:00:00+00:00,20.75,20.75,20.625,6.974476337432861,536500,0.0,
1994-03-15 00:00:00+00:00,20.625,20.75,20.625,6.974476337432861,215700,0.0,
1994-03-16 00:00:00+00:00,20.625,21.375,20.625,7.228091716766357,338600,0.0,
1994-03-17 00:00:00+00:00,21.375,21.375,20.875,7.143550872802734,195900,0.0,
1994-03-18 00:00:00+00:00,21.125,21.125,20.75,7.101288318634033,285700,0.0,
1994-03-21 00:00:00+00:00,21.0,21.0,20.875,7.059015274047852,38900,0.0,
1994-03-22 00:00:00+00:00,20.875,20.875,20.75,7.016746044158936,78400,0.0,
1994-03-23 00:00:00+00:00,20.75,21.5,20.75,7.18582820892334,209200,0.0,
1994-03-24 00:00:00+00:00,21.125,21.125,21.0,7.101288318634033,155000,0.0,
1994-03-25 00:00:00+00:00,21.0,21.125,21.0,7.101288318634033,91500,0.0,
1994-03-28 00:00:00+00:00,21.0,21.125,20.875,7.143550872802734,111200,0.0,
1994-03-29 00:00:00+00:00,21.125,21.125,20.625,6.974476337432861,101200,0.0,
1994-03-30 00:00:00+00:00,20.625,20.75,20.375,6.932206153869629,105000,0.0,
1994-03-31 00:00:00+00:00,20.5,20.625,20.5,6.974476337432861,108300,0.0,
1994-04-04 00:00:00+00:00,20.375,20.375,20.0,6.805400848388672,42300,0.0,
1994-04-05 00:00:00+00:00,20.25,20.875,20.25,7.016746044158936,55600,0.0,
1994-04-06 00:00:00+00:00,20.75,20.875,20.75,7.059015274047852,31800,0.0,
1994-04-07 00:00:00+00:00,20.875,21.0,20.75,7.016746044158936,52000,0.0,
1994-04-08 00:00:00+00:00,20.75,20.75,20.5,6.932206153869629,24000,0.0,
1994-04-11 00:00:00+00:00,20.5,20.625,20.375,6.889936447143555,44400,0.0,
1994-04-12 00:00:00+00:00,20.375,20.5,20.25,6.932206153869629,15100,0.0,
1994-04-13 00:00:00+00:00,20.5,20.5,20.375,6.889936447143555,30500,0.0,
1994-04-14 00:00:00+00:00,20.375,20.5,20.375,6.889936447143555,38800,0.0,
1994-04-15 00:00:00+00:00,20.375,20.5,20.125,6.805400848388672,12200,0.0,
1994-04-18 00:00:00+00:00,20.125,20.375,20.125,6.805400848388672,39800,0.0,
