date,NIC_Open,NIC_High,NIC_Low,NIC_Close,NIC_Volume,NIC_Dividends,NIC_Stock Splits
2013-05-17 00:00:00+00:00,16.0,16.0,16.0,15.730304718017578,300,0.0,
2013-05-20 00:00:00+00:00,16.0,16.0,16.0,15.730304718017578,0,0.0,
2013-05-21 00:00:00+00:00,15.989999771118164,15.989999771118164,15.989999771118164,15.72047233581543,1000,0.0,
2013-05-22 00:00:00+00:00,15.989999771118164,15.989999771118164,15.989999771118164,15.72047233581543,0,0.0,
2013-05-23 00:00:00+00:00,16.0,16.0,16.0,15.730304718017578,1000,0.0,
2013-05-24 00:00:00+00:00,16.0,16.0,16.0,15.730304718017578,1300,0.0,
2013-05-28 00:00:00+00:00,16.0,16.0,16.0,15.730304718017578,0,0.0,
2013-05-29 00:00:00+00:00,16.0,16.0,16.0,15.730304718017578,0,0.0,
2013-05-30 00:00:00+00:00,16.0,16.0,16.0,15.730304718017578,600,0.0,
2013-05-31 00:00:00+00:00,16.0,16.0,16.0,15.730304718017578,0,0.0,
2013-06-03 00:00:00+00:00,15.800000190734863,15.800000190734863,15.800000190734863,15.533676147460938,200,0.0,
2013-06-04 00:00:00+00:00,15.989999771118164,16.0,15.989999771118164,15.730304718017578,500,0.0,
2013-06-05 00:00:00+00:00,16.0,16.0,16.0,15.730304718017578,0,0.0,
2013-06-06 00:00:00+00:00,16.0,16.0,16.0,15.730304718017578,0,0.0,
2013-06-07 00:00:00+00:00,16.5,16.5,16.5,16.221874237060547,300,0.0,
2013-06-10 00:00:00+00:00,16.5,16.5,16.5,16.221874237060547,0,0.0,
2013-06-11 00:00:00+00:00,16.5,16.5,16.5,16.221874237060547,0,0.0,
2013-06-12 00:00:00+00:00,16.049999237060547,16.049999237060547,16.0,15.730304718017578,1600,0.0,
2013-06-13 00:00:00+00:00,16.0,16.0,16.0,15.730304718017578,600,0.0,
2013-06-14 00:00:00+00:00,16.0,16.0,16.0,15.730304718017578,0,0.0,
2013-06-17 00:00:00+00:00,16.0,16.0,16.0,15.730304718017578,0,0.0,
2013-06-18 00:00:00+00:00,16.5,16.5,16.0,15.730304718017578,1200,0.0,
2013-06-19 00:00:00+00:00,16.0,16.0,16.0,15.730304718017578,0,0.0,
2013-06-20 00:00:00+00:00,16.0,17.5,16.0,17.205020904541016,700,0.0,
2013-06-21 00:00:00+00:00,16.5,16.5,16.5,16.221874237060547,200,0.0,
2013-06-24 00:00:00+00:00,16.5,16.5,16.5,16.221874237060547,0,0.0,
2013-06-25 00:00:00+00:00,16.5,16.5,16.5,16.221874237060547,0,0.0,
2013-06-26 00:00:00+00:00,16.5,16.5,16.5,16.221874237060547,0,0.0,
2013-06-27 00:00:00+00:00,16.5,16.5,16.5,16.221874237060547,1800,0.0,
2013-06-28 00:00:00+00:00,16.5,16.5,16.5,16.221874237060547,200,0.0,
2013-07-01 00:00:00+00:00,16.5,16.5,16.5,16.221874237060547,0,0.0,
2013-07-02 00:00:00+00:00,16.5,16.5,16.5,16.221874237060547,0,0.0,
2013-07-03 00:00:00+00:00,16.5,16.5,16.100000381469727,16.221874237060547,3000,0.0,
2013-07-05 00:00:00+00:00,16.5,16.5,16.5,16.221874237060547,200,0.0,
2013-07-08 00:00:00+00:00,16.5,16.5,16.5,16.221874237060547,200,0.0,
2013-07-09 00:00:00+00:00,16.0,16.0,15.770000457763672,15.504180908203123,1800,0.0,
2013-07-10 00:00:00+00:00,15.899999618530272,15.920000076293944,15.899999618530272,15.651653289794922,3200,0.0,
2013-07-11 00:00:00+00:00,15.920000076293944,15.920000076293944,15.920000076293944,15.651653289794922,0,0.0,
2013-07-12 00:00:00+00:00,16.049999237060547,16.149999618530273,16.049999237060547,15.877774238586426,1000,0.0,
2013-07-15 00:00:00+00:00,16.149999618530273,16.5,16.149999618530273,16.221874237060547,600,0.0,
2013-07-16 00:00:00+00:00,16.5,16.5,16.5,16.221874237060547,0,0.0,
2013-07-17 00:00:00+00:00,16.5,16.5,16.149999618530273,15.877774238586426,4000,0.0,
2013-07-18 00:00:00+00:00,16.5,16.5,16.5,16.221874237060547,800,0.0,
2013-07-19 00:00:00+00:00,16.5,16.5,16.5,16.221874237060547,100,0.0,
2013-07-22 00:00:00+00:00,16.15999984741211,16.15999984741211,16.15999984741211,15.88760757446289,300,0.0,
2013-07-23 00:00:00+00:00,16.15999984741211,16.15999984741211,16.020000457763672,15.749966621398926,900,0.0,
2013-07-24 00:00:00+00:00,16.020000457763672,16.020000457763672,16.020000457763672,15.749966621398926,0,0.0,
