date,BRKR_Open,BRKR_High,BRKR_Low,BRKR_Close,BRKR_Volume,BRKR_Dividends,BRKR_Stock Splits
2001-04-19 00:00:00+00:00,12.300000190734863,13.539999961853027,12.109999656677246,12.565213203430176,26100,0.0,
2001-04-20 00:00:00+00:00,13.0,13.800000190734863,12.31999969482422,13.193472862243652,210900,0.0,
2001-04-23 00:00:00+00:00,13.699999809265137,13.699999809265137,12.600000381469728,12.565213203430176,43900,0.0,
2001-04-24 00:00:00+00:00,13.0,13.279999732971191,12.649999618530272,12.304244995117188,125300,0.0,
2001-04-25 00:00:00+00:00,13.039999961853027,13.039999961853027,12.729999542236328,12.391231536865234,26100,0.0,
2001-04-26 00:00:00+00:00,13.039999961853027,13.479999542236328,12.850000381469728,13.019492149353027,88000,0.0,
2001-04-27 00:00:00+00:00,13.699999809265137,13.720000267028809,13.350000381469728,13.193472862243652,104700,0.0,
2001-04-30 00:00:00+00:00,13.640000343322754,15.899999618530272,13.350000381469728,15.029925346374512,634500,0.0,
2001-05-01 00:00:00+00:00,15.800000190734863,17.1299991607666,15.25,15.667852401733398,234600,0.0,
2001-05-02 00:00:00+00:00,16.110000610351562,16.75,16.110000610351562,15.94815158843994,82200,0.0,
2001-05-03 00:00:00+00:00,16.540000915527344,16.75,16.5,16.093135833740234,170500,0.0,
2001-05-04 00:00:00+00:00,16.450000762939453,16.600000381469727,16.450000762939453,15.94815158843994,71900,0.0,
2001-05-07 00:00:00+00:00,16.549999237060547,16.700000762939453,16.469999313354492,15.919159889221191,175900,0.0,
2001-05-08 00:00:00+00:00,16.770000457763672,17.020000457763672,16.1200008392334,15.725845336914062,122900,0.0,
2001-05-09 00:00:00+00:00,16.440000534057617,16.600000381469727,16.280000686645508,15.94815158843994,28000,0.0,
2001-05-10 00:00:00+00:00,16.549999237060547,16.600000381469727,16.25,15.706518173217772,67100,0.0,
2001-05-11 00:00:00+00:00,16.100000381469727,16.6200008392334,16.100000381469727,15.79350757598877,130900,0.0,
2001-05-14 00:00:00+00:00,16.540000915527344,16.549999237060547,15.760000228881836,15.252236366271973,130000,0.0,
2001-05-15 00:00:00+00:00,16.170000076293945,16.600000381469727,15.0,14.498324394226074,133500,0.0,
2001-05-16 00:00:00+00:00,15.300000190734863,16.559999465942383,15.300000190734863,15.658188819885254,45300,0.0,
2001-05-17 00:00:00+00:00,16.200000762939453,18.600000381469727,16.200000762939453,17.929601669311523,336600,0.0,
2001-05-18 00:00:00+00:00,17.799999237060547,22.479999542236328,17.5,20.974239349365234,159800,0.0,
2001-05-21 00:00:00+00:00,21.5,21.51000022888184,20.75,20.16234016418457,150500,0.0,
2001-05-22 00:00:00+00:00,22.01000022888184,24.5,21.100000381469727,21.26420211791992,136300,0.0,
2001-05-23 00:00:00+00:00,22.0,22.540000915527344,21.850000381469727,21.467185974121094,286700,0.0,
2001-05-24 00:00:00+00:00,22.3799991607666,22.81999969482422,21.15999984741211,20.539291381835938,220700,0.0,
2001-05-25 00:00:00+00:00,21.15999984741211,21.440000534057617,19.709999084472656,20.442636489868164,214800,0.0,
2001-05-29 00:00:00+00:00,20.989999771118164,21.0,18.420000076293945,18.596513748168945,95600,0.0,
2001-05-30 00:00:00+00:00,19.020000457763672,19.030000686645508,16.510000228881836,17.39798927307129,34500,0.0,
2001-05-31 00:00:00+00:00,18.11000061035156,18.1200008392334,17.520000457763672,17.48497772216797,101000,0.0,
2001-06-01 00:00:00+00:00,18.31999969482422,20.75,18.31999969482422,19.08945655822754,78500,0.0,
2001-06-04 00:00:00+00:00,20.149999618530277,20.21999931335449,19.739999771118164,19.07979965209961,54100,0.0,
2001-06-05 00:00:00+00:00,20.0,20.549999237060547,20.0,19.80470466613769,62500,0.0,
2001-06-06 00:00:00+00:00,20.530000686645508,20.530000686645508,20.0,19.814376831054688,31900,0.0,
2001-06-07 00:00:00+00:00,20.36000061035156,20.399999618530277,19.200000762939453,19.08945655822754,109600,0.0,
2001-06-08 00:00:00+00:00,20.0,20.030000686645508,19.450000762939453,18.8284912109375,66100,0.0,
2001-06-11 00:00:00+00:00,19.309999465942383,19.3700008392334,16.049999237060547,17.291662216186523,239700,0.0,
2001-06-12 00:00:00+00:00,17.600000381469727,19.309999465942383,16.719999313354492,18.66417694091797,97600,0.0,
2001-06-13 00:00:00+00:00,19.75,20.899999618530277,19.0,19.74671936035156,53700,0.0,
2001-06-14 00:00:00+00:00,20.690000534057617,20.690000534057617,19.350000381469727,19.572734832763672,58900,0.0,
2001-06-15 00:00:00+00:00,19.850000381469727,21.0,19.299999237060547,20.297653198242188,119100,0.0,
2001-06-18 00:00:00+00:00,20.5,20.75,19.700000762939453,19.282773971557617,110000,0.0,
2001-06-19 00:00:00+00:00,18.0,18.010000228881836,15.5,15.542202949523926,519900,0.0,
2001-06-20 00:00:00+00:00,15.960000038146973,16.350000381469727,15.109999656677246,15.754842758178713,268800,0.0,
2001-06-21 00:00:00+00:00,16.200000762939453,16.200000762939453,15.369999885559082,15.416549682617188,72700,0.0,
2001-06-22 00:00:00+00:00,16.200000762939453,16.200000762939453,13.600000381469728,14.092367172241213,242600,0.0,
2001-06-25 00:00:00+00:00,14.789999961853027,16.649999618530273,14.789999961853027,15.464876174926758,331000,0.0,
2001-06-26 00:00:00+00:00,16.299999237060547,16.34000015258789,15.359999656677246,14.84628200531006,204500,0.0,
2001-06-27 00:00:00+00:00,16.100000381469727,16.100000381469727,14.729999542236328,14.305011749267578,93100,0.0,
2001-06-28 00:00:00+00:00,15.25,15.25,13.600000381469728,13.667084693908691,263500,0.0,
2001-06-29 00:00:00+00:00,14.0,15.59000015258789,14.0,14.565982818603516,1174800,0.0,
2001-07-02 00:00:00+00:00,14.899999618530272,14.899999618530272,11.859999656677246,11.47300624847412,229700,0.0,
2001-07-03 00:00:00+00:00,12.850000381469728,13.399999618530272,12.100000381469728,12.806855201721191,132200,0.0,
2001-07-05 00:00:00+00:00,13.350000381469728,13.949999809265137,13.149999618530272,12.710197448730469,47700,0.0,
2001-07-06 00:00:00+00:00,13.56999969482422,13.56999969482422,12.550000190734863,12.400897979736328,65300,0.0,
2001-07-09 00:00:00+00:00,14.0,14.0,12.649999618530272,12.594208717346191,241100,0.0,
2001-07-10 00:00:00+00:00,13.350000381469728,13.350000381469728,11.0,10.64177131652832,139200,0.0,
2001-07-11 00:00:00+00:00,11.0,11.5,10.380000114440918,10.400132179260254,201700,0.0,
2001-07-12 00:00:00+00:00,11.0,11.960000038146973,10.800000190734863,11.3473539352417,104100,0.0,
2001-07-13 00:00:00+00:00,11.84000015258789,13.800000190734863,11.25,12.081934928894045,197700,0.0,
2001-07-16 00:00:00+00:00,12.739999771118164,12.850000381469728,12.0,12.014277458190918,79300,0.0,
2001-07-17 00:00:00+00:00,12.479999542236328,13.300000190734863,11.949999809265137,12.855180740356444,141400,0.0,
2001-07-18 00:00:00+00:00,13.739999771118164,14.489999771118164,12.75,12.342903137207031,228900,0.0,
2001-07-19 00:00:00+00:00,13.56999969482422,13.56999969482422,12.75,12.458889961242676,63000,0.0,
2001-07-20 00:00:00+00:00,12.949999809265137,13.56999969482422,12.390000343322754,12.294577598571776,244500,0.0,
2001-07-23 00:00:00+00:00,12.3100004196167,13.5,12.199999809265137,12.613539695739746,42800,0.0,
2001-07-24 00:00:00+00:00,13.390000343322754,13.390000343322754,12.5,12.55554485321045,60300,0.0,
2001-07-25 00:00:00+00:00,13.100000381469728,14.149999618530272,12.600000381469728,12.816519737243652,68800,0.0,
2001-07-26 00:00:00+00:00,13.56999969482422,13.619999885559082,13.0,13.096816062927246,73500,0.0,
2001-07-27 00:00:00+00:00,13.600000381469728,15.350000381469728,13.5,14.353339195251465,186200,0.0,
2001-07-30 00:00:00+00:00,15.0,16.25,14.989999771118164,15.696852684020996,107300,0.0,
2001-07-31 00:00:00+00:00,16.299999237060547,19.040000915527344,16.0,18.40320205688477,204300,0.0,
2001-08-01 00:00:00+00:00,19.0,19.46999931335449,17.950000762939453,17.78460693359375,295900,0.0,
2001-08-02 00:00:00+00:00,18.420000076293945,18.68000030517578,16.0,16.53775405883789,76900,0.0,
2001-08-03 00:00:00+00:00,16.8700008392334,17.5,15.210000038146973,14.933273315429688,41200,0.0,
2001-08-06 00:00:00+00:00,16.329999923706055,16.350000381469727,14.979999542236328,14.498324394226074,102700,0.0,
2001-08-07 00:00:00+00:00,15.0,16.5,14.960000038146973,15.068589210510254,81700,0.0,
2001-08-08 00:00:00+00:00,16.0,16.899999618530273,15.0,15.126583099365234,70600,0.0,
2001-08-09 00:00:00+00:00,15.010000228881836,16.110000610351562,14.970000267028809,15.571200370788574,73000,0.0,
2001-08-10 00:00:00+00:00,16.15999984741211,18.399999618530277,15.770000457763672,15.71618366241455,103300,0.0,
2001-08-13 00:00:00+00:00,16.1200008392334,17.25,16.1200008392334,16.238121032714844,145400,0.0,
2001-08-14 00:00:00+00:00,16.899999618530273,17.18000030517578,16.469999313354492,15.996484756469728,47700,0.0,
2001-08-15 00:00:00+00:00,16.950000762939453,17.0,16.510000228881836,16.189796447753906,35800,0.0,
2001-08-16 00:00:00+00:00,16.6299991607666,17.0,15.93000030517578,15.754842758178713,132500,0.0,
2001-08-17 00:00:00+00:00,16.649999618530273,16.649999618530273,15.75,15.416549682617188,38000,0.0,
2001-08-20 00:00:00+00:00,15.699999809265137,16.06999969482422,15.199999809265137,15.368223190307615,31800,0.0,
2001-08-21 00:00:00+00:00,16.229999542236328,16.229999542236328,14.68000030517578,14.189021110534668,34500,0.0,
2001-08-22 00:00:00+00:00,14.68000030517578,15.75,14.229999542236328,14.082703590393066,51000,0.0,
2001-08-23 00:00:00+00:00,14.43000030517578,16.25,14.43000030517578,15.571200370788574,83700,0.0,
2001-08-24 00:00:00+00:00,16.399999618530273,16.850000381469727,15.960000038146973,15.986818313598633,78200,0.0,
2001-08-27 00:00:00+00:00,16.84000015258789,18.36000061035156,16.579999923706055,17.301332473754883,101700,0.0,
2001-08-28 00:00:00+00:00,17.790000915527344,17.790000915527344,16.5,16.141468048095703,114500,0.0,
2001-08-29 00:00:00+00:00,17.149999618530273,17.649999618530273,16.549999237060547,16.383108139038086,78300,0.0,
2001-08-30 00:00:00+00:00,16.940000534057617,17.899999618530273,16.510000228881836,16.189796447753906,105200,0.0,
2001-08-31 00:00:00+00:00,16.719999313354492,16.780000686645508,16.360000610351562,15.94815158843994,125400,0.0,
2001-09-04 00:00:00+00:00,16.700000762939453,16.700000762939453,16.0,15.464876174926758,30100,0.0,
2001-09-05 00:00:00+00:00,15.899999618530272,15.899999618530272,14.260000228881836,14.169692039489746,66400,0.0,
2001-09-06 00:00:00+00:00,15.399999618530272,15.399999618530272,13.979999542236328,13.51243782043457,37200,0.0,
2001-09-07 00:00:00+00:00,14.0,14.239999771118164,13.0,13.309463500976562,36800,0.0,
2001-09-10 00:00:00+00:00,13.609999656677246,14.710000038146973,13.0,13.821734428405762,67300,0.0,
2001-09-17 00:00:00+00:00,13.699999809265137,16.850000381469727,13.449999809265137,13.058154106140137,214800,0.0,
2001-09-18 00:00:00+00:00,14.449999809265137,16.0,13.5,13.51243782043457,336700,0.0,
2001-09-19 00:00:00+00:00,14.109999656677246,14.600000381469728,13.300000190734863,14.06337070465088,144200,0.0,
2001-09-20 00:00:00+00:00,14.710000038146973,14.710000038146973,13.3100004196167,13.193472862243652,45100,0.0,
