date,DXF_Open,DXF_High,DXF_Low,DXF_Close,DXF_Volume,DXF_Dividends,DXF_Stock Splits
2010-11-23 00:00:00+00:00,1320.0,1372.800048828125,1170.0,1194.0,43693,,
2010-11-24 00:00:00+00:00,1224.0,1260.0,1200.0,1260.0,5898,,
2010-11-26 00:00:00+00:00,1290.0,1290.0,1260.0,1284.0,1608,,
2010-11-29 00:00:00+00:00,1296.0,1326.0,1262.4000244140625,1314.0,3564,,
2010-11-30 00:00:00+00:00,1298.4000244140625,1321.199951171875,1267.199951171875,1321.199951171875,672,,
2010-12-01 00:00:00+00:00,1332.0,1332.0,1251.5999755859375,1304.4000244140625,1907,,
2010-12-02 00:00:00+00:00,1296.0,1296.0,1260.0,1272.0,3451,,
2010-12-03 00:00:00+00:00,1260.0,1286.4000244140625,1260.0,1286.4000244140625,1573,,
2010-12-06 00:00:00+00:00,1308.0,1311.5999755859375,1266.0,1284.0,2358,,
2010-12-07 00:00:00+00:00,1290.0,1293.5999755859375,1219.199951171875,1260.0,788,,
2010-12-08 00:00:00+00:00,1248.0,1261.199951171875,1230.0,1248.0,2015,,
2010-12-09 00:00:00+00:00,1248.0,1266.0,1232.4000244140625,1264.800048828125,957,,
2010-12-10 00:00:00+00:00,1300.800048828125,1300.800048828125,1230.0,1238.4000244140625,922,,
2010-12-13 00:00:00+00:00,1242.0,1252.800048828125,1216.800048828125,1222.800048828125,191,,
2010-12-14 00:00:00+00:00,1226.4000244140625,1226.4000244140625,1192.800048828125,1200.0,450,,
2010-12-15 00:00:00+00:00,1218.0,1218.0,1184.4000244140625,1189.199951171875,538,,
2010-12-16 00:00:00+00:00,1188.0,1194.0,1165.199951171875,1170.0,169,,
2010-12-17 00:00:00+00:00,1176.0,1208.4000244140625,1170.0,1170.0,548,,
2010-12-20 00:00:00+00:00,1185.5999755859375,1185.5999755859375,1096.800048828125,1140.0,1034,,
2010-12-21 00:00:00+00:00,1140.0,1154.4000244140625,1100.4000244140625,1128.0,523,,
2010-12-22 00:00:00+00:00,1142.4000244140625,1142.4000244140625,1038.0,1075.199951171875,933,,
2010-12-23 00:00:00+00:00,1080.0,1080.0,1064.4000244140625,1080.0,401,,
2010-12-27 00:00:00+00:00,1086.0,1178.4000244140625,1086.0,1106.4000244140625,137,,
2010-12-28 00:00:00+00:00,1080.0,1080.0,1076.4000244140625,1080.0,180,,
2010-12-29 00:00:00+00:00,1077.5999755859375,1080.0,1076.4000244140625,1077.5999755859375,85,,
2010-12-30 00:00:00+00:00,1065.5999755859375,1069.199951171875,1041.5999755859375,1068.0,139,,
2010-12-31 00:00:00+00:00,1071.5999755859375,1105.199951171875,1056.0,1099.199951171875,213,,
2011-01-03 00:00:00+00:00,1206.0,1206.0,1074.0,1128.0,2200,,
2011-01-04 00:00:00+00:00,1123.199951171875,1125.5999755859375,1032.0,1052.4000244140625,3104,,
2011-01-05 00:00:00+00:00,1063.199951171875,1063.199951171875,933.5999755859376,987.5999755859376,2793,,
2011-01-06 00:00:00+00:00,993.5999755859376,993.5999755859376,906.0,944.4000244140624,1715,,
2011-01-07 00:00:00+00:00,946.7999877929688,960.0,924.0,948.0,2581,,
2011-01-10 00:00:00+00:00,955.2000122070312,994.7999877929688,939.5999755859376,960.0,2323,,
2011-01-11 00:00:00+00:00,960.0,1015.2000122070312,960.0,996.0,3343,,
2011-01-12 00:00:00+00:00,1038.0,1038.0,984.0,1003.2000122070312,1069,,
2011-01-13 00:00:00+00:00,996.0,1039.199951171875,973.2000122070312,1030.800048828125,920,,
2011-01-14 00:00:00+00:00,1020.0,1044.0,998.4000244140624,1005.5999755859376,1425,,
2011-01-18 00:00:00+00:00,1015.2000122070312,1020.0,936.0,956.4000244140624,1521,,
2011-01-19 00:00:00+00:00,968.4000244140624,1010.4000244140624,962.4000244140624,968.4000244140624,682,,
2011-01-20 00:00:00+00:00,960.0,960.0,885.5999755859375,912.0,2261,,
2011-01-21 00:00:00+00:00,920.4000244140624,931.2000122070312,904.7999877929688,924.0,2228,,
2011-01-24 00:00:00+00:00,937.2000122070312,1081.199951171875,848.4000244140625,927.5999755859376,2003,,
2011-01-25 00:00:00+00:00,924.0,924.0,877.2000122070312,883.2000122070312,1060,,
2011-01-26 00:00:00+00:00,883.2000122070312,883.2000122070312,744.0,777.5999755859375,5398,,
2011-01-27 00:00:00+00:00,792.0,792.0,667.2000122070312,708.0,5965,,
2011-01-28 00:00:00+00:00,727.2000122070312,729.5999755859375,673.2000122070312,696.0,1798,,
2011-01-31 00:00:00+00:00,696.0,750.0,696.0,704.4000244140625,3125,,
2011-02-01 00:00:00+00:00,723.5999755859375,732.0,700.7999877929688,730.7999877929688,1733,,
2011-02-02 00:00:00+00:00,742.7999877929688,747.5999755859375,720.0,730.7999877929688,1013,,
2011-02-03 00:00:00+00:00,746.4000244140625,753.5999755859375,721.2000122070312,728.4000244140625,1197,,
2011-02-04 00:00:00+00:00,724.7999877929688,744.0,721.2000122070312,723.5999755859375,878,,
2011-02-07 00:00:00+00:00,723.5999755859375,723.5999755859375,673.2000122070312,673.2000122070312,2311,,
2011-02-08 00:00:00+00:00,685.2000122070312,685.2000122070312,642.0,661.2000122070312,2423,,
2011-02-09 00:00:00+00:00,660.0,667.2000122070312,632.4000244140625,640.7999877929688,598,,
2011-02-10 00:00:00+00:00,626.4000244140625,627.5999755859375,594.0,610.7999877929688,1959,,
2011-02-11 00:00:00+00:00,631.2000122070312,636.0,609.5999755859375,618.0,1045,,
2011-02-14 00:00:00+00:00,602.4000244140625,628.7999877929688,600.0,622.7999877929688,928,,
2011-02-15 00:00:00+00:00,631.2000122070312,668.4000244140625,618.0,657.5999755859375,1685,,
2011-02-16 00:00:00+00:00,669.5999755859375,678.0,654.0,675.5999755859375,821,,
2011-02-17 00:00:00+00:00,678.0,690.0,674.4000244140625,685.2000122070312,1278,,
2011-02-18 00:00:00+00:00,698.4000244140625,698.4000244140625,642.0,649.2000122070312,775,,
2011-02-22 00:00:00+00:00,618.0,637.2000122070312,588.0,616.7999877929688,2393,,
2011-02-23 00:00:00+00:00,610.7999877929688,610.7999877929688,588.0,595.2000122070312,935,,
2011-02-24 00:00:00+00:00,601.2000122070312,606.0,577.2000122070312,585.5999755859375,1283,,
2011-02-25 00:00:00+00:00,592.7999877929688,594.0,556.7999877929688,571.2000122070312,1085,,
