date,PTF_Open,PTF_High,PTF_Low,PTF_Close,PTF_Volume,PTF_Dividends,PTF_Stock Splits
2006-10-12 00:00:00+00:00,8.446666717529297,8.489999771118164,8.44333267211914,8.313633918762207,24000,0.0,
2006-10-13 00:00:00+00:00,8.533332824707031,8.59000015258789,8.529999732971191,8.405028343200684,30600,0.0,
2006-10-16 00:00:00+00:00,8.609999656677246,8.65999984741211,8.600000381469727,8.463783264160156,103500,0.0,
2006-10-17 00:00:00+00:00,8.633333206176758,8.633333206176758,8.49666690826416,8.408293724060059,15600,0.0,
2006-10-18 00:00:00+00:00,8.66333293914795,8.66333293914795,8.520000457763672,8.346274375915527,21300,0.0,
2006-10-19 00:00:00+00:00,8.579999923706055,8.579999923706055,8.563332557678223,8.391971588134766,2400,0.0,
2006-10-20 00:00:00+00:00,8.473333358764648,8.49666690826416,8.473333358764648,8.300578117370605,14400,0.0,
2006-10-23 00:00:00+00:00,8.483332633972168,8.573332786560059,8.483332633972168,8.362594604492188,20700,0.0,
2006-10-24 00:00:00+00:00,8.493332862854004,8.5,8.463333129882812,8.287522315979004,25800,0.0,
2006-10-25 00:00:00+00:00,8.510000228881836,8.526666641235352,8.510000228881836,8.349538803100586,4800,0.0,
2006-10-26 00:00:00+00:00,8.566666603088379,8.566666603088379,8.526666641235352,8.388708114624023,9000,0.0,
2006-10-27 00:00:00+00:00,8.579999923706055,8.596667289733887,8.5,8.3234281539917,8100,0.0,
2006-10-30 00:00:00+00:00,8.5,8.5,8.5,8.3234281539917,0,0.0,
2006-10-31 00:00:00+00:00,8.58666706085205,8.58666706085205,8.489999771118164,8.33974838256836,15900,0.0,
2006-11-01 00:00:00+00:00,8.510000228881836,8.510000228881836,8.34000015258789,8.166749000549316,16800,0.0,
2006-11-02 00:00:00+00:00,8.329999923706055,8.329999923706055,8.326666831970215,8.153695106506348,2400,0.0,
2006-11-03 00:00:00+00:00,8.303333282470703,8.350000381469727,8.279999732971191,8.166749000549316,55500,0.0,
2006-11-06 00:00:00+00:00,8.366666793823242,8.5,8.366666793823242,8.313633918762207,6300,0.0,
2006-11-07 00:00:00+00:00,8.506667137145996,8.609999656677246,8.50333309173584,8.378917694091797,14400,0.0,
2006-11-08 00:00:00+00:00,8.516667366027832,8.579999923706055,8.516667366027832,8.401765823364258,8400,0.0,
2006-11-09 00:00:00+00:00,8.616666793823242,8.623332977294922,8.579999923706055,8.401765823364258,2700,0.0,
2006-11-10 00:00:00+00:00,8.550000190734863,8.550000190734863,8.516667366027832,8.369124412536621,2100,0.0,
2006-11-13 00:00:00+00:00,8.626667022705078,8.633333206176758,8.603333473205566,8.450726509094238,18600,0.0,
2006-11-14 00:00:00+00:00,8.596667289733887,8.729999542236328,8.59000015258789,8.548648834228516,54900,0.0,
2006-11-15 00:00:00+00:00,8.773332595825195,8.786666870117188,8.729999542236328,8.591079711914062,72000,0.0,
