date,RTH_Open,RTH_High,RTH_Low,RTH_Close,RTH_Volume,RTH_Dividends,RTH_Stock Splits
2001-05-17 00:00:00+00:00,32.58333206176758,32.81666564941406,32.56666564941406,24.038673400878903,42600,0.0,
2001-05-18 00:00:00+00:00,32.43333435058594,32.58333206176758,32.41666793823242,23.97733497619629,5700,0.0,
2001-05-21 00:00:00+00:00,32.733333587646484,33.383331298828125,32.599998474121094,24.516986846923828,47700,0.0,
2001-05-22 00:00:00+00:00,33.25,33.633331298828125,33.04999923706055,24.553783416748047,265500,0.0,
2001-05-23 00:00:00+00:00,32.93333435058594,32.93333435058594,32.650001525878906,24.08772087097168,12900,0.0,
2001-05-24 00:00:00+00:00,32.616668701171875,33.08000183105469,32.616668701171875,24.325658798217773,12600,0.0,
2001-05-25 00:00:00+00:00,32.96666717529297,33.133331298828125,32.78333282470703,24.149036407470703,16200,0.0,
2001-05-29 00:00:00+00:00,32.733333587646484,32.75,32.25,23.781110763549805,164400,0.0,
2001-05-30 00:00:00+00:00,32.29999923706055,32.383331298828125,32.03333282470703,23.57940673828125,13200,0.00933,
2001-05-31 00:00:00+00:00,32.0,32.16666793823242,31.86666679382324,23.60493469238281,28200,0.00133,
2001-06-01 00:00:00+00:00,32.01666641235352,32.150001525878906,31.833332061767575,23.531309127807617,156600,0.0,
2001-06-04 00:00:00+00:00,31.65333366394043,31.89666748046875,31.63333320617676,23.4454345703125,16500,0.0,
2001-06-05 00:00:00+00:00,32.130001068115234,32.3033332824707,32.130001068115234,23.779132843017575,14700,0.0,
2001-06-06 00:00:00+00:00,32.26666641235352,32.413333892822266,32.26666641235352,23.753637313842773,8100,0.002,
2001-06-07 00:00:00+00:00,32.08333206176758,32.6966667175293,32.03333282470703,24.070173263549805,10500,0.0,
2001-06-08 00:00:00+00:00,32.66666793823242,32.66666793823242,32.483333587646484,23.91313362121582,1200,0.0,
2001-06-11 00:00:00+00:00,32.51666641235352,32.633331298828125,32.133331298828125,23.738887786865234,23100,0.0,
2001-06-12 00:00:00+00:00,31.933332443237305,32.599998474121094,31.75,23.96371459960937,7800,0.00533,
