date,UPW_Open,UPW_High,UPW_Low,UPW_Close,UPW_Volume,UPW_Dividends,UPW_Stock Splits
2007-02-01 00:00:00+00:00,23.56666755676269,23.56666755676269,23.56666755676269,16.06258201599121,1800,0.0,
2007-02-02 00:00:00+00:00,23.93000030517578,24.01333236694336,23.93000030517578,16.367015838623047,600,0.0,
2007-02-05 00:00:00+00:00,24.11000061035156,24.11000061035156,24.11000061035156,16.43290138244629,300,0.0,
2007-02-06 00:00:00+00:00,24.11000061035156,24.11000061035156,24.11000061035156,16.43290138244629,0,0.0,
2007-02-07 00:00:00+00:00,24.953332901000977,24.953332901000977,24.913333892822266,16.980438232421875,2400,0.0,
2007-02-08 00:00:00+00:00,25.07666778564453,25.13333320617676,25.07666778564453,17.13039207458496,2400,0.0,
2007-02-09 00:00:00+00:00,25.233333587646484,25.270000457763672,24.93000030517578,17.075851440429688,12600,0.0,
2007-02-12 00:00:00+00:00,25.03333282470703,25.046667098999023,25.03333282470703,17.071321487426758,900,0.0,
2007-02-13 00:00:00+00:00,25.34333229064941,25.34333229064941,25.34333229064941,17.273521423339844,900,0.0,
2007-02-14 00:00:00+00:00,25.796667098999023,25.796667098999023,25.6299991607666,17.468904495239258,6600,0.0,
2007-02-15 00:00:00+00:00,25.356666564941406,25.426666259765625,25.356666564941406,17.316682815551758,18300,0.0,
2007-02-16 00:00:00+00:00,25.21666717529297,25.31666755676269,25.206666946411133,17.255342483520508,17700,0.0,
2007-02-20 00:00:00+00:00,25.38999938964844,25.38999938964844,25.38999938964844,17.305326461791992,600,0.0,
2007-02-21 00:00:00+00:00,25.32333374023437,25.32333374023437,25.183332443237305,17.241710662841797,10800,0.0,
2007-02-22 00:00:00+00:00,25.483333587646484,25.483333587646484,25.32999992370605,17.26443099975586,600,0.0,
2007-02-23 00:00:00+00:00,25.803333282470703,25.803333282470703,25.803333282470703,17.5870361328125,600,0.0,
2007-02-26 00:00:00+00:00,27.64666748046875,27.64666748046875,26.98666763305664,18.407209396362305,78000,0.0,
2007-02-27 00:00:00+00:00,26.71333312988281,26.71333312988281,25.38333320617676,17.373485565185547,10800,0.0,
2007-02-28 00:00:00+00:00,25.56666755676269,25.6200008392334,25.56666755676269,17.459815979003906,5700,0.0,
2007-03-01 00:00:00+00:00,25.11666679382324,25.88999938964844,24.74666786193848,17.58022689819336,5700,0.0,
2007-03-02 00:00:00+00:00,25.416667938232425,25.416667938232425,25.156667709350582,17.146286010742188,3300,0.0,
2007-03-05 00:00:00+00:00,24.483333587646484,24.78333282470703,24.43666648864746,16.655553817749023,3000,0.0,
2007-03-06 00:00:00+00:00,24.48666763305664,24.82666778564453,24.43666648864746,16.92136573791504,6600,0.0,
2007-03-07 00:00:00+00:00,25.023332595825195,25.023332595825195,24.90333366394043,16.973623275756836,600,0.0,
2007-03-08 00:00:00+00:00,25.12666702270508,25.25666618347168,24.983333587646484,17.028146743774414,3000,0.0,
2007-03-09 00:00:00+00:00,25.046667098999023,25.206666946411133,25.046667098999023,17.107666015625,4500,0.0,
2007-03-12 00:00:00+00:00,25.11333274841309,25.540000915527344,25.11333274841309,17.407560348510742,1500,0.0,
2007-03-13 00:00:00+00:00,25.540000915527344,25.540000915527344,25.540000915527344,17.407560348510742,0,0.0,
2007-03-14 00:00:00+00:00,25.07666778564453,25.07666778564453,25.06666755676269,17.087223052978516,3300,0.0,
2007-03-15 00:00:00+00:00,25.24666786193848,25.676666259765625,25.24666786193848,17.500707626342773,1800,0.0,
2007-03-16 00:00:00+00:00,25.68000030517578,25.913333892822266,25.50666618347168,17.384841918945312,15300,0.0,
2007-03-19 00:00:00+00:00,25.68000030517578,25.696666717529297,25.68000030517578,17.51434326171875,600,0.0,
2007-03-20 00:00:00+00:00,26.286666870117188,26.61000061035156,26.286666870117188,18.13685607910156,2700,0.0,
2007-03-21 00:00:00+00:00,26.49666786193848,27.31999969482422,26.49666786193848,18.55716323852539,13800,0.0,
2007-03-22 00:00:00+00:00,27.32666778564453,27.35333251953125,27.11333274841309,18.61168670654297,10200,0.0,
2007-03-23 00:00:00+00:00,27.206666946411133,27.523332595825195,27.206666946411133,18.75936508178711,9900,0.0,
2007-03-26 00:00:00+00:00,27.46666717529297,27.81999969482422,27.393333435058597,18.941112518310547,16200,0.0,
2007-03-27 00:00:00+00:00,27.666667938232425,27.809999465942383,27.50666618347168,18.89113998413086,4500,0.0,
2007-03-28 00:00:00+00:00,27.959999084472656,27.96666717529297,27.71999931335449,18.893404006958008,6900,0.0,
2007-03-29 00:00:00+00:00,27.850000381469727,28.01666641235352,27.64666748046875,18.84342384338379,8100,0.0,
2007-03-30 00:00:00+00:00,28.0,28.0,27.03333282470703,18.66848945617676,6300,0.0,
2007-04-02 00:00:00+00:00,27.666667938232425,28.56333351135254,27.666667938232425,19.468210220336918,17700,0.0,
2007-04-03 00:00:00+00:00,28.61666679382324,28.74666786193848,28.48666763305664,19.49319648742676,17400,0.0,
2007-04-04 00:00:00+00:00,28.6200008392334,28.6200008392334,28.309999465942383,19.338706970214844,12900,0.0,
2007-04-05 00:00:00+00:00,28.24666786193848,28.62666702270508,28.24666786193848,19.51136779785156,6600,0.0,
2007-04-09 00:00:00+00:00,28.709999084472656,29.07333374023437,28.709999084472656,19.78856086730957,19800,0.0,
2007-04-10 00:00:00+00:00,28.99333381652832,29.24333381652832,28.99333381652832,19.924861907958984,9600,0.0,
2007-04-11 00:00:00+00:00,29.30666732788086,29.30666732788086,28.96333312988281,19.74764442443848,19200,0.0,
2007-04-12 00:00:00+00:00,28.920000076293945,28.920000076293945,28.59000015258789,19.577260971069336,5700,0.0,
2007-04-13 00:00:00+00:00,28.76333236694336,28.979999542236328,28.636667251586918,19.6295166015625,6900,0.0,
2007-04-16 00:00:00+00:00,28.94333267211914,29.15333366394043,28.84666633605957,19.870338439941406,10200,0.0,
2007-04-17 00:00:00+00:00,29.38333320617676,29.56999969482422,29.290000915527344,20.122520446777344,34200,0.0,
2007-04-18 00:00:00+00:00,29.42333221435547,29.6299991607666,29.36666679382324,20.19522857666016,3600,0.0,
2007-04-19 00:00:00+00:00,29.27666664123535,29.3799991607666,29.24666786193848,20.013471603393555,9900,0.0,
2007-04-20 00:00:00+00:00,29.75666618347168,29.899999618530277,29.63333320617676,20.224761962890625,7800,0.0,
2007-04-23 00:00:00+00:00,29.94333267211914,30.399999618530277,29.94333267211914,20.579185485839844,24600,0.0,
