date,SCC_Open,SCC_High,SCC_Low,SCC_Close,SCC_Volume,SCC_Dividends,SCC_Stock Splits
2007-02-02 00:00:00+00:00,4385.27978515625,4385.27978515625,4385.27978515625,2713.0849609375,0,0.0,
2007-02-05 00:00:00+00:00,4376.31982421875,4376.31982421875,4376.31982421875,2707.54150390625,78,0.0,
2007-02-06 00:00:00+00:00,4377.60009765625,4377.60009765625,4377.60009765625,2708.33447265625,16,0.0,
2007-02-07 00:00:00+00:00,4354.56005859375,4354.56005859375,4354.56005859375,2694.079833984375,2,0.0,
2007-02-08 00:00:00+00:00,4338.56005859375,4338.56005859375,4338.56005859375,2684.181396484375,78,0.0,
2007-02-09 00:00:00+00:00,4304.0,4334.080078125,4304.0,2681.409423828125,97,0.0,
2007-02-12 00:00:00+00:00,4334.080078125,4334.080078125,4334.080078125,2681.409423828125,0,0.0,
2007-02-13 00:00:00+00:00,4426.240234375,4426.240234375,4406.39990234375,2726.15234375,80,0.0,
2007-02-14 00:00:00+00:00,4396.7998046875,4396.7998046875,4396.7998046875,2720.212646484375,80,0.0,
2007-02-15 00:00:00+00:00,4396.7998046875,4396.7998046875,4396.7998046875,2720.212646484375,0,0.0,
2007-02-16 00:00:00+00:00,4396.7998046875,4396.7998046875,4396.7998046875,2720.212646484375,0,0.0,
2007-02-20 00:00:00+00:00,4328.31982421875,4328.31982421875,4328.31982421875,2677.845458984375,78,0.0,
2007-02-21 00:00:00+00:00,4328.31982421875,4328.31982421875,4328.31982421875,2677.845458984375,0,0.0,
2007-02-22 00:00:00+00:00,4328.31982421875,4328.31982421875,4328.31982421875,2677.845458984375,0,0.0,
2007-02-23 00:00:00+00:00,4314.240234375,4323.83984375,4314.240234375,2675.073974609375,53,0.0,
2007-02-26 00:00:00+00:00,4327.0400390625,4346.240234375,4327.0400390625,2688.931884765625,47,0.0,
2007-02-27 00:00:00+00:00,4523.52001953125,4733.43994140625,4498.56005859375,2886.90966796875,497,0.0,
2007-02-28 00:00:00+00:00,4629.1201171875,4640.0,4595.2001953125,2852.85888671875,9,0.0,
2007-03-01 00:00:00+00:00,4611.2001953125,4611.2001953125,4611.2001953125,2852.85888671875,0,0.0,
2007-03-02 00:00:00+00:00,4707.83984375,4707.83984375,4707.83984375,2912.64697265625,2,0.0,
2007-03-05 00:00:00+00:00,4864.0,4864.64013671875,4821.759765625,3009.65625,178,0.0,
2007-03-06 00:00:00+00:00,4864.64013671875,4864.64013671875,4864.64013671875,3009.65625,0,0.0,
2007-03-07 00:00:00+00:00,4736.0,4736.0,4712.9599609375,2923.337646484375,167,0.0,
2007-03-08 00:00:00+00:00,4672.0,4672.0,4634.8798828125,2888.8896484375,170,0.0,
2007-03-09 00:00:00+00:00,4694.39990234375,4714.240234375,4684.16015625,2897.99658203125,39,0.0,
2007-03-12 00:00:00+00:00,4695.0400390625,4695.0400390625,4674.56005859375,2892.0576171875,53,0.0,
2007-03-13 00:00:00+00:00,4712.31982421875,4943.35986328125,4712.31982421875,2995.402587890625,105,0.0,
2007-03-14 00:00:00+00:00,4864.0,4890.8798828125,4843.52001953125,2996.58984375,127,0.0,
2007-03-15 00:00:00+00:00,4807.0400390625,4812.16015625,4806.39990234375,2977.187744140625,5,0.0,
2007-03-16 00:00:00+00:00,4775.68017578125,4825.60009765625,4775.68017578125,2985.5029296875,5,0.0,
2007-03-19 00:00:00+00:00,4742.39990234375,4742.39990234375,4726.39990234375,2924.12939453125,16,0.0,
2007-03-20 00:00:00+00:00,4684.7998046875,4695.68017578125,4634.240234375,2867.11279296875,152,0.0,
2007-03-21 00:00:00+00:00,4652.16015625,4652.16015625,4416.0,2760.204345703125,172,0.0,
2007-03-22 00:00:00+00:00,4490.8798828125,4536.9599609375,4488.9599609375,2798.215576171875,53,0.0,
2007-03-23 00:00:00+00:00,4504.31982421875,4505.60009765625,4504.31982421875,2787.12939453125,8,0.0,
2007-03-26 00:00:00+00:00,4583.0400390625,4583.0400390625,4510.080078125,2790.297119140625,14,0.0,
2007-03-27 00:00:00+00:00,4574.080078125,4577.919921875,4574.080078125,2832.268310546875,3,0.0,
2007-03-28 00:00:00+00:00,4676.47998046875,4676.47998046875,4652.7998046875,2878.594482421875,5,0.0,
2007-03-29 00:00:00+00:00,4627.2001953125,4694.39990234375,4627.2001953125,2879.386962890625,61,0.0,
2007-03-30 00:00:00+00:00,4637.43994140625,4637.43994140625,4625.919921875,2864.737060546875,38,0.0,
2007-04-02 00:00:00+00:00,4641.919921875,4641.919921875,4641.919921875,2871.863037109375,2,0.0,
2007-04-03 00:00:00+00:00,4477.43994140625,4477.43994140625,4477.43994140625,2770.102783203125,2,0.0,
2007-04-04 00:00:00+00:00,4483.83984375,4496.0,4483.83984375,2781.58642578125,16,0.0,
2007-04-05 00:00:00+00:00,4492.16015625,4492.7998046875,4451.2001953125,2754.26513671875,27,0.0,
2007-04-09 00:00:00+00:00,4445.43994140625,4454.39990234375,4445.43994140625,2755.8486328125,8,0.0,
2007-04-10 00:00:00+00:00,4423.0400390625,4449.919921875,4423.0400390625,2753.076904296875,5,0.0,
2007-04-11 00:00:00+00:00,4470.39990234375,4470.39990234375,4470.39990234375,2765.747314453125,2,0.0,
2007-04-12 00:00:00+00:00,4481.919921875,4481.919921875,4481.919921875,2772.874267578125,3,0.0,
2007-04-13 00:00:00+00:00,4481.919921875,4481.919921875,4481.919921875,2772.874267578125,0,0.0,
2007-04-16 00:00:00+00:00,4418.56005859375,4418.56005859375,4351.35986328125,2718.629150390625,19,0.0,
2007-04-17 00:00:00+00:00,4394.240234375,4394.240234375,4394.240234375,2718.629150390625,0,0.0,
2007-04-18 00:00:00+00:00,4394.240234375,4394.240234375,4394.240234375,2718.629150390625,0,0.0,
2007-04-19 00:00:00+00:00,4421.759765625,4432.0,4421.759765625,2741.990478515625,6,0.0,
2007-04-20 00:00:00+00:00,4337.919921875,4337.919921875,4337.919921875,2683.784912109375,5,0.0,
2007-04-23 00:00:00+00:00,4334.080078125,4377.60009765625,4334.080078125,2704.770263671875,14,0.0,
2007-04-24 00:00:00+00:00,4377.60009765625,4377.60009765625,4377.60009765625,2708.33447265625,31,0.0,
2007-04-25 00:00:00+00:00,4328.9599609375,4328.9599609375,4307.2001953125,2667.15478515625,41,0.0,
2007-04-26 00:00:00+00:00,4311.0400390625,4311.0400390625,4311.0400390625,2667.15478515625,0,0.0,
2007-04-27 00:00:00+00:00,4311.0400390625,4311.0400390625,4311.0400390625,2667.15478515625,0,0.0,
2007-04-30 00:00:00+00:00,4432.0,4525.43994140625,4427.52001953125,2799.7998046875,16,0.0,
2007-05-01 00:00:00+00:00,4529.27978515625,4573.43994140625,4483.83984375,2774.0625,97,0.0,
2007-05-02 00:00:00+00:00,4403.83984375,4423.68017578125,4376.31982421875,2736.05078125,67,0.0,
2007-05-03 00:00:00+00:00,4429.43994140625,4429.43994140625,4429.43994140625,2740.406494140625,5,0.0,
2007-05-04 00:00:00+00:00,4429.43994140625,4429.43994140625,4429.43994140625,2740.406494140625,0,0.0,
2007-05-07 00:00:00+00:00,4387.83984375,4401.27978515625,4376.31982421875,2722.984375,9,0.0,
2007-05-08 00:00:00+00:00,4417.919921875,4417.919921875,4417.919921875,2733.279052734375,3,0.0,
2007-05-09 00:00:00+00:00,4417.919921875,4417.919921875,4417.919921875,2733.279052734375,0,0.0,
2007-05-10 00:00:00+00:00,4416.0,4485.1201171875,4416.0,2774.855224609375,27,0.0,
2007-05-11 00:00:00+00:00,4482.56005859375,4483.2001953125,4464.0,2761.7880859375,20,0.0,
2007-05-14 00:00:00+00:00,4464.0,4464.0,4464.0,2761.7880859375,3,0.0,
2007-05-15 00:00:00+00:00,4464.0,4501.759765625,4428.7998046875,2785.149169921875,39,0.0,
2007-05-16 00:00:00+00:00,4483.2001953125,4483.2001953125,4483.2001953125,2773.667724609375,2,0.0,
2007-05-17 00:00:00+00:00,4470.39990234375,4470.39990234375,4452.47998046875,2754.661376953125,14,0.0,
2007-05-18 00:00:00+00:00,4419.83984375,4419.83984375,4380.7998046875,2710.313720703125,14,0.0,
2007-05-21 00:00:00+00:00,4359.68017578125,4376.9599609375,4199.0400390625,2699.623291015625,41,0.0,
2007-05-22 00:00:00+00:00,4363.52001953125,4363.52001953125,4363.52001953125,2699.623291015625,0,0.0,
2007-05-23 00:00:00+00:00,4363.52001953125,4363.52001953125,4363.52001953125,2699.623291015625,0,0.0,
2007-05-24 00:00:00+00:00,4363.52001953125,4363.52001953125,4363.52001953125,2699.623291015625,0,0.0,
2007-05-25 00:00:00+00:00,4400.0,4400.0,4400.0,2722.19287109375,5,0.0,
