date,ZBH_Open,ZBH_High,ZBH_Low,ZBH_Close,ZBH_Volume,ZBH_Dividends,ZBH_Stock Splits
2001-07-25 00:00:00+00:00,28.640777587890625,30.04854393005371,28.640777587890625,26.016660690307617,2512582,0.0,
2001-07-26 00:00:00+00:00,28.058252334594727,28.058252334594727,27.184465408325195,24.56546401977539,2755662,0.0,
2001-07-27 00:00:00+00:00,27.37864112854004,28.165048599243164,27.37864112854004,24.82772827148437,1440146,0.0,
2001-07-30 00:00:00+00:00,27.572816848754883,27.718446731567383,27.572816848754883,24.88017845153809,789907,0.0,
2001-07-31 00:00:00+00:00,27.631067276000977,27.815534591674805,27.60194206237793,25.002573013305664,1003838,0.0,
2001-08-01 00:00:00+00:00,28.15534019470215,28.98058319091797,28.15534019470215,25.789363861083984,1919611,0.0,
2001-08-02 00:00:00+00:00,28.62135887145996,28.83495140075684,27.669902801513672,25.046281814575195,808550,0.0,
2001-08-03 00:00:00+00:00,27.572816848754883,27.62135887145996,27.087379455566406,24.4780387878418,1240635,0.0,
2001-08-06 00:00:00+00:00,27.184465408325195,27.37864112854004,26.504854202270508,24.268230438232425,1612465,0.0,
2001-08-07 00:00:00+00:00,27.669902801513672,29.611650466918945,27.37864112854004,26.17401885986328,8050274,0.0,
2001-08-08 00:00:00+00:00,28.83495140075684,28.883495330810547,27.233009338378903,25.081247329711918,5432735,0.0,
2001-08-09 00:00:00+00:00,27.281553268432617,27.62135887145996,26.747573852539062,24.792762756347656,3086807,0.0,
2001-08-10 00:00:00+00:00,27.184465408325195,27.52427291870117,26.631067276000977,24.4780387878418,3289511,0.0,
2001-08-13 00:00:00+00:00,26.941747665405277,27.03883552551269,26.067960739135746,23.866086959838867,4954094,0.0,
2001-08-14 00:00:00+00:00,26.504854202270508,27.281553268432617,26.40776634216309,24.21577262878418,3777731,0.0,
2001-08-15 00:00:00+00:00,26.941747665405277,27.572816848754883,26.89320373535156,24.5479736328125,2700763,0.0,
2001-08-16 00:00:00+00:00,27.213592529296875,27.281553268432617,26.504854202270508,24.56546401977539,2196063,0.0,
2001-08-17 00:00:00+00:00,26.89320373535156,27.184465408325195,25.75728225708008,24.4780387878418,1799616,0.0,
2001-08-20 00:00:00+00:00,26.84465980529785,26.912620544433597,26.01941680908203,23.77866554260254,2128598,0.0,
2001-08-21 00:00:00+00:00,26.40776634216309,26.640777587890625,26.310680389404297,23.90105628967285,1926615,0.0,
2001-08-22 00:00:00+00:00,26.310680389404297,26.46601867675781,25.631067276000977,23.83112144470215,2626294,0.0,
2001-08-23 00:00:00+00:00,26.35922241210937,26.39805793762207,25.95145606994629,23.385269165039062,2413290,0.0,
