date,PSP_Open,PSP_High,PSP_Low,PSP_Close,PSP_Volume,PSP_Dividends,PSP_Stock Splits
2006-10-24 00:00:00+00:00,125.25,125.5999984741211,125.1500015258789,42.508907318115234,18460,0.0,
2006-10-25 00:00:00+00:00,125.5999984741211,126.3000030517578,125.5,42.779884338378906,26520,0.0,
2006-10-26 00:00:00+00:00,127.0,128.14999389648438,126.3499984741211,43.3557014465332,32240,0.0,
2006-10-27 00:00:00+00:00,127.8000030517578,128.0,127.0999984741211,43.05085754394531,10400,0.0,
2006-10-30 00:00:00+00:00,126.8499984741211,128.14999389648438,126.75,43.33876800537109,6320,0.0,
2006-10-31 00:00:00+00:00,128.75,128.75,127.75,43.42341995239258,13840,0.0,
2006-11-01 00:00:00+00:00,128.75,128.8000030517578,125.8000030517578,42.66133880615234,4580,0.0,
2006-11-02 00:00:00+00:00,125.75,126.0,124.4000015258789,42.508907318115234,54520,0.0,
2006-11-03 00:00:00+00:00,126.3000030517578,126.3499984741211,125.0,42.64438629150391,6400,0.0,
2006-11-06 00:00:00+00:00,126.75,127.9499969482422,126.75,43.18634796142578,3340,0.0,
2006-11-07 00:00:00+00:00,128.14999389648438,128.75,127.9000015258789,43.32182312011719,21460,0.0,
2006-11-08 00:00:00+00:00,127.5999984741211,129.10000610351562,127.3499984741211,43.57586669921875,3980,0.0,
2006-11-09 00:00:00+00:00,128.10000610351562,128.10000610351562,126.6500015258789,43.000038146972656,6820,0.0,
2006-11-10 00:00:00+00:00,127.0,127.6999969482422,126.5500030517578,43.25408554077149,9020,0.0,
2006-11-13 00:00:00+00:00,127.9000015258789,128.4499969482422,127.9000015258789,43.44038772583008,6580,0.0,
2006-11-14 00:00:00+00:00,128.5500030517578,129.39999389648438,127.9000015258789,43.82991409301758,3340,0.0,
2006-11-15 00:00:00+00:00,129.5500030517578,130.35000610351562,129.5,44.06700897216797,7300,0.0,
2006-11-16 00:00:00+00:00,130.14999389648438,130.5500030517578,129.89999389648438,44.20249176025391,11600,0.0,
2006-11-17 00:00:00+00:00,130.0,130.5,129.5,44.1855583190918,6160,0.0,
2006-11-20 00:00:00+00:00,130.5500030517578,130.89999389648438,130.0,44.06700897216797,10420,0.0,
2006-11-21 00:00:00+00:00,130.39999389648438,130.6999969482422,130.14999389648438,44.20249176025391,7760,0.0,
2006-11-22 00:00:00+00:00,131.0,131.0,130.5500030517578,44.35491561889648,4300,0.0,
2006-11-24 00:00:00+00:00,130.60000610351562,131.0,130.25,44.30411148071289,2080,0.0,
2006-11-27 00:00:00+00:00,130.75,130.75,128.35000610351562,43.47425079345703,8300,0.0,
2006-11-28 00:00:00+00:00,128.4499969482422,128.75,127.6500015258789,43.57586669921875,10580,0.0,
2006-11-29 00:00:00+00:00,129.3000030517578,130.14999389648438,128.9499969482422,44.06700897216797,10040,0.0,
2006-11-30 00:00:00+00:00,130.0500030517578,131.14999389648438,129.64999389648438,44.3210334777832,7340,0.0,
2006-12-01 00:00:00+00:00,131.0500030517578,131.0500030517578,129.14999389648438,44.05006408691406,3740,0.0,
2006-12-04 00:00:00+00:00,130.5,131.85000610351562,130.5,44.65974426269531,8300,0.0,
2006-12-05 00:00:00+00:00,132.5,133.10000610351562,131.8000030517578,44.98154830932617,7800,0.0,
2006-12-06 00:00:00+00:00,132.75,133.0500030517578,132.3000030517578,44.87994384765625,12140,0.0,
2006-12-07 00:00:00+00:00,132.6999969482422,133.10000610351562,132.5,44.91379928588867,5400,0.0,
2006-12-08 00:00:00+00:00,132.85000610351562,133.35000610351562,132.3000030517578,44.84604644775391,7380,0.0,
2006-12-11 00:00:00+00:00,132.5,132.89999389648438,132.25,44.91379928588867,5300,0.0,
2006-12-12 00:00:00+00:00,132.6999969482422,132.89999389648438,132.0500030517578,44.964599609375,7420,0.0,
2006-12-13 00:00:00+00:00,133.25,133.25,132.0,44.79524230957031,6560,0.0,
2006-12-14 00:00:00+00:00,132.4499969482422,133.0,132.4499969482422,44.98154830932617,17880,0.0,
2006-12-15 00:00:00+00:00,132.10000610351562,132.14999389648438,131.5500030517578,44.66635513305664,14100,0.07,
2006-12-18 00:00:00+00:00,131.9499969482422,132.25,130.9499969482422,44.47997283935547,11280,0.0,
2006-12-19 00:00:00+00:00,131.14999389648438,131.6999969482422,130.85000610351562,44.564697265625,6320,0.0,
2006-12-20 00:00:00+00:00,131.9499969482422,132.60000610351562,131.9499969482422,44.90360641479492,7160,0.0,
2006-12-21 00:00:00+00:00,132.60000610351562,132.89999389648438,131.6999969482422,44.71720886230469,10360,0.0,
2006-12-22 00:00:00+00:00,132.0500030517578,132.0500030517578,131.25,44.59858703613281,11300,0.0,
2006-12-26 00:00:00+00:00,132.0,132.60000610351562,132.0,44.93748092651367,4460,0.0,
2006-12-27 00:00:00+00:00,133.3000030517578,133.60000610351562,133.14999389648438,45.27638626098633,4020,0.0,
2006-12-28 00:00:00+00:00,133.6999969482422,133.75,133.0500030517578,45.22553253173828,10480,0.0,
2006-12-29 00:00:00+00:00,133.3000030517578,133.64999389648438,132.5500030517578,44.97136688232422,5380,0.0,
2007-01-03 00:00:00+00:00,133.6999969482422,134.64999389648438,133.0,45.39499282836914,11040,0.0,
2007-01-04 00:00:00+00:00,133.5,133.89999389648438,132.8000030517578,45.34415817260742,9860,0.0,
2007-01-05 00:00:00+00:00,133.25,133.25,131.39999389648438,44.59858703613281,20840,0.0,
2007-01-08 00:00:00+00:00,131.3000030517578,132.10000610351562,130.6999969482422,44.70024108886719,12680,0.0,
2007-01-09 00:00:00+00:00,132.14999389648438,132.4499969482422,131.0,44.852760314941406,7660,0.0,
2007-01-10 00:00:00+00:00,131.5,132.0,131.0,44.7341423034668,6360,0.0,
2007-01-11 00:00:00+00:00,131.75,132.64999389648438,131.75,44.93748092651367,16440,0.0,
2007-01-12 00:00:00+00:00,132.8000030517578,133.3000030517578,132.60000610351562,45.15776062011719,30580,0.0,
2007-01-16 00:00:00+00:00,133.5500030517578,133.60000610351562,132.35000610351562,44.93748092651367,9520,0.0,
2007-01-17 00:00:00+00:00,132.39999389648438,132.6999969482422,131.89999389648438,44.80192565917969,7100,0.0,
2007-01-18 00:00:00+00:00,132.5,132.5,131.4499969482422,44.61552047729492,7680,0.0,
2007-01-19 00:00:00+00:00,131.60000610351562,132.4499969482422,131.3000030517578,44.8358039855957,6300,0.0,
2007-01-22 00:00:00+00:00,132.35000610351562,132.35000610351562,130.64999389648438,44.42914581298828,5600,0.0,
2007-01-23 00:00:00+00:00,130.9499969482422,131.8000030517578,130.39999389648438,44.54776382446289,21400,0.0,
2007-01-24 00:00:00+00:00,131.89999389648438,133.35000610351562,131.85000610351562,45.19164657592773,3920,0.0,
2007-01-25 00:00:00+00:00,133.4499969482422,133.4499969482422,131.5500030517578,44.71720886230469,14720,0.0,
2007-01-26 00:00:00+00:00,132.0,132.14999389648438,131.0,44.7341423034668,16620,0.0,
2007-01-29 00:00:00+00:00,132.10000610351562,133.0500030517578,132.0,45.0222053527832,9080,0.0,
2007-01-30 00:00:00+00:00,133.1999969482422,133.1999969482422,132.5500030517578,45.073036193847656,26940,0.0,
2007-01-31 00:00:00+00:00,133.0500030517578,133.85000610351562,132.64999389648438,45.242488861083984,13240,0.0,
2007-02-01 00:00:00+00:00,134.14999389648438,135.14999389648438,133.9499969482422,45.750823974609375,40120,0.0,
2007-02-02 00:00:00+00:00,135.4499969482422,136.0,135.14999389648438,46.089725494384766,9680,0.0,
2007-02-05 00:00:00+00:00,136.1999969482422,136.1999969482422,135.35000610351562,45.97111129760742,22060,0.0,
2007-02-06 00:00:00+00:00,135.5500030517578,135.85000610351562,134.85000610351562,46.0219612121582,9340,0.0,
2007-02-07 00:00:00+00:00,135.6999969482422,136.5,135.4499969482422,46.2591552734375,17600,0.0,
2007-02-08 00:00:00+00:00,136.25,136.8000030517578,136.1999969482422,46.343894958496094,10900,0.0,
2007-02-09 00:00:00+00:00,136.6999969482422,136.8000030517578,133.8000030517578,45.683067321777344,11620,0.0,
2007-02-12 00:00:00+00:00,135.0500030517578,135.0500030517578,133.5,45.54750061035156,12900,0.0,
2007-02-13 00:00:00+00:00,135.1999969482422,135.8000030517578,134.60000610351562,46.0219612121582,10740,0.0,
2007-02-14 00:00:00+00:00,136.75,138.0,136.5500030517578,46.6319694519043,49300,0.0,
2007-02-15 00:00:00+00:00,137.4499969482422,137.8000030517578,136.89999389648438,46.59805679321289,17200,0.0,
2007-02-16 00:00:00+00:00,137.6999969482422,138.25,137.0,46.8183479309082,19940,0.0,
2007-02-20 00:00:00+00:00,138.39999389648438,139.5500030517578,137.5500030517578,47.258907318115234,22560,0.0,
2007-02-21 00:00:00+00:00,139.35000610351562,139.39999389648438,138.5500030517578,47.2419548034668,9240,0.0,
2007-02-22 00:00:00+00:00,139.64999389648438,140.10000610351562,138.75,47.37752532958984,23480,0.0,
2007-02-23 00:00:00+00:00,139.64999389648438,139.75,139.0,47.3266716003418,18280,0.0,
2007-02-26 00:00:00+00:00,140.5,140.5,138.10000610351562,47.03863906860352,16120,0.0,
2007-02-27 00:00:00+00:00,136.39999389648438,136.39999389648438,133.0,45.27638626098633,24840,0.0,
2007-02-28 00:00:00+00:00,134.0500030517578,135.3000030517578,132.64999389648438,45.69999694824219,20280,0.0,
2007-03-01 00:00:00+00:00,133.4499969482422,135.14999389648438,131.75,45.56443405151367,44340,0.0,
2007-03-02 00:00:00+00:00,134.5500030517578,134.5500030517578,132.60000610351562,44.93748092651367,12200,0.0,
2007-03-05 00:00:00+00:00,130.0,131.0500030517578,128.75,43.666622161865234,15300,0.0,
2007-03-06 00:00:00+00:00,130.0500030517578,131.8000030517578,129.75,44.51387023925781,10020,0.0,
2007-03-07 00:00:00+00:00,131.8000030517578,131.8000030517578,130.1999969482422,44.24274826049805,15340,0.0,
2007-03-08 00:00:00+00:00,132.1999969482422,133.10000610351562,131.39999389648438,44.53082656860352,21080,0.0,
2007-03-09 00:00:00+00:00,133.0,133.0,131.64999389648438,44.8358039855957,11160,0.0,
2007-03-12 00:00:00+00:00,133.0,133.1999969482422,132.3000030517578,45.056095123291016,6980,0.0,
2007-03-13 00:00:00+00:00,132.39999389648438,132.39999389648438,129.0,43.76829528808594,8560,0.0,
2007-03-14 00:00:00+00:00,129.10000610351562,130.5500030517578,127.5,44.24274826049805,18260,0.0,
2007-03-15 00:00:00+00:00,131.14999389648438,132.39999389648438,131.14999389648438,44.86968994140625,11600,0.0,
2007-03-16 00:00:00+00:00,132.75,132.8000030517578,131.1999969482422,44.77115631103516,26280,0.36,
2007-03-19 00:00:00+00:00,133.0,133.14999389648438,131.6999969482422,44.822113037109375,20200,0.0,
