date,SMID_Open,SMID_High,SMID_Low,SMID_Close,SMID_Volume,SMID_Dividends,SMID_Stock Splits
1995-12-13 00:00:00+00:00,3.5,5.125,3.5,4.585417747497559,502000,0.0,
1995-12-14 00:00:00+00:00,4.875,5.125,4.75,4.249899387359619,204900,0.0,
1995-12-15 00:00:00+00:00,4.8125,5.375,4.75,4.697257518768311,60600,0.0,
1995-12-18 00:00:00+00:00,5.375,5.375,4.75,4.361738681793213,58300,0.0,
1995-12-19 00:00:00+00:00,4.75,5.125,4.625,4.333779335021973,86500,0.0,
1995-12-20 00:00:00+00:00,4.625,5.0,4.625,4.361738681793213,24200,0.0,
1995-12-21 00:00:00+00:00,4.875,4.875,4.625,4.138060092926025,53100,0.0,
1995-12-22 00:00:00+00:00,4.625,4.875,4.625,4.138060092926025,29900,0.0,
1995-12-26 00:00:00+00:00,4.8125,5.0,4.625,4.138060092926025,17100,0.0,
1995-12-27 00:00:00+00:00,4.625,4.8125,4.625,4.305819511413574,23500,0.0,
1995-12-28 00:00:00+00:00,4.8125,4.8125,4.625,4.138060092926025,13000,0.0,
1995-12-29 00:00:00+00:00,4.625,5.0,4.625,4.249899387359619,63800,0.0,
1996-01-02 00:00:00+00:00,4.8125,4.8125,4.625,4.249899387359619,23400,0.0,
1996-01-03 00:00:00+00:00,4.875,4.875,4.625,4.305819511413574,18900,0.0,
1996-01-04 00:00:00+00:00,4.875,5.0,4.625,4.138060092926025,69900,0.0,
1996-01-05 00:00:00+00:00,5.0,5.0,4.625,4.138060092926025,39900,0.0,
1996-01-08 00:00:00+00:00,5.0,5.0,5.0,4.473577976226807,500,0.0,
1996-01-09 00:00:00+00:00,4.625,5.0,4.625,4.361738681793213,22200,0.0,
1996-01-10 00:00:00+00:00,4.875,4.875,4.59375,4.138060092926025,64800,0.0,
1996-01-11 00:00:00+00:00,4.625,4.875,4.625,4.138060092926025,49400,0.0,
1996-01-12 00:00:00+00:00,4.625,4.875,4.625,4.361738681793213,33400,0.0,
1996-01-15 00:00:00+00:00,4.875,4.875,4.625,4.138060092926025,12800,0.0,
1996-01-16 00:00:00+00:00,4.875,5.0,4.625,4.417658805847168,41200,0.0,
1996-01-17 00:00:00+00:00,4.875,5.0,4.875,4.473577976226807,2800,0.0,
1996-01-18 00:00:00+00:00,5.0625,5.375,4.75,4.809096336364746,92200,0.0,
1996-01-19 00:00:00+00:00,5.25,5.96875,5.25,5.340334415435791,56200,0.0,
1996-01-22 00:00:00+00:00,5.625,5.96875,5.53125,5.340334415435791,83400,0.0,
1996-01-23 00:00:00+00:00,5.5625,5.96875,5.5,4.920936584472656,63400,0.0,
1996-01-24 00:00:00+00:00,5.96875,5.96875,5.5,4.920936584472656,91800,0.0,
1996-01-25 00:00:00+00:00,5.75,5.96875,5.5,5.2564544677734375,67900,0.0,
1996-01-26 00:00:00+00:00,5.5,5.96875,5.5,4.920936584472656,174200,0.0,
1996-01-29 00:00:00+00:00,5.9375,5.9375,5.5,4.920936584472656,18400,0.0,
1996-01-30 00:00:00+00:00,5.96875,5.96875,5.5,4.920936584472656,120800,0.0,
1996-01-31 00:00:00+00:00,5.75,5.9375,5.25,5.2564544677734375,156300,0.0,
1996-02-01 00:00:00+00:00,6.0,6.0,5.5,4.920936584472656,46400,0.0,
1996-02-02 00:00:00+00:00,5.5,5.9375,5.5,5.312374114990234,20700,0.0,
1996-02-05 00:00:00+00:00,5.5,5.9375,5.5,4.920936584472656,36800,0.0,
1996-02-06 00:00:00+00:00,5.9375,5.9375,5.5,4.920936584472656,42800,0.0,
1996-02-07 00:00:00+00:00,5.5,5.9375,5.5,4.920936584472656,133200,0.0,
1996-02-08 00:00:00+00:00,5.9375,5.9375,5.5,4.920936584472656,84000,0.0,
1996-02-09 00:00:00+00:00,5.9375,6.0,5.5,5.368293285369873,22400,0.0,
1996-02-12 00:00:00+00:00,5.5,5.875,5.5,5.1446146965026855,45500,0.0,
1996-02-13 00:00:00+00:00,5.75,6.0,5.5,4.920936584472656,26900,0.0,
1996-02-14 00:00:00+00:00,5.875,5.875,5.5,5.2564544677734375,21900,0.0,
1996-02-15 00:00:00+00:00,5.875,5.875,5.5,5.1446146965026855,14400,0.0,
