date,WRB_Open,WRB_High,WRB_Low,WRB_Close,WRB_Volume,WRB_Dividends,WRB_Stock Splits
1973-10-23 00:00:00+00:00,0.1539060026407241,0.1669120043516159,0.1539060026407241,0.0894419625401496,611249,0.0,
1973-10-24 00:00:00+00:00,0.1539060026407241,0.1539060026407241,0.1495710015296936,0.0869227275252342,686214,0.0,
1973-10-25 00:00:00+00:00,0.1495710015296936,0.1517380028963089,0.1430680006742477,0.083143450319767,530518,0.0,
1973-10-26 00:00:00+00:00,0.1430680006742477,0.145235002040863,0.1365649998188018,0.0793642699718475,380589,0.0,
1973-10-29 00:00:00+00:00,0.1365649998188018,0.1387320011854171,0.130061000585556,0.0755844637751579,709280,0.0,
1973-10-30 00:00:00+00:00,0.1257259994745254,0.1257259994745254,0.114887997508049,0.0667667835950851,461320,0.0,
1973-10-31 00:00:00+00:00,0.1257259994745254,0.1343970000743866,0.1257259994745254,0.0730652511119842,651615,0.0,
1973-11-01 00:00:00+00:00,0.1257259994745254,0.1343970000743866,0.1257259994745254,0.0730652511119842,190295,0.0,
1973-11-02 00:00:00+00:00,0.130061000585556,0.1387320011854171,0.130061000585556,0.0755844637751579,478620,0.0,
1973-11-05 00:00:00+00:00,0.130061000585556,0.1322290003299713,0.1213909983634948,0.0705459713935852,121097,0.0,
1973-11-06 00:00:00+00:00,0.1213909983634948,0.1257259994745254,0.114887997508049,0.0667667835950851,259493,0.0,
1973-11-07 00:00:00+00:00,0.1170549988746643,0.1257259994745254,0.1170549988746643,0.0680261477828025,184528,0.0,
1973-11-08 00:00:00+00:00,0.114887997508049,0.114887997508049,0.1083849966526031,0.0629875734448432,138396,0.0,
1973-11-09 00:00:00+00:00,0.1083849966526031,0.114887997508049,0.1083849966526031,0.0629875734448432,305625,0.0,
1973-11-12 00:00:00+00:00,0.1083849966526031,0.114887997508049,0.1062169969081878,0.0617276392877101,57665,0.0,
1973-11-13 00:00:00+00:00,0.1062169969081878,0.1083849966526031,0.1040489971637725,0.06046774238348,403655,0.0,
