date,FAZ_Open,FAZ_High,FAZ_Low,FAZ_Close,FAZ_Volume,FAZ_Dividends,FAZ_Stock Splits
2008-11-19 00:00:00+00:00,3311680.0,4213120.0,3222400.0,3803319.25,27,0.0,
2008-11-20 00:00:00+00:00,4479680.0,5536320.0,4053440.0,4867543.0,34,0.0,
2008-11-21 00:00:00+00:00,4588800.0,6459520.0,4576000.0,4272485.0,25,0.0,
2008-11-24 00:00:00+00:00,4040960.0,4439680.0,2314240.0,2441419.5,37,0.0,
2008-11-25 00:00:00+00:00,2368000.0,2586560.0,2113600.0,2081089.625,50,0.0,
2008-11-26 00:00:00+00:00,2495360.0,2848000.0,1936000.0,1805767.625,41,0.0,
2008-11-28 00:00:00+00:00,1991680.0,2000000.0,1776000.0,1666342.375,21,0.0,
2008-12-01 00:00:00+00:00,1999360.0,2623680.0,1985920.0,2353175.25,53,0.0,
2008-12-02 00:00:00+00:00,2432000.0,2679680.0,1996800.0,1886952.5,93,0.0,
2008-12-03 00:00:00+00:00,2320000.0,2335680.0,1725120.0,1617808.125,118,0.0,
2008-12-04 00:00:00+00:00,1856000.0,1916800.0,1551360.0,1652811.5,111,0.0,
2008-12-05 00:00:00+00:00,1928640.0,1936000.0,1392000.0,1301600.125,116,0.0,
2008-12-08 00:00:00+00:00,1219200.0,1295360.0,1126080.0,1077754.25,123,0.0,
2008-12-09 00:00:00+00:00,1220160.0,1301440.0,1134080.0,1170704.75,183,0.0,
2008-12-10 00:00:00+00:00,1235200.0,1403200.0,1229120.0,1182176.375,123,0.0,
2008-12-11 00:00:00+00:00,1355200.0,1608000.0,1339200.0,1435731.125,120,0.0,
2008-12-12 00:00:00+00:00,1790400.0,1807680.0,1449600.0,1342780.875,196,0.0,
2008-12-15 00:00:00+00:00,1481920.0,1700800.0,1464320.0,1488383.375,119,0.0,
2008-12-16 00:00:00+00:00,1548800.0,1558720.0,1148480.0,1085402.375,154,0.0,
2008-12-17 00:00:00+00:00,1211200.0,1228800.0,1074560.0,1059517.25,132,0.0,
2008-12-18 00:00:00+00:00,1130240.0,1291840.0,1105600.0,1151879.5,119,0.0,
2008-12-19 00:00:00+00:00,1238720.0,1306880.0,1163840.0,1128935.875,136,0.0,
2008-12-22 00:00:00+00:00,1232000.0,1408000.0,1231040.0,1237476.25,127,0.0,
2008-12-23 00:00:00+00:00,1320320.0,1429760.0,1310080.0,1302776.75,115,0.0,
2008-12-24 00:00:00+00:00,1428160.0,1455680.0,1360000.0,1253948.375,34,0.0,
2008-12-26 00:00:00+00:00,1318400.0,1402560.0,1301440.0,1245124.0,36,0.0,
2008-12-29 00:00:00+00:00,1343680.0,1459200.0,1339200.0,1282186.625,59,0.0,
2008-12-30 00:00:00+00:00,1385600.0,1392000.0,1232000.0,1145408.125,77,0.0,
2008-12-31 00:00:00+00:00,1246080.0,1261440.0,1109440.0,1050104.625,91,0.0,
2009-01-02 00:00:00+00:00,1123520.0,1208000.0,1068800.0,1008924.0,111,0.0,
2009-01-05 00:00:00+00:00,1122240.0,1170880.0,1081600.0,1058340.625,174,0.0,
2009-01-06 00:00:00+00:00,1107520.0,1126400.0,1042240.0,996275.75,177,0.0,
2009-01-07 00:00:00+00:00,1142080.0,1234240.0,1128320.0,1123053.0,153,0.0,
2009-01-08 00:00:00+00:00,1252800.0,1281280.0,1196800.0,1130994.75,162,0.0,
2009-01-09 00:00:00+00:00,1202880.0,1352320.0,1198720.0,1225122.0,124,0.0,
2009-01-12 00:00:00+00:00,1353280.0,1590400.0,1347520.0,1417788.125,174,0.0,
2009-01-13 00:00:00+00:00,1621440.0,1643200.0,1436160.0,1358958.625,276,0.0,
2009-01-14 00:00:00+00:00,1620160.0,1736320.0,1583360.0,1571332.875,225,0.0,
2009-01-15 00:00:00+00:00,1711040.0,2079680.0,1701760.0,1735466.5,471,0.0,
2009-01-16 00:00:00+00:00,1681600.0,2226240.0,1656320.0,1841654.0,392,0.0,
2009-01-20 00:00:00+00:00,2246720.0,2837440.0,2234240.0,2592904.75,517,0.0,
2009-01-21 00:00:00+00:00,2464000.0,2747200.0,1809920.0,1682520.625,505,0.0,
2009-01-22 00:00:00+00:00,2061440.0,2247360.0,1877440.0,1947252.75,431,0.0,
2009-01-23 00:00:00+00:00,2378240.0,2424640.0,1886720.0,1775764.75,405,0.0,
2009-01-26 00:00:00+00:00,1852480.0,2107840.0,1720960.0,1851066.5,303,0.0,
2009-01-27 00:00:00+00:00,1906240.0,2016000.0,1814720.0,1695168.5,347,0.0,
2009-01-28 00:00:00+00:00,1524800.0,1536000.0,1251200.0,1156879.875,531,0.0,
2009-01-29 00:00:00+00:00,1384640.0,1520960.0,1344320.0,1380431.5,438,0.0,
2009-01-30 00:00:00+00:00,1452160.0,1682240.0,1414720.0,1482500.375,547,0.0,
2009-02-02 00:00:00+00:00,1758080.0,1780800.0,1576000.0,1472793.625,520,0.0,
2009-02-03 00:00:00+00:00,1544000.0,1753600.0,1535680.0,1532799.375,453,0.0,
2009-02-04 00:00:00+00:00,1640640.0,1758400.0,1544000.0,1596629.5,452,0.0,
2009-02-05 00:00:00+00:00,1785920.0,1910080.0,1525120.0,1495737.0,758,0.0,
2009-02-06 00:00:00+00:00,1513280.0,1541760.0,1273600.0,1204237.375,687,0.0,
2009-02-09 00:00:00+00:00,1271360.0,1328640.0,1210240.0,1160115.625,383,0.0,
2009-02-10 00:00:00+00:00,1299840.0,1617920.0,1270720.0,1461321.875,1028,0.0,
2009-02-11 00:00:00+00:00,1522240.0,1548480.0,1392320.0,1281010.0,693,0.0,
2009-02-12 00:00:00+00:00,1514240.0,1646080.0,1415680.0,1313071.875,688,0.0,
2009-02-13 00:00:00+00:00,1512640.0,1584000.0,1455040.0,1449556.0,450,0.0,
2009-02-17 00:00:00+00:00,1754560.0,1966400.0,1749440.0,1805473.875,561,0.0,
2009-02-18 00:00:00+00:00,1819200.0,2126720.0,1815040.0,1826652.375,723,0.0,
2009-02-19 00:00:00+00:00,1895360.0,2280960.0,1845120.0,2064911.625,699,0.0,
2009-02-20 00:00:00+00:00,2616320.0,2755840.0,2171840.0,2132565.25,1005,0.0,
2009-02-23 00:00:00+00:00,2115200.0,2544320.0,2071680.0,2338762.25,862,0.0,
2009-02-24 00:00:00+00:00,2489280.0,2563200.0,1764160.0,1646634.5,755,0.0,
2009-02-25 00:00:00+00:00,1849280.0,2064000.0,1600000.0,1646928.75,721,0.0,
2009-02-26 00:00:00+00:00,1646080.0,1806720.0,1505920.0,1603100.625,683,0.0,
2009-02-27 00:00:00+00:00,2047360.0,2064000.0,1817280.0,1821651.75,738,0.0,
2009-03-02 00:00:00+00:00,2194240.0,2430720.0,2141760.0,2186687.75,559,0.0,
2009-03-03 00:00:00+00:00,2205760.0,2621760.0,2162560.0,2301406.25,572,0.0,
2009-03-04 00:00:00+00:00,2251200.0,2733120.0,2251200.0,2352880.75,723,0.0,
2009-03-05 00:00:00+00:00,2712320.0,3333440.0,2693440.0,2926762.0,592,0.0,
2009-03-06 00:00:00+00:00,3102400.0,3696000.0,2897600.0,3061187.25,617,0.0,
2009-03-09 00:00:00+00:00,3488000.0,3579520.0,2937600.0,2917055.0,550,0.0,
2009-03-10 00:00:00+00:00,2739200.0,2784000.0,1928000.0,1809003.5,638,0.0,
2009-03-11 00:00:00+00:00,1766400.0,1929600.0,1643200.0,1649870.0,786,0.0,
2009-03-12 00:00:00+00:00,1841280.0,1904000.0,1284480.0,1223651.25,909,0.0,
2009-03-13 00:00:00+00:00,1264000.0,1436800.0,1216000.0,1182470.75,1044,0.0,
2009-03-16 00:00:00+00:00,1216000.0,1375680.0,1113600.0,1253948.375,1322,0.0,
2009-03-17 00:00:00+00:00,1379200.0,1440640.0,1130560.0,1046868.875,1277,0.0,
2009-03-18 00:00:00+00:00,1179200.0,1192640.0,832000.0,775077.25,1762,0.0,
2009-03-19 00:00:00+00:00,769600.0,991040.0,764160.0,894206.6875,1896,0.0,
2009-03-20 00:00:00+00:00,992000.0,1135040.0,984960.0,1029514.5,1493,0.0,
2009-03-23 00:00:00+00:00,862080.0,945280.0,609600.0,564762.0,2143,0.0,
2009-03-24 00:00:00+00:00,662400.0,688320.0,584000.0,622120.6875,2307,0.0,
2009-03-25 00:00:00+00:00,637440.0,755200.0,578240.0,572409.9375,3339,0.0,
2009-03-26 00:00:00+00:00,598400.0,659200.0,584000.0,548289.8125,2769,0.0,
2009-03-27 00:00:00+00:00,638400.0,644160.0,595200.0,586823.125,2232,0.0,
2009-03-30 00:00:00+00:00,738880.0,800000.0,715840.0,724778.0,2106,0.0,
2009-03-31 00:00:00+00:00,731840.0,764160.0,633600.0,608589.9375,2301,0.0,
2009-04-01 00:00:00+00:00,716800.0,719680.0,609920.0,573292.4375,2747,0.0,
2009-04-02 00:00:00+00:00,535360.0,588480.0,531200.0,521228.375,3422,0.0,
2009-04-03 00:00:00+00:00,584960.0,587200.0,497280.0,458869.21875,2680,0.0,
2009-04-06 00:00:00+00:00,539840.0,551680.0,513600.0,485342.34375,2427,0.0,
2009-04-07 00:00:00+00:00,567360.0,577600.0,540160.0,530935.125,2127,0.0,
2009-04-08 00:00:00+00:00,557120.0,600320.0,544000.0,524758.125,2072,0.0,
2009-04-09 00:00:00+00:00,458560.0,462400.0,332480.0,308560.09375,4894,0.0,
2009-04-13 00:00:00+00:00,353600.0,360640.0,285440.0,272380.09375,5516,0.0,
2009-04-14 00:00:00+00:00,307200.0,356160.0,296960.0,323855.78125,6461,0.0,
2009-04-15 00:00:00+00:00,371840.0,380480.0,298560.0,280027.90625,5490,0.0,
2009-04-16 00:00:00+00:00,293120.0,325760.0,281920.0,274144.90625,5350,0.0,
2009-04-17 00:00:00+00:00,302720.0,313920.0,272000.0,261790.75,7247,0.0,
2009-04-20 00:00:00+00:00,318400.0,374720.0,317440.0,342092.875,7372,0.0,
2009-04-21 00:00:00+00:00,423360.0,424320.0,292160.0,269144.4375,10973,0.0,
2009-04-22 00:00:00+00:00,322240.0,323200.0,274560.0,291499.59375,10056,0.0,
2009-04-23 00:00:00+00:00,303680.0,324160.0,280640.0,262084.890625,8469,0.0,
2009-04-24 00:00:00+00:00,281600.0,293120.0,250560.0,243553.65625,10813,0.0,
2009-04-27 00:00:00+00:00,284160.0,291200.0,265920.0,261790.75,7216,0.0,
2009-04-28 00:00:00+00:00,303680.0,307840.0,280640.0,272674.25,7142,0.0,
2009-04-29 00:00:00+00:00,286080.0,287040.0,255680.0,241200.46875,7436,0.0,
2009-04-30 00:00:00+00:00,249920.0,266880.0,242560.0,244436.109375,8331,0.0,
2009-05-01 00:00:00+00:00,269120.0,281280.0,259840.0,253260.484375,6355,0.0,
2009-05-04 00:00:00+00:00,267200.0,267520.0,200960.0,185312.546875,10199,0.0,
2009-05-05 00:00:00+00:00,211520.0,214400.0,200000.0,192372.078125,7878,0.0,
2009-05-06 00:00:00+00:00,195520.0,197760.0,164160.0,154132.984375,14879,0.0,
2009-05-07 00:00:00+00:00,148800.0,188160.0,147520.0,166781.296875,16580,0.0,
2009-05-08 00:00:00+00:00,169280.0,177280.0,141760.0,132071.984375,13334,0.0,
2009-05-11 00:00:00+00:00,156800.0,165120.0,149760.0,150897.359375,9937,0.0,
2009-05-12 00:00:00+00:00,158400.0,186880.0,157440.0,159427.609375,14474,0.0,
2009-05-13 00:00:00+00:00,185280.0,200960.0,183040.0,181488.625,12322,0.0,
2009-05-14 00:00:00+00:00,202240.0,203200.0,175360.0,164722.265625,10567,0.0,
2009-05-15 00:00:00+00:00,180480.0,193920.0,175040.0,173546.6875,8480,0.0,
2009-05-18 00:00:00+00:00,177280.0,178880.0,151680.0,141778.796875,8044,0.0,
2009-05-19 00:00:00+00:00,154560.0,163840.0,147840.0,149132.5,9585,0.0,
2009-05-20 00:00:00+00:00,152320.0,176640.0,149760.0,159133.46875,11061,0.0,
2009-05-21 00:00:00+00:00,181760.0,182400.0,168320.0,159133.46875,11082,0.0,
2009-05-22 00:00:00+00:00,170240.0,178560.0,168640.0,163545.703125,5783,0.0,
2009-05-26 00:00:00+00:00,183040.0,183360.0,157440.0,145896.875,8973,0.0,
2009-05-27 00:00:00+00:00,156480.0,173440.0,154240.0,158839.34375,9339,0.0,
2009-05-28 00:00:00+00:00,168000.0,176640.0,158080.0,146191.03125,9865,0.0,
2009-05-29 00:00:00+00:00,157760.0,163200.0,150080.0,138249.078125,8202,0.0,
2009-06-01 00:00:00+00:00,145920.0,149440.0,137600.0,132071.984375,9702,0.0,
2009-06-02 00:00:00+00:00,147200.0,152640.0,145920.0,137072.453125,7658,0.0,
2009-06-03 00:00:00+00:00,153280.0,159040.0,150080.0,142072.9375,6026,0.0,
2009-06-04 00:00:00+00:00,151680.0,152640.0,140160.0,129718.8046875,6327,0.0,
2009-06-05 00:00:00+00:00,135040.0,145920.0,133760.0,131483.6875,7811,0.0,
2009-06-08 00:00:00+00:00,146560.0,147840.0,136960.0,129424.6328125,5760,0.0,
2009-06-09 00:00:00+00:00,139200.0,142400.0,137280.0,127659.7734375,4362,0.0,
2009-06-10 00:00:00+00:00,136320.0,147840.0,136000.0,132071.984375,6446,0.0,
2009-06-11 00:00:00+00:00,143040.0,143680.0,136000.0,129718.8046875,5610,0.0,
2009-06-12 00:00:00+00:00,141120.0,143360.0,138880.0,127953.921875,3262,0.0,
2009-06-15 00:00:00+00:00,143040.0,150720.0,142400.0,137660.765625,4188,0.0,
2009-06-16 00:00:00+00:00,148480.0,158080.0,147520.0,144426.125,5922,0.0,
2009-06-17 00:00:00+00:00,158720.0,171840.0,157440.0,153838.859375,9257,0.0,
2009-06-18 00:00:00+00:00,166720.0,167680.0,156800.0,145308.59375,6312,0.0,
2009-06-19 00:00:00+00:00,154240.0,158720.0,149120.0,138543.21875,5567,0.0,
2009-06-22 00:00:00+00:00,156800.0,174400.0,153920.0,160015.9375,7437,0.0,
2009-06-23 00:00:00+00:00,170880.0,176000.0,164800.0,154132.984375,8184,0.0,
2009-06-24 00:00:00+00:00,162560.0,167360.0,156800.0,149720.78125,6579,0.0,
2009-06-25 00:00:00+00:00,166080.0,168000.0,154240.0,141778.796875,6473,0.0,
2009-06-26 00:00:00+00:00,155840.0,157440.0,148800.0,139131.484375,4318,0.0,
2009-06-29 00:00:00+00:00,150080.0,154560.0,144960.0,134425.125,4850,0.0,
2009-06-30 00:00:00+00:00,145600.0,152320.0,144640.0,137072.453125,4438,0.0,
2009-07-01 00:00:00+00:00,148160.0,151040.0,145920.0,138543.21875,3255,0.0,
2009-07-02 00:00:00+00:00,155520.0,164480.0,155200.0,150897.359375,4606,0.0,
2009-07-06 00:00:00+00:00,168960.0,172800.0,162880.0,150603.21875,5814,0.0,
2009-07-07 00:00:00+00:00,163840.0,172800.0,163200.0,158545.1875,5186,0.0,
2009-07-08 00:00:00+00:00,170560.0,191040.0,169920.0,165898.859375,876,0.0,
2009-07-09 00:00:00+00:00,172896.0,178080.0,169056.0,159868.859375,14921,0.0,
2009-07-10 00:00:00+00:00,178272.0,182528.0,176320.0,165751.78125,11767,0.0,
2009-07-13 00:00:00+00:00,170944.0,173280.0,148960.0,137454.859375,17296,0.0,
2009-07-14 00:00:00+00:00,147840.0,155424.0,147840.0,137778.4375,11524,0.0,
2009-07-15 00:00:00+00:00,144960.0,145024.0,128640.0,122365.125,16322,0.0,
2009-07-16 00:00:00+00:00,136288.0,139168.0,129696.0,121806.25,14154,0.0,
2009-07-17 00:00:00+00:00,132800.0,137792.0,131520.0,124424.15625,12523,0.0,
2009-07-20 00:00:00+00:00,132960.0,134080.0,130144.0,120629.6640625,10465,0.0,
2009-07-21 00:00:00+00:00,131264.0,137984.0,130112.0,123071.0859375,13316,0.0,
2009-07-22 00:00:00+00:00,140288.0,141120.0,130976.0,123100.484375,13929,0.0,
2009-07-23 00:00:00+00:00,133888.0,135520.0,121408.0,113628.953125,15839,0.0,
2009-07-24 00:00:00+00:00,126400.0,128512.0,122784.0,113864.2890625,11170,0.0,
2009-07-27 00:00:00+00:00,123776.0,125024.0,118432.0,109010.8515625,10770,0.0,
2009-07-28 00:00:00+00:00,121600.0,122400.0,118560.0,109893.296875,11135,0.0,
2009-07-29 00:00:00+00:00,121920.0,122368.0,118656.0,110481.578125,9884,0.0,
2009-07-30 00:00:00+00:00,116448.0,116544.0,108192.0,102892.59375,15050,0.0,
2009-07-31 00:00:00+00:00,112320.0,113600.0,109120.0,100980.6484375,10816,0.0,
2009-08-03 00:00:00+00:00,103520.0,105408.0,101120.0,93126.9140625,12709,0.0,
2009-08-04 00:00:00+00:00,102592.0,103424.0,93952.0,87479.2890625,16424,0.0,
2009-08-05 00:00:00+00:00,93792.0,95168.0,85184.0,79537.328125,20808,0.0,
2009-08-06 00:00:00+00:00,82016.0,89856.0,81440.0,80802.1640625,24725,0.0,
2009-08-07 00:00:00+00:00,84352.0,85664.0,77024.0,74360.34375,27545,0.0,
2009-08-10 00:00:00+00:00,81056.0,84768.0,79648.0,75772.2421875,17305,0.0,
2009-08-11 00:00:00+00:00,84128.0,90752.0,83520.0,82978.828125,22084,0.0,
2009-08-12 00:00:00+00:00,91456.0,91712.0,83520.0,78625.46875,24841,0.0,
2009-08-13 00:00:00+00:00,82144.0,86176.0,80864.0,74419.1640625,22859,0.0,
2009-08-14 00:00:00+00:00,81280.0,85824.0,81120.0,75684.0078125,17750,0.0,
2009-08-17 00:00:00+00:00,89280.0,92384.0,88928.0,84273.09375,17762,0.0,
2009-08-18 00:00:00+00:00,89632.0,90208.0,86272.0,80184.453125,15700,0.0,
2009-08-19 00:00:00+00:00,91200.0,91584.0,86048.0,80213.8828125,18170,0.0,
2009-08-20 00:00:00+00:00,86688.0,86880.0,81088.0,74654.4921875,17770,0.0,
2009-08-21 00:00:00+00:00,78656.0,79680.0,75232.0,70006.9765625,18871,0.0,
2009-08-24 00:00:00+00:00,73376.0,78560.0,72128.0,71713.03125,27512,0.0,
2009-08-25 00:00:00+00:00,76320.0,76448.0,73376.0,69418.6640625,26353,0.0,
2009-08-26 00:00:00+00:00,76320.0,78080.0,74432.0,69536.3515625,26614,0.0,
2009-08-27 00:00:00+00:00,76000.0,78272.0,73184.0,67742.046875,23332,0.0,
2009-08-28 00:00:00+00:00,71776.0,75616.0,71264.0,67271.3984375,23902,0.0,
2009-08-31 00:00:00+00:00,76928.0,77088.0,73888.0,68153.8359375,20048,0.0,
2009-09-01 00:00:00+00:00,75200.0,85024.0,73120.0,77625.375,34041,0.0,
2009-09-02 00:00:00+00:00,86880.0,87872.0,83520.0,80213.8828125,24334,0.0,
2009-09-03 00:00:00+00:00,84512.0,86336.0,81376.0,74889.8203125,20041,0.0,
2009-09-04 00:00:00+00:00,80832.0,83136.0,79616.0,73389.65625,18809,0.0,
2009-09-08 00:00:00+00:00,76800.0,79776.0,76384.0,71683.6171875,20209,0.0,
2009-09-09 00:00:00+00:00,78048.0,78624.0,74272.0,68830.3828125,22367,0.0,
2009-09-10 00:00:00+00:00,75584.0,78112.0,72800.0,67124.328125,22459,0.0,
2009-09-11 00:00:00+00:00,72672.0,74528.0,72320.0,68153.8359375,19538,0.0,
2009-09-14 00:00:00+00:00,76576.0,76896.0,70944.0,65624.1796875,21576,0.0,
2009-09-15 00:00:00+00:00,71136.0,73088.0,68800.0,64771.16015625,25779,0.0,
2009-09-16 00:00:00+00:00,69600.0,70016.0,63776.0,58770.5546875,30528,0.0,
2009-09-17 00:00:00+00:00,63808.0,65728.0,61728.0,59358.8515625,33781,0.0,
2009-09-18 00:00:00+00:00,63744.0,65728.0,63264.0,59417.6796875,21331,0.0,
2009-09-21 00:00:00+00:00,66144.0,66976.0,65344.0,60859.0078125,20241,0.0,
2009-09-22 00:00:00+00:00,63936.0,64800.0,61984.0,57123.328125,21795,0.0,
2009-09-23 00:00:00+00:00,61920.0,65760.0,61056.0,60300.1171875,25548,0.0,
2009-09-24 00:00:00+00:00,64480.0,70464.0,64160.0,63653.3984375,36502,0.0,
2009-09-25 00:00:00+00:00,70816.0,72736.0,69120.0,65447.6875,25156,0.0,
2009-09-28 00:00:00+00:00,70144.0,70496.0,64320.0,59241.1875,19957,0.0,
2009-09-29 00:00:00+00:00,63744.0,65664.0,62464.0,60064.80078125,22501,0.0,
2009-09-30 00:00:00+00:00,64320.0,68448.0,63776.0,61153.15234375,31149,0.0,
2009-10-01 00:00:00+00:00,67456.0,74496.0,66976.0,68330.328125,29507,0.0,
2009-10-02 00:00:00+00:00,78272.0,78816.0,72000.0,68653.890625,32921,0.0,
2009-10-05 00:00:00+00:00,72160.0,72736.0,67872.0,62653.2890625,19572,0.0,
2009-10-06 00:00:00+00:00,65920.0,68576.0,63776.0,60506.0234375,31844,0.0,
