date,SNDA_Open,SNDA_High,SNDA_Low,SNDA_Close,SNDA_Volume,SNDA_Dividends,SNDA_Stock Splits
1998-02-11 00:00:00+00:00,198.75,200.625,192.1875,195.0,1673,,
1998-02-12 00:00:00+00:00,195.0,195.9375,193.125,195.0,2500,,
1998-02-13 00:00:00+00:00,195.0,199.6875,192.1875,196.875,2233,,
1998-02-17 00:00:00+00:00,196.875,196.875,185.625,191.25,2560,,
1998-02-18 00:00:00+00:00,193.125,193.125,178.125,179.0625,4567,,
1998-02-19 00:00:00+00:00,180.0,181.875,172.5,176.25,5987,,
1998-02-20 00:00:00+00:00,176.25,176.25,167.8125,173.4375,1400,,
1998-02-23 00:00:00+00:00,172.5,179.0625,172.5,174.375,2260,,
1998-02-24 00:00:00+00:00,171.5625,176.25,170.625,176.25,1747,,
1998-02-25 00:00:00+00:00,177.1875,181.875,177.1875,181.875,2393,,
1998-02-26 00:00:00+00:00,180.9375,189.375,180.9375,189.375,6347,,
1998-02-27 00:00:00+00:00,188.4375,193.125,187.5,192.1875,2060,,
1998-03-02 00:00:00+00:00,196.875,199.6875,195.0,197.8125,9733,,
1998-03-03 00:00:00+00:00,196.875,200.625,195.9375,199.6875,4047,,
1998-03-04 00:00:00+00:00,199.6875,206.25,196.875,204.375,8493,,
1998-03-05 00:00:00+00:00,202.5,206.25,199.6875,200.625,2660,,
1998-03-06 00:00:00+00:00,196.875,196.875,192.1875,195.0,4407,,
1998-03-09 00:00:00+00:00,195.0,195.0,189.375,191.25,3820,,
1998-03-10 00:00:00+00:00,191.25,194.0625,189.375,194.0625,5733,,
1998-03-11 00:00:00+00:00,195.0,196.875,188.4375,188.4375,5347,,
1998-03-12 00:00:00+00:00,189.375,189.375,185.625,187.5,487,,
1998-03-13 00:00:00+00:00,187.5,187.5,185.625,185.625,3460,,
1998-03-16 00:00:00+00:00,184.6875,188.4375,180.9375,181.875,2347,,
1998-03-17 00:00:00+00:00,180.9375,187.5,180.9375,185.625,2440,,
1998-03-18 00:00:00+00:00,186.5625,187.5,183.75,185.625,3227,,
1998-03-19 00:00:00+00:00,183.75,193.125,183.75,191.25,2607,,
1998-03-20 00:00:00+00:00,190.3125,191.25,184.6875,184.6875,3580,,
1998-03-23 00:00:00+00:00,186.5625,196.875,186.5625,196.875,1813,,
1998-03-24 00:00:00+00:00,195.0,195.0,188.4375,188.4375,2187,,
1998-03-25 00:00:00+00:00,190.3125,204.375,190.3125,204.375,14100,,
1998-03-26 00:00:00+00:00,203.4375,210.0,202.5,206.25,7220,,
1998-03-27 00:00:00+00:00,206.25,207.1875,203.4375,203.4375,3200,,
1998-03-30 00:00:00+00:00,204.375,207.1875,203.4375,207.1875,3927,,
1998-03-31 00:00:00+00:00,207.1875,210.0,204.375,208.125,4967,,
1998-04-01 00:00:00+00:00,208.125,209.0625,205.3125,205.3125,3867,,
1998-04-02 00:00:00+00:00,206.25,206.25,201.5625,204.375,887,,
1998-04-03 00:00:00+00:00,205.3125,208.125,202.5,205.3125,907,,
1998-04-06 00:00:00+00:00,203.4375,210.0,203.4375,208.125,2753,,
1998-04-07 00:00:00+00:00,207.1875,209.0625,200.625,200.625,1047,,
1998-04-08 00:00:00+00:00,198.75,198.75,193.125,195.9375,693,,
1998-04-09 00:00:00+00:00,197.8125,202.5,196.875,201.5625,3360,,
1998-04-13 00:00:00+00:00,203.4375,206.25,202.5,206.25,1093,,
1998-04-14 00:00:00+00:00,206.25,209.0625,203.4375,209.0625,2387,,
1998-04-15 00:00:00+00:00,210.0,217.5,207.1875,217.5,2900,,
1998-04-16 00:00:00+00:00,216.5625,225.0,213.75,223.125,3920,,
1998-04-17 00:00:00+00:00,222.1875,224.0625,220.3125,224.0625,707,,
1998-04-20 00:00:00+00:00,225.0,225.0,217.5,220.3125,3580,,
1998-04-21 00:00:00+00:00,221.25,224.0625,217.5,224.0625,3147,,
1998-04-22 00:00:00+00:00,225.0,232.5,223.125,224.0625,9040,,
1998-04-23 00:00:00+00:00,222.1875,223.125,217.5,219.375,1567,,
1998-04-24 00:00:00+00:00,217.5,219.375,209.0625,212.8125,1287,,
1998-04-27 00:00:00+00:00,208.125,208.125,199.6875,208.125,2660,,
1998-04-28 00:00:00+00:00,210.0,214.6875,206.25,211.875,2887,,
1998-04-29 00:00:00+00:00,210.9375,212.8125,210.0,211.875,567,,
1998-04-30 00:00:00+00:00,224.0625,225.0,219.375,224.0625,5800,,
1998-05-01 00:00:00+00:00,225.9375,226.875,221.25,224.0625,1153,,
1998-05-04 00:00:00+00:00,225.0,225.0,216.5625,217.5,2060,,
1998-05-05 00:00:00+00:00,218.4375,218.4375,213.75,213.75,787,,
1998-05-06 00:00:00+00:00,212.8125,213.75,210.0,210.0,667,,
1998-05-07 00:00:00+00:00,207.1875,211.875,207.1875,211.875,507,,
1998-05-08 00:00:00+00:00,210.0,210.0,198.75,200.625,3087,,
1998-05-11 00:00:00+00:00,200.625,200.625,195.9375,195.9375,987,,
1998-05-12 00:00:00+00:00,190.3125,192.1875,185.625,190.3125,2487,,
1998-05-13 00:00:00+00:00,192.1875,192.1875,185.625,187.5,707,,
1998-05-14 00:00:00+00:00,186.5625,186.5625,180.0,181.875,1740,,
1998-05-15 00:00:00+00:00,180.9375,190.3125,180.9375,189.375,3173,,
1998-05-18 00:00:00+00:00,191.25,196.875,191.25,195.9375,807,,
1998-05-19 00:00:00+00:00,197.8125,203.4375,197.8125,201.5625,3207,,
1998-05-20 00:00:00+00:00,202.5,206.25,202.5,203.4375,1320,,
1998-05-21 00:00:00+00:00,203.4375,203.4375,198.75,201.5625,2607,,
1998-05-22 00:00:00+00:00,199.6875,203.4375,199.6875,203.4375,1313,,
1998-05-26 00:00:00+00:00,204.375,204.375,196.875,198.75,1933,,
1998-05-27 00:00:00+00:00,196.875,196.875,187.5,188.4375,707,,
1998-05-28 00:00:00+00:00,189.375,194.0625,189.375,194.0625,833,,
1998-05-29 00:00:00+00:00,192.1875,194.0625,190.3125,194.0625,2233,,
1998-06-01 00:00:00+00:00,195.9375,203.4375,195.9375,202.5,1767,,
1998-06-02 00:00:00+00:00,203.4375,203.4375,197.8125,200.625,3100,,
1998-06-03 00:00:00+00:00,198.75,198.75,193.125,195.0,1013,,
1998-06-04 00:00:00+00:00,195.0,197.8125,187.5,189.375,2040,,
1998-06-05 00:00:00+00:00,191.25,193.125,190.3125,193.125,253,,
1998-06-08 00:00:00+00:00,192.1875,195.9375,191.25,195.9375,1160,,
1998-06-09 00:00:00+00:00,195.9375,195.9375,195.0,195.0,193,,
1998-06-10 00:00:00+00:00,193.125,196.875,193.125,195.9375,6440,,
1998-06-11 00:00:00+00:00,194.0625,194.0625,187.5,187.5,1300,,
1998-06-12 00:00:00+00:00,189.375,189.375,180.0,180.9375,2447,,
1998-06-15 00:00:00+00:00,177.1875,180.9375,177.1875,179.0625,2307,,
1998-06-16 00:00:00+00:00,179.0625,179.0625,176.25,178.125,267,,
1998-06-17 00:00:00+00:00,180.0,180.0,179.0625,180.0,700,,
1998-06-18 00:00:00+00:00,180.0,180.0,176.25,179.0625,3680,,
1998-06-19 00:00:00+00:00,178.125,183.75,175.3125,180.0,3267,,
1998-06-22 00:00:00+00:00,179.0625,179.0625,177.1875,179.0625,440,,
1998-06-23 00:00:00+00:00,178.125,179.0625,177.1875,177.1875,560,,
1998-06-24 00:00:00+00:00,173.4375,180.0,173.4375,180.0,3033,,
1998-06-25 00:00:00+00:00,181.875,182.8125,174.375,176.25,1680,,
1998-06-26 00:00:00+00:00,174.375,183.75,172.5,183.75,3127,,
1998-06-29 00:00:00+00:00,184.6875,185.625,181.875,182.8125,200,,
1998-06-30 00:00:00+00:00,183.75,184.6875,180.0,180.0,6027,,
1998-07-01 00:00:00+00:00,180.0,185.625,180.0,182.8125,1747,,
1998-07-02 00:00:00+00:00,180.9375,180.9375,180.0,180.0,1467,,
1998-07-06 00:00:00+00:00,180.0,184.6875,180.0,183.75,1987,,
1998-07-07 00:00:00+00:00,183.75,184.6875,180.9375,180.9375,913,,
1998-07-08 00:00:00+00:00,183.75,183.75,182.8125,183.75,1733,,
1998-07-09 00:00:00+00:00,181.875,182.8125,180.0,182.8125,513,,
1998-07-10 00:00:00+00:00,182.8125,182.8125,180.0,180.9375,787,,
1998-07-13 00:00:00+00:00,178.125,180.0,178.125,180.0,14887,,
1998-07-14 00:00:00+00:00,180.0,180.0,179.0625,180.0,2520,,
1998-07-15 00:00:00+00:00,179.0625,179.0625,177.1875,179.0625,473,,
1998-07-16 00:00:00+00:00,178.125,180.0,176.25,176.25,17420,,
1998-07-17 00:00:00+00:00,166.875,174.375,166.875,174.375,1647,,
1998-07-20 00:00:00+00:00,172.5,174.375,171.5625,171.5625,867,,
1998-07-21 00:00:00+00:00,171.5625,171.5625,169.6875,170.625,693,,
1998-07-22 00:00:00+00:00,173.4375,190.3125,173.4375,179.0625,4867,,
1998-07-23 00:00:00+00:00,178.125,178.125,171.5625,171.5625,5027,,
1998-07-24 00:00:00+00:00,167.8125,176.25,167.8125,176.25,4167,,
1998-07-27 00:00:00+00:00,174.375,175.3125,173.4375,173.4375,460,,
1998-07-28 00:00:00+00:00,172.5,172.5,170.625,171.5625,1827,,
1998-07-29 00:00:00+00:00,169.6875,171.5625,169.6875,170.625,253,,
1998-07-30 00:00:00+00:00,168.75,168.75,166.875,166.875,607,,
1998-07-31 00:00:00+00:00,165.0,165.0,158.4375,164.0625,2067,,
1998-08-03 00:00:00+00:00,162.1875,163.125,159.375,159.375,427,,
1998-08-04 00:00:00+00:00,159.375,159.375,151.875,152.8125,1527,,
1998-08-05 00:00:00+00:00,152.8125,152.8125,139.6875,140.625,7327,,
1998-08-06 00:00:00+00:00,142.5,148.125,142.5,148.125,493,,
1998-08-07 00:00:00+00:00,148.125,149.0625,148.125,148.125,1767,,
1998-08-10 00:00:00+00:00,148.125,150.0,147.1875,148.125,307,,
1998-08-11 00:00:00+00:00,147.1875,147.1875,146.25,146.25,2600,,
1998-08-12 00:00:00+00:00,148.125,148.125,146.25,146.25,173,,
1998-08-13 00:00:00+00:00,147.1875,147.1875,138.75,138.75,2667,,
1998-08-14 00:00:00+00:00,140.625,142.5,138.75,142.5,227,,
1998-08-17 00:00:00+00:00,142.5,142.5,141.5625,142.5,893,,
1998-08-18 00:00:00+00:00,142.5,142.5,136.875,138.75,3960,,
1998-08-19 00:00:00+00:00,137.8125,137.8125,135.9375,136.875,1100,,
1998-08-20 00:00:00+00:00,135.9375,136.875,135.0,135.9375,2233,,
1998-08-21 00:00:00+00:00,135.0,135.0,133.125,134.0625,600,,
1998-08-24 00:00:00+00:00,136.875,137.8125,134.0625,134.0625,2180,,
1998-08-25 00:00:00+00:00,134.0625,134.0625,134.0625,134.0625,660,,
1998-08-26 00:00:00+00:00,135.0,135.0,127.5,129.375,1287,,
1998-08-27 00:00:00+00:00,127.5,127.5,125.625,125.625,3367,,
1998-08-28 00:00:00+00:00,126.5625,127.5,124.6875,126.5625,1520,,
1998-08-31 00:00:00+00:00,125.625,125.625,110.625,113.4375,1567,,
1998-09-01 00:00:00+00:00,112.5,113.4375,105.0,105.0,1000,,
1998-09-02 00:00:00+00:00,106.875,108.75,104.0625,104.0625,860,,
1998-09-03 00:00:00+00:00,103.125,111.5625,103.125,110.625,1693,,
1998-09-04 00:00:00+00:00,112.5,112.5,105.9375,107.8125,840,,
1998-09-08 00:00:00+00:00,108.75,108.75,106.875,107.8125,520,,
1998-09-09 00:00:00+00:00,107.8125,108.75,101.25,102.1875,1607,,
1998-09-10 00:00:00+00:00,82.5,88.125,76.875,84.375,11067,,
1998-09-11 00:00:00+00:00,84.375,105.0,80.625,101.25,8207,,
1998-09-14 00:00:00+00:00,110.625,116.25,110.625,110.625,3767,,
1998-09-15 00:00:00+00:00,110.625,111.5625,106.875,106.875,1080,,
1998-09-16 00:00:00+00:00,105.9375,107.8125,104.0625,104.0625,1200,,
1998-09-17 00:00:00+00:00,105.0,105.0,102.1875,104.0625,1513,,
1998-09-18 00:00:00+00:00,107.8125,128.4375,107.8125,127.5,3260,,
1998-09-21 00:00:00+00:00,128.4375,134.0625,126.5625,133.125,880,,
1998-09-22 00:00:00+00:00,134.0625,142.5,129.375,129.375,5480,,
1998-09-23 00:00:00+00:00,129.375,134.0625,129.375,134.0625,1840,,
1998-09-24 00:00:00+00:00,133.125,138.75,133.125,135.9375,1047,,
1998-09-25 00:00:00+00:00,135.0,135.9375,135.0,135.9375,520,,
1998-09-28 00:00:00+00:00,137.8125,145.3125,136.875,145.3125,1433,,
1998-09-29 00:00:00+00:00,144.375,150.0,144.375,150.0,5960,,
1998-09-30 00:00:00+00:00,147.1875,153.75,147.1875,153.75,17820,,
1998-10-01 00:00:00+00:00,152.8125,153.75,142.5,142.5,740,,
1998-10-02 00:00:00+00:00,143.4375,149.0625,142.5,148.125,3420,,
1998-10-05 00:00:00+00:00,147.1875,151.875,146.25,151.875,25120,,
1998-10-06 00:00:00+00:00,153.75,165.0,153.75,163.125,3993,,
1998-10-07 00:00:00+00:00,163.125,164.0625,159.375,163.125,19307,,
1998-10-08 00:00:00+00:00,159.375,159.375,152.8125,154.6875,4947,,
1998-10-09 00:00:00+00:00,153.75,153.75,147.1875,148.125,1647,,
1998-10-12 00:00:00+00:00,150.0,150.0,144.375,144.375,460,,
1998-10-13 00:00:00+00:00,144.375,147.1875,143.4375,146.25,1433,,
1998-10-14 00:00:00+00:00,144.375,153.75,144.375,153.75,707,,
1998-10-15 00:00:00+00:00,153.75,165.0,153.75,165.0,1460,,
1998-10-16 00:00:00+00:00,165.9375,173.4375,165.9375,173.4375,1307,,
1998-10-19 00:00:00+00:00,172.5,180.0,172.5,175.3125,2180,,
1998-10-20 00:00:00+00:00,180.0,180.0,173.4375,173.4375,1287,,
1998-10-21 00:00:00+00:00,174.375,174.375,163.125,166.875,1187,,
1998-10-22 00:00:00+00:00,166.875,176.25,166.875,176.25,727,,
1998-10-23 00:00:00+00:00,177.1875,178.125,176.25,176.25,2600,,
1998-10-26 00:00:00+00:00,177.1875,178.125,171.5625,171.5625,1833,,
1998-10-27 00:00:00+00:00,173.4375,179.0625,173.4375,178.125,5493,,
1998-10-28 00:00:00+00:00,177.1875,178.125,176.25,177.1875,927,,
1998-10-29 00:00:00+00:00,175.3125,175.3125,171.5625,172.5,720,,
1998-10-30 00:00:00+00:00,171.5625,177.1875,169.6875,176.25,1187,,
1998-11-02 00:00:00+00:00,177.1875,177.1875,172.5,172.5,793,,
1998-11-03 00:00:00+00:00,174.375,174.375,171.5625,172.5,287,,
1998-11-04 00:00:00+00:00,172.5,176.25,172.5,176.25,987,,
1998-11-05 00:00:00+00:00,177.1875,188.4375,177.1875,187.5,4573,,
1998-11-06 00:00:00+00:00,187.5,187.5,180.0,181.875,11360,,
1998-11-09 00:00:00+00:00,181.875,181.875,176.25,178.125,1013,,
1998-11-10 00:00:00+00:00,179.0625,180.0,178.125,180.0,3967,,
1998-11-11 00:00:00+00:00,180.0,181.875,180.0,180.0,513,,
1998-11-12 00:00:00+00:00,180.9375,195.0,180.0,195.0,2853,,
1998-11-13 00:00:00+00:00,195.0,195.0,189.375,194.0625,1813,,
1998-11-16 00:00:00+00:00,194.0625,204.375,194.0625,202.5,1600,,
1998-11-17 00:00:00+00:00,204.375,216.5625,204.375,210.9375,3600,,
1998-11-18 00:00:00+00:00,211.875,221.25,211.875,214.6875,6813,,
1998-11-19 00:00:00+00:00,216.5625,217.5,204.375,204.375,4373,,
1998-11-20 00:00:00+00:00,205.3125,209.0625,205.3125,208.125,1000,,
1998-11-23 00:00:00+00:00,210.0,210.9375,205.3125,206.25,3187,,
1998-11-24 00:00:00+00:00,209.0625,209.0625,204.375,205.3125,647,,
1998-11-25 00:00:00+00:00,204.375,204.375,198.75,198.75,980,,
1998-11-27 00:00:00+00:00,199.6875,199.6875,197.8125,198.75,393,,
1998-11-30 00:00:00+00:00,197.8125,197.8125,185.625,185.625,2173,,
1998-12-01 00:00:00+00:00,178.125,187.5,175.3125,187.5,6367,,
1998-12-02 00:00:00+00:00,187.5,188.4375,186.5625,187.5,887,,
1998-12-03 00:00:00+00:00,185.625,189.375,185.625,189.375,2780,,
1998-12-04 00:00:00+00:00,191.25,196.875,191.25,196.875,4547,,
1998-12-07 00:00:00+00:00,195.9375,198.75,192.1875,193.125,12993,,
1998-12-08 00:00:00+00:00,193.125,193.125,191.25,192.1875,440,,
1998-12-09 00:00:00+00:00,194.0625,194.0625,188.4375,188.4375,1693,,
1998-12-10 00:00:00+00:00,190.3125,194.0625,186.5625,187.5,11647,,
1998-12-11 00:00:00+00:00,185.625,185.625,177.1875,177.1875,1247,,
1998-12-14 00:00:00+00:00,175.3125,178.125,173.4375,173.4375,2880,,
1998-12-15 00:00:00+00:00,173.4375,177.1875,173.4375,175.3125,6587,,
1998-12-16 00:00:00+00:00,174.375,176.25,171.5625,174.375,1993,,
1998-12-17 00:00:00+00:00,175.3125,183.75,171.5625,171.5625,2347,,
1998-12-18 00:00:00+00:00,172.5,173.4375,169.6875,169.6875,1093,,
1998-12-21 00:00:00+00:00,170.625,178.125,170.625,176.25,1260,,
1998-12-22 00:00:00+00:00,176.25,176.25,163.125,165.0,3447,,
1998-12-23 00:00:00+00:00,164.0625,165.0,159.375,159.375,3720,,
1998-12-24 00:00:00+00:00,161.25,165.0,161.25,164.0625,6947,,
1998-12-28 00:00:00+00:00,163.125,165.0,156.5625,164.0625,10933,,
1998-12-29 00:00:00+00:00,164.0625,167.8125,162.1875,166.875,22333,,
1998-12-30 00:00:00+00:00,168.75,184.6875,167.8125,183.75,10573,,
1998-12-31 00:00:00+00:00,183.75,209.0625,182.8125,209.0625,4193,,
1999-01-04 00:00:00+00:00,209.0625,209.0625,200.625,201.5625,2567,,
1999-01-05 00:00:00+00:00,197.8125,210.0,197.8125,209.0625,9380,,
1999-01-06 00:00:00+00:00,208.125,215.625,208.125,213.75,7307,,
1999-01-07 00:00:00+00:00,215.625,215.625,208.125,208.125,11667,,
1999-01-08 00:00:00+00:00,209.0625,209.0625,201.5625,201.5625,1720,,
1999-01-11 00:00:00+00:00,200.625,204.375,198.75,198.75,2733,,
1999-01-12 00:00:00+00:00,199.6875,206.25,199.6875,206.25,2100,,
1999-01-13 00:00:00+00:00,205.3125,207.1875,200.625,207.1875,1807,,
1999-01-14 00:00:00+00:00,206.25,210.0,206.25,210.0,1093,,
1999-01-15 00:00:00+00:00,208.125,211.875,207.1875,210.0,2493,,
1999-01-19 00:00:00+00:00,211.875,212.8125,206.25,208.125,867,,
1999-01-20 00:00:00+00:00,209.0625,225.0,209.0625,220.3125,9420,,
1999-01-21 00:00:00+00:00,221.25,221.25,218.4375,218.4375,700,,
1999-01-22 00:00:00+00:00,218.4375,219.375,215.625,218.4375,2613,,
1999-01-25 00:00:00+00:00,221.25,222.1875,217.5,217.5,5700,,
1999-01-26 00:00:00+00:00,215.625,216.5625,210.0,210.0,1180,,
1999-01-27 00:00:00+00:00,210.0,210.0,202.5,204.375,2180,,
1999-01-28 00:00:00+00:00,205.3125,205.3125,202.5,203.4375,807,,
1999-01-29 00:00:00+00:00,205.3125,207.1875,202.5,205.3125,4100,,
1999-02-01 00:00:00+00:00,209.0625,209.0625,195.0,195.0,7467,,
1999-02-02 00:00:00+00:00,195.9375,203.4375,193.125,203.4375,5200,,
1999-02-03 00:00:00+00:00,204.375,206.25,195.0,196.875,8340,,
1999-02-04 00:00:00+00:00,196.875,196.875,174.375,183.75,5727,,
1999-02-05 00:00:00+00:00,184.6875,192.1875,184.6875,191.25,3713,,
1999-02-08 00:00:00+00:00,196.875,205.3125,187.5,187.5,4133,,
1999-02-09 00:00:00+00:00,188.4375,191.25,182.8125,182.8125,7847,,
1999-02-10 00:00:00+00:00,184.6875,185.625,169.6875,169.6875,6187,,
1999-02-11 00:00:00+00:00,171.5625,180.0,167.8125,178.125,3653,,
1999-02-12 00:00:00+00:00,177.1875,178.125,175.3125,177.1875,4420,,
1999-02-16 00:00:00+00:00,179.0625,179.0625,173.4375,173.4375,2520,,
1999-02-17 00:00:00+00:00,172.5,179.0625,171.5625,173.4375,1887,,
1999-02-18 00:00:00+00:00,172.5,172.5,159.375,162.1875,2887,,
1999-02-19 00:00:00+00:00,163.125,166.875,161.25,163.125,5327,,
1999-02-22 00:00:00+00:00,164.0625,165.9375,163.125,165.0,1193,,
1999-02-23 00:00:00+00:00,164.0625,164.0625,161.25,163.125,1413,,
1999-02-24 00:00:00+00:00,164.0625,164.0625,157.5,158.4375,933,,
1999-02-25 00:00:00+00:00,157.5,158.4375,142.5,142.5,7620,,
1999-02-26 00:00:00+00:00,142.5,143.4375,139.6875,141.5625,13733,,
1999-03-01 00:00:00+00:00,142.5,142.5,139.6875,139.6875,667,,
1999-03-02 00:00:00+00:00,140.625,141.5625,138.75,139.6875,2233,,
1999-03-03 00:00:00+00:00,138.75,138.75,135.9375,135.9375,2773,,
1999-03-04 00:00:00+00:00,135.9375,136.875,135.0,136.875,660,,
1999-03-05 00:00:00+00:00,135.9375,136.875,133.125,135.0,6500,,
1999-03-08 00:00:00+00:00,135.0,135.9375,134.0625,134.0625,7900,,
1999-03-09 00:00:00+00:00,133.125,135.0,133.125,134.0625,1867,,
1999-03-10 00:00:00+00:00,134.0625,134.0625,125.625,125.625,4353,,
1999-03-11 00:00:00+00:00,127.5,134.0625,127.5,130.3125,5060,,
1999-03-12 00:00:00+00:00,131.25,135.0,131.25,135.0,1167,,
1999-03-15 00:00:00+00:00,136.875,146.25,136.875,143.4375,3080,,
1999-03-16 00:00:00+00:00,143.4375,143.4375,135.0,135.0,1333,,
1999-03-17 00:00:00+00:00,134.0625,136.875,134.0625,134.0625,1200,,
1999-03-18 00:00:00+00:00,135.0,135.0,133.125,133.125,800,,
1999-03-19 00:00:00+00:00,131.25,135.0,129.375,130.3125,1327,,
1999-03-22 00:00:00+00:00,130.3125,130.3125,120.9375,120.9375,1627,,
1999-03-23 00:00:00+00:00,120.9375,121.875,117.1875,117.1875,3307,,
1999-03-24 00:00:00+00:00,115.3125,115.3125,108.75,109.6875,1787,,
1999-03-25 00:00:00+00:00,110.625,113.4375,109.6875,111.5625,2053,,
