date,CPT_Open,CPT_High,CPT_Low,CPT_Close,CPT_Volume,CPT_Dividends,CPT_Stock Splits
1993-07-22 00:00:00+00:00,22.75,23.0,22.625,4.464836597442627,3159100,0.0,
1993-07-23 00:00:00+00:00,23.0,23.625,23.0,4.513369560241699,609900,0.0,
1993-07-26 00:00:00+00:00,23.25,23.25,22.75,4.416306495666504,218400,0.0,
1993-07-27 00:00:00+00:00,22.875,22.875,22.75,4.416306495666504,183800,0.0,
1993-07-28 00:00:00+00:00,22.75,23.125,22.75,4.464836597442627,192900,0.0,
1993-07-29 00:00:00+00:00,23.0,23.125,22.875,4.440572261810303,114100,0.0,
1993-07-30 00:00:00+00:00,22.875,22.875,22.75,4.440572261810303,57200,0.0,
1993-08-02 00:00:00+00:00,22.875,23.0,22.75,4.416306495666504,79800,0.0,
1993-08-03 00:00:00+00:00,22.875,23.0,22.75,4.464836597442627,155100,0.0,
1993-08-04 00:00:00+00:00,23.0,23.125,22.875,4.489103317260742,81000,0.0,
1993-08-05 00:00:00+00:00,23.0,23.125,22.875,4.440572261810303,94500,0.0,
1993-08-06 00:00:00+00:00,22.875,23.0,22.875,4.464836597442627,137000,0.0,
1993-08-09 00:00:00+00:00,22.875,23.0,22.875,4.440572261810303,119200,0.0,
1993-08-10 00:00:00+00:00,22.875,22.875,22.5,4.367773532867432,75700,0.0,
1993-08-11 00:00:00+00:00,22.625,22.625,22.25,4.34351110458374,37100,0.0,
1993-08-12 00:00:00+00:00,22.375,22.375,22.25,4.319245338439941,21400,0.0,
1993-08-13 00:00:00+00:00,22.125,22.5,22.0,4.34351110458374,49500,0.0,
1993-08-16 00:00:00+00:00,22.375,22.375,22.375,4.34351110458374,9800,0.0,
1993-08-17 00:00:00+00:00,22.375,22.5,22.25,4.367773532867432,29900,0.0,
1993-08-18 00:00:00+00:00,22.375,22.375,22.125,4.294977188110352,61500,0.0,
1993-08-19 00:00:00+00:00,22.125,22.5,22.125,4.34351110458374,56300,0.0,
1993-08-20 00:00:00+00:00,22.25,22.25,22.125,4.319245338439941,37100,0.0,
1993-08-23 00:00:00+00:00,22.5,22.75,22.5,4.416306495666504,51700,0.0,
1993-08-24 00:00:00+00:00,23.0,23.5,23.0,4.561899185180664,87400,0.0,
1993-08-25 00:00:00+00:00,23.5,23.625,23.25,4.561899185180664,42200,0.0,
1993-08-26 00:00:00+00:00,23.5,23.5,23.25,4.537635803222656,25100,0.0,
1993-08-27 00:00:00+00:00,23.375,23.5,23.25,4.561899185180664,22000,0.0,
1993-08-30 00:00:00+00:00,23.5,23.625,23.375,4.561899185180664,38600,0.0,
1993-08-31 00:00:00+00:00,23.625,24.125,23.625,4.658959865570068,79300,0.0,
1993-09-01 00:00:00+00:00,24.125,24.75,24.125,4.756021022796631,69200,0.0,
1993-09-02 00:00:00+00:00,24.625,24.625,24.125,4.70749044418335,46800,0.0,
1993-09-03 00:00:00+00:00,24.375,24.5,24.125,4.756021022796631,27800,0.0,
1993-09-07 00:00:00+00:00,24.5,24.625,24.375,4.756021022796631,23900,0.0,
1993-09-08 00:00:00+00:00,24.5,24.5,24.25,4.756021022796631,36800,0.0,
1993-09-09 00:00:00+00:00,24.375,24.625,24.375,4.756021022796631,20800,0.0,
1993-09-10 00:00:00+00:00,24.625,24.75,24.5,4.804553508758545,10700,0.0,
1993-09-13 00:00:00+00:00,24.75,25.25,24.625,4.853085041046143,24600,0.0,
1993-09-14 00:00:00+00:00,24.875,25.25,24.75,4.853085041046143,25500,0.0,
1993-09-15 00:00:00+00:00,25.0,26.0,24.875,4.974411964416504,51700,0.0,
1993-09-16 00:00:00+00:00,25.625,25.625,25.375,4.974411964416504,16600,0.0,
1993-09-17 00:00:00+00:00,25.5,25.875,25.375,5.022940635681152,38100,0.0,
1993-09-20 00:00:00+00:00,25.75,25.875,25.625,4.974411964416504,28200,0.0,
1993-09-21 00:00:00+00:00,25.625,25.625,25.125,4.950144767761231,53200,0.0,
1993-09-22 00:00:00+00:00,25.5,25.75,25.375,4.950144767761231,26100,0.0,
