date,SPB_Open,SPB_High,SPB_Low,SPB_Close,SPB_Volume,SPB_Dividends,SPB_Stock Splits
1979-01-02 00:00:00+00:00,0.0,204.94256591796875,200.4872894287109,129.8099365234375,224,0.0,
1979-01-03 00:00:00+00:00,0.0,227.21893310546875,209.39784240722656,141.09768676757812,2570,0.0,
1979-01-04 00:00:00+00:00,0.0,240.58474731445312,224.9912872314453,148.15257263183594,4405,0.0,
1979-01-05 00:00:00+00:00,0.0,256.1781921386719,236.1294708251953,159.4404296875,2542,0.0,
1979-01-08 00:00:00+00:00,0.0,251.72293090820312,238.35711669921875,155.20748901367188,1094,0.0,
1979-01-09 00:00:00+00:00,0.0,249.49530029296875,242.8123779296875,156.61849975585938,870,0.0,
1979-01-10 00:00:00+00:00,0.0,249.49530029296875,236.1294708251953,149.56358337402344,746,0.0,
1979-01-11 00:00:00+00:00,0.0,242.8123779296875,233.9018402099609,153.79652404785156,404,0.0,
1979-01-12 00:00:00+00:00,0.0,247.2676544189453,236.1294708251953,151.81021118164062,713,1.336582,
1979-01-15 00:00:00+00:00,0.0,245.3964385986328,234.03549194335935,149.0577392578125,825,0.0,
1979-01-16 00:00:00+00:00,0.0,234.03549194335935,220.40235900878903,141.82196044921875,1738,0.0,
1979-01-17 00:00:00+00:00,0.0,222.67454528808597,213.58578491210935,141.82196044921875,765,0.0,
1979-01-18 00:00:00+00:00,0.0,238.5798797607422,215.8579864501953,149.0577392578125,1848,0.0,
1979-01-19 00:00:00+00:00,0.0,238.5798797607422,234.03549194335935,150.5049285888672,600,0.0,
1979-01-22 00:00:00+00:00,0.0,252.2130126953125,236.30767822265625,153.39926147460938,1469,0.0,
1979-01-23 00:00:00+00:00,0.0,245.3964385986328,234.03549194335935,150.5049285888672,1172,0.0,
1979-01-24 00:00:00+00:00,0.0,236.30767822265625,227.21893310546875,144.71627807617188,1166,0.0,
1979-01-25 00:00:00+00:00,0.0,238.5798797607422,229.4911193847656,150.5049285888672,407,0.0,
1979-01-26 00:00:00+00:00,0.0,243.12425231933597,238.5798797607422,154.84649658203125,600,0.0,
1979-01-29 00:00:00+00:00,0.0,243.12425231933597,236.30767822265625,150.5049285888672,1584,0.0,
1979-01-30 00:00:00+00:00,0.0,238.5798797607422,236.30767822265625,151.95208740234375,385,0.0,
1979-01-31 00:00:00+00:00,0.0,238.5798797607422,234.03549194335935,149.0577392578125,622,0.0,
1979-02-01 00:00:00+00:00,0.0,236.30767822265625,231.7633056640625,150.5049285888672,231,0.0,
1979-02-02 00:00:00+00:00,0.0,234.03549194335935,231.7633056640625,149.0577392578125,138,0.0,
1979-02-05 00:00:00+00:00,0.0,234.03549194335935,218.1301727294922,141.82196044921875,600,0.0,
1979-02-06 00:00:00+00:00,0.0,231.7633056640625,218.1301727294922,143.26913452148438,1084,0.0,
1979-02-07 00:00:00+00:00,0.0,224.9467315673828,218.1301727294922,141.82196044921875,1634,0.0,
1979-02-08 00:00:00+00:00,0.0,227.21893310546875,222.67454528808597,143.26913452148438,842,0.0,
1979-02-09 00:00:00+00:00,0.0,245.3964385986328,231.7633056640625,156.29360961914062,1870,0.0,
1979-02-12 00:00:00+00:00,0.0,254.48519897460935,243.12425231933597,159.1879425048828,2333,0.0,
1979-02-13 00:00:00+00:00,0.0,254.48519897460935,247.6686248779297,159.1879425048828,1282,0.0,
1979-02-14 00:00:00+00:00,0.0,259.0295715332031,247.6686248779297,162.08218383789062,2531,0.0,
1979-02-15 00:00:00+00:00,0.0,263.5739440917969,254.48519897460935,166.42372131347656,1903,0.0,
1979-02-16 00:00:00+00:00,0.0,265.8461303710937,256.75738525390625,166.42372131347656,798,0.0,
1979-02-20 00:00:00+00:00,0.0,263.5739440917969,256.75738525390625,167.8709259033203,622,0.0,
1979-02-21 00:00:00+00:00,0.0,259.0295715332031,249.9408264160156,159.1879425048828,1348,0.0,
1979-02-22 00:00:00+00:00,0.0,252.2130126953125,245.3964385986328,156.29360961914062,732,0.0,
1979-02-23 00:00:00+00:00,0.0,243.12425231933597,236.30767822265625,154.84649658203125,1144,0.0,
1979-02-26 00:00:00+00:00,0.0,252.2130126953125,243.12425231933597,157.74073791503906,363,0.0,
1979-02-27 00:00:00+00:00,0.0,243.12425231933597,231.7633056640625,147.6106414794922,1073,0.0,
1979-02-28 00:00:00+00:00,0.0,238.5798797607422,229.4911193847656,151.95208740234375,308,0.0,
1979-03-01 00:00:00+00:00,0.0,243.12425231933597,234.03549194335935,150.5049285888672,374,0.0,
1979-03-02 00:00:00+00:00,0.0,243.12425231933597,234.03549194335935,153.39926147460938,902,0.0,
1979-03-05 00:00:00+00:00,0.0,249.9408264160156,238.5798797607422,159.1879425048828,1590,0.0,
1979-03-06 00:00:00+00:00,0.0,252.2130126953125,247.6686248779297,157.74073791503906,644,0.0,
1979-03-07 00:00:00+00:00,0.0,249.9408264160156,247.6686248779297,157.74073791503906,303,0.0,
1979-03-08 00:00:00+00:00,0.0,261.3017578125,247.6686248779297,166.42372131347656,1133,0.0,
1979-03-09 00:00:00+00:00,0.0,265.8461303710937,254.48519897460935,163.5293731689453,1507,0.0,
