date,HSII_Open,HSII_High,HSII_Low,HSII_Close,HSII_Volume,HSII_Dividends,HSII_Stock Splits
1999-04-27 00:00:00+00:00,14.0,14.25,13.625,9.576709747314451,3623100,0.0,
1999-04-28 00:00:00+00:00,14.0625,14.5,12.75,9.534153938293455,815400,0.0,
1999-04-29 00:00:00+00:00,13.875,14.125,13.75,9.36389446258545,158700,0.0,
1999-04-30 00:00:00+00:00,14.0,14.0,13.75,9.491586685180664,131800,0.0,
1999-05-03 00:00:00+00:00,14.0,14.25,13.9375,9.491586685180664,165100,0.0,
1999-05-04 00:00:00+00:00,14.1875,14.1875,14.0,9.534153938293455,72500,0.0,
1999-05-05 00:00:00+00:00,14.125,14.125,13.9375,9.534153938293455,19800,0.0,
1999-05-06 00:00:00+00:00,14.0,14.0625,13.9375,9.534153938293455,127400,0.0,
1999-05-07 00:00:00+00:00,13.9375,14.0,13.9375,9.534153938293455,16700,0.0,
1999-05-10 00:00:00+00:00,13.9375,14.25,13.9375,9.61927890777588,87200,0.0,
1999-05-11 00:00:00+00:00,14.0,14.875,13.9375,10.130037307739258,36300,0.0,
1999-05-12 00:00:00+00:00,14.625,15.0,14.0,10.215158462524414,604100,0.0,
1999-05-13 00:00:00+00:00,15.0,15.0625,14.125,9.704400062561035,38600,0.0,
1999-05-14 00:00:00+00:00,14.3125,14.5,14.25,9.87465476989746,19600,0.0,
1999-05-17 00:00:00+00:00,14.25,14.5,14.0,9.534153938293455,77600,0.0,
1999-05-18 00:00:00+00:00,14.0,14.25,14.0,9.61927890777588,195700,0.0,
1999-05-19 00:00:00+00:00,14.125,14.375,14.0,9.78952693939209,100100,0.0,
1999-05-20 00:00:00+00:00,14.0,14.25,14.0,9.61927890777588,36100,0.0,
1999-05-21 00:00:00+00:00,14.0,14.375,14.0,9.78952693939209,6200,0.0,
1999-05-24 00:00:00+00:00,14.125,14.25,14.0,9.534153938293455,169800,0.0,
1999-05-25 00:00:00+00:00,14.375,14.40625,14.0,9.61927890777588,204000,0.0,
1999-05-26 00:00:00+00:00,14.125,14.125,13.875,9.566075325012209,69100,0.0,
1999-05-27 00:00:00+00:00,14.0,14.0625,13.75,9.36389446258545,33100,0.0,
1999-05-28 00:00:00+00:00,13.875,14.0,13.875,9.491586685180664,26500,0.0,
1999-06-01 00:00:00+00:00,14.25,16.5,13.0,9.704400062561035,191500,0.0,
1999-06-02 00:00:00+00:00,14.125,14.25,13.9375,9.534153938293455,57500,0.0,
1999-06-03 00:00:00+00:00,14.25,14.25,13.625,9.576709747314451,66300,0.0,
1999-06-04 00:00:00+00:00,14.125,14.125,13.5,9.61927890777588,6200,0.0,
1999-06-07 00:00:00+00:00,14.0,14.125,13.625,9.534153938293455,84900,0.0,
1999-06-08 00:00:00+00:00,14.0625,14.0625,13.375,9.193647384643556,63700,0.0,
1999-06-09 00:00:00+00:00,13.46875,13.75,13.4375,9.36389446258545,69500,0.0,
1999-06-10 00:00:00+00:00,13.9375,14.0,13.625,9.278770446777344,29800,0.0,
1999-06-11 00:00:00+00:00,13.875,13.875,13.625,9.44902515411377,40500,0.0,
1999-06-14 00:00:00+00:00,13.875,14.125,13.75,9.534153938293455,38600,0.0,
1999-06-15 00:00:00+00:00,13.75,14.125,13.75,9.44902515411377,20700,0.0,
1999-06-16 00:00:00+00:00,14.0,14.0625,13.875,9.534153938293455,29500,0.0,
1999-06-17 00:00:00+00:00,14.0,14.0,13.875,9.51286792755127,34200,0.0,
1999-06-18 00:00:00+00:00,13.9375,14.0625,13.9375,9.491586685180664,47800,0.0,
1999-06-21 00:00:00+00:00,13.875,14.125,13.875,9.534153938293455,111500,0.0,
1999-06-22 00:00:00+00:00,14.078125,14.125,13.9375,9.491586685180664,9600,0.0,
1999-06-23 00:00:00+00:00,13.9375,14.25,13.9375,9.61927890777588,87400,0.0,
1999-06-24 00:00:00+00:00,14.375,15.75,14.25,10.55566692352295,65300,0.0,
1999-06-25 00:00:00+00:00,15.375,16.5,15.375,10.811044692993164,58200,0.0,
1999-06-28 00:00:00+00:00,15.875,18.25,15.875,11.279237747192385,47500,0.0,
1999-06-29 00:00:00+00:00,16.8125,17.75,16.5625,12.087939262390137,36000,0.0,
1999-06-30 00:00:00+00:00,18.0,20.125,18.0,12.939205169677734,228000,0.0,
1999-07-01 00:00:00+00:00,19.5,19.5,18.0,12.85407543182373,22100,0.0,
1999-07-02 00:00:00+00:00,18.0,18.875,18.0,12.683819770812988,32900,0.0,
1999-07-06 00:00:00+00:00,18.8125,19.3125,18.75,13.024332046508787,70700,0.0,
1999-07-07 00:00:00+00:00,19.125,19.25,18.875,12.939205169677734,18500,0.0,
1999-07-08 00:00:00+00:00,18.875,19.0,18.625,12.85407543182373,5700,0.0,
1999-07-09 00:00:00+00:00,18.875,19.25,18.625,12.85407543182373,25500,0.0,
1999-07-12 00:00:00+00:00,18.875,18.875,18.75,12.811513900756836,14700,0.0,
1999-07-13 00:00:00+00:00,18.5,18.75,18.5,12.683819770812988,5100,0.0,
1999-07-14 00:00:00+00:00,18.65625,18.65625,18.25,12.428451538085938,2500,0.0,
1999-07-15 00:00:00+00:00,18.3125,18.375,18.0,12.25819206237793,12500,0.0,
1999-07-16 00:00:00+00:00,17.75,19.125,17.75,12.896638870239258,154200,0.0,
1999-07-19 00:00:00+00:00,19.0,19.0,18.5625,12.768950462341309,3600,0.0,
1999-07-20 00:00:00+00:00,18.625,18.625,17.9375,12.2156343460083,6000,0.0,
1999-07-21 00:00:00+00:00,17.875,18.25,17.875,12.428451538085938,1100,0.0,
1999-07-22 00:00:00+00:00,18.125,18.125,18.0,12.300756454467772,15000,0.0,
1999-07-23 00:00:00+00:00,18.0625,18.125,18.0,12.343316078186035,1200,0.0,
1999-07-26 00:00:00+00:00,17.875,18.125,17.75,12.130498886108398,1900,0.0,
1999-07-27 00:00:00+00:00,17.5,17.5,16.5,11.662306785583496,10100,0.0,
1999-07-28 00:00:00+00:00,16.9375,17.0,16.875,11.492055892944336,180300,0.0,
1999-07-29 00:00:00+00:00,16.6875,16.6875,16.5,11.236676216125488,8300,0.0,
1999-07-30 00:00:00+00:00,16.5,17.125,16.375,11.662306785583496,11700,0.0,
1999-08-02 00:00:00+00:00,16.5,17.25,16.5,11.74743938446045,71600,0.0,
1999-08-03 00:00:00+00:00,17.25,17.25,16.8125,11.44948959350586,1100,0.0,
1999-08-04 00:00:00+00:00,16.375,16.8125,16.375,11.406929969787598,2100,0.0,
1999-08-05 00:00:00+00:00,16.875,17.375,16.875,11.662306785583496,155200,0.0,
1999-08-06 00:00:00+00:00,16.375,17.0,16.375,11.1515474319458,13100,0.0,
1999-08-09 00:00:00+00:00,16.625,17.375,16.375,11.406929969787598,24700,0.0,
1999-08-10 00:00:00+00:00,16.5625,16.75,16.5,11.236676216125488,47400,0.0,
1999-08-11 00:00:00+00:00,16.5625,16.875,16.5625,11.492055892944336,900,0.0,
1999-08-12 00:00:00+00:00,17.0,17.0,15.5,10.55566692352295,16300,0.0,
1999-08-13 00:00:00+00:00,16.0,16.125,15.625,10.98129940032959,17500,0.0,
1999-08-16 00:00:00+00:00,16.125,16.125,15.5,10.811044692993164,36800,0.0,
