date,IDR_Open,IDR_High,IDR_Low,IDR_Close,IDR_Volume,IDR_Dividends,IDR_Stock Splits
1999-10-27 00:00:00+00:00,2.618000030517578,2.618000030517578,2.618000030517578,2.618000030517578,7143,,
1999-10-28 00:00:00+00:00,1.399999976158142,1.75,1.399999976158142,1.399999976158142,15000,,
1999-10-29 00:00:00+00:00,2.618000030517578,2.618000030517578,2.618000030517578,2.618000030517578,71,,
1999-11-01 00:00:00+00:00,2.618000030517578,2.618000030517578,2.618000030517578,2.618000030517578,0,,
1999-11-02 00:00:00+00:00,2.618000030517578,2.618000030517578,2.618000030517578,2.618000030517578,0,,
1999-11-03 00:00:00+00:00,2.618000030517578,2.618000030517578,2.618000030517578,2.618000030517578,0,,
1999-11-04 00:00:00+00:00,0.8679999709129333,0.8679999709129333,0.8679999709129333,0.8679999709129333,1636,,
1999-11-05 00:00:00+00:00,0.8679999709129333,0.8679999709129333,0.8679999709129333,0.8679999709129333,0,,
1999-11-08 00:00:00+00:00,0.8679999709129333,0.8679999709129333,0.8679999709129333,0.8679999709129333,0,,
1999-11-09 00:00:00+00:00,0.8679999709129333,0.8679999709129333,0.8679999709129333,0.8679999709129333,0,,
1999-11-10 00:00:00+00:00,0.4199999868869781,0.4199999868869781,0.4199999868869781,0.4199999868869781,2571,,
1999-11-11 00:00:00+00:00,0.4199999868869781,0.4199999868869781,0.4199999868869781,0.4199999868869781,0,,
1999-11-12 00:00:00+00:00,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,30000,,
1999-11-15 00:00:00+00:00,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0,,
1999-11-16 00:00:00+00:00,2.618000030517578,2.618000030517578,0.4339999854564667,2.618000030517578,24179,,
1999-11-17 00:00:00+00:00,2.618000030517578,2.618000030517578,2.618000030517578,2.618000030517578,143,,
1999-11-18 00:00:00+00:00,2.184000015258789,2.184000015258789,2.184000015258789,2.184000015258789,143,,
1999-11-19 00:00:00+00:00,2.184000015258789,2.184000015258789,2.184000015258789,2.184000015258789,0,,
1999-11-22 00:00:00+00:00,2.184000015258789,2.184000015258789,2.184000015258789,2.184000015258789,0,,
1999-11-23 00:00:00+00:00,2.184000015258789,2.184000015258789,2.184000015258789,2.184000015258789,0,,
1999-11-24 00:00:00+00:00,1.75,1.75,1.75,1.75,286,,
1999-11-26 00:00:00+00:00,1.75,1.75,1.75,1.75,0,,
1999-11-29 00:00:00+00:00,1.75,1.75,1.75,1.75,0,,
1999-11-30 00:00:00+00:00,1.75,1.75,1.75,1.75,0,,
1999-12-01 00:00:00+00:00,1.75,1.75,1.75,1.75,0,,
1999-12-02 00:00:00+00:00,1.75,1.75,1.75,1.75,0,,
1999-12-03 00:00:00+00:00,1.75,1.75,1.75,1.75,0,,
