date,AEMD_Open,AEMD_High,AEMD_Low,AEMD_Close,AEMD_Volume,AEMD_Dividends,AEMD_Stock Splits
1999-03-04 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-03-05 00:00:00+00:00,60000.0,60000.0,60000.0,60000.0,0,,
1999-03-08 00:00:00+00:00,60000.0,60000.0,60000.0,60000.0,0,,
1999-03-09 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-03-10 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-03-11 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-03-12 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-03-15 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-03-16 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-03-17 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-03-18 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-03-19 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-03-22 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-03-23 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-03-24 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-03-25 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-03-26 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-03-29 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-03-30 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-03-31 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-04-01 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-04-05 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-04-06 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-04-07 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-04-08 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-04-09 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-04-12 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-04-13 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-04-14 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-04-15 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-04-16 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-04-19 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-04-20 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-04-21 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-04-22 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-04-23 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
1999-04-26 00:00:00+00:00,63750.0,63750.0,63750.0,63750.0,0,,
