date,HP_Open,HP_High,HP_Low,HP_Close,HP_Volume,HP_Dividends,HP_Stock Splits
1980-10-15 00:00:00+00:00,10.9375,11.1875,10.9375,3.685224294662476,77600,0.0,
1980-10-16 00:00:00+00:00,11.1875,11.78125,10.96875,3.644049882888794,158400,0.0,
1980-10-17 00:00:00+00:00,10.96875,10.96875,10.75,3.5514039993286133,33600,0.0,
1980-10-20 00:00:00+00:00,10.78125,10.78125,10.65625,3.5514039993286133,30400,0.0,
1980-10-21 00:00:00+00:00,10.78125,10.96875,10.78125,3.582287311553955,36000,0.0,
1980-10-22 00:00:00+00:00,10.875,10.9375,10.75,3.5411102771759038,28000,0.0,
1980-10-23 00:00:00+00:00,10.65625,10.65625,10.46875,3.479347944259644,63600,0.0,
1980-10-24 00:00:00+00:00,10.5625,10.78125,10.25,3.5514039993286133,124800,0.0,
1980-10-27 00:00:00+00:00,10.625,10.625,10.21875,3.407289981842041,63600,0.0,
1980-10-28 00:00:00+00:00,10.34375,10.46875,10.34375,3.448464870452881,14800,0.0,
1980-10-29 00:00:00+00:00,10.46875,10.625,10.4375,3.448464870452881,38800,0.0,
1980-10-30 00:00:00+00:00,10.46875,10.5625,10.21875,3.376405954360962,11600,0.0,
1980-10-31 00:00:00+00:00,10.25,10.25,10.125,3.376405954360962,50000,0.0,
1980-11-03 00:00:00+00:00,10.25,10.875,10.25,3.582287311553955,20000,0.0,
1980-11-05 00:00:00+00:00,11.25,11.75,11.25,3.705812692642212,183200,0.0,
1980-11-06 00:00:00+00:00,11.25,11.25,11.15625,3.685224294662476,18800,0.0,
1980-11-07 00:00:00+00:00,11.0625,11.0625,10.875,3.613168954849243,35600,0.0,
1980-11-10 00:00:00+00:00,11.03125,11.09375,11.03125,3.63375473022461,26400,0.0,
1980-11-11 00:00:00+00:00,11.03125,11.03125,10.875,3.63375473022461,41600,0.0,
1980-11-12 00:00:00+00:00,11.15625,11.28125,11.15625,3.705812692642212,173600,0.0,
1980-11-13 00:00:00+00:00,11.375,11.40625,11.375,3.757281541824341,230800,0.0,
1980-11-14 00:00:00+00:00,11.40625,11.5,11.25,3.7881648540496826,96400,0.0,
1980-11-17 00:00:00+00:00,11.46875,11.46875,11.1875,3.7778687477111816,72400,0.0,
1980-11-18 00:00:00+00:00,11.46875,11.6875,11.40625,3.808752298355103,49200,0.0,
1980-11-19 00:00:00+00:00,11.65625,11.875,11.65625,3.870517253875733,119600,0.0,
1980-11-20 00:00:00+00:00,11.75,12.40625,11.75,4.024925231933594,114000,0.0,
1980-11-21 00:00:00+00:00,12.53125,12.84375,12.53125,4.220510005950928,89200,0.0,
1980-11-24 00:00:00+00:00,12.59375,12.59375,12.1875,4.117568492889404,66800,0.0,
1980-11-25 00:00:00+00:00,12.6875,13.125,12.6875,4.313155651092529,191600,0.0,
1980-11-26 00:00:00+00:00,13.09375,13.125,12.8125,4.261682987213135,78000,0.0,
1980-11-28 00:00:00+00:00,12.9375,13.0,12.84375,4.282272815704346,58800,0.0,
1980-12-01 00:00:00+00:00,13.0,13.03125,12.71875,4.189629554748535,54400,0.0,
1980-12-02 00:00:00+00:00,12.5,12.5,11.375,3.8499271869659424,103200,0.0,
1980-12-03 00:00:00+00:00,12.0,12.375,12.0,4.076395988464356,253600,0.0,
1980-12-04 00:00:00+00:00,12.375,12.40625,12.1875,4.024925231933594,52000,0.0,
1980-12-05 00:00:00+00:00,12.0,12.0,11.59375,3.94257402420044,70800,0.0,
1980-12-08 00:00:00+00:00,11.90625,11.90625,11.0625,3.654341697692871,112400,0.0,
1980-12-09 00:00:00+00:00,11.09375,11.28125,11.0625,3.716107130050659,130000,0.0,
1980-12-10 00:00:00+00:00,11.25,11.25,10.78125,3.644049882888794,43600,0.0,
1980-12-11 00:00:00+00:00,11.0625,11.40625,10.84375,3.757281541824341,302400,0.0,
1980-12-12 00:00:00+00:00,11.40625,11.78125,11.375,3.880809545516968,84000,0.0,
1980-12-15 00:00:00+00:00,11.875,12.0,11.875,3.952867746353149,135600,0.0,
1980-12-16 00:00:00+00:00,12.0,12.0,11.875,3.921985626220703,36800,0.0,
1980-12-17 00:00:00+00:00,12.0,12.6875,12.0,4.117568492889404,98000,0.0,
1980-12-18 00:00:00+00:00,12.625,13.21875,12.625,4.189629554748535,82800,0.0,
1980-12-19 00:00:00+00:00,12.71875,12.8125,12.625,4.220510005950928,22800,0.0,
1980-12-22 00:00:00+00:00,12.8125,12.9375,12.625,4.189629554748535,37200,0.0,
1980-12-23 00:00:00+00:00,12.71875,12.71875,12.5,4.117568492889404,39600,0.0,
1980-12-24 00:00:00+00:00,12.5,13.03125,12.5,4.292566776275635,55600,0.0,
1980-12-26 00:00:00+00:00,12.9375,12.9375,12.90625,4.261682987213135,5200,0.0,
1980-12-29 00:00:00+00:00,13.21875,13.53125,13.21875,4.354330062866211,75200,0.0,
1980-12-30 00:00:00+00:00,13.21875,13.25,12.84375,4.2308030128479,105600,0.0,
1980-12-31 00:00:00+00:00,12.84375,12.84375,12.71875,4.189629554748535,103200,0.0,
1981-01-02 00:00:00+00:00,12.71875,13.1875,12.71875,4.292566776275635,118000,0.0,
