date,H_Open,H_High,H_Low,H_Close,H_Volume,H_Dividends,H_Stock Splits
2009-11-05 00:00:00+00:00,27.0,28.26000022888184,25.75,27.274503707885746,19384900,0.0,
2009-11-06 00:00:00+00:00,27.8799991607666,30.5,27.739999771118164,27.274503707885746,2698600,0.0,
2009-11-09 00:00:00+00:00,28.190000534057617,29.09000015258789,27.979999542236328,28.151185989379883,1886200,0.0,
2009-11-10 00:00:00+00:00,29.0,29.899999618530277,28.479999542236328,28.540817260742188,813700,0.0,
2009-11-11 00:00:00+00:00,29.030000686645508,29.5,28.51000022888184,28.48237419128418,1290300,0.0,
2009-11-12 00:00:00+00:00,28.940000534057617,29.709999084472656,28.940000534057617,28.346004486083984,705800,0.0,
2009-11-13 00:00:00+00:00,29.030000686645508,29.229999542236328,28.850000381469727,28.22911071777344,1036800,0.0,
2009-11-16 00:00:00+00:00,28.979999542236328,29.270000457763672,28.600000381469727,28.151185989379883,1036000,0.0,
2009-11-17 00:00:00+00:00,28.76000022888184,29.01000022888184,28.190000534057617,27.927143096923828,785600,0.0,
2009-11-18 00:00:00+00:00,28.61000061035156,29.670000076293945,28.56999969482422,28.735639572143555,995200,0.0,
2009-11-19 00:00:00+00:00,29.399999618530277,29.450000762939453,28.770000457763672,28.443408966064453,79800,0.0,
2009-11-20 00:00:00+00:00,29.149999618530277,29.68000030517578,28.93000030517578,28.7551212310791,1019200,0.0,
2009-11-23 00:00:00+00:00,29.71999931335449,29.950000762939453,28.76000022888184,28.102479934692383,579400,0.0,
2009-11-24 00:00:00+00:00,29.040000915527344,29.040000915527344,28.059999465942383,27.80051040649414,509200,0.0,
2009-11-25 00:00:00+00:00,28.450000762939453,28.93000030517578,28.309999465942383,27.868696212768555,275300,0.0,
2009-11-27 00:00:00+00:00,27.770000457763672,28.479999542236328,27.75,27.61543273925781,386800,0.0,
2009-11-30 00:00:00+00:00,28.3700008392334,28.940000534057617,28.36000061035156,28.005067825317383,519500,0.0,
2009-12-01 00:00:00+00:00,28.88999938964844,29.989999771118164,28.729999542236328,28.940195083618164,562600,0.0,
2009-12-02 00:00:00+00:00,29.75,30.0,28.700000762939453,28.609006881713867,418100,0.0,
2009-12-03 00:00:00+00:00,29.51000022888184,29.649999618530277,29.100000381469727,28.52134132385254,242200,0.0,
2009-12-04 00:00:00+00:00,29.450000762939453,29.649999618530277,29.1299991607666,28.735639572143555,91800,0.0,
2009-12-07 00:00:00+00:00,29.3799991607666,29.3799991607666,28.520000457763672,27.97584724426269,878000,0.0,
2009-12-08 00:00:00+00:00,28.549999237060547,28.549999237060547,27.649999618530277,27.17709732055664,793200,0.0,
2009-12-09 00:00:00+00:00,28.059999465942383,28.290000915527344,27.90999984741211,27.36216735839844,342900,0.0,
2009-12-10 00:00:00+00:00,28.299999237060547,29.149999618530277,28.06999969482422,28.05377578735352,176900,0.0,
2009-12-11 00:00:00+00:00,28.75,29.18000030517578,28.670000076293945,28.29729652404785,156400,0.0,
2009-12-14 00:00:00+00:00,29.25,29.61000061035156,28.88999938964844,28.74537849426269,315500,0.0,
2009-12-15 00:00:00+00:00,30.21999931335449,30.5,29.700000762939453,29.368799209594727,758600,0.0,
2009-12-16 00:00:00+00:00,30.270000457763672,30.6200008392334,29.8799991607666,29.524646759033203,708700,0.0,
2009-12-17 00:00:00+00:00,30.3700008392334,30.3799991607666,29.950000762939453,29.242164611816406,377200,0.0,
2009-12-18 00:00:00+00:00,30.34000015258789,30.3799991607666,29.57999992370605,29.339574813842773,2682700,0.0,
2009-12-21 00:00:00+00:00,30.09000015258789,30.190000534057617,29.799999237060547,29.40776252746582,380800,0.0,
2009-12-22 00:00:00+00:00,30.100000381469727,30.700000762939453,30.040000915527344,29.48568725585937,292500,0.0,
2009-12-23 00:00:00+00:00,30.170000076293945,30.31999969482422,30.049999237060547,29.417499542236328,193900,0.0,
2009-12-24 00:00:00+00:00,30.5,30.5,30.030000686645508,29.39801979064941,130300,0.0,
2009-12-28 00:00:00+00:00,30.280000686645508,30.6299991607666,29.90999984741211,29.31035041809082,289800,0.0,
2009-12-29 00:00:00+00:00,30.149999618530277,30.25,29.739999771118164,29.018123626708984,121300,0.0,
2009-12-30 00:00:00+00:00,29.63999938964844,30.040000915527344,29.63999938964844,29.12527275085449,37600,0.0,
2009-12-31 00:00:00+00:00,29.8799991607666,30.190000534057617,29.57999992370605,29.03760528564453,572600,0.0,
2010-01-04 00:00:00+00:00,29.809999465942383,30.600000381469727,29.649999618530277,29.1837158203125,482700,0.0,
2010-01-05 00:00:00+00:00,30.059999465942383,30.18000030517578,29.809999465942383,29.22268295288086,554100,0.0,
2010-01-06 00:00:00+00:00,29.75,29.93000030517578,29.459999084472656,28.949939727783203,58000,0.0,
