date,DSM_Open,DSM_High,DSM_Low,DSM_Close,DSM_Volume,DSM_Dividends,DSM_Stock Splits
1989-11-22 00:00:00+00:00,0.0,10.0,10.0,1.1217528581619265,30200,0.0,
1989-11-24 00:00:00+00:00,0.0,10.125,10.0,1.1357756853103638,2600,0.0,
1989-11-27 00:00:00+00:00,0.0,10.125,10.0,1.1217528581619265,11700,0.0,
1989-11-28 00:00:00+00:00,0.0,10.125,10.0,1.1217528581619265,11800,0.0,
1989-11-29 00:00:00+00:00,0.0,10.125,10.0,1.1357756853103638,4200,0.0,
1989-11-30 00:00:00+00:00,0.0,10.125,10.125,1.1357756853103638,100,0.0,
1989-12-01 00:00:00+00:00,0.0,10.125,10.0,1.1357756853103638,9600,0.0,
1989-12-04 00:00:00+00:00,0.0,10.125,10.0,1.1357756853103638,14700,0.0,
1989-12-05 00:00:00+00:00,0.0,10.125,10.0,1.1357756853103638,3100,0.0,
1989-12-06 00:00:00+00:00,0.0,10.125,10.0,1.1357756853103638,9200,0.0,
1989-12-07 00:00:00+00:00,0.0,10.125,10.0,1.1357756853103638,23900,0.0,
1989-12-08 00:00:00+00:00,0.0,10.125,10.0,1.1357756853103638,5400,0.0,
1989-12-11 00:00:00+00:00,0.0,10.125,10.0,1.1217528581619265,423700,0.0,
1989-12-12 00:00:00+00:00,0.0,10.125,10.0,1.1217528581619265,76900,0.0,
1989-12-13 00:00:00+00:00,0.0,10.125,10.0,1.1357756853103638,75500,0.0,
1989-12-14 00:00:00+00:00,0.0,10.125,10.0,1.1217528581619265,76700,0.0,
1989-12-15 00:00:00+00:00,0.0,10.125,10.0,1.1217528581619265,56500,0.0,
1989-12-18 00:00:00+00:00,0.0,10.125,10.0,1.1217528581619265,98000,0.0,
1989-12-19 00:00:00+00:00,0.0,10.125,10.0,1.1217528581619265,76500,0.0,
1989-12-20 00:00:00+00:00,0.0,10.125,10.0,1.1217528581619265,56200,0.0,
1989-12-21 00:00:00+00:00,0.0,10.125,10.0,1.1217528581619265,46500,0.0,
1989-12-22 00:00:00+00:00,0.0,10.125,10.0,1.1217528581619265,26400,0.0,
1989-12-26 00:00:00+00:00,0.0,10.125,10.0,1.1217528581619265,47400,0.0,
