date,FDS_Open,FDS_High,FDS_Low,FDS_Close,FDS_Volume,FDS_Dividends,FDS_Stock Splits
1996-06-28 00:00:00+00:00,4.111111164093018,4.555555820465088,4.083333015441895,3.5028250217437744,7850250,0.0,
1996-07-01 00:00:00+00:00,4.388888835906982,4.5,4.388888835906982,3.5247175693511963,663750,0.0,
1996-07-02 00:00:00+00:00,4.4166669845581055,4.611111164093018,4.4166669845581055,3.590396881103516,1340100,0.0,
1996-07-03 00:00:00+00:00,4.583333015441895,4.583333015441895,4.4166669845581055,3.5466103553771973,660600,0.0,
1996-07-05 00:00:00+00:00,4.4166669845581055,4.4166669845581055,4.305555820465088,3.480933904647827,502650,0.0,
1996-07-08 00:00:00+00:00,4.444444179534912,4.444444179534912,4.111111164093018,3.2620060443878174,584550,0.0,
1996-07-09 00:00:00+00:00,4.1666669845581055,4.222221851348877,4.111111164093018,3.240111827850342,238500,0.0,
1996-07-10 00:00:00+00:00,4.111111164093018,4.138888835906982,3.944443941116333,3.1087570190429688,520200,0.0,
1996-07-11 00:00:00+00:00,3.8888890743255615,3.8888890743255615,3.694443941116333,3.021185874938965,192600,0.0,
1996-07-12 00:00:00+00:00,3.8333330154418954,3.8888890743255615,3.8333330154418954,3.043078184127808,49500,0.0,
1996-07-15 00:00:00+00:00,3.8333330154418954,3.944443941116333,3.8333330154418954,3.021185874938965,342900,0.0,
1996-07-16 00:00:00+00:00,3.805556058883667,3.805556058883667,3.444443941116333,2.7584736347198486,350550,0.0,
1996-07-17 00:00:00+00:00,3.555556058883667,3.8611109256744394,3.555556058883667,2.9992949962615967,181800,0.0,
1996-07-18 00:00:00+00:00,3.777777910232544,3.805556058883667,3.777777910232544,2.9992949962615967,8100,0.0,
1996-07-19 00:00:00+00:00,3.805556058883667,3.8333330154418954,3.805556058883667,3.021185874938965,33750,0.0,
1996-07-22 00:00:00+00:00,3.8888890743255615,3.944443941116333,3.8611109256744394,3.0649728775024414,206100,0.0,
1996-07-23 00:00:00+00:00,3.9166669845581055,3.9166669845581055,3.777777910232544,2.9774014949798584,11700,0.0,
