date,MOG-B_Open,MOG-B_High,MOG-B_Low,MOG-B_Close,MOG-B_Volume,MOG-B_Dividends,MOG-B_Stock Splits
1980-03-17 00:00:00+00:00,0.0,3.75308609008789,3.555556058883667,3.222710609436035,14175,0.0,
1980-03-18 00:00:00+00:00,0.0,3.555556058883667,3.456789970397949,3.222710609436035,19238,0.0,
1980-03-19 00:00:00+00:00,0.0,3.7037041187286377,3.60493803024292,3.3346095085144043,6581,0.0,
1980-03-20 00:00:00+00:00,0.0,3.728394985198975,3.7037041187286377,3.356990098953247,3544,0.0,
1980-03-21 00:00:00+00:00,0.0,3.728394985198975,3.728394985198975,3.379369020462036,3038,0.0,
1980-03-24 00:00:00+00:00,0.0,3.728394985198975,3.679012060165405,3.3346095085144043,2531,0.0,
1980-03-25 00:00:00+00:00,0.0,3.555556058883667,3.481481075286865,3.177950382232666,14681,0.0,
1980-03-26 00:00:00+00:00,0.0,3.555556058883667,3.5308640003204346,3.2003300189971924,6075,0.0,
1980-03-27 00:00:00+00:00,0.0,3.456789970397949,3.061728000640869,2.775110960006714,27338,0.0,
1980-03-28 00:00:00+00:00,0.0,3.259258985519409,3.0864200592041016,2.909391403198242,18731,0.0,
1980-03-31 00:00:00+00:00,0.0,3.3333330154418945,3.259258985519409,3.021290063858032,14175,0.0,
1980-04-01 00:00:00+00:00,0.0,3.4320991039276123,3.3333330154418945,3.0660502910614014,9113,0.0,
1980-04-02 00:00:00+00:00,0.0,3.4320991039276123,3.3086419105529785,3.1108105182647705,26325,0.0,
1980-04-03 00:00:00+00:00,0.0,3.5308640003204346,3.456789970397949,3.2003300189971924,14681,0.0,
1980-04-07 00:00:00+00:00,0.0,3.481481075286865,3.456789970397949,3.13318943977356,2531,0.0,
1980-04-08 00:00:00+00:00,0.0,3.456789970397949,3.358025074005127,3.13318943977356,7594,0.0,
1980-04-09 00:00:00+00:00,0.0,3.5061728954315186,3.40740704536438,3.13318943977356,9113,0.0,
1980-04-10 00:00:00+00:00,0.0,3.5308640003204346,3.481481075286865,3.155569553375244,15694,0.0,
1980-04-11 00:00:00+00:00,0.0,3.5061728954315186,3.382715940475464,3.1108105182647705,19238,0.0,
1980-04-14 00:00:00+00:00,0.0,3.456789970397949,3.3086419105529785,3.021290063858032,19744,0.0,
1980-04-15 00:00:00+00:00,0.0,3.40740704536438,3.358025074005127,3.0884296894073486,8606,0.0,
1980-04-16 00:00:00+00:00,0.0,3.456789970397949,3.40740704536438,3.0884296894073486,2025,0.0,
1980-04-17 00:00:00+00:00,0.0,3.456789970397949,3.382715940475464,3.0884296894073486,5063,0.0,
1980-04-18 00:00:00+00:00,0.0,3.40740704536438,3.358025074005127,3.043670177459717,4556,0.0,
1980-04-21 00:00:00+00:00,0.0,3.3086419105529785,3.3086419105529785,2.998910427093506,506,0.0,
1980-04-22 00:00:00+00:00,0.0,3.3086419105529785,3.2839510440826416,2.998910427093506,12656,0.0,
1980-04-23 00:00:00+00:00,0.0,3.5308640003204346,3.358025074005127,3.2003300189971924,28856,0.0,
1980-04-24 00:00:00+00:00,0.0,3.5308640003204346,3.5061728954315186,3.2003300189971924,1519,0.0,
1980-04-25 00:00:00+00:00,0.0,3.456789970397949,3.456789970397949,3.13318943977356,8606,0.0,
1980-04-28 00:00:00+00:00,0.0,3.580246925354004,3.456789970397949,3.222710609436035,11644,0.0,
1980-04-29 00:00:00+00:00,0.0,3.5061728954315186,3.4320991039276123,3.177950382232666,13669,0.0,
1980-04-30 00:00:00+00:00,0.0,3.481481075286865,3.4320991039276123,3.1108105182647705,7088,0.0,
1980-05-01 00:00:00+00:00,0.0,3.3086419105529785,3.3086419105529785,2.998910427093506,13163,0.0,
1980-05-02 00:00:00+00:00,0.0,3.3086419105529785,3.259258985519409,2.998910427093506,3544,0.0,
