date,ASG_Open,ASG_High,ASG_Low,ASG_Close,ASG_Volume,ASG_Dividends,ASG_Stock Splits
1986-03-06 00:00:00+00:00,0.0,10.125,10.0,0.5015172362327576,762300,0.0,
1986-03-07 00:00:00+00:00,0.0,10.5,10.0,0.5200920701026917,210000,0.0,
1986-03-10 00:00:00+00:00,0.0,10.625,10.375,0.5262839198112488,166000,0.0,
1986-03-11 00:00:00+00:00,0.0,10.625,10.5,0.5200920701026917,166600,0.0,
1986-03-12 00:00:00+00:00,0.0,10.625,10.5,0.5262839198112488,132700,0.0,
1986-03-13 00:00:00+00:00,0.0,10.625,10.5,0.5262839198112488,76500,0.0,
1986-03-14 00:00:00+00:00,0.0,10.75,10.375,0.5262839198112488,80900,0.0,
1986-03-17 00:00:00+00:00,0.0,10.625,10.25,0.5200920701026917,66000,0.0,
1986-03-18 00:00:00+00:00,0.0,10.5,10.25,0.5139005184173584,53500,0.0,
1986-03-19 00:00:00+00:00,0.0,10.5,10.375,0.5139005184173584,38600,0.0,
1986-03-20 00:00:00+00:00,0.0,10.5,10.125,0.5077089667320251,53400,0.0,
1986-03-21 00:00:00+00:00,0.0,10.375,10.25,0.5077089667320251,36900,0.0,
1986-03-24 00:00:00+00:00,0.0,10.375,10.0,0.5077089667320251,47200,0.0,
1986-03-25 00:00:00+00:00,0.0,10.375,10.125,0.5139005184173584,40800,0.0,
1986-03-26 00:00:00+00:00,0.0,10.5,10.375,0.5139005184173584,57900,0.0,
1986-03-27 00:00:00+00:00,0.0,10.625,10.375,0.5200920701026917,28500,0.0,
1986-03-31 00:00:00+00:00,0.0,10.625,10.375,0.5139005184173584,39100,0.0,
1986-04-01 00:00:00+00:00,0.0,10.5,10.375,0.5139005184173584,29000,0.0,
1986-04-02 00:00:00+00:00,0.0,10.5,10.375,0.5139005184173584,25200,0.0,
1986-04-03 00:00:00+00:00,0.0,10.5,10.375,0.5139005184173584,26000,0.0,
1986-04-04 00:00:00+00:00,0.0,10.5,10.375,0.5139005184173584,19100,0.0,
1986-04-07 00:00:00+00:00,0.0,10.5,10.375,0.5139005184173584,37300,0.0,
1986-04-08 00:00:00+00:00,0.0,10.5,10.375,0.5200920701026917,39900,0.0,
1986-04-09 00:00:00+00:00,0.0,10.5,10.375,0.5200920701026917,31100,0.0,
1986-04-10 00:00:00+00:00,0.0,10.5,10.375,0.5200920701026917,20800,0.0,
1986-04-11 00:00:00+00:00,0.0,10.5,10.25,0.5200920701026917,35400,0.0,
