date,SYPR_Open,SYPR_High,SYPR_Low,SYPR_Close,SYPR_Volume,SYPR_Dividends,SYPR_Stock Splits
1994-05-18 00:00:00+00:00,40.0,42.0,40.0,32.64354705810547,89750,0.0,
1994-05-19 00:00:00+00:00,40.0,42.0,40.0,34.275718688964844,16025,0.0,
1994-05-20 00:00:00+00:00,42.0,42.0,40.0,33.45962142944336,14500,0.0,
1994-05-23 00:00:00+00:00,42.0,42.0,40.0,32.64354705810547,8025,0.0,
1994-05-24 00:00:00+00:00,40.0,42.0,40.0,32.64354705810547,5625,0.0,
1994-05-25 00:00:00+00:00,40.0,42.0,40.0,34.275718688964844,2975,0.0,
1994-05-26 00:00:00+00:00,42.0,42.0,40.0,32.64354705810547,2425,0.0,
1994-05-27 00:00:00+00:00,42.0,42.0,40.0,32.64354705810547,1800,0.0,
1994-05-31 00:00:00+00:00,42.0,42.0,40.0,32.64354705810547,3750,0.0,
1994-06-01 00:00:00+00:00,40.0,40.0,40.0,32.64354705810547,10575,0.0,
1994-06-02 00:00:00+00:00,40.0,42.0,40.0,34.275718688964844,175,0.0,
1994-06-03 00:00:00+00:00,42.0,42.0,40.0,32.64354705810547,6500,0.0,
1994-06-06 00:00:00+00:00,42.0,42.0,40.0,33.45962142944336,3150,0.0,
1994-06-07 00:00:00+00:00,42.0,42.0,40.0,33.45962142944336,3725,0.0,
1994-06-08 00:00:00+00:00,42.0,42.0,40.0,32.64354705810547,2525,0.0,
1994-06-09 00:00:00+00:00,40.0,40.0,40.0,32.64354705810547,0,0.0,
1994-06-10 00:00:00+00:00,40.0,42.0,40.0,34.275718688964844,575,0.0,
1994-06-13 00:00:00+00:00,40.0,42.0,40.0,32.64354705810547,3075,0.0,
1994-06-14 00:00:00+00:00,41.5,42.0,40.0,32.64354705810547,17950,0.0,
1994-06-15 00:00:00+00:00,40.0,41.0,40.0,32.64354705810547,10750,0.0,
1994-06-16 00:00:00+00:00,41.0,42.0,40.0,32.64354705810547,4625,0.0,
1994-06-17 00:00:00+00:00,42.0,42.0,40.0,32.64354705810547,3725,0.0,
