date,VXRT_Open,VXRT_High,VXRT_Low,VXRT_Close,VXRT_Volume,VXRT_Dividends,VXRT_Stock Splits
1982-08-27 00:00:00+00:00,0.0,123.75,115.5,103.65055847167967,2,0.0,
1982-08-30 00:00:00+00:00,0.0,123.75,107.25,96.2469482421875,76,0.0,
1982-08-31 00:00:00+00:00,0.0,123.75,107.25,96.2469482421875,17,0.0,
1982-09-01 00:00:00+00:00,107.25,107.25,107.25,96.2469482421875,0,0.0,
1982-09-02 00:00:00+00:00,0.0,123.75,107.25,96.2469482421875,5,0.0,
1982-09-03 00:00:00+00:00,0.0,123.75,115.5,103.65055847167967,23,0.0,
1982-09-07 00:00:00+00:00,0.0,123.75,115.5,103.65055847167967,103,0.0,
1982-09-08 00:00:00+00:00,115.5,115.5,115.5,103.65055847167967,0,0.0,
1982-09-09 00:00:00+00:00,0.0,123.75,115.5,103.65055847167967,8,0.0,
1982-09-10 00:00:00+00:00,0.0,123.75,115.5,103.65055847167967,5,0.0,
1982-09-13 00:00:00+00:00,0.0,115.5,107.25,96.2469482421875,15,0.0,
1982-09-14 00:00:00+00:00,0.0,115.5,107.25,96.2469482421875,6,0.0,
1982-09-15 00:00:00+00:00,0.0,115.5,107.25,96.2469482421875,17,0.0,
1982-09-16 00:00:00+00:00,0.0,115.5,107.25,96.2469482421875,30,0.0,
1982-09-17 00:00:00+00:00,107.25,107.25,107.25,96.2469482421875,0,0.0,
1982-09-20 00:00:00+00:00,107.25,107.25,107.25,96.2469482421875,0,0.0,
1982-09-21 00:00:00+00:00,0.0,107.25,99.0,88.84333038330078,197,0.0,
1982-09-22 00:00:00+00:00,0.0,107.25,90.75,81.4397201538086,65,0.0,
1982-09-23 00:00:00+00:00,0.0,107.25,90.75,81.4397201538086,245,0.0,
1982-09-24 00:00:00+00:00,0.0,107.25,99.0,88.84333038330078,53,0.0,
1982-09-27 00:00:00+00:00,99.0,99.0,99.0,88.84333038330078,0,0.0,
1982-09-28 00:00:00+00:00,0.0,107.25,90.75,81.4397201538086,23,0.0,
1982-09-29 00:00:00+00:00,0.0,107.25,90.75,81.4397201538086,56,0.0,
1982-09-30 00:00:00+00:00,90.75,90.75,90.75,81.4397201538086,0,0.0,
1982-10-01 00:00:00+00:00,0.0,107.25,90.75,81.4397201538086,23,0.0,
1982-10-04 00:00:00+00:00,0.0,107.25,90.75,81.4397201538086,15,0.0,
1982-10-05 00:00:00+00:00,0.0,107.25,90.75,81.4397201538086,3,0.0,
1982-10-06 00:00:00+00:00,0.0,107.25,90.75,81.4397201538086,18,0.0,
1982-10-07 00:00:00+00:00,0.0,99.0,82.5,74.0361099243164,130,0.0,
1982-10-08 00:00:00+00:00,0.0,99.0,74.25,66.63249969482422,62,0.0,
1982-10-11 00:00:00+00:00,0.0,99.0,74.25,66.63249969482422,29,0.0,
1982-10-12 00:00:00+00:00,74.25,74.25,74.25,66.63249969482422,0,0.0,
1982-10-13 00:00:00+00:00,0.0,99.0,74.25,66.63249969482422,15,0.0,
1982-10-14 00:00:00+00:00,0.0,90.75,74.25,66.63249969482422,182,0.0,
1982-10-15 00:00:00+00:00,0.0,90.75,74.25,66.63249969482422,2,0.0,
1982-10-18 00:00:00+00:00,0.0,90.75,74.25,66.63249969482422,15,0.0,
1982-10-19 00:00:00+00:00,0.0,90.75,74.25,66.63249969482422,41,0.0,
1982-10-20 00:00:00+00:00,0.0,99.0,90.75,81.4397201538086,79,0.0,
1982-10-21 00:00:00+00:00,0.0,107.25,99.0,88.84333038330078,126,0.0,
1982-10-22 00:00:00+00:00,0.0,115.5,99.0,88.84333038330078,197,0.0,
1982-10-25 00:00:00+00:00,0.0,123.75,107.25,96.2469482421875,91,0.0,
1982-10-26 00:00:00+00:00,0.0,140.25,123.75,111.05416870117188,58,0.0,
1982-10-27 00:00:00+00:00,0.0,156.75,132.0,118.45777893066406,391,0.0,
1982-10-28 00:00:00+00:00,0.0,140.25,132.0,118.45777893066406,359,0.0,
1982-10-29 00:00:00+00:00,0.0,140.25,115.5,103.65055847167967,267,0.0,
1982-11-01 00:00:00+00:00,0.0,140.25,115.5,103.65055847167967,65,0.0,
1982-11-02 00:00:00+00:00,0.0,140.25,123.75,111.05416870117188,23,0.0,
1982-11-03 00:00:00+00:00,0.0,140.25,123.75,111.05416870117188,108,0.0,
1982-11-04 00:00:00+00:00,0.0,140.25,123.75,111.05416870117188,12,0.0,
1982-11-05 00:00:00+00:00,0.0,140.25,123.75,111.05416870117188,85,0.0,
1982-11-08 00:00:00+00:00,0.0,140.25,123.75,111.05416870117188,11,0.0,
1982-11-09 00:00:00+00:00,0.0,140.25,123.75,111.05416870117188,82,0.0,
1982-11-10 00:00:00+00:00,0.0,140.25,123.75,111.05416870117188,18,0.0,
1982-11-11 00:00:00+00:00,0.0,140.25,123.75,111.05416870117188,23,0.0,
1982-11-12 00:00:00+00:00,0.0,140.25,123.75,111.05416870117188,52,0.0,
1982-11-15 00:00:00+00:00,0.0,140.25,123.75,111.05416870117188,33,0.0,
1982-11-16 00:00:00+00:00,0.0,132.0,115.5,103.65055847167967,39,0.0,
1982-11-17 00:00:00+00:00,0.0,140.25,123.75,111.05416870117188,36,0.0,
1982-11-18 00:00:00+00:00,123.75,123.75,123.75,111.05416870117188,0,0.0,
1982-11-19 00:00:00+00:00,0.0,140.25,123.75,111.05416870117188,2,0.0,
1982-11-22 00:00:00+00:00,0.0,132.0,115.5,103.65055847167967,64,0.0,
1982-11-23 00:00:00+00:00,0.0,132.0,115.5,103.65055847167967,14,0.0,
1982-11-24 00:00:00+00:00,0.0,132.0,115.5,103.65055847167967,3,0.0,
1982-11-26 00:00:00+00:00,0.0,132.0,107.25,96.2469482421875,6,0.0,
1982-11-29 00:00:00+00:00,0.0,115.5,99.0,88.84333038330078,114,0.0,
1982-11-30 00:00:00+00:00,0.0,115.5,99.0,88.84333038330078,26,0.0,
1982-12-01 00:00:00+00:00,0.0,115.5,99.0,88.84333038330078,21,0.0,
1982-12-02 00:00:00+00:00,0.0,115.5,99.0,88.84333038330078,41,0.0,
1982-12-03 00:00:00+00:00,0.0,115.5,99.0,88.84333038330078,21,0.0,
1982-12-06 00:00:00+00:00,0.0,115.5,99.0,88.84333038330078,32,0.0,
1982-12-07 00:00:00+00:00,0.0,115.5,90.75,81.4397201538086,21,0.0,
1982-12-08 00:00:00+00:00,0.0,115.5,90.75,81.4397201538086,9,0.0,
1982-12-09 00:00:00+00:00,0.0,115.5,90.75,81.4397201538086,44,0.0,
1982-12-10 00:00:00+00:00,0.0,115.5,90.75,81.4397201538086,24,0.0,
1982-12-13 00:00:00+00:00,0.0,115.5,99.0,88.84333038330078,186,0.0,
1982-12-14 00:00:00+00:00,0.0,115.5,99.0,88.84333038330078,12,0.0,
1982-12-15 00:00:00+00:00,0.0,132.0,115.5,103.65055847167967,124,0.0,
1982-12-16 00:00:00+00:00,0.0,148.5,123.75,111.05416870117188,105,0.0,
1982-12-17 00:00:00+00:00,0.0,173.25,156.75,140.66860961914062,586,0.0,
1982-12-20 00:00:00+00:00,0.0,165.0,156.75,140.66860961914062,105,0.0,
1982-12-21 00:00:00+00:00,0.0,156.75,140.25,125.86138916015624,145,0.0,
1982-12-22 00:00:00+00:00,0.0,148.5,123.75,111.05416870117188,86,0.0,
1982-12-23 00:00:00+00:00,0.0,140.25,123.75,111.05416870117188,32,0.0,
1982-12-27 00:00:00+00:00,0.0,140.25,123.75,111.05416870117188,24,0.0,
1982-12-28 00:00:00+00:00,0.0,140.25,123.75,111.05416870117188,35,0.0,
1982-12-29 00:00:00+00:00,0.0,140.25,123.75,111.05416870117188,252,0.0,
1982-12-30 00:00:00+00:00,0.0,156.75,140.25,125.86138916015624,168,0.0,
1982-12-31 00:00:00+00:00,0.0,140.25,123.75,111.05416870117188,223,0.0,
1983-01-03 00:00:00+00:00,0.0,115.5,99.0,88.84333038330078,215,0.0,
1983-01-04 00:00:00+00:00,0.0,123.75,99.0,88.84333038330078,98,0.0,
1983-01-05 00:00:00+00:00,0.0,123.75,107.25,96.2469482421875,115,0.0,
1983-01-06 00:00:00+00:00,0.0,115.5,99.0,88.84333038330078,418,0.0,
1983-01-07 00:00:00+00:00,0.0,115.5,99.0,88.84333038330078,156,0.0,
1983-01-10 00:00:00+00:00,0.0,165.0,140.25,125.86138916015624,241,0.0,
1983-01-11 00:00:00+00:00,0.0,189.75,181.5,162.8794403076172,386,0.0,
1983-01-12 00:00:00+00:00,0.0,206.25,198.0,177.68666076660156,376,0.0,
1983-01-13 00:00:00+00:00,0.0,214.5,198.0,177.68666076660156,223,0.0,
1983-01-14 00:00:00+00:00,0.0,255.75,231.0,207.30111694335935,332,0.0,
1983-01-17 00:00:00+00:00,0.0,255.75,239.25,214.7047271728516,518,0.0,
1983-01-18 00:00:00+00:00,0.0,255.75,247.5,222.10833740234372,252,0.0,
1983-01-19 00:00:00+00:00,0.0,272.25,255.75,229.51194763183597,236,0.0,
1983-01-20 00:00:00+00:00,0.0,247.5,231.0,207.30111694335935,638,0.0,
1983-01-21 00:00:00+00:00,0.0,239.25,231.0,207.30111694335935,455,0.0,
1983-01-24 00:00:00+00:00,0.0,239.25,222.75,199.8975067138672,130,0.0,
1983-01-25 00:00:00+00:00,0.0,255.75,231.0,207.30111694335935,292,0.0,
1983-01-26 00:00:00+00:00,0.0,255.75,239.25,214.7047271728516,659,0.0,
1983-01-27 00:00:00+00:00,0.0,255.75,239.25,214.7047271728516,205,0.0,
1983-01-28 00:00:00+00:00,0.0,255.75,239.25,214.7047271728516,176,0.0,
1983-01-31 00:00:00+00:00,0.0,280.5,255.75,229.51194763183597,508,0.0,
1983-02-01 00:00:00+00:00,0.0,297.0,272.25,244.3191680908203,282,0.0,
1983-02-02 00:00:00+00:00,0.0,305.25,288.75,259.1264038085937,568,0.0,
1983-02-03 00:00:00+00:00,0.0,313.5,297.0,266.5299987792969,503,0.0,
1983-02-04 00:00:00+00:00,0.0,305.25,280.5,251.7227783203125,89,0.0,
1983-02-07 00:00:00+00:00,0.0,305.25,288.75,259.1264038085937,244,0.0,
1983-02-08 00:00:00+00:00,0.0,313.5,288.75,259.1264038085937,98,0.0,
1983-02-09 00:00:00+00:00,0.0,305.25,280.5,251.7227783203125,270,0.0,
1983-02-10 00:00:00+00:00,0.0,297.0,280.5,251.7227783203125,170,0.0,
1983-02-11 00:00:00+00:00,0.0,321.75,305.25,273.9336242675781,611,0.0,
1983-02-14 00:00:00+00:00,0.0,379.5,363.0,325.7588806152344,844,0.0,
1983-02-15 00:00:00+00:00,0.0,371.25,346.5,310.95166015625,1221,0.0,
1983-02-16 00:00:00+00:00,0.0,346.5,330.0,296.1444396972656,242,0.0,
1983-02-17 00:00:00+00:00,0.0,379.5,363.0,325.7588806152344,750,0.0,
1983-02-18 00:00:00+00:00,0.0,379.5,363.0,325.7588806152344,361,0.0,
1983-02-22 00:00:00+00:00,0.0,354.75,338.25,303.5480651855469,520,0.0,
1983-02-23 00:00:00+00:00,0.0,371.25,354.75,318.35528564453125,262,0.0,
1983-02-24 00:00:00+00:00,0.0,371.25,363.0,325.7588806152344,424,0.0,
1983-02-25 00:00:00+00:00,0.0,354.75,330.0,296.1444396972656,358,0.0,
1983-02-28 00:00:00+00:00,0.0,338.25,321.75,288.7408447265625,248,0.0,
1983-03-01 00:00:00+00:00,0.0,354.75,338.25,303.5480651855469,474,0.0,
1983-03-02 00:00:00+00:00,0.0,354.75,330.0,296.1444396972656,230,0.0,
1983-03-03 00:00:00+00:00,0.0,346.5,330.0,296.1444396972656,282,0.0,
1983-03-04 00:00:00+00:00,0.0,330.0,313.5,281.33721923828125,461,0.0,
1983-03-07 00:00:00+00:00,0.0,321.75,305.25,273.9336242675781,326,0.0,
1983-03-08 00:00:00+00:00,0.0,305.25,280.5,251.7227783203125,391,0.0,
1983-03-09 00:00:00+00:00,0.0,297.0,280.5,251.7227783203125,502,0.0,
1983-03-10 00:00:00+00:00,0.0,330.0,313.5,281.33721923828125,214,0.0,
