date,SPXC_Open,SPXC_High,SPXC_Low,SPXC_Close,SPXC_Volume,SPXC_Dividends,SPXC_Stock Splits
1980-03-17 00:00:00+00:00,0.0,1.3535629510879517,1.3378239870071411,0.5228568315505981,9530,0.0,
1980-03-18 00:00:00+00:00,0.0,1.3220850229263306,1.1804330348968506,0.4828736484050751,184254,0.0,
1980-03-19 00:00:00+00:00,0.0,1.2276500463485718,1.0702589750289917,0.4213611185550689,1420030,0.0,
1980-03-20 00:00:00+00:00,0.0,1.1017379760742188,1.0702589750289917,0.4244367182254791,633772,0.0,
1980-03-21 00:00:00+00:00,0.0,1.1174770593643188,1.0938680171966553,0.4367392361164093,376451,0.0,
1980-03-24 00:00:00+00:00,0.0,1.0938680171966553,1.0230419635772705,0.4090586006641388,73066,0.0,
1980-03-25 00:00:00+00:00,0.0,1.0309120416641235,0.975825011730194,0.390604704618454,173136,0.0,
1980-03-26 00:00:00+00:00,0.0,1.0151729583740234,0.9915639758110046,0.3936803340911865,120718,0.0,
1980-03-27 00:00:00+00:00,0.0,1.00730299949646,0.9679549932479858,0.3844533562660217,541644,0.0,
1980-03-28 00:00:00+00:00,0.0,1.00730299949646,0.9994329810142516,0.3936803340911865,34945,0.0,
1980-03-31 00:00:00+00:00,0.0,1.00730299949646,0.9994329810142516,0.390604704618454,55594,0.0,
1980-04-01 00:00:00+00:00,0.0,1.00730299949646,0.9994329810142516,0.3936803340911865,203315,0.0,
1980-04-02 00:00:00+00:00,0.0,1.00730299949646,0.9994329810142516,0.3936803340911865,174724,0.0,
1980-04-03 00:00:00+00:00,0.0,0.9836940169334412,0.9600859880447388,0.3752266764640808,54006,0.0,
1980-04-07 00:00:00+00:00,0.0,0.9443470239639282,0.9286069869995116,0.3629240393638611,33356,0.0,
1980-04-08 00:00:00+00:00,0.0,0.93647700548172,0.9207379817962646,0.3659998774528503,432045,0.0,
1980-04-09 00:00:00+00:00,0.0,0.9600859880447388,0.93647700548172,0.3690755367279053,459048,0.0,
1980-04-10 00:00:00+00:00,0.0,0.9600859880447388,0.9443470239639282,0.3752266764640808,163605,0.0,
1980-04-11 00:00:00+00:00,0.0,0.9600859880447388,0.9522160291671752,0.3752266764640808,27003,0.0,
1980-04-14 00:00:00+00:00,0.0,0.9600859880447388,0.9443470239639282,0.3690755367279053,58771,0.0,
1980-04-15 00:00:00+00:00,0.0,0.9443470239639282,0.9207379817962646,0.3598485589027405,177901,0.0,
1980-04-16 00:00:00+00:00,0.0,0.9443470239639282,0.93647700548172,0.3690755367279053,38122,0.0,
1980-04-17 00:00:00+00:00,0.0,0.93647700548172,0.9128680229187012,0.3629240393638611,25414,0.0,
1980-04-18 00:00:00+00:00,0.0,0.93647700548172,0.9207379817962646,0.3629240393638611,39710,0.0,
1980-04-21 00:00:00+00:00,0.0,0.9207379817962646,0.8813899755477905,0.344470351934433,95304,0.0,
1980-04-22 00:00:00+00:00,0.0,0.9286069869995116,0.8971289992332458,0.3629240393638611,354213,0.0,
1980-04-23 00:00:00+00:00,0.0,0.9286069869995116,0.9128680229187012,0.3629240393638611,68301,0.0,
1980-04-24 00:00:00+00:00,0.0,0.9286069869995116,0.9286069869995116,0.3629240393638611,44475,0.0,
1980-04-25 00:00:00+00:00,0.0,0.9286069869995116,0.9286069869995116,0.3629240393638611,12707,0.0,
1980-04-28 00:00:00+00:00,0.0,0.9286069869995116,0.9207379817962646,0.3598485589027405,60359,0.0,
1980-04-29 00:00:00+00:00,0.0,0.9443470239639282,0.9128680229187012,0.3690755367279053,282735,0.0,
1980-04-30 00:00:00+00:00,0.0,0.9522160291671752,0.9207379817962646,0.3721509575843811,497169,0.0,
1980-05-01 00:00:00+00:00,0.0,0.975825011730194,0.9600859880447388,0.3783021867275238,800554,0.0,
