date,EQT_Open,EQT_High,EQT_Low,EQT_Close,EQT_Volume,EQT_Dividends,EQT_Stock Splits
1980-03-17 00:00:00+00:00,0.0,0.6552550196647644,0.6485350131988525,0.2840368151664734,29759,0.0,
1980-03-18 00:00:00+00:00,0.0,0.6485350131988525,0.6418139934539795,0.2840368151664734,148797,0.0,
1980-03-19 00:00:00+00:00,0.0,0.6518949866294861,0.6485350131988525,0.2840368151664734,96718,0.0,
1980-03-20 00:00:00+00:00,0.0,0.6485350131988525,0.6485350131988525,0.2840368151664734,63239,0.0,
1980-03-21 00:00:00+00:00,0.0,0.6485350131988525,0.6485350131988525,0.2840368151664734,226915,0.0,
1980-03-24 00:00:00+00:00,0.0,0.6485350131988525,0.6216520071029663,0.272262841463089,252955,0.0,
1980-03-25 00:00:00+00:00,0.0,0.6149320006370544,0.5645279884338379,0.2472444772720337,245515,0.0,
1980-03-26 00:00:00+00:00,0.0,0.5779690146446228,0.5678880214691162,0.2487159520387649,182276,0.0,
1980-03-27 00:00:00+00:00,0.0,0.5645279884338379,0.5342850089073181,0.2339989989995956,85558,0.0,
1980-03-28 00:00:00+00:00,0.0,0.5510860085487366,0.5376449823379517,0.2398857176303863,212036,0.0,
1980-03-31 00:00:00+00:00,0.0,0.5611670017242432,0.5443660020828247,0.2398857176303863,297594,0.0,
1980-04-01 00:00:00+00:00,0.0,0.5544469952583313,0.5443660020828247,0.2428293377161026,223196,0.0,
1980-04-02 00:00:00+00:00,0.0,0.5443660020828247,0.5376449823379517,0.2384141087532043,438951,0.0,
1980-04-03 00:00:00+00:00,0.0,0.5477259755134583,0.5410060286521912,0.2398857176303863,74399,0.0,
1980-04-07 00:00:00+00:00,0.0,0.5477259755134583,0.5309249758720398,0.2325274497270584,126477,0.0,
1980-04-08 00:00:00+00:00,0.0,0.5510860085487366,0.5309249758720398,0.2413573563098907,241795,0.0,
1980-04-09 00:00:00+00:00,0.0,0.5914099812507629,0.5510860085487366,0.2590179145336151,305034,0.0,
1980-04-10 00:00:00+00:00,0.0,0.625012993812561,0.5914099812507629,0.2707913219928741,212036,0.0,
