date,ZD_Open,ZD_High,ZD_Low,ZD_Close,ZD_Volume,ZD_Dividends,ZD_Stock Splits
1999-07-23 00:00:00+00:00,8.967391014099121,8.967391014099121,8.15217399597168,6.873934745788574,16005355,0.0,
1999-07-26 00:00:00+00:00,8.288043022155762,8.315217018127441,7.065217018127441,5.96946907043457,2656960,0.0,
1999-07-27 00:00:00+00:00,7.282608985900879,7.608695983886719,6.84782600402832,5.8111891746521,1083415,0.0,
1999-07-28 00:00:00+00:00,6.766304016113281,6.793478012084961,6.005434989929199,5.178062438964844,2574505,0.0,
1999-07-29 00:00:00+00:00,5.95108699798584,6.956521987915039,5.59782600402832,5.652907848358154,823630,0.0,
1999-07-30 00:00:00+00:00,6.84782600402832,7.5,6.766304016113281,6.240809440612793,980260,0.0,
1999-08-02 00:00:00+00:00,7.336956977844238,7.445652008056641,6.711956977844238,5.87902307510376,472535,0.0,
1999-08-03 00:00:00+00:00,6.84782600402832,6.983695983886719,6.032608985900879,5.065003871917725,629740,0.0,
1999-08-04 00:00:00+00:00,6.086956977844238,6.086956977844238,5.2717390060424805,4.431879043579102,671370,0.0,
1999-08-05 00:00:00+00:00,5.434782981872559,5.869565010070801,4.67391300201416,4.771052360534668,540960,0.0,
1999-08-06 00:00:00+00:00,5.65217399597168,5.97826099395752,5.217391014099121,4.567548751831055,314640,0.0,
1999-08-09 00:00:00+00:00,5.217391014099121,5.434782981872559,4.945652008056641,4.205763816833496,312800,0.0,
1999-08-10 00:00:00+00:00,5.054347991943359,5.32608699798584,4.809782981872559,4.341432571411133,186990,0.0,
1999-08-11 00:00:00+00:00,5.32608699798584,5.543478012084961,5.108695983886719,4.29620885848999,246330,0.0,
1999-08-12 00:00:00+00:00,5.190217018127441,5.217391014099121,4.67391300201416,4.047482013702393,587535,0.0,
1999-08-13 00:00:00+00:00,5.054347991943359,6.032608985900879,4.891304016113281,4.974557876586914,695290,0.0,
1999-08-16 00:00:00+00:00,6.032608985900879,6.84782600402832,5.65217399597168,5.449401378631592,707710,0.0,
1999-08-17 00:00:00+00:00,6.84782600402832,6.956521987915039,5.760869979858398,5.291120529174805,467935,0.0,
1999-08-18 00:00:00+00:00,6.8342390060424805,6.956521987915039,6.195652008056641,5.291120529174805,920000,0.0,
