date,BHB_Open,BHB_High,BHB_Low,BHB_Close,BHB_Volume,BHB_Dividends,BHB_Stock Splits
1997-09-23 00:00:00+00:00,10.333333015441896,10.666666984558104,10.333333015441896,4.13503360748291,20250,0.0,
1997-09-24 00:00:00+00:00,10.555556297302246,10.555556297302246,10.5,4.113386631011963,7200,0.0,
1997-09-25 00:00:00+00:00,10.61111068725586,10.61111068725586,10.555556297302246,4.13503360748291,2700,0.0,
1997-09-26 00:00:00+00:00,10.61111068725586,10.666666984558104,10.61111068725586,4.156688213348389,3600,0.0,
1997-09-29 00:00:00+00:00,10.722222328186035,10.88888931274414,10.722222328186035,4.243281841278076,3600,0.0,
1997-09-30 00:00:00+00:00,10.88888931274414,11.027777671813965,10.88888931274414,4.286579132080078,6300,0.0,
1997-10-01 00:00:00+00:00,11.11111068725586,11.61111068725586,11.11111068725586,4.481424331665039,28350,0.0,
1997-10-02 00:00:00+00:00,11.5,11.5,11.5,4.481424331665039,1800,0.0,
1997-10-03 00:00:00+00:00,11.555556297302246,11.61111068725586,11.38888931274414,4.481424331665039,11700,0.0,
1997-10-06 00:00:00+00:00,11.38888931274414,11.61111068725586,11.38888931274414,4.524725437164307,8550,0.0,
1997-10-07 00:00:00+00:00,11.555556297302246,11.555556297302246,11.444443702697754,4.459775447845459,5400,0.0,
1997-10-08 00:00:00+00:00,11.5,11.666666984558104,11.5,4.524725437164307,5400,0.0,
1997-10-09 00:00:00+00:00,11.555556297302246,11.555556297302246,11.444443702697754,4.5030717849731445,7200,0.0,
1997-10-10 00:00:00+00:00,11.61111068725586,11.833333015441896,11.61111068725586,4.611320495605469,6300,0.0,
1997-10-13 00:00:00+00:00,11.777777671813965,11.833333015441896,11.722222328186035,4.568020820617676,5400,0.0,
1997-10-14 00:00:00+00:00,11.722222328186035,11.722222328186035,11.666666984558104,4.546374797821045,1800,0.0,
1997-10-15 00:00:00+00:00,11.61111068725586,11.805556297302246,11.61111068725586,4.578845977783203,3600,0.0,
1997-10-16 00:00:00+00:00,11.805556297302246,11.805556297302246,11.805556297302246,4.600498199462891,450,0.0,
1997-10-17 00:00:00+00:00,11.833333015441896,11.833333015441896,11.75,4.578845977783203,4950,0.0,
1997-10-20 00:00:00+00:00,11.88888931274414,11.88888931274414,11.88888931274414,4.632970333099365,450,0.0,
1997-10-21 00:00:00+00:00,11.944443702697754,11.944443702697754,11.944443702697754,4.65462064743042,450,0.0,
1997-10-22 00:00:00+00:00,12.027777671813965,12.11111068725586,12.027777671813965,4.719569206237793,1350,0.0,
1997-10-23 00:00:00+00:00,12.0,12.0,12.0,4.676271915435791,900,0.0,
1997-10-24 00:00:00+00:00,12.0,12.0,12.0,4.676271915435791,0,0.0,
1997-10-27 00:00:00+00:00,12.083333015441896,12.13888931274414,11.88888931274414,4.632970333099365,4950,0.0,
1997-10-28 00:00:00+00:00,11.777777671813965,11.777777671813965,11.666666984558104,4.589673042297363,3150,0.0,
1997-10-29 00:00:00+00:00,12.0,12.0,11.722222328186035,4.611320495605469,4950,0.0,
1997-10-30 00:00:00+00:00,11.944443702697754,11.944443702697754,11.833333015441896,4.611320495605469,3150,0.0,
1997-10-31 00:00:00+00:00,11.944443702697754,11.944443702697754,11.777777671813965,4.589673042297363,3600,0.0,
1997-11-03 00:00:00+00:00,11.88888931274414,12.0,11.88888931274414,4.632970333099365,16650,0.0,
1997-11-04 00:00:00+00:00,11.777777671813965,11.777777671813965,11.555556297302246,4.5030717849731445,4500,0.0,
1997-11-05 00:00:00+00:00,11.472222328186035,11.527777671813965,11.305556297302246,4.405652523040772,9450,0.0,
1997-11-06 00:00:00+00:00,11.25,11.333333015441896,11.166666984558104,4.416476726531982,5850,0.0,
1997-11-07 00:00:00+00:00,11.333333015441896,11.333333015441896,11.333333015441896,4.416476726531982,900,0.0,
1997-11-10 00:00:00+00:00,11.444443702697754,11.555556297302246,11.444443702697754,4.5030717849731445,1800,0.0,
1997-11-11 00:00:00+00:00,11.555556297302246,11.555556297302246,11.555556297302246,4.5030717849731445,450,0.0,
1997-11-12 00:00:00+00:00,11.555556297302246,11.555556297302246,11.555556297302246,4.5030717849731445,0,0.0,
1997-11-13 00:00:00+00:00,11.666666984558104,11.777777671813965,11.666666984558104,4.546374797821045,10800,0.0,
1997-11-14 00:00:00+00:00,11.666666984558104,11.666666984558104,11.666666984558104,4.546374797821045,0,0.0,
1997-11-17 00:00:00+00:00,11.555556297302246,11.61111068725586,11.38888931274414,4.438127040863037,8100,0.0,
1997-11-18 00:00:00+00:00,11.277777671813965,11.277777671813965,11.0,4.3298773765563965,20700,0.0,
1997-11-19 00:00:00+00:00,11.222222328186035,11.222222328186035,11.11111068725586,4.3298773765563965,3150,0.0,
1997-11-20 00:00:00+00:00,11.222222328186035,11.305556297302246,11.222222328186035,4.405652523040772,3150,0.0,
1997-11-21 00:00:00+00:00,11.305556297302246,11.333333015441896,11.277777671813965,4.416476726531982,4050,0.0,
1997-11-24 00:00:00+00:00,11.444443702697754,11.444443702697754,11.444443702697754,4.459775447845459,1350,0.0,
1997-11-25 00:00:00+00:00,11.555556297302246,11.555556297302246,11.444443702697754,4.459775447845459,900,0.0,
1997-11-26 00:00:00+00:00,11.36111068725586,11.36111068725586,11.36111068725586,4.454984664916992,0,0.071111,
1997-11-28 00:00:00+00:00,11.36111068725586,11.36111068725586,11.36111068725586,4.454984664916992,0,0.0,
1997-12-01 00:00:00+00:00,11.444443702697754,11.444443702697754,11.333333015441896,4.48766040802002,6300,0.0,
1997-12-02 00:00:00+00:00,11.555556297302246,12.333333015441896,11.555556297302246,4.792647838592529,18000,0.0,
1997-12-03 00:00:00+00:00,12.333333015441896,13.083333015441896,12.333333015441896,5.130311012268066,15750,0.0,
1997-12-04 00:00:00+00:00,13.083333015441896,13.277777671813965,13.0,5.141203880310059,13050,0.0,
1997-12-05 00:00:00+00:00,13.277777671813965,13.777777671813965,13.277777671813965,5.315481185913086,12150,0.0,
1997-12-08 00:00:00+00:00,13.333333015441896,13.555556297302246,13.333333015441896,5.228343963623047,4050,0.0,
1997-12-09 00:00:00+00:00,13.11111068725586,13.333333015441896,13.11111068725586,5.228343963623047,2250,0.0,
1997-12-10 00:00:00+00:00,13.11111068725586,13.222222328186035,13.11111068725586,5.141203880310059,3600,0.0,
1997-12-11 00:00:00+00:00,13.0,13.0,12.666666984558104,4.966926574707031,4950,0.0,
1997-12-12 00:00:00+00:00,12.833333015441896,12.944443702697754,12.833333015441896,5.075850963592529,900,0.0,
1997-12-15 00:00:00+00:00,12.944443702697754,12.944443702697754,12.944443702697754,5.075850963592529,0,0.0,
1997-12-16 00:00:00+00:00,12.88888931274414,12.88888931274414,12.805556297302246,5.021388530731201,1350,0.0,
1997-12-17 00:00:00+00:00,12.666666984558104,12.666666984558104,12.666666984558104,4.966926574707031,2250,0.0,
1997-12-18 00:00:00+00:00,12.61111068725586,12.61111068725586,12.61111068725586,4.945138454437256,900,0.0,
1997-12-19 00:00:00+00:00,12.5,12.666666984558104,12.5,4.966926574707031,1350,0.0,
1997-12-22 00:00:00+00:00,12.833333015441896,12.944443702697754,12.833333015441896,5.054065227508545,3150,0.0,
1997-12-23 00:00:00+00:00,12.88888931274414,12.88888931274414,12.88888931274414,5.054065227508545,0,0.0,
1997-12-24 00:00:00+00:00,12.88888931274414,12.88888931274414,12.88888931274414,5.054065227508545,0,0.0,
1997-12-26 00:00:00+00:00,12.777777671813965,12.777777671813965,12.777777671813965,5.010494709014893,450,0.0,
1997-12-29 00:00:00+00:00,12.777777671813965,12.777777671813965,12.777777671813965,5.010494709014893,0,0.0,
1997-12-30 00:00:00+00:00,12.555556297302246,12.555556297302246,12.555556297302246,4.923357963562012,450,0.0,
1997-12-31 00:00:00+00:00,12.333333015441896,12.333333015441896,12.222222328186035,4.792647838592529,1800,0.0,
1998-01-02 00:00:00+00:00,12.0,12.0,12.0,4.705509185791016,3600,0.0,
1998-01-05 00:00:00+00:00,11.88888931274414,12.11111068725586,11.88888931274414,4.705509185791016,1800,0.0,
1998-01-06 00:00:00+00:00,12.0,12.0,12.0,4.705509185791016,1350,0.0,
1998-01-07 00:00:00+00:00,11.972222328186035,11.972222328186035,11.555556297302246,4.618370056152344,8550,0.0,
1998-01-08 00:00:00+00:00,12.0,12.11111068725586,12.0,4.749077796936035,2700,0.0,
1998-01-09 00:00:00+00:00,12.11111068725586,12.11111068725586,12.11111068725586,4.749077796936035,0,0.0,
1998-01-12 00:00:00+00:00,11.944443702697754,11.944443702697754,11.555556297302246,4.618370056152344,7200,0.0,
1998-01-13 00:00:00+00:00,12.0,12.0,11.444443702697754,4.57480001449585,6750,0.0,
1998-01-14 00:00:00+00:00,11.88888931274414,11.88888931274414,11.88888931274414,4.661938190460205,900,0.0,
1998-01-15 00:00:00+00:00,11.88888931274414,11.88888931274414,11.88888931274414,4.661938190460205,0,0.0,
1998-01-16 00:00:00+00:00,12.11111068725586,12.11111068725586,11.88888931274414,4.661938190460205,3150,0.0,
1998-01-20 00:00:00+00:00,11.666666984558104,11.916666984558104,11.555556297302246,4.672831535339356,6750,0.0,
1998-01-21 00:00:00+00:00,12.0,12.0,12.0,4.705509185791016,450,0.0,
1998-01-22 00:00:00+00:00,12.0,12.0,12.0,4.705509185791016,0,0.0,
1998-01-23 00:00:00+00:00,11.833333015441896,11.833333015441896,11.833333015441896,4.640152931213379,900,0.0,
1998-01-26 00:00:00+00:00,11.833333015441896,11.833333015441896,11.833333015441896,4.640152931213379,0,0.0,
1998-01-27 00:00:00+00:00,11.777777671813965,11.777777671813965,11.777777671813965,4.618370056152344,450,0.0,
1998-01-28 00:00:00+00:00,11.944443702697754,11.944443702697754,11.88888931274414,4.661938190460205,1350,0.0,
1998-01-29 00:00:00+00:00,11.777777671813965,11.777777671813965,11.5,4.531227111816406,3600,0.0,
1998-01-30 00:00:00+00:00,11.666666984558104,11.777777671813965,11.666666984558104,4.618370056152344,1350,0.0,
1998-02-02 00:00:00+00:00,11.777777671813965,11.777777671813965,11.777777671813965,4.618370056152344,0,0.0,
1998-02-03 00:00:00+00:00,11.61111068725586,11.61111068725586,11.333333015441896,4.48766040802002,10350,0.0,
1998-02-04 00:00:00+00:00,11.444443702697754,11.444443702697754,11.444443702697754,4.48766040802002,0,0.0,
1998-02-05 00:00:00+00:00,11.555556297302246,11.555556297302246,11.222222328186035,4.498552322387695,11250,0.0,
1998-02-06 00:00:00+00:00,11.277777671813965,11.666666984558104,10.88888931274414,4.400519847869873,24300,0.0,
1998-02-09 00:00:00+00:00,11.333333015441896,11.333333015441896,11.166666984558104,4.378738880157471,2700,0.0,
1998-02-10 00:00:00+00:00,11.11111068725586,11.277777671813965,11.11111068725586,4.422306537628174,2250,0.0,
1998-02-11 00:00:00+00:00,11.333333015441896,11.333333015441896,11.333333015441896,4.444088935852051,450,0.0,
1998-02-12 00:00:00+00:00,11.333333015441896,11.333333015441896,11.333333015441896,4.444088935852051,900,0.0,
1998-02-13 00:00:00+00:00,11.5,11.5,11.333333015441896,4.454984664916992,1800,0.0,
1998-02-17 00:00:00+00:00,11.055556297302246,11.277777671813965,11.055556297302246,4.422306537628174,4500,0.0,
1998-02-18 00:00:00+00:00,11.0,11.222222328186035,11.0,4.400519847869873,4500,0.0,
1998-02-19 00:00:00+00:00,10.916666984558104,11.444443702697754,10.916666984558104,4.4724297523498535,7200,0.071111,
1998-02-20 00:00:00+00:00,11.055556297302246,11.222222328186035,11.055556297302246,4.428583145141602,4500,0.0,
1998-02-23 00:00:00+00:00,11.277777671813965,11.555556297302246,11.277777671813965,4.56012487411499,6750,0.0,
1998-02-24 00:00:00+00:00,11.333333015441896,11.666666984558104,11.333333015441896,4.5820488929748535,4500,0.0,
1998-02-25 00:00:00+00:00,11.63888931274414,11.63888931274414,11.63888931274414,4.593013763427734,1350,0.0,
1998-02-26 00:00:00+00:00,11.777777671813965,11.833333015441896,11.777777671813965,4.669743537902832,900,0.0,
1998-02-27 00:00:00+00:00,11.88888931274414,12.222222328186035,11.777777671813965,4.823209285736084,9450,0.0,
1998-03-02 00:00:00+00:00,12.11111068725586,12.11111068725586,12.11111068725586,4.779361248016357,900,0.0,
