date,MA_Open,MA_High,MA_Low,MA_Close,MA_Volume,MA_Dividends,MA_Stock Splits
2006-05-25 00:00:00+00:00,4.03000020980835,4.605000019073486,4.019999980926514,4.209763526916504,395343000,0.0,
2006-05-26 00:00:00+00:00,4.630000114440918,4.673999786376953,4.410999774932861,4.111839771270752,103044000,0.0,
2006-05-30 00:00:00+00:00,4.497000217437744,4.498000144958496,4.284999847412109,4.026728630065918,49898000,0.0,
2006-05-31 00:00:00+00:00,4.434999942779541,4.535999774932861,4.434999942779541,4.112755298614502,30002000,0.0,
2006-06-01 00:00:00+00:00,4.493000030517578,4.809999942779541,4.489999771118164,4.347951412200928,62344000,0.0,
2006-06-02 00:00:00+00:00,4.849999904632568,4.869999885559082,4.678999900817871,4.300364017486572,37253000,0.0,
2006-06-05 00:00:00+00:00,4.704999923706055,4.925000190734863,4.699999809265137,4.498040199279785,37188000,0.0,
2006-06-06 00:00:00+00:00,4.998000144958496,5.063000202178955,4.78000020980835,4.420248985290527,49045000,0.0,
2006-06-07 00:00:00+00:00,4.833000183105469,4.840000152587891,4.675000190734863,4.356190204620361,25013000,0.0,
2006-06-08 00:00:00+00:00,4.760000228881836,4.771999835968018,4.550000190734863,4.367171764373779,34439000,0.0,
2006-06-09 00:00:00+00:00,4.880000114440918,4.880000114440918,4.76800012588501,4.372661590576172,13372000,0.0,
2006-06-12 00:00:00+00:00,4.800000190734863,4.824999809265137,4.630000114440918,4.296703338623047,14546000,0.0,
2006-06-13 00:00:00+00:00,4.619999885559082,4.735000133514404,4.53000020980835,4.164003372192383,16716000,0.0,
2006-06-14 00:00:00+00:00,4.489999771118164,4.545000076293945,4.443999767303467,4.129228115081787,15971000,0.0,
2006-06-15 00:00:00+00:00,4.539999961853027,4.611999988555908,4.513000011444092,4.20518684387207,16500000,0.0,
2006-06-16 00:00:00+00:00,4.550000190734863,4.599999904632568,4.5,4.120075225830078,12280000,0.0,
2006-06-19 00:00:00+00:00,4.545000076293945,4.545000076293945,4.409999847412109,4.0578436851501465,11509000,0.0,
2006-06-20 00:00:00+00:00,4.473999977111816,4.5,4.3470001220703125,4.028557300567627,23792000,0.0,
2006-06-21 00:00:00+00:00,4.401999950408936,4.5879998207092285,4.400000095367432,4.145699501037598,18063000,0.0,
2006-06-22 00:00:00+00:00,4.639999866485596,4.695000171661377,4.5879998207092285,4.264673233032227,13038000,0.0,
2006-06-23 00:00:00+00:00,4.698999881744385,4.793000221252441,4.686999797821045,4.296703338623047,11612000,0.0,
2006-06-26 00:00:00+00:00,4.695000171661377,4.75,4.64300012588501,4.347036361694336,8565000,0.0,
2006-06-27 00:00:00+00:00,4.75,4.802999973297119,4.724999904632568,4.329649448394775,9826000,0.0,
2006-06-28 00:00:00+00:00,4.684999942779541,4.739999771118164,4.650000095367432,4.297616958618164,8756000,0.0,
2006-06-29 00:00:00+00:00,4.695000171661377,4.809000015258789,4.695000171661377,4.392795085906982,14470000,0.0,
2006-06-30 00:00:00+00:00,4.764999866485596,4.800000190734863,4.659999847412109,4.392795085906982,25964000,0.0,
2006-07-03 00:00:00+00:00,4.789999961853027,4.800000190734863,4.681000232696533,4.328732490539551,7029000,0.0,
2006-07-05 00:00:00+00:00,4.739999771118164,4.783999919891357,4.671000003814697,4.356190204620361,13266000,0.0,
2006-07-06 00:00:00+00:00,4.724999904632568,4.735000133514404,4.678999900817871,4.282974720001221,8097000,0.0,
2006-07-07 00:00:00+00:00,4.675000190734863,4.684999942779541,4.574999809265137,4.220741271972656,8380000,0.0,
2006-07-10 00:00:00+00:00,4.619999885559082,4.6570000648498535,4.611999988555908,4.254605293273926,4978000,0.0,
2006-07-11 00:00:00+00:00,4.64900016784668,4.64900016784668,4.53000020980835,4.241792678833008,8079000,0.0,
2006-07-12 00:00:00+00:00,4.639999866485596,4.639999866485596,4.553999900817871,4.168580055236816,7672000,0.0,
2006-07-13 00:00:00+00:00,4.51800012588501,4.51800012588501,4.429999828338623,4.092620849609375,16625000,0.0,
2006-07-14 00:00:00+00:00,4.461999893188477,4.4679999351501465,4.389999866485596,4.022154331207275,9663000,0.0,
2006-07-17 00:00:00+00:00,4.390999794006348,4.416999816894531,4.375,4.025815963745117,6458000,0.0,
2006-07-18 00:00:00+00:00,4.39900016784668,4.409999847412109,4.367000102996826,4.017579555511475,12483000,0.0,
2006-07-19 00:00:00+00:00,4.390999794006348,4.545000076293945,4.380000114440918,4.143868446350098,15840000,0.0,
2006-07-20 00:00:00+00:00,4.539999961853027,4.578000068664551,4.510000228881836,4.168580055236816,8829000,0.0,
2006-07-21 00:00:00+00:00,4.554999828338623,4.554999828338623,4.477000236511231,4.143868446350098,8510000,0.0,
2006-07-24 00:00:00+00:00,4.545000076293945,4.552999973297119,4.499000072479248,4.118245124816895,5017000,0.0,
2006-07-25 00:00:00+00:00,4.519999980926514,4.639999866485596,4.515999794006348,4.217082500457764,6900000,0.0,
2006-07-26 00:00:00+00:00,4.613999843597412,4.784999847412109,4.579999923706055,4.271993160247803,10338000,0.0,
2006-07-27 00:00:00+00:00,4.690000057220459,4.7170000076293945,4.651999950408936,4.257349967956543,6009000,0.0,
2006-07-28 00:00:00+00:00,4.651000022888184,4.679999828338623,4.625999927520752,4.237216949462891,4339000,0.0,
2006-07-31 00:00:00+00:00,4.630000114440918,4.640999794006348,4.585999965667725,4.19786548614502,4616000,0.0,
