date,ALE_Open,ALE_High,ALE_Low,ALE_Close,ALE_Volume,ALE_Dividends,ALE_Stock Splits
1973-05-03 00:00:00+00:00,15.65625,15.65625,15.65625,2.086812257766724,133,0.0,
1973-05-04 00:00:00+00:00,15.65625,15.9375,15.65625,2.086812257766724,667,0.0,
1973-05-07 00:00:00+00:00,15.28125,15.28125,15.28125,2.036829233169556,2267,0.0,
1973-05-08 00:00:00+00:00,15.28125,15.65625,15.28125,2.0743181705474854,533,0.0,
1973-05-09 00:00:00+00:00,15.5625,15.65625,15.46875,2.06182074546814,1467,0.0,
1973-05-10 00:00:00+00:00,15.46875,15.65625,15.46875,2.06182074546814,933,0.0,
1973-05-11 00:00:00+00:00,15.46875,15.65625,15.46875,2.06182074546814,933,0.0,
1973-05-14 00:00:00+00:00,15.46875,15.5625,15.46875,2.06182074546814,2267,0.0,
1973-05-15 00:00:00+00:00,15.46875,15.65625,15.46875,2.0743181705474854,14533,0.0,
1973-05-16 00:00:00+00:00,15.46875,15.46875,15.1875,2.0243349075317383,17867,0.0,
1973-05-17 00:00:00+00:00,15.1875,15.28125,15.1875,2.0243349075317383,267,0.0,
1973-05-18 00:00:00+00:00,15.1875,15.1875,15.1875,2.0243349075317383,1067,0.0,
1973-05-21 00:00:00+00:00,15.1875,15.1875,14.90625,1.986846685409546,1467,0.0,
1973-05-22 00:00:00+00:00,14.90625,15.1875,14.90625,1.986846685409546,3467,0.0,
1973-05-23 00:00:00+00:00,14.8125,14.8125,14.4375,1.9493587017059328,8000,0.0,
1973-05-24 00:00:00+00:00,14.625,14.625,14.4375,1.9493587017059328,933,0.0,
1973-05-25 00:00:00+00:00,14.625,14.625,14.53125,1.9493587017059328,5200,0.0,
1973-05-29 00:00:00+00:00,14.625,14.8125,14.625,1.9743502140045168,12400,0.0,
1973-05-30 00:00:00+00:00,14.8125,14.8125,14.8125,1.9743502140045168,667,0.0,
1973-05-31 00:00:00+00:00,14.625,14.625,14.625,1.9493587017059328,533,0.0,
1973-06-01 00:00:00+00:00,14.625,14.90625,14.625,1.986846685409546,1200,0.0,
1973-06-04 00:00:00+00:00,14.90625,14.90625,14.8125,1.986846685409546,2533,0.0,
1973-06-05 00:00:00+00:00,14.90625,14.90625,14.8125,1.986846685409546,400,0.0,
1973-06-06 00:00:00+00:00,14.90625,14.90625,14.90625,1.986846685409546,2400,0.0,
1973-06-07 00:00:00+00:00,14.90625,14.90625,14.8125,1.9743502140045168,2000,0.0,
1973-06-08 00:00:00+00:00,14.8125,14.90625,14.8125,1.9743502140045168,1067,0.0,
1973-06-11 00:00:00+00:00,14.8125,14.90625,14.8125,1.9743502140045168,1600,0.0,
1973-06-12 00:00:00+00:00,14.8125,14.90625,14.8125,1.9743502140045168,1467,0.0,
1973-06-13 00:00:00+00:00,14.8125,14.90625,14.8125,1.9743502140045168,1333,0.0,
1973-06-14 00:00:00+00:00,14.8125,14.8125,14.625,1.9493587017059328,1467,0.0,
1973-06-15 00:00:00+00:00,14.625,14.90625,14.625,1.986846685409546,1600,0.0,
1973-06-18 00:00:00+00:00,14.8125,14.8125,14.625,1.9743502140045168,2267,0.0,
1973-06-19 00:00:00+00:00,14.8125,14.90625,14.625,1.9493587017059328,5600,0.0,
1973-06-20 00:00:00+00:00,14.625,14.8125,14.625,1.9493587017059328,667,0.0,
1973-06-21 00:00:00+00:00,14.625,14.625,14.625,1.9493587017059328,2533,0.0,
1973-06-22 00:00:00+00:00,14.625,14.90625,14.625,1.9743502140045168,3200,0.0,
1973-06-25 00:00:00+00:00,14.625,14.625,14.625,1.9493587017059328,1067,0.0,
1973-06-26 00:00:00+00:00,14.625,14.625,14.53125,1.9493587017059328,6533,0.0,
1973-06-27 00:00:00+00:00,14.625,14.8125,14.625,1.9743502140045168,933,0.0,
1973-06-28 00:00:00+00:00,14.8125,14.8125,14.8125,1.9743502140045168,133,0.0,
1973-06-29 00:00:00+00:00,14.8125,14.8125,14.53125,1.9493587017059328,1600,0.0,
1973-07-02 00:00:00+00:00,14.625,14.8125,14.53125,1.9743502140045168,1867,0.0,
1973-07-03 00:00:00+00:00,14.8125,14.8125,14.625,1.9743502140045168,1067,0.0,
