date,SMDD_Open,SMDD_High,SMDD_Low,SMDD_Close,SMDD_Volume,SMDD_Dividends,SMDD_Stock Splits
2010-02-11 00:00:00+00:00,41082.87890625,41098.23828125,41082.87890625,38947.1796875,0,0.0,
2010-02-12 00:00:00+00:00,40652.80078125,40652.80078125,40652.80078125,38525.05859375,1,0.0,
2010-02-16 00:00:00+00:00,36904.9609375,36904.9609375,36546.55859375,34633.7265625,1,0.0,
2010-02-17 00:00:00+00:00,36131.83984375,36372.48046875,35788.80078125,34163.09375,17,0.0,
2010-02-18 00:00:00+00:00,35481.6015625,35717.12109375,35220.48046875,33377.05859375,8,0.0,
2010-02-19 00:00:00+00:00,35164.16015625,35461.12109375,34457.6015625,32819.078125,19,0.0,
2010-02-22 00:00:00+00:00,34165.76171875,34856.9609375,34124.80078125,32610.44140625,19,0.0,
2010-02-23 00:00:00+00:00,34785.28125,36044.80078125,34662.3984375,34158.234375,45,0.0,
2010-02-24 00:00:00+00:00,35650.55859375,35799.0390625,34805.76171875,33100.5,55,0.0,
2010-02-25 00:00:00+00:00,36300.80078125,36695.0390625,34718.71875,32984.0546875,45,0.0,
2010-02-26 00:00:00+00:00,34723.83984375,35527.6796875,34611.19921875,32988.89453125,70,0.0,
2010-03-01 00:00:00+00:00,34396.16015625,34396.16015625,33003.51953125,31276.1328125,37,0.0,
2010-03-02 00:00:00+00:00,32573.439453125,32650.240234375,31923.19921875,30543.478515625,22,0.0,
2010-03-03 00:00:00+00:00,31877.119140625,32148.48046875,31324.16015625,30252.3515625,56,0.0,
2010-03-04 00:00:00+00:00,31682.560546875,32097.279296875,31472.640625,30145.611328125,7,0.0,
2010-03-05 00:00:00+00:00,31293.439453125,31390.720703125,30423.0390625,28874.384765625,11,0.0,
2010-03-08 00:00:00+00:00,30458.880859375,30458.880859375,30136.3203125,28690.001953125,24,0.0,
2010-03-09 00:00:00+00:00,30535.6796875,30535.6796875,29747.19921875,28607.517578125,11,0.0,
2010-03-10 00:00:00+00:00,30187.51953125,30197.759765625,29506.560546875,27962.203125,9,0.0,
2010-03-11 00:00:00+00:00,29864.9609375,29957.119140625,29030.400390625,27540.072265625,20,0.0,
2010-03-12 00:00:00+00:00,28866.560546875,29306.880859375,28866.560546875,27379.95703125,9,0.0,
2010-03-15 00:00:00+00:00,28892.16015625,29608.9609375,28881.919921875,27777.826171875,13,0.0,
2010-03-16 00:00:00+00:00,28677.119140625,28728.3203125,28088.3203125,26618.19140625,38,0.0,
2010-03-17 00:00:00+00:00,27735.0390625,27735.0390625,27166.720703125,26035.94921875,9,0.0,
2010-03-18 00:00:00+00:00,27438.080078125,27868.16015625,27289.599609375,26365.88671875,11,0.0,
2010-03-19 00:00:00+00:00,28702.720703125,28723.19921875,27566.080078125,27200.435546875,25,0.0,
2010-03-22 00:00:00+00:00,29245.439453125,29245.439453125,27607.0390625,26263.994140625,41,0.0,
2010-03-23 00:00:00+00:00,27632.640625,27960.3203125,26982.400390625,25584.708984375,7,0.0,
2010-03-24 00:00:00+00:00,27264.0,27683.83984375,27233.279296875,26234.875,27,0.0,
2010-03-25 00:00:00+00:00,27069.439453125,28282.880859375,26967.0390625,26763.748046875,13,0.0,
2010-03-26 00:00:00+00:00,27863.0390625,28692.48046875,27724.80078125,26851.0859375,36,0.0,
2010-03-29 00:00:00+00:00,27965.439453125,28042.240234375,27694.080078125,26244.587890625,14,0.0,
2010-03-30 00:00:00+00:00,27550.720703125,27883.51953125,27269.119140625,26123.28125,5,0.0,
2010-03-31 00:00:00+00:00,27796.48046875,28078.080078125,27310.080078125,26608.48828125,15,0.0,
2010-04-01 00:00:00+00:00,27463.6796875,27776.0,26997.759765625,25803.0546875,15,0.0,
2010-04-05 00:00:00+00:00,26839.0390625,26997.759765625,25912.3203125,24556.083984375,11,0.0,
2010-04-06 00:00:00+00:00,26199.0390625,26199.0390625,25502.720703125,24182.474609375,12,0.0,
2010-04-07 00:00:00+00:00,25635.83984375,26327.0390625,25625.599609375,24677.3828125,4,0.0,
2010-04-08 00:00:00+00:00,26368.0,26828.80078125,26081.279296875,24750.162109375,14,0.0,
2010-04-09 00:00:00+00:00,26081.279296875,26337.279296875,25456.640625,24124.25,12,0.0,
2010-04-12 00:00:00+00:00,25400.3203125,25451.51953125,25262.080078125,24032.060546875,6,0.0,
2010-04-13 00:00:00+00:00,25472.0,25502.720703125,25011.19921875,23702.126953125,3,0.0,
2010-04-14 00:00:00+00:00,24586.240234375,24750.080078125,23889.919921875,22644.38671875,14,0.0,
2010-04-15 00:00:00+00:00,23976.9609375,24038.400390625,23659.51953125,22629.82421875,8,0.0,
2010-04-16 00:00:00+00:00,24217.599609375,25221.119140625,24217.599609375,23512.89453125,13,0.0,
2010-04-19 00:00:00+00:00,25108.48046875,25856.0,24611.83984375,23658.458984375,35,0.0,
2010-04-20 00:00:00+00:00,24622.080078125,24683.51953125,24033.279296875,22775.388671875,29,0.0,
2010-04-21 00:00:00+00:00,23925.759765625,24125.439453125,23715.83984375,22518.232421875,6,0.0,
2010-04-22 00:00:00+00:00,24555.51953125,24606.720703125,22932.48046875,21732.20703125,9,0.0,
2010-04-23 00:00:00+00:00,22855.6796875,23132.16015625,22246.400390625,21101.44140625,13,0.0,
2010-04-26 00:00:00+00:00,22389.759765625,22553.599609375,22261.759765625,21373.15234375,2,0.0,
2010-04-27 00:00:00+00:00,22604.80078125,24268.80078125,22451.19921875,22867.58203125,55,0.0,
2010-04-28 00:00:00+00:00,23751.6796875,24345.599609375,23654.400390625,22746.275390625,38,0.0,
2010-04-29 00:00:00+00:00,23531.51953125,23618.560546875,22794.240234375,21732.20703125,31,0.0,
2010-04-30 00:00:00+00:00,22691.83984375,24294.400390625,22691.83984375,23022.841796875,21,0.0,
2010-05-03 00:00:00+00:00,23941.119140625,23941.119140625,23096.3203125,21955.3984375,23,0.0,
2010-05-04 00:00:00+00:00,24135.6796875,25384.9609375,24135.6796875,23833.130859375,34,0.0,
2010-05-05 00:00:00+00:00,25768.9609375,26260.48046875,24903.6796875,24590.046875,31,0.0,
2010-05-06 00:00:00+00:00,26219.51953125,32056.3203125,25635.83984375,27016.060546875,75,0.0,
2010-05-07 00:00:00+00:00,28979.19921875,31272.9609375,28441.599609375,29029.64453125,56,0.0,
2010-05-10 00:00:00+00:00,26798.080078125,27212.80078125,25886.720703125,24531.822265625,85,0.0,
2010-05-11 00:00:00+00:00,26695.6796875,26782.720703125,24780.80078125,24308.626953125,21,0.0,
2010-05-12 00:00:00+00:00,25359.359375,25359.359375,23879.6796875,22658.943359375,26,0.0,
2010-05-13 00:00:00+00:00,24099.83984375,24806.400390625,23720.9609375,23318.8203125,42,0.0,
2010-05-14 00:00:00+00:00,25052.16015625,26839.0390625,25052.16015625,24953.94921875,80,0.0,
2010-05-17 00:00:00+00:00,25922.560546875,28154.880859375,25477.119140625,24822.94140625,66,0.0,
2010-05-18 00:00:00+00:00,25272.3203125,27637.759765625,25185.279296875,25938.91015625,52,0.0,
2010-05-19 00:00:00+00:00,27811.83984375,29209.599609375,27013.119140625,26647.302734375,48,0.0,
2010-05-20 00:00:00+00:00,30254.080078125,31764.48046875,29957.119140625,30092.2421875,53,0.0,
2010-05-21 00:00:00+00:00,33351.6796875,33669.12109375,29849.599609375,28704.560546875,125,0.0,
2010-05-24 00:00:00+00:00,30842.880859375,31216.640625,29726.720703125,29539.111328125,47,0.0,
2010-05-25 00:00:00+00:00,33356.80078125,34688.0,31278.080078125,29641.001953125,83,0.0,
2010-05-26 00:00:00+00:00,30801.919921875,31175.6796875,28165.119140625,29466.326171875,39,0.0,
2010-05-27 00:00:00+00:00,28907.51953125,29532.16015625,27550.720703125,26128.13671875,59,0.0,
2010-05-28 00:00:00+00:00,27642.880859375,28774.400390625,27642.880859375,26904.4609375,31,0.0,
2010-06-01 00:00:00+00:00,29317.119140625,30658.560546875,28262.400390625,29049.052734375,36,0.0,
2010-06-02 00:00:00+00:00,29946.880859375,30131.19921875,28277.759765625,26812.26953125,28,0.0,
2010-06-03 00:00:00+00:00,27745.279296875,28579.83984375,27494.400390625,26166.953125,54,0.0,
2010-06-04 00:00:00+00:00,29491.19921875,31221.759765625,28738.560546875,29364.435546875,77,0.0,
2010-06-07 00:00:00+00:00,30720.0,32967.6796875,30494.720703125,31237.314453125,73,0.0,
2010-06-08 00:00:00+00:00,32896.0,34406.3984375,32276.48046875,30621.111328125,141,0.0,
2010-06-09 00:00:00+00:00,31703.0390625,32348.16015625,29957.119140625,30383.357421875,110,0.0,
2010-06-10 00:00:00+00:00,30264.3203125,30494.720703125,28963.83984375,27496.404296875,77,0.0,
2010-06-11 00:00:00+00:00,29859.83984375,29859.83984375,28026.880859375,26574.5234375,63,0.0,
2010-06-14 00:00:00+00:00,27074.560546875,27791.359375,26536.9609375,26210.62109375,31,0.0,
2010-06-15 00:00:00+00:00,27095.0390625,27136.0,25600.0,24410.521484375,40,0.0,
2010-06-16 00:00:00+00:00,26132.48046875,26229.759765625,25594.880859375,24653.125,32,0.0,
2010-06-17 00:00:00+00:00,25640.9609375,26849.279296875,25615.359375,24788.982421875,21,0.0,
2010-06-18 00:00:00+00:00,26291.19921875,26583.0390625,25856.0,24915.12890625,17,0.0,
2010-06-21 00:00:00+00:00,25349.119140625,27156.48046875,25231.359375,25444.00390625,33,0.0,
2010-06-22 00:00:00+00:00,26721.279296875,28620.80078125,26137.599609375,27074.279296875,24,0.0,
2010-06-23 00:00:00+00:00,28692.48046875,29649.919921875,27904.0,27224.697265625,66,0.0,
2010-06-24 00:00:00+00:00,29854.720703125,30269.439453125,29035.51953125,28680.30078125,39,0.0,
2010-06-25 00:00:00+00:00,30433.279296875,30612.48046875,28881.919921875,27700.1953125,46,0.0,
2010-06-28 00:00:00+00:00,29086.720703125,29808.640625,28974.080078125,27899.126953125,38,0.0,
2010-06-29 00:00:00+00:00,30868.48046875,32977.921875,30848.0,30756.966796875,75,0.0,
2010-06-30 00:00:00+00:00,32870.3984375,33459.19921875,31267.83984375,31562.396484375,36,0.0,
2010-07-01 00:00:00+00:00,33438.71875,36029.44140625,33034.23828125,32173.751953125,145,0.0,
2010-07-02 00:00:00+00:00,33464.3203125,35066.87890625,33203.19921875,32819.078125,81,0.0,
2010-07-06 00:00:00+00:00,33090.55859375,35732.48046875,32158.720703125,33187.83203125,282,0.0,
2010-07-07 00:00:00+00:00,34831.359375,34831.359375,31247.359375,29645.8515625,91,0.0,
2010-07-08 00:00:00+00:00,30443.51953125,31313.919921875,30202.880859375,28777.341796875,35,0.0,
2010-07-09 00:00:00+00:00,30479.359375,30479.359375,29332.48046875,27797.232421875,14,0.0,
2010-07-12 00:00:00+00:00,29306.880859375,30438.400390625,28948.48046875,28209.654296875,25,0.0,
2010-07-13 00:00:00+00:00,28600.3203125,28600.3203125,27320.3203125,26205.76953125,22,0.0,
2010-07-14 00:00:00+00:00,27811.83984375,28160.0,27386.880859375,26312.513671875,23,0.0,
2010-07-15 00:00:00+00:00,28416.0,28764.16015625,27704.3203125,26254.291015625,16,0.0,
2010-07-16 00:00:00+00:00,28364.80078125,30648.3203125,28364.80078125,28942.310546875,100,0.0,
2010-07-19 00:00:00+00:00,30233.599609375,31104.0,29808.640625,28447.40625,28,0.0,
2010-07-20 00:00:00+00:00,31313.919921875,31313.919921875,28579.83984375,27151.916015625,29,0.0,
2010-07-21 00:00:00+00:00,28057.599609375,30105.599609375,28057.599609375,28369.76953125,255,0.0,
2010-07-22 00:00:00+00:00,28835.83984375,28835.83984375,27187.19921875,25938.91015625,78,0.0,
2010-07-23 00:00:00+00:00,27586.560546875,27822.080078125,26091.51953125,24793.830078125,66,0.0,
2010-07-26 00:00:00+00:00,25968.640625,26091.51953125,24688.640625,23396.447265625,21,0.0,
2010-07-27 00:00:00+00:00,24197.119140625,25256.9609375,24166.400390625,23871.947265625,96,0.0,
2010-07-28 00:00:00+00:00,25282.560546875,26475.51953125,25246.720703125,24861.759765625,96,0.0,
2010-07-29 00:00:00+00:00,25651.19921875,27202.560546875,25651.19921875,25162.587890625,23,0.0,
2010-07-30 00:00:00+00:00,27719.6796875,27750.400390625,26122.240234375,24934.541015625,57,0.0,
2010-08-02 00:00:00+00:00,24893.439453125,25533.439453125,24734.720703125,23512.89453125,22,0.0,
2010-08-03 00:00:00+00:00,24970.240234375,25784.3203125,24801.279296875,23993.24609375,195,0.0,
2010-08-04 00:00:00+00:00,24960.0,25241.599609375,24504.3203125,23260.595703125,20,0.0,
2010-08-05 00:00:00+00:00,25041.919921875,25231.359375,24755.19921875,23614.7890625,6,0.0,
2010-08-06 00:00:00+00:00,25820.16015625,26040.3203125,24898.560546875,23731.240234375,23,0.0,
2010-08-09 00:00:00+00:00,24632.3203125,24801.279296875,24243.19921875,23032.546875,11,0.0,
2010-08-10 00:00:00+00:00,25410.560546875,25620.48046875,24780.80078125,23901.05859375,23,0.0,
2010-08-11 00:00:00+00:00,26680.3203125,27904.0,26624.0,26346.474609375,45,0.0,
2010-08-12 00:00:00+00:00,29486.080078125,29486.080078125,27975.6796875,26812.26953125,78,0.0,
2010-08-13 00:00:00+00:00,28574.720703125,28728.3203125,28072.9609375,27200.435546875,59,0.0,
2010-08-16 00:00:00+00:00,29312.0,29537.279296875,28272.640625,27142.2109375,12,0.0,
2010-08-17 00:00:00+00:00,27832.3203125,28006.400390625,26547.19921875,25710.865234375,45,0.0,
2010-08-18 00:00:00+00:00,27417.599609375,27832.3203125,26480.640625,25541.041015625,89,0.0,
2010-08-19 00:00:00+00:00,27463.6796875,28595.19921875,27069.439453125,26821.974609375,110,0.0,
2010-08-20 00:00:00+00:00,28584.9609375,29352.9609375,28344.3203125,26914.16015625,45,0.0,
2010-08-23 00:00:00+00:00,27878.400390625,29143.0390625,27591.6796875,27583.744140625,31,0.0,
2010-08-24 00:00:00+00:00,30489.599609375,31232.0,29690.880859375,28956.8671875,58,0.0,
2010-08-25 00:00:00+00:00,31324.16015625,31744.0,29562.880859375,28330.953125,55,0.0,
2010-08-26 00:00:00+00:00,29614.080078125,30402.560546875,29235.19921875,28796.744140625,19,0.0,
2010-08-27 00:00:00+00:00,30085.119140625,31180.80078125,28456.9609375,26996.6484375,44,0.0,
2010-08-30 00:00:00+00:00,28784.640625,29962.240234375,28431.359375,28394.033203125,10,0.0,
2010-08-31 00:00:00+00:00,30167.0390625,30735.359375,29306.880859375,28360.068359375,51,0.0,
2010-09-01 00:00:00+00:00,28472.3203125,28646.400390625,26905.599609375,25560.453125,103,0.0,
2010-09-02 00:00:00+00:00,26972.16015625,27002.880859375,25779.19921875,24502.7109375,33,0.0,
2010-09-03 00:00:00+00:00,24760.3203125,25169.919921875,24509.439453125,23469.2265625,50,0.0,
2010-09-07 00:00:00+00:00,25026.560546875,25886.720703125,24965.119140625,24444.486328125,13,0.0,
2010-09-08 00:00:00+00:00,25466.880859375,25507.83984375,24929.279296875,24027.2109375,27,0.0,
2010-09-09 00:00:00+00:00,24381.439453125,25431.0390625,24381.439453125,23648.75390625,33,0.0,
2010-09-10 00:00:00+00:00,25108.48046875,25200.640625,24622.080078125,23605.087890625,230,0.0,
2010-09-13 00:00:00+00:00,24064.0,24104.9609375,23485.439453125,22338.708984375,29,0.0,
2010-09-14 00:00:00+00:00,23767.0390625,23956.48046875,23132.16015625,22338.708984375,57,0.0,
2010-09-15 00:00:00+00:00,23705.599609375,24043.51953125,23116.80078125,22052.439453125,71,0.0,
2010-09-16 00:00:00+00:00,23398.400390625,23705.599609375,23173.119140625,22207.705078125,23,0.0,
2010-09-17 00:00:00+00:00,23086.080078125,23685.119140625,23086.080078125,21989.36328125,47,0.0,
2010-09-20 00:00:00+00:00,23040.0,23203.83984375,22016.0,20970.439453125,79,0.0,
2010-09-21 00:00:00+00:00,22103.0390625,22589.439453125,21954.560546875,21319.783203125,63,0.0,
2010-09-22 00:00:00+00:00,22604.80078125,23132.16015625,22174.720703125,21804.984375,18,0.0,
2010-09-23 00:00:00+00:00,23511.0390625,23680.0,22584.3203125,22275.630859375,26,0.0,
2010-09-24 00:00:00+00:00,22609.919921875,22615.0390625,21775.359375,20674.462890625,17,0.0,
2010-09-27 00:00:00+00:00,21862.400390625,22087.6796875,21575.6796875,20684.169921875,29,0.0,
2010-09-28 00:00:00+00:00,21683.19921875,22528.0,21319.6796875,20257.189453125,15,0.0,
2010-09-29 00:00:00+00:00,21560.3203125,21637.119140625,21140.48046875,20252.337890625,21,0.0,
2010-09-30 00:00:00+00:00,20951.0390625,21560.3203125,20454.400390625,20150.447265625,100,0.0,
2010-10-01 00:00:00+00:00,20807.6796875,21529.599609375,20674.560546875,20024.296875,28,0.0,
2010-10-04 00:00:00+00:00,21319.6796875,22056.9609375,21032.9609375,20640.501953125,30,0.0,
2010-10-05 00:00:00+00:00,21073.919921875,21222.400390625,20295.6796875,19359.568359375,27,0.0,
2010-10-06 00:00:00+00:00,20531.19921875,21099.51953125,20387.83984375,19738.025390625,240,0.0,
2010-10-07 00:00:00+00:00,20582.400390625,21288.9609375,20582.400390625,19805.953125,25,0.0,
2010-10-08 00:00:00+00:00,20894.720703125,21089.279296875,20275.19921875,19403.23828125,33,0.0,
2010-10-11 00:00:00+00:00,20408.3203125,20454.400390625,20096.0,19277.08203125,11,0.0,
2010-10-12 00:00:00+00:00,20520.9609375,21007.359375,19993.599609375,19053.888671875,30,0.0,
2010-10-13 00:00:00+00:00,19763.19921875,19968.0,19215.359375,18544.427734375,21,0.0,
2010-10-14 00:00:00+00:00,19665.919921875,20029.439453125,19409.919921875,18777.32421875,37,0.0,
2010-10-15 00:00:00+00:00,19302.400390625,20198.400390625,19287.0390625,18748.208984375,33,0.0,
2010-10-18 00:00:00+00:00,19701.759765625,19855.359375,19481.599609375,18481.3515625,23,0.0,
2010-10-19 00:00:00+00:00,20295.6796875,20730.880859375,19819.51953125,19364.419921875,33,0.0,
2010-10-20 00:00:00+00:00,20213.759765625,20213.759765625,19456.0,18660.875,50,0.0,
2010-10-21 00:00:00+00:00,19491.83984375,20249.599609375,19159.0390625,18738.5078125,43,0.0,
2010-10-22 00:00:00+00:00,19537.919921875,19635.19921875,19358.720703125,18345.490234375,7,0.0,
2010-10-25 00:00:00+00:00,18739.19921875,19056.640625,18565.119140625,18005.853515625,28,0.0,
2010-10-26 00:00:00+00:00,19328.0,19527.6796875,18795.51953125,18093.189453125,12,0.0,
2010-10-27 00:00:00+00:00,19333.119140625,19681.279296875,19097.599609375,18117.451171875,31,0.0,
2010-10-28 00:00:00+00:00,18754.560546875,19425.279296875,18734.080078125,18151.412109375,32,0.0,
2010-10-29 00:00:00+00:00,19143.6796875,19143.6796875,18903.0390625,18034.9609375,5,0.0,
2010-11-01 00:00:00+00:00,18677.759765625,19409.919921875,18406.400390625,18039.8203125,27,0.0,
2010-11-02 00:00:00+00:00,18513.919921875,18831.359375,18329.599609375,17491.537109375,38,0.0,
2010-11-03 00:00:00+00:00,18437.119140625,18856.9609375,18227.19921875,17326.572265625,72,0.0,
2010-11-04 00:00:00+00:00,17602.560546875,17699.83984375,17233.919921875,16361.0166015625,41,0.0,
2010-11-05 00:00:00+00:00,17264.640625,17264.640625,16808.9609375,16040.7841796875,39,0.0,
2010-11-08 00:00:00+00:00,16983.0390625,17187.83984375,16921.599609375,16060.19140625,29,0.0,
2010-11-09 00:00:00+00:00,16819.19921875,17638.400390625,16788.48046875,16550.25,30,0.0,
2010-11-10 00:00:00+00:00,17510.400390625,17715.19921875,17039.359375,16147.5283203125,49,0.0,
2010-11-11 00:00:00+00:00,17587.19921875,17587.19921875,17003.51953125,16220.3115234375,11,0.0,
2010-11-12 00:00:00+00:00,17500.16015625,18063.359375,17233.919921875,16933.556640625,47,0.0,
2010-11-15 00:00:00+00:00,17617.919921875,17730.560546875,17356.80078125,16802.55078125,51,0.0,
2010-11-16 00:00:00+00:00,18170.880859375,18944.0,18165.759765625,17714.73046875,20,0.0,
2010-11-17 00:00:00+00:00,18498.560546875,18636.80078125,18278.400390625,17413.91015625,56,0.0,
2010-11-18 00:00:00+00:00,17776.640625,17776.640625,17295.359375,16695.806640625,62,0.0,
2010-11-19 00:00:00+00:00,17684.48046875,17935.359375,17361.919921875,16521.1328125,63,0.0,
2010-11-22 00:00:00+00:00,17623.0390625,17735.6796875,16988.16015625,16152.3798828125,93,0.0,
2010-11-23 00:00:00+00:00,17623.0390625,17812.48046875,17474.560546875,16676.39453125,87,0.0,
2010-11-24 00:00:00+00:00,17213.439453125,17213.439453125,16522.240234375,15662.3251953125,72,0.0,
2010-11-26 00:00:00+00:00,16875.51953125,16880.640625,16583.6796875,15919.4853515625,28,0.0,
2010-11-29 00:00:00+00:00,17157.119140625,17495.0390625,16793.599609375,15968.001953125,53,0.0,
2010-11-30 00:00:00+00:00,17356.80078125,17377.279296875,16936.9609375,16278.5322265625,49,0.0,
2010-12-01 00:00:00+00:00,16358.400390625,16399.359375,16087.0400390625,15274.1630859375,42,0.0,
2010-12-02 00:00:00+00:00,16066.5595703125,16081.919921875,15477.759765625,14672.5126953125,67,0.0,
2010-12-03 00:00:00+00:00,15738.8798828125,15738.8798828125,15114.240234375,14400.80078125,91,0.0,
2010-12-06 00:00:00+00:00,15226.8798828125,15293.4404296875,15196.16015625,14400.80078125,5,0.0,
2010-12-07 00:00:00+00:00,14694.400390625,15155.2001953125,14658.5595703125,14342.576171875,52,0.0,
2010-12-08 00:00:00+00:00,15047.6796875,15191.0400390625,15047.6796875,14391.095703125,11,0.0,
2010-12-09 00:00:00+00:00,14970.8798828125,15267.83984375,14960.6396484375,14264.943359375,32,0.0,
2010-12-10 00:00:00+00:00,14935.0400390625,14965.759765625,14535.6796875,13804.00390625,44,0.0,
2010-12-13 00:00:00+00:00,14479.3603515625,14566.400390625,14423.0400390625,13784.5927734375,39,0.0,
2010-12-14 00:00:00+00:00,14535.6796875,14807.0400390625,14469.1201171875,13954.4150390625,109,0.0,
2010-12-15 00:00:00+00:00,14740.48046875,14899.2001953125,14392.3203125,14119.3828125,126,0.0,
2010-12-16 00:00:00+00:00,14863.3603515625,14935.0400390625,14448.6396484375,13692.4052734375,138,0.0,
2010-12-17 00:00:00+00:00,14423.0400390625,14561.2802734375,14202.8798828125,13619.6259765625,31,0.0,
2010-12-20 00:00:00+00:00,14336.0,14504.9599609375,14192.6396484375,13556.55078125,32,0.0,
2010-12-21 00:00:00+00:00,14146.5595703125,14187.51953125,13957.1201171875,13241.1669921875,43,0.0,
2010-12-22 00:00:00+00:00,13905.919921875,13911.0400390625,13859.83984375,13139.2763671875,4,0.0,
2010-12-23 00:00:00+00:00,13870.080078125,13977.599609375,13798.400390625,13212.0537109375,12,0.0,
2010-12-27 00:00:00+00:00,14074.8798828125,14213.1201171875,13880.3203125,13173.2373046875,18,0.0,
2010-12-28 00:00:00+00:00,13818.8798828125,13972.48046875,13818.8798828125,13241.1669921875,3,0.0,
2010-12-29 00:00:00+00:00,13895.6796875,13895.6796875,13793.2802734375,13100.4599609375,8,0.0,
2010-12-30 00:00:00+00:00,13880.3203125,13880.3203125,13731.83984375,13105.310546875,10,0.0,
2010-12-31 00:00:00+00:00,13895.6796875,14069.759765625,13834.240234375,13333.3544921875,10,0.0,
2011-01-03 00:00:00+00:00,13711.3603515625,13711.3603515625,13332.48046875,12731.705078125,6,0.0,
2011-01-04 00:00:00+00:00,13429.759765625,14192.6396484375,13429.759765625,13216.90625,18,0.0,
2011-01-05 00:00:00+00:00,13987.83984375,13987.83984375,13680.6396484375,12993.71484375,42,0.0,
2011-01-06 00:00:00+00:00,13619.2001953125,13798.400390625,13583.3603515625,13066.494140625,135,0.0,
2011-01-07 00:00:00+00:00,13665.2802734375,14284.7998046875,13665.2802734375,13187.7958984375,94,0.0,
2011-01-10 00:00:00+00:00,14090.240234375,14305.2802734375,13593.599609375,12930.63671875,94,0.0,
2011-01-11 00:00:00+00:00,13480.9599609375,13665.2802734375,13388.7998046875,12809.3388671875,108,0.0,
2011-01-12 00:00:00+00:00,13173.759765625,13373.4404296875,13163.51953125,12571.5869140625,39,0.0,
2011-01-13 00:00:00+00:00,13219.83984375,13363.2001953125,13168.6396484375,12644.365234375,35,0.0,
2011-01-14 00:00:00+00:00,13312.0,13322.240234375,12984.3203125,12304.7275390625,97,0.0,
2011-01-18 00:00:00+00:00,13030.400390625,13091.83984375,12672.0,12008.7548828125,50,0.0,
2011-01-19 00:00:00+00:00,12682.240234375,13281.2802734375,12682.240234375,12586.1455078125,14,0.0,
2011-01-20 00:00:00+00:00,13393.919921875,13639.6796875,13271.0400390625,12872.4130859375,50,0.0,
2011-01-21 00:00:00+00:00,13424.6396484375,13706.240234375,13424.6396484375,12969.455078125,9,0.0,
2011-01-24 00:00:00+00:00,13644.7998046875,13644.7998046875,13286.400390625,12634.6640625,8,0.0,
2011-01-25 00:00:00+00:00,13501.4404296875,13542.400390625,13271.0400390625,12576.4423828125,7,0.0,
2011-01-26 00:00:00+00:00,13137.919921875,13235.2001953125,12789.759765625,12261.0576171875,9,0.0,
2011-01-27 00:00:00+00:00,12938.240234375,12938.240234375,12682.240234375,12100.94140625,60,0.0,
2011-01-28 00:00:00+00:00,12723.2001953125,13486.080078125,12723.2001953125,12755.9658203125,17,0.0,
2011-01-31 00:00:00+00:00,13296.6396484375,13383.6796875,12953.599609375,12450.2861328125,9,0.0,
