date,FCX_Open,FCX_High,FCX_Low,FCX_Close,FCX_Volume,FCX_Dividends,FCX_Stock Splits
1995-07-10 00:00:00+00:00,11.8125,12.25,11.8125,6.687253475189209,5438000,0.0,
1995-07-11 00:00:00+00:00,12.5625,12.5625,12.375,6.823728084564209,4907000,0.0,
1995-07-12 00:00:00+00:00,12.5,13.0625,12.4375,7.13079833984375,1055800,0.0,
1995-07-13 00:00:00+00:00,13.0,13.125,12.9375,7.13079833984375,1373600,0.0,
1995-07-14 00:00:00+00:00,13.0,13.0625,12.9375,7.0966796875,985600,0.0,
1995-07-17 00:00:00+00:00,13.0,13.0,12.875,7.062561511993408,947600,0.0,
1995-07-18 00:00:00+00:00,12.9375,12.9375,12.5625,6.891969680786133,727400,0.0,
1995-07-19 00:00:00+00:00,12.5625,12.5625,11.6875,6.482540607452393,558200,0.0,
1995-07-20 00:00:00+00:00,11.75,11.8125,11.75,6.448422908782959,464600,0.0,
1995-07-21 00:00:00+00:00,11.875,12.1875,11.875,6.584899425506592,721200,0.0,
1995-07-24 00:00:00+00:00,12.0625,12.25,12.0625,6.584899425506592,509000,0.0,
1995-07-25 00:00:00+00:00,12.125,12.375,12.0625,6.619014263153076,847000,0.0,
1995-07-26 00:00:00+00:00,12.25,12.5625,12.25,6.857848167419434,1584800,0.0,
1995-07-27 00:00:00+00:00,12.5,12.875,12.5,7.028439998626709,2082600,0.0,
1995-07-28 00:00:00+00:00,12.875,13.6875,12.6875,7.47198486328125,14640800,0.0,
1995-07-31 00:00:00+00:00,13.625,13.625,13.25,7.36962366104126,2544600,0.0,
1995-08-01 00:00:00+00:00,13.4375,13.4375,13.25,7.267271518707275,1956000,0.0,
1995-08-02 00:00:00+00:00,13.3125,13.3125,12.625,6.926085948944092,2307600,0.0,
1995-08-03 00:00:00+00:00,12.5625,13.0,12.5625,7.0966796875,1762800,0.0,
1995-08-04 00:00:00+00:00,12.875,12.9375,12.5,6.926085948944092,903800,0.0,
1995-08-07 00:00:00+00:00,12.625,12.625,12.4375,6.857848167419434,837000,0.0,
1995-08-08 00:00:00+00:00,12.5,12.5625,12.4375,6.78961181640625,729000,0.0,
1995-08-09 00:00:00+00:00,12.4375,12.4375,12.1875,6.687253475189209,586600,0.0,
1995-08-10 00:00:00+00:00,12.25,12.5625,12.25,6.755488872528076,1319400,0.0,
1995-08-11 00:00:00+00:00,12.375,12.625,12.375,6.823728084564209,1152000,0.0,
1995-08-14 00:00:00+00:00,12.5,12.5,12.125,6.687253475189209,379800,0.0,
1995-08-15 00:00:00+00:00,12.25,12.375,12.25,6.721372604370117,349600,0.0,
1995-08-16 00:00:00+00:00,12.4375,12.5,12.3125,6.755488872528076,440200,0.0,
1995-08-17 00:00:00+00:00,12.375,12.5625,12.3125,6.857848167419434,410600,0.0,
1995-08-18 00:00:00+00:00,12.5625,12.5625,12.1875,6.687253475189209,598800,0.0,
1995-08-21 00:00:00+00:00,12.3125,12.4375,12.125,6.619014263153076,440400,0.0,
1995-08-22 00:00:00+00:00,12.1875,12.25,11.875,6.550780296325684,444200,0.0,
1995-08-23 00:00:00+00:00,12.0625,12.0625,11.5625,6.448422908782959,193200,0.0,
1995-08-24 00:00:00+00:00,11.8125,11.8125,11.5625,6.346070289611816,1284000,0.0,
1995-08-25 00:00:00+00:00,11.625,11.9375,11.4375,6.448422908782959,733400,0.0,
1995-08-28 00:00:00+00:00,11.8125,11.8125,11.5,6.346070289611816,447600,0.0,
1995-08-29 00:00:00+00:00,11.625,11.625,11.3125,6.243713855743408,368600,0.0,
1995-08-30 00:00:00+00:00,11.3125,11.75,11.3125,6.311947822570801,398000,0.0,
1995-08-31 00:00:00+00:00,11.625,11.6875,11.5625,6.380186080932617,417400,0.0,
1995-09-01 00:00:00+00:00,11.625,11.8125,11.625,6.414304733276367,594600,0.0,
1995-09-05 00:00:00+00:00,11.875,11.9375,11.6875,6.448422908782959,487600,0.0,
1995-09-06 00:00:00+00:00,11.875,12.0,11.8125,6.516659736633301,476400,0.0,
1995-09-07 00:00:00+00:00,11.875,11.875,11.5625,6.346070289611816,618000,0.0,
1995-09-08 00:00:00+00:00,11.625,11.6875,11.5625,6.346070289611816,1015600,0.0,
1995-09-11 00:00:00+00:00,11.625,12.0,11.5625,6.482540607452393,279000,0.0,
1995-09-12 00:00:00+00:00,11.875,12.0,11.6875,6.550780296325684,290000,0.0,
1995-09-13 00:00:00+00:00,12.1875,12.4375,12.1875,6.653133869171143,325000,0.0,
