date,EIG_Open,EIG_High,EIG_Low,EIG_Close,EIG_Volume,EIG_Dividends,EIG_Stock Splits
2007-01-31 00:00:00+00:00,20.0,20.200000762939453,19.309999465942383,13.93797206878662,15894800,0.0,
2007-02-01 00:00:00+00:00,19.780000686645508,19.950000762939453,19.399999618530277,13.889118194580078,1974900,0.0,
2007-02-02 00:00:00+00:00,19.71999931335449,19.850000381469727,19.479999542236328,13.81932258605957,457700,0.0,
2007-02-05 00:00:00+00:00,19.799999237060547,19.8700008392334,19.399999618530277,13.749534606933594,477000,0.0,
2007-02-06 00:00:00+00:00,19.649999618530277,20.25,19.57999992370605,13.993802070617676,996200,0.0,
2007-02-07 00:00:00+00:00,20.049999237060547,20.850000381469727,20.049999237060547,14.41955280303955,1166300,0.0,
2007-02-08 00:00:00+00:00,20.40999984741211,20.989999771118164,20.299999237060547,14.293927192687988,645900,0.0,
2007-02-09 00:00:00+00:00,20.32999992370605,20.850000381469727,20.309999465942383,14.412577629089355,654700,0.0,
2007-02-12 00:00:00+00:00,20.549999237060547,21.0,20.5,14.482369422912598,661100,0.0,
2007-02-13 00:00:00+00:00,20.600000381469727,20.989999771118164,19.799999237060547,14.405600547790527,1231000,0.0,
2007-02-14 00:00:00+00:00,20.549999237060547,22.899999618530277,20.549999237060547,15.906182289123535,358800,0.0,
2007-02-15 00:00:00+00:00,22.3700008392334,22.3700008392334,21.309999465942383,15.354805946350098,739700,0.0,
2007-02-16 00:00:00+00:00,21.649999618530277,22.959999084472656,21.350000381469727,15.98295783996582,1164600,0.0,
2007-02-20 00:00:00+00:00,22.649999618530277,23.850000381469727,22.149999618530277,16.262136459350586,326100,0.0,
2007-02-21 00:00:00+00:00,23.100000381469727,23.25,22.100000381469727,15.66189956665039,211700,0.0,
2007-02-22 00:00:00+00:00,22.6200008392334,22.71999931335449,22.13999938964844,15.703776359558104,176000,0.0,
2007-02-23 00:00:00+00:00,22.299999237060547,22.399999618530277,21.51000022888184,15.215219497680664,460300,0.0,
2007-02-26 00:00:00+00:00,21.600000381469727,21.799999237060547,20.25,14.866244316101074,493000,0.0,
2007-02-27 00:00:00+00:00,20.770000457763672,20.899999618530277,19.75,13.965890884399414,898100,0.0,
2007-02-28 00:00:00+00:00,19.899999618530277,20.399999618530277,19.82999992370605,14.238088607788086,413200,0.0,
2007-03-01 00:00:00+00:00,20.149999618530277,20.450000762939453,19.809999465942383,14.161316871643066,281800,0.0,
2007-03-02 00:00:00+00:00,20.200000762939453,20.299999237060547,20.0,14.021727561950684,115800,0.0,
2007-03-05 00:00:00+00:00,19.989999771118164,20.540000915527344,19.989999771118164,14.133390426635742,161700,0.0,
2007-03-06 00:00:00+00:00,20.25,20.75,20.25,14.279964447021484,118700,0.0,
2007-03-07 00:00:00+00:00,18.0,20.709999084472656,18.0,14.203191757202148,115900,0.0,
2007-03-08 00:00:00+00:00,20.350000381469727,20.5,20.299999237060547,14.23111057281494,244600,0.0,
2007-03-09 00:00:00+00:00,20.399999618530277,20.479999542236328,19.989999771118164,14.0426607131958,179800,0.0,
2007-03-12 00:00:00+00:00,20.100000381469727,20.149999618530277,19.63999938964844,14.035691261291504,172000,0.0,
2007-03-13 00:00:00+00:00,20.030000686645508,20.059999465942383,19.6299991607666,13.777442932128906,434900,0.0,
2007-03-14 00:00:00+00:00,19.920000076293945,19.950000762939453,19.309999465942383,13.58201789855957,527200,0.0,
2007-03-15 00:00:00+00:00,19.459999084472656,19.459999084472656,19.26000022888184,13.526188850402832,204800,0.0,
2007-03-16 00:00:00+00:00,19.399999618530277,19.600000381469727,18.950000762939453,13.449410438537598,514700,0.0,
2007-03-19 00:00:00+00:00,19.399999618530277,19.43000030517578,19.200000762939453,13.435455322265623,477800,0.0,
2007-03-20 00:00:00+00:00,19.049999237060547,19.43000030517578,18.799999237060547,13.37962245941162,605100,0.0,
2007-03-21 00:00:00+00:00,19.270000457763672,20.209999084472656,19.01000022888184,13.930990219116213,754700,0.0,
2007-03-22 00:00:00+00:00,19.959999084472656,20.90999984741211,19.799999237060547,13.958909034729004,667100,0.0,
2007-03-23 00:00:00+00:00,20.0,20.32999992370605,19.8799991607666,14.091523170471191,461900,0.0,
2007-03-26 00:00:00+00:00,20.09000015258789,20.15999984741211,19.399999618530277,13.568060874938965,391300,0.0,
2007-03-27 00:00:00+00:00,19.31999969482422,19.96999931335449,18.899999618530277,13.330764770507812,594100,0.0,
2007-03-28 00:00:00+00:00,19.0,19.690000534057617,18.950000762939453,13.67973804473877,457000,0.0,
2007-03-29 00:00:00+00:00,19.700000762939453,20.09000015258789,19.63999938964844,13.979846954345703,712500,0.0,
2007-03-30 00:00:00+00:00,19.86000061035156,20.3700008392334,19.36000061035156,13.972869873046877,3478800,0.0,
2007-04-02 00:00:00+00:00,19.700000762939453,20.040000915527344,19.15999984741211,13.568060874938965,802900,0.0,
2007-04-03 00:00:00+00:00,19.59000015258789,19.93000030517578,19.229999542236328,13.81932258605957,941300,0.0,
2007-04-04 00:00:00+00:00,19.600000381469727,20.030000686645508,19.450000762939453,13.924019813537598,527100,0.0,
2007-04-05 00:00:00+00:00,19.920000076293945,20.11000061035156,19.799999237060547,13.91005516052246,228400,0.0,
2007-04-09 00:00:00+00:00,19.899999618530277,20.200000762939453,19.790000915527344,13.924019813537598,435200,0.0,
2007-04-10 00:00:00+00:00,19.920000076293945,20.0,19.61000061035156,13.847241401672363,651900,0.0,
2007-04-11 00:00:00+00:00,19.84000015258789,20.149999618530277,19.739999771118164,13.993802070617676,581000,0.0,
2007-04-12 00:00:00+00:00,20.0,20.190000534057617,19.770000457763672,14.07756519317627,365400,0.0,
2007-04-13 00:00:00+00:00,20.190000534057617,20.46999931335449,20.1200008392334,14.140375137329102,791400,0.0,
2007-04-16 00:00:00+00:00,20.46999931335449,21.0,20.3799991607666,14.559147834777832,516000,0.0,
2007-04-17 00:00:00+00:00,20.799999237060547,20.8700008392334,20.450000762939453,14.3009033203125,419800,0.0,
2007-04-18 00:00:00+00:00,20.32999992370605,20.700000762939453,20.100000381469727,14.049646377563477,339300,0.0,
2007-04-19 00:00:00+00:00,20.0,20.670000076293945,19.979999542236328,14.1194429397583,365900,0.0,
2007-04-20 00:00:00+00:00,20.809999465942383,20.809999465942383,20.020000457763672,14.021727561950684,510000,0.0,
2007-04-23 00:00:00+00:00,20.1200008392334,20.3700008392334,19.850000381469727,13.896088600158691,534300,0.0,
2007-04-24 00:00:00+00:00,19.90999984741211,20.07999992370605,19.76000022888184,13.875161170959473,454700,0.0,
2007-04-25 00:00:00+00:00,19.200000762939453,20.0,19.200000762939453,13.903077125549316,547000,0.0,
2007-04-26 00:00:00+00:00,19.850000381469727,20.020000457763672,19.76000022888184,13.882143020629885,674400,0.0,
2007-04-27 00:00:00+00:00,19.88999938964844,19.989999771118164,19.71999931335449,13.81932258605957,449200,0.0,
2007-04-30 00:00:00+00:00,19.84000015258789,20.09000015258789,19.75,13.840259552001951,791800,0.0,
2007-05-01 00:00:00+00:00,19.82999992370605,20.01000022888184,19.780000686645508,13.930990219116213,510100,0.0,
2007-05-02 00:00:00+00:00,19.940000534057617,20.0,19.809999465942383,13.896088600158691,538700,0.0,
2007-05-03 00:00:00+00:00,19.899999618530277,19.989999771118164,19.649999618530277,13.840259552001951,327100,0.0,
2007-05-04 00:00:00+00:00,19.799999237060547,19.979999542236328,19.65999984741211,13.944955825805664,514000,0.0,
2007-05-07 00:00:00+00:00,19.979999542236328,20.0,19.68000030517578,13.924019813537598,209100,0.0,
2007-05-08 00:00:00+00:00,19.82999992370605,19.899999618530277,19.559999465942383,13.805362701416016,300200,0.0,
2007-05-09 00:00:00+00:00,19.75,19.979999542236328,19.479999542236328,13.623894691467283,1953600,0.0,
2007-05-10 00:00:00+00:00,19.46999931335449,19.6200008392334,19.25,13.484312057495115,433400,0.0,
2007-05-11 00:00:00+00:00,19.40999984741211,20.020000457763672,19.350000381469727,13.770466804504396,555500,0.0,
2007-05-14 00:00:00+00:00,19.75,20.229999542236328,19.59000015258789,13.763489723205566,612400,0.0,
2007-05-15 00:00:00+00:00,19.71999931335449,20.46999931335449,19.6200008392334,13.749534606933594,570200,0.0,
2007-05-16 00:00:00+00:00,19.700000762939453,20.690000534057617,19.6200008392334,14.3009033203125,438600,0.0,
2007-05-17 00:00:00+00:00,20.649999618530277,20.649999618530277,20.190000534057617,14.091523170471191,275200,0.0,
2007-05-18 00:00:00+00:00,20.200000762939453,20.63999938964844,19.799999237060547,14.30788230895996,425200,0.0,
2007-05-21 00:00:00+00:00,20.549999237060547,21.01000022888184,20.229999542236328,14.482369422912598,474900,0.0,
2007-05-22 00:00:00+00:00,20.59000015258789,21.07999992370605,20.15999984741211,14.741363525390623,701400,0.06,
2007-05-23 00:00:00+00:00,21.950000762939453,21.950000762939453,21.040000915527344,14.811360359191896,384500,0.0,
2007-05-24 00:00:00+00:00,21.1200008392334,21.299999237060547,20.01000022888184,14.174378395080566,780900,0.0,
2007-05-25 00:00:00+00:00,20.3700008392334,20.670000076293945,20.280000686645508,14.37037467956543,188400,0.0,
2007-05-29 00:00:00+00:00,20.68000030517578,20.68000030517578,20.46999931335449,14.447376251220703,156000,0.0,
2007-05-30 00:00:00+00:00,20.399999618530277,21.31999969482422,20.270000457763672,14.825356483459473,362700,0.0,
2007-05-31 00:00:00+00:00,21.170000076293945,21.399999618530277,21.11000061035156,14.839359283447266,305300,0.0,
2007-06-01 00:00:00+00:00,21.32999992370605,21.520000457763672,21.209999084472656,14.979344367980955,268800,0.0,
