date,GS_Open,GS_High,GS_Low,GS_Close,GS_Volume,GS_Dividends,GS_Stock Splits
1999-05-04 00:00:00+00:00,76.0,77.25,70.0,50.231971740722656,22320900,0.0,
1999-05-05 00:00:00+00:00,69.875,69.875,66.25,49.33971786499024,7565700,0.0,
1999-05-06 00:00:00+00:00,68.0,69.375,67.0625,48.492130279541016,2905700,0.0,
1999-05-07 00:00:00+00:00,67.9375,74.875,66.75,52.90865707397461,4862300,0.0,
1999-05-10 00:00:00+00:00,73.375,73.5,70.25,50.45501708984375,2589400,0.0,
1999-05-11 00:00:00+00:00,70.0,71.1875,69.5,50.4104118347168,1839800,0.0,
1999-05-12 00:00:00+00:00,71.0,74.875,69.125,52.4625129699707,2659300,0.0,
1999-05-13 00:00:00+00:00,73.25,75.25,72.5,52.23945617675781,1142900,0.0,
1999-05-14 00:00:00+00:00,71.25,72.25,69.0625,50.09811401367188,2058400,0.0,
1999-05-17 00:00:00+00:00,69.125,70.25,68.0,48.98284149169922,2075000,0.0,
1999-05-18 00:00:00+00:00,68.25,70.4375,68.125,48.98284149169922,1407100,0.0,
1999-05-19 00:00:00+00:00,69.375,69.8125,68.75,49.473575592041016,727400,0.0,
1999-05-20 00:00:00+00:00,69.5625,70.125,68.375,48.80440521240234,520800,0.0,
1999-05-21 00:00:00+00:00,68.125,68.8125,67.5,48.17985916137695,936200,0.0,
1999-05-24 00:00:00+00:00,67.0,67.25,65.0,46.61847686767578,1493000,0.0,
1999-05-25 00:00:00+00:00,64.125,65.9375,64.0,46.038536071777344,1662400,0.0,
1999-05-26 00:00:00+00:00,65.625,66.625,63.0625,47.15380096435547,1602900,0.0,
1999-05-27 00:00:00+00:00,65.0,67.75,64.6875,48.35831451416016,1220500,0.0,
1999-05-28 00:00:00+00:00,67.75,68.8125,67.0,48.492130279541016,901900,0.0,
1999-06-01 00:00:00+00:00,66.625,66.625,63.5625,45.81548309326172,953900,0.0,
1999-06-02 00:00:00+00:00,63.75,64.0625,62.0,45.14630889892578,2204300,0.0,
1999-06-03 00:00:00+00:00,64.0,64.1875,63.125,45.41396331787109,852600,0.0,
1999-06-04 00:00:00+00:00,64.3125,67.0,64.3125,46.663082122802734,1357400,0.0,
1999-06-07 00:00:00+00:00,65.1875,67.75,65.1875,47.06455993652344,891900,0.0,
1999-06-08 00:00:00+00:00,65.375,65.6875,63.75,45.50320816040039,571700,0.0,
1999-06-09 00:00:00+00:00,64.25,65.5,63.625,46.7523078918457,611400,0.0,
1999-06-10 00:00:00+00:00,64.875,64.9375,63.3125,45.23552322387695,664200,0.0,
1999-06-11 00:00:00+00:00,63.9375,64.3125,62.3125,45.14630889892578,969300,0.0,
1999-06-14 00:00:00+00:00,63.5,64.0,60.5,43.71875381469727,821100,0.0,
1999-06-15 00:00:00+00:00,62.875,63.375,62.25,44.78942108154297,831700,0.0,
1999-06-16 00:00:00+00:00,63.9375,65.4375,63.9375,46.57386779785156,690300,0.0,
1999-06-17 00:00:00+00:00,64.5,66.875,64.5,46.39541244506836,955700,0.0,
1999-06-18 00:00:00+00:00,64.25,64.875,63.5,46.26157760620117,613900,0.0,
1999-06-21 00:00:00+00:00,66.6875,69.9375,66.5625,49.607418060302734,1811000,0.0,
1999-06-22 00:00:00+00:00,70.125,70.125,67.75,48.536739349365234,1165900,0.0,
1999-06-23 00:00:00+00:00,67.0625,67.4375,64.875,46.39541244506836,1351700,0.0,
1999-06-24 00:00:00+00:00,66.0625,66.5,64.5,46.44002532958984,1408900,0.0,
1999-06-25 00:00:00+00:00,65.5,66.8125,65.375,47.28764343261719,1111500,0.0,
1999-06-28 00:00:00+00:00,66.4375,67.5,65.75,47.51072311401367,784600,0.0,
1999-06-29 00:00:00+00:00,66.0,68.5,66.0,48.35831451416016,629800,0.0,
1999-06-30 00:00:00+00:00,68.5,72.25,66.125,51.57028579711914,2127600,0.0,
1999-07-01 00:00:00+00:00,71.375,71.4375,69.75,50.54422378540039,813600,0.0,
1999-07-02 00:00:00+00:00,70.5625,71.1875,69.6875,50.63344955444336,536900,0.0,
1999-07-06 00:00:00+00:00,70.0,71.1875,69.25,50.32118225097656,747600,0.0,
1999-07-07 00:00:00+00:00,69.5625,70.0,68.0,48.536739349365234,648800,0.0,
1999-07-08 00:00:00+00:00,68.0,68.875,67.1875,48.00139617919922,424400,0.0,
1999-07-09 00:00:00+00:00,67.4375,68.1875,67.25,48.00139617919922,312700,0.0,
1999-07-12 00:00:00+00:00,68.0,68.9375,67.875,48.80440521240234,547700,0.0,
1999-07-13 00:00:00+00:00,68.25,68.6875,67.625,48.4475212097168,969600,0.0,
1999-07-14 00:00:00+00:00,67.375,67.75,67.3125,48.26906967163086,888200,0.0,
1999-07-15 00:00:00+00:00,68.0,68.0,67.5,48.492130279541016,864700,0.0,
1999-07-16 00:00:00+00:00,67.75,68.75,67.75,48.58137130737305,476700,0.0,
1999-07-19 00:00:00+00:00,68.25,70.75,68.25,49.562801361083984,646100,0.0,
1999-07-20 00:00:00+00:00,69.125,70.4375,67.875,48.62596130371094,886100,0.0,
1999-07-21 00:00:00+00:00,68.0,68.0625,67.125,48.4475212097168,626100,0.0,
1999-07-22 00:00:00+00:00,68.125,68.25,66.5,47.46607208251953,579500,0.0,
1999-07-23 00:00:00+00:00,66.375,66.375,64.0,45.72625350952149,767200,0.0,
1999-07-26 00:00:00+00:00,64.25,64.75,63.1875,45.14630889892578,749500,0.0,
1999-07-27 00:00:00+00:00,64.25,65.75,63.3125,46.7523078918457,592200,0.0,
1999-07-28 00:00:00+00:00,65.25,66.375,64.0,47.15380096435547,584800,0.0,
1999-07-29 00:00:00+00:00,65.5,65.5,64.5,46.39541244506836,646000,0.0,
1999-07-30 00:00:00+00:00,65.0,65.0,63.625,45.904693603515625,629600,0.0,
1999-08-02 00:00:00+00:00,64.25,64.5625,62.375,44.83401870727539,566400,0.0,
1999-08-03 00:00:00+00:00,62.8125,62.8125,60.75,43.40649032592773,837700,0.0,
1999-08-04 00:00:00+00:00,60.5625,61.5,60.0,42.82653045654297,1281600,0.0,
1999-08-05 00:00:00+00:00,59.8125,60.0,57.8125,42.29121017456055,1539900,0.0,
1999-08-06 00:00:00+00:00,58.9375,58.9375,56.0,40.14987182617188,1308500,0.0,
1999-08-09 00:00:00+00:00,56.5,57.5,55.8125,39.83760833740234,1347500,0.0,
1999-08-10 00:00:00+00:00,56.25,57.1875,55.1875,40.77288436889648,1817400,0.12,
1999-08-11 00:00:00+00:00,57.875,61.5625,57.4375,43.99177551269531,1369200,0.0,
1999-08-12 00:00:00+00:00,61.4375,62.1875,60.5625,43.41060256958008,832800,0.0,
1999-08-13 00:00:00+00:00,62.4375,63.25,62.0625,45.1541748046875,557400,0.0,
1999-08-16 00:00:00+00:00,63.0,63.0,60.875,44.9753532409668,762600,0.0,
1999-08-17 00:00:00+00:00,63.25,64.5,62.625,45.06476593017578,936900,0.0,
1999-08-18 00:00:00+00:00,63.0,63.0,61.0625,44.5729866027832,819300,0.0,
1999-08-19 00:00:00+00:00,61.625,62.5,60.8125,44.0364990234375,624600,0.0,
1999-08-20 00:00:00+00:00,61.8125,62.9375,61.625,44.5729866027832,439600,0.0,
1999-08-23 00:00:00+00:00,62.8125,63.8125,62.625,45.511810302734375,837200,0.0,
1999-08-24 00:00:00+00:00,63.5625,65.0,62.8125,45.37770462036133,894200,0.0,
1999-08-25 00:00:00+00:00,63.125,64.3125,62.3125,45.78006362915039,449900,0.0,
1999-08-26 00:00:00+00:00,64.0,64.875,62.75,44.88592529296875,378400,0.0,
1999-08-27 00:00:00+00:00,63.0,63.0,61.5,44.0364990234375,265300,0.0,
1999-08-30 00:00:00+00:00,61.75,61.75,59.3125,42.427040100097656,438100,0.0,
1999-08-31 00:00:00+00:00,59.5,60.5,58.6875,42.78471374511719,496600,0.0,
1999-09-01 00:00:00+00:00,60.5625,60.6875,59.8125,43.14234161376953,560100,0.0,
1999-09-02 00:00:00+00:00,59.5,60.4375,58.875,42.3823356628418,727600,0.0,
1999-09-03 00:00:00+00:00,60.75,63.125,60.75,45.1541748046875,754900,0.0,
1999-09-07 00:00:00+00:00,63.0,64.4375,62.4375,44.70711135864258,813600,0.0,
1999-09-08 00:00:00+00:00,62.4375,63.625,62.125,44.75179672241211,732100,0.0,
1999-09-09 00:00:00+00:00,62.5,62.5625,61.0,44.17060852050781,448800,0.0,
