date,CCOI_Open,CCOI_High,CCOI_Low,CCOI_Close,CCOI_Volume,CCOI_Dividends,CCOI_Stock Splits
2002-02-05 00:00:00+00:00,107.0,110.0,100.0,60.42221450805664,440,0.0,
2002-02-06 00:00:00+00:00,100.0,100.0,55.20000076293945,37.92842102050781,6045,0.0,
2002-02-07 00:00:00+00:00,65.0,67.0,60.0,37.09087753295898,550,0.0,
2002-02-08 00:00:00+00:00,61.0,64.0,61.0,37.68911361694336,385,0.0,
2002-02-11 00:00:00+00:00,65.0,66.0,63.0,39.124881744384766,650,0.0,
2002-02-12 00:00:00+00:00,66.0,66.0,63.0,37.80876922607422,150,0.0,
2002-02-13 00:00:00+00:00,65.0,66.0,65.0,39.124881744384766,40,0.0,
2002-02-14 00:00:00+00:00,66.0,66.0,65.0,38.88559722900391,850,0.0,
2002-02-15 00:00:00+00:00,66.5999984741211,68.5999984741211,65.0,41.03925323486328,205,0.0,
2002-02-19 00:00:00+00:00,68.5999984741211,68.5999984741211,67.0,40.08206558227539,225,0.0,
2002-02-20 00:00:00+00:00,65.0,65.0,63.0,38.88559722900391,305,0.0,
2002-02-21 00:00:00+00:00,63.0,66.0,61.0,37.68911361694336,220,0.0,
2002-02-22 00:00:00+00:00,63.0,64.0,57.0,34.69792175292969,400,0.0,
2002-02-25 00:00:00+00:00,60.0,60.0,54.20000076293945,32.424598693847656,125,0.0,
2002-02-26 00:00:00+00:00,54.20000076293945,55.20000076293945,54.20000076293945,33.022850036621094,155,0.0,
2002-02-27 00:00:00+00:00,57.0,58.0,54.0,32.30495834350586,300,0.0,
2002-02-28 00:00:00+00:00,57.79999923706055,59.0,56.0,34.57826232910156,120,0.0,
2002-03-01 00:00:00+00:00,60.0,67.80000305175781,60.0,39.84277725219727,730,0.0,
2002-03-04 00:00:00+00:00,66.5999984741211,68.0,64.0,39.48383712768555,270,0.0,
2002-03-05 00:00:00+00:00,67.80000305175781,70.0,66.0,40.68031692504883,435,0.0,
2002-03-06 00:00:00+00:00,66.0,67.5999984741211,65.0,39.84277725219727,325,0.0,
2002-03-07 00:00:00+00:00,67.5999984741211,67.5999984741211,66.0,39.48383712768555,155,0.0,
2002-03-08 00:00:00+00:00,66.0,67.0,66.0,40.08206558227539,150,0.0,
2002-03-11 00:00:00+00:00,68.80000305175781,68.80000305175781,67.4000015258789,40.32136917114258,70,0.0,
2002-03-12 00:00:00+00:00,68.0,70.0,68.0,40.68031692504883,125,0.0,
2002-03-13 00:00:00+00:00,70.0,70.0,68.19999694824219,41.39820861816406,90,0.0,
2002-03-14 00:00:00+00:00,69.19999694824219,71.0,69.19999694824219,42.35539627075195,100,0.0,
2002-03-15 00:00:00+00:00,73.0,75.0,73.0,44.269752502441406,85,0.0,
2002-03-18 00:00:00+00:00,75.0,75.80000305175781,74.0,44.269752502441406,375,0.0,
2002-03-19 00:00:00+00:00,75.0,75.80000305175781,75.0,44.86800384521485,105,0.0,
2002-03-20 00:00:00+00:00,73.19999694824219,76.0,73.19999694824219,44.86800384521485,710,0.0,
2002-03-21 00:00:00+00:00,76.0,76.0,75.0,44.86800384521485,120,0.0,
2002-03-22 00:00:00+00:00,75.0,75.0,73.5999984741211,44.03046798706055,20,0.0,
2002-03-25 00:00:00+00:00,72.0,72.0,68.19999694824219,40.79997253417969,155,0.0,
2002-03-26 00:00:00+00:00,68.19999694824219,68.19999694824219,68.0,40.68031692504883,60,0.0,
2002-03-27 00:00:00+00:00,66.0,66.0,60.20000076293945,36.01404571533203,320,0.0,
2002-03-28 00:00:00+00:00,62.20000076293945,62.79999923706055,60.20000076293945,37.4498176574707,100,0.0,
2002-04-01 00:00:00+00:00,64.0,64.0,62.0,37.68911361694336,385,0.0,
2002-04-02 00:00:00+00:00,64.0,64.0,63.0,38.287353515625,1610,0.0,
2002-04-03 00:00:00+00:00,63.20000076293945,64.0,56.20000076293945,33.621089935302734,1375,0.0,
2002-04-04 00:00:00+00:00,57.0,57.0,54.0,32.90319061279297,1135,0.0,
2002-04-05 00:00:00+00:00,56.0,56.0,52.20000076293945,31.22812843322754,150,0.0,
2002-04-08 00:00:00+00:00,52.20000076293945,53.0,49.0,31.587068557739254,765,0.0,
2002-04-09 00:00:00+00:00,52.79999923706055,53.0,48.0,28.71551513671875,385,0.0,
2002-04-10 00:00:00+00:00,49.0,49.79999923706055,48.0,29.792348861694336,190,0.0,
2002-04-11 00:00:00+00:00,48.0,49.59999847412109,48.0,29.194110870361328,265,0.0,
2002-04-12 00:00:00+00:00,47.0,52.0,47.0,31.108476638793945,660,0.0,
2002-04-15 00:00:00+00:00,52.0,55.0,52.0,32.30495834350586,140,0.0,
2002-04-16 00:00:00+00:00,56.0,58.59999847412109,55.0,34.09967422485352,400,0.0,
2002-04-17 00:00:00+00:00,57.20000076293945,58.59999847412109,57.0,34.69792175292969,200,0.0,
2002-04-18 00:00:00+00:00,58.0,58.0,58.0,34.69792175292969,5,0.0,
2002-04-19 00:00:00+00:00,57.59999847412109,57.59999847412109,56.20000076293945,33.621089935302734,145,0.0,
2002-04-22 00:00:00+00:00,56.0,56.0,55.0,33.022850036621094,80,0.0,
2002-04-23 00:00:00+00:00,58.0,58.0,56.0,33.501434326171875,15,0.0,
2002-04-24 00:00:00+00:00,56.0,56.0,55.0,32.90319061279297,350,0.0,
2002-04-25 00:00:00+00:00,51.0,54.0,51.0,31.108476638793945,875,0.0,
2002-04-26 00:00:00+00:00,54.0,59.0,54.0,34.09967422485352,640,0.0,
2002-04-29 00:00:00+00:00,57.0,61.0,57.0,35.89439392089844,305,0.0,
2002-04-30 00:00:00+00:00,60.0,60.0,60.0,35.89439392089844,50,0.0,
2002-05-01 00:00:00+00:00,59.0,60.0,56.0,33.98002624511719,515,0.0,
2002-05-02 00:00:00+00:00,55.0,55.0,52.20000076293945,31.22812843322754,185,0.0,
2002-05-03 00:00:00+00:00,53.0,53.0,50.0,31.108476638793945,110,0.0,
