date,GJR_Open,GJR_High,GJR_Low,GJR_Close,GJR_Volume,GJR_Dividends,GJR_Stock Splits
2007-12-27 00:00:00+00:00,19.75,20.25,19.75,14.159431457519531,500,0.0,
2007-12-28 00:00:00+00:00,20.0,20.040000915527344,19.5,13.816800117492676,2400,0.0,
2007-12-31 00:00:00+00:00,19.51000022888184,19.51000022888184,19.51000022888184,13.641996383666992,200,0.0,
2008-01-02 00:00:00+00:00,20.0,20.979999542236328,20.0,14.341228485107422,4500,0.0,
2008-01-03 00:00:00+00:00,20.270000457763672,20.270000457763672,20.25,14.159431457519531,6400,0.0,
2008-01-04 00:00:00+00:00,20.5,21.0,20.5,14.683850288391112,3300,0.0,
2008-01-07 00:00:00+00:00,20.75,20.75,20.11000061035156,14.236342430114746,2600,0.0,
2008-01-08 00:00:00+00:00,20.61000061035156,20.86000061035156,20.049999237060547,14.278285026550291,4600,0.0,
2008-01-09 00:00:00+00:00,20.549999237060547,20.61000061035156,20.0,14.117465019226074,4800,0.0,
2008-01-10 00:00:00+00:00,19.959999084472656,20.36000061035156,19.959999084472656,14.110468864440918,1800,0.0,
2008-01-11 00:00:00+00:00,20.030000686645508,20.59000015258789,20.0,13.984618186950684,11900,0.0,
2008-01-14 00:00:00+00:00,20.25,20.489999771118164,20.0,14.13843822479248,1700,0.0,
2008-01-15 00:00:00+00:00,20.1299991607666,20.1299991607666,20.1299991607666,14.075515747070312,100,0.0,
2008-01-16 00:00:00+00:00,20.3799991607666,20.3799991607666,20.270000457763672,14.17340850830078,300,0.0,
2008-01-17 00:00:00+00:00,20.100000381469727,20.399999618530277,20.100000381469727,14.159377098083496,7900,0.08,
2008-01-18 00:00:00+00:00,20.170000076293945,20.170000076293945,20.170000076293945,14.159377098083496,0,0.0,
2008-01-22 00:00:00+00:00,20.170000076293945,20.170000076293945,20.170000076293945,14.159377098083496,0,0.0,
2008-01-23 00:00:00+00:00,19.93000030517578,19.93000030517578,18.68000030517578,13.40822982788086,6200,0.0,
2008-01-24 00:00:00+00:00,19.350000381469727,20.059999465942383,19.299999237060547,13.794316291809082,4700,0.0,
2008-01-25 00:00:00+00:00,19.649999618530277,19.649999618530277,19.649999618530277,13.794316291809082,0,0.0,
