date,RCON_Open,RCON_High,RCON_Low,RCON_Close,RCON_Volume,RCON_Dividends,RCON_Stock Splits
2009-07-30 00:00:00+00:00,108.0,109.8000030517578,92.33999633789062,100.26000213623048,22572,,
2009-07-31 00:00:00+00:00,103.5,126.0,99.18000030517578,107.0999984741211,20833,,
2009-08-03 00:00:00+00:00,111.5999984741211,117.0,103.86000061035156,116.45999908447266,11578,,
2009-08-04 00:00:00+00:00,113.94000244140624,135.36000061035156,112.86000061035156,133.3800048828125,54178,,
2009-08-05 00:00:00+00:00,141.47999572753906,171.0,141.47999572753906,164.52000427246094,55256,,
2009-08-06 00:00:00+00:00,164.6999969482422,165.4199981689453,141.3000030517578,145.97999572753906,18283,,
2009-08-07 00:00:00+00:00,151.9199981689453,154.0800018310547,136.8000030517578,149.5800018310547,10233,,
2009-08-10 00:00:00+00:00,152.4600067138672,152.4600067138672,140.5800018310547,144.5399932861328,6717,,
2009-08-11 00:00:00+00:00,145.8000030517578,149.22000122070312,132.3000030517578,135.0,9794,,
2009-08-12 00:00:00+00:00,136.8000030517578,148.5,130.67999267578125,139.5,9544,,
2009-08-13 00:00:00+00:00,143.10000610351562,147.24000549316406,136.97999572753906,140.39999389648438,5583,,
2009-08-14 00:00:00+00:00,142.1999969482422,146.52000427246094,132.47999572753906,138.77999877929688,5089,,
2009-08-17 00:00:00+00:00,133.55999755859375,133.55999755859375,122.94000244140624,124.55999755859376,7683,,
2009-08-18 00:00:00+00:00,124.55999755859376,131.5800018310547,119.87999725341795,121.13999938964844,3561,,
2009-08-19 00:00:00+00:00,118.26000213623048,126.9000015258789,113.94000244140624,126.9000015258789,5983,,
2009-08-20 00:00:00+00:00,126.0,131.39999389648438,124.1999969482422,124.73999786376952,3400,,
2009-08-21 00:00:00+00:00,126.9000015258789,129.60000610351562,121.86000061035156,127.8000030517578,5989,,
2009-08-24 00:00:00+00:00,128.16000366210938,134.4600067138672,121.68000030517578,124.73999786376952,7322,,
2009-08-25 00:00:00+00:00,122.04000091552734,125.0999984741211,117.54000091552734,118.9800033569336,6683,,
2009-08-26 00:00:00+00:00,117.36000061035156,120.5999984741211,117.36000061035156,118.8000030517578,1456,,
2009-08-27 00:00:00+00:00,117.36000061035156,117.36000061035156,110.87999725341795,112.68000030517578,3822,,
