date,OLP_Open,OLP_High,OLP_Low,OLP_Close,OLP_Volume,OLP_Dividends,OLP_Stock Splits
1983-04-25 00:00:00+00:00,0.0,16.25,15.75,0.7443720102310181,88000,0.0,
1983-04-26 00:00:00+00:00,0.0,16.25,15.75,0.7443720102310181,24900,0.0,
1983-04-27 00:00:00+00:00,0.0,16.25,15.75,0.7443720102310181,24200,0.0,
1983-04-28 00:00:00+00:00,0.0,17.25,16.5,0.7798181772232056,58800,0.0,
1983-04-29 00:00:00+00:00,0.0,16.5,15.75,0.7443720102310181,62900,0.0,
1983-05-02 00:00:00+00:00,0.0,15.75,15.25,0.7207410931587219,22100,0.0,
1983-05-03 00:00:00+00:00,0.0,15.75,15.0,0.708925724029541,11400,0.0,
1983-05-04 00:00:00+00:00,0.0,15.75,15.0,0.708925724029541,5000,0.0,
1983-05-05 00:00:00+00:00,0.0,15.75,14.75,0.6971102952957153,3800,0.0,
1983-05-06 00:00:00+00:00,0.0,15.5,14.75,0.6971102952957153,7200,0.0,
1983-05-09 00:00:00+00:00,0.0,15.5,14.75,0.6971102952957153,8300,0.0,
1983-05-10 00:00:00+00:00,0.0,16.25,15.5,0.7325567603111267,7900,0.0,
1983-05-11 00:00:00+00:00,0.0,17.0,16.0,0.7561871409416199,22000,0.0,
1983-05-12 00:00:00+00:00,0.0,16.5,15.5,0.7325567603111267,18300,0.0,
1983-05-13 00:00:00+00:00,0.0,16.5,15.5,0.7325567603111267,2700,0.0,
1983-05-16 00:00:00+00:00,0.0,16.5,15.5,0.7325567603111267,4600,0.0,
1983-05-17 00:00:00+00:00,0.0,16.0,15.0,0.708925724029541,3400,0.0,
1983-05-18 00:00:00+00:00,0.0,16.0,15.0,0.708925724029541,2500,0.0,
1983-05-19 00:00:00+00:00,0.0,15.5,15.0,0.708925724029541,7100,0.0,
1983-05-20 00:00:00+00:00,0.0,16.0,15.0,0.708925724029541,3900,0.0,
1983-05-23 00:00:00+00:00,0.0,16.0,15.0,0.708925724029541,6200,0.0,
1983-05-24 00:00:00+00:00,0.0,16.0,15.0,0.708925724029541,1100,0.0,
1983-05-25 00:00:00+00:00,0.0,15.75,15.0,0.708925724029541,3300,0.0,
1983-05-26 00:00:00+00:00,0.0,15.5,14.5,0.6852951049804688,10200,0.0,
1983-05-27 00:00:00+00:00,0.0,15.5,14.5,0.6852951049804688,2300,0.0,
1983-05-31 00:00:00+00:00,0.0,15.25,14.5,0.6852951049804688,1500,0.0,
1983-06-01 00:00:00+00:00,0.0,15.75,15.0,0.708925724029541,3800,0.0,
1983-06-02 00:00:00+00:00,0.0,15.75,15.0,0.708925724029541,1900,0.0,
1983-06-03 00:00:00+00:00,0.0,15.75,15.0,0.708925724029541,4400,0.0,
1983-06-06 00:00:00+00:00,0.0,15.75,15.0,0.708925724029541,1800,0.0,
1983-06-07 00:00:00+00:00,0.0,15.75,15.0,0.708925724029541,2400,0.0,
1983-06-08 00:00:00+00:00,0.0,15.75,15.0,0.708925724029541,1800,0.0,
1983-06-09 00:00:00+00:00,0.0,15.75,15.0,0.708925724029541,2600,0.0,
1983-06-10 00:00:00+00:00,0.0,15.75,15.0,0.708925724029541,2100,0.0,
1983-06-13 00:00:00+00:00,0.0,15.75,15.0,0.708925724029541,2100,0.0,
1983-06-14 00:00:00+00:00,0.0,15.75,15.0,0.708925724029541,4700,0.0,
1983-06-15 00:00:00+00:00,0.0,15.75,15.0,0.708925724029541,1500,0.0,
1983-06-16 00:00:00+00:00,0.0,15.75,14.75,0.6971102952957153,3600,0.0,
1983-06-17 00:00:00+00:00,0.0,15.75,14.75,0.6971102952957153,1800,0.0,
1983-06-20 00:00:00+00:00,0.0,15.25,14.25,0.6734794974327087,2600,0.0,
1983-06-21 00:00:00+00:00,0.0,14.75,14.0,0.6616642475128174,6100,0.0,
1983-06-22 00:00:00+00:00,0.0,15.25,14.25,0.6734794974327087,4200,0.0,
1983-06-23 00:00:00+00:00,0.0,15.25,14.25,0.6734794974327087,3900,0.0,
1983-06-24 00:00:00+00:00,0.0,15.25,14.25,0.6734794974327087,4300,0.0,
1983-06-27 00:00:00+00:00,0.0,15.0,14.25,0.6734794974327087,1500,0.0,
1983-06-28 00:00:00+00:00,0.0,14.5,13.5,0.638033390045166,1900,0.0,
1983-06-29 00:00:00+00:00,0.0,14.5,13.5,0.638033390045166,3800,0.0,
1983-06-30 00:00:00+00:00,0.0,14.5,13.5,0.638033390045166,500,0.0,
1983-07-01 00:00:00+00:00,0.0,14.5,13.5,0.638033390045166,2500,0.0,
1983-07-05 00:00:00+00:00,0.0,14.5,13.75,0.6498484015464783,700,0.0,
1983-07-06 00:00:00+00:00,0.0,14.5,13.75,0.6498484015464783,2400,0.0,
1983-07-07 00:00:00+00:00,0.0,15.0,14.0,0.6616642475128174,2600,0.0,
1983-07-08 00:00:00+00:00,0.0,15.0,14.0,0.6616642475128174,400,0.0,
1983-07-11 00:00:00+00:00,0.0,15.0,14.0,0.6616642475128174,1300,0.0,
1983-07-12 00:00:00+00:00,0.0,15.0,14.0,0.6616642475128174,100,0.0,
1983-07-13 00:00:00+00:00,0.0,15.0,14.0,0.6616642475128174,900,0.0,
1983-07-14 00:00:00+00:00,14.0,14.0,14.0,0.6616642475128174,0,0.0,
1983-07-15 00:00:00+00:00,0.0,15.0,14.0,0.6616642475128174,600,0.0,
1983-07-18 00:00:00+00:00,0.0,15.0,14.0,0.6616642475128174,1400,0.0,
1983-07-19 00:00:00+00:00,0.0,14.5,13.75,0.6498484015464783,1500,0.0,
1983-07-20 00:00:00+00:00,0.0,14.5,13.75,0.6498484015464783,400,0.0,
1983-07-21 00:00:00+00:00,13.75,13.75,13.75,0.6498484015464783,0,0.0,
1983-07-22 00:00:00+00:00,0.0,14.5,13.75,0.6498484015464783,3200,0.0,
1983-07-25 00:00:00+00:00,0.0,14.5,13.5,0.638033390045166,7200,0.0,
1983-07-26 00:00:00+00:00,0.0,14.5,13.5,0.638033390045166,2100,0.0,
1983-07-27 00:00:00+00:00,0.0,14.25,13.5,0.638033390045166,2900,0.0,
1983-07-28 00:00:00+00:00,13.5,13.5,13.5,0.638033390045166,0,0.0,
1983-07-29 00:00:00+00:00,0.0,14.25,13.5,0.638033390045166,1200,0.0,
1983-08-01 00:00:00+00:00,0.0,14.25,13.5,0.638033390045166,1300,0.0,
1983-08-02 00:00:00+00:00,0.0,14.25,13.5,0.638033390045166,200,0.0,
1983-08-03 00:00:00+00:00,0.0,14.0,13.25,0.6262179613113403,1900,0.0,
1983-08-04 00:00:00+00:00,0.0,13.75,13.0,0.6144022345542908,1900,0.0,
1983-08-05 00:00:00+00:00,0.0,13.75,13.0,0.6144022345542908,1000,0.0,
1983-08-08 00:00:00+00:00,0.0,13.75,13.0,0.6144022345542908,700,0.0,
1983-08-09 00:00:00+00:00,0.0,13.75,13.0,0.6144022345542908,1800,0.0,
1983-08-10 00:00:00+00:00,0.0,13.75,13.0,0.6144022345542908,3900,0.0,
1983-08-11 00:00:00+00:00,0.0,13.75,13.0,0.6144022345542908,2500,0.0,
1983-08-12 00:00:00+00:00,0.0,13.75,13.0,0.6144022345542908,500,0.0,
1983-08-15 00:00:00+00:00,0.0,13.75,13.0,0.6144022345542908,1900,0.0,
1983-08-16 00:00:00+00:00,0.0,13.75,13.0,0.6144022345542908,1400,0.0,
1983-08-17 00:00:00+00:00,0.0,13.5,12.75,0.6025866270065308,6400,0.0,
1983-08-18 00:00:00+00:00,0.0,13.5,12.75,0.6025866270065308,4600,0.0,
1983-08-19 00:00:00+00:00,0.0,13.5,12.75,0.6025866270065308,3200,0.0,
1983-08-22 00:00:00+00:00,0.0,13.5,12.75,0.6025866270065308,600,0.0,
1983-08-23 00:00:00+00:00,0.0,13.5,12.75,0.6025866270065308,1200,0.0,
1983-08-24 00:00:00+00:00,0.0,13.75,12.75,0.6025866270065308,800,0.0,
1983-08-25 00:00:00+00:00,0.0,13.75,13.0,0.6144022345542908,2200,0.0,
1983-08-26 00:00:00+00:00,0.0,13.75,13.0,0.6144022345542908,1300,0.0,
1983-08-29 00:00:00+00:00,0.0,13.75,13.25,0.6262179613113403,1100,0.0,
1983-08-30 00:00:00+00:00,0.0,13.75,13.25,0.6262179613113403,1400,0.0,
1983-08-31 00:00:00+00:00,0.0,13.75,13.25,0.6262179613113403,1700,0.0,
1983-09-01 00:00:00+00:00,0.0,14.25,13.5,0.638033390045166,2000,0.0,
1983-09-02 00:00:00+00:00,0.0,14.25,13.5,0.638033390045166,400,0.0,
1983-09-06 00:00:00+00:00,0.0,15.0,14.25,0.6734794974327087,3000,0.0,
1983-09-07 00:00:00+00:00,0.0,15.0,14.25,0.6734794974327087,600,0.0,
1983-09-08 00:00:00+00:00,0.0,15.0,14.0,0.6616642475128174,2100,0.0,
1983-09-09 00:00:00+00:00,0.0,15.0,14.0,0.6616642475128174,1500,0.0,
1983-09-12 00:00:00+00:00,0.0,14.75,14.0,0.6616642475128174,2500,0.0,
1983-09-13 00:00:00+00:00,0.0,14.5,13.5,0.638033390045166,800,0.0,
1983-09-14 00:00:00+00:00,0.0,14.5,13.5,0.638033390045166,800,0.0,
1983-09-15 00:00:00+00:00,0.0,14.5,13.5,0.638033390045166,500,0.0,
1983-09-16 00:00:00+00:00,0.0,14.5,13.5,0.638033390045166,500,0.0,
1983-09-19 00:00:00+00:00,0.0,14.5,13.5,0.638033390045166,3900,0.0,
1983-09-20 00:00:00+00:00,0.0,14.5,13.5,0.638033390045166,800,0.0,
1983-09-21 00:00:00+00:00,0.0,15.5,15.0,0.708925724029541,8700,0.0,
1983-09-22 00:00:00+00:00,0.0,15.5,14.5,0.6852951049804688,11300,0.0,
1983-09-23 00:00:00+00:00,0.0,15.5,14.5,0.6852951049804688,5500,0.0,
1983-09-26 00:00:00+00:00,0.0,15.5,14.5,0.6852951049804688,1400,0.0,
1983-09-27 00:00:00+00:00,0.0,15.0,14.5,0.6852951049804688,2800,0.0,
1983-09-28 00:00:00+00:00,0.0,15.5,14.5,0.6852951049804688,1300,0.0,
1983-09-29 00:00:00+00:00,0.0,15.5,14.5,0.6852951049804688,4000,0.0,
1983-09-30 00:00:00+00:00,0.0,15.5,14.5,0.6852951049804688,4100,0.0,
1983-10-03 00:00:00+00:00,0.0,15.0,14.5,0.6852951049804688,600,0.0,
1983-10-04 00:00:00+00:00,0.0,14.75,14.0,0.6616642475128174,1800,0.0,
1983-10-05 00:00:00+00:00,0.0,14.5,14.0,0.6616642475128174,2900,0.0,
1983-10-06 00:00:00+00:00,0.0,15.0,14.0,0.6616642475128174,7200,0.0,
1983-10-07 00:00:00+00:00,0.0,15.0,14.0,0.6616642475128174,3900,0.0,
1983-10-10 00:00:00+00:00,0.0,15.0,14.0,0.6616642475128174,900,0.0,
