date,CRK_Open,CRK_High,CRK_Low,CRK_Close,CRK_Volume,CRK_Dividends,CRK_Stock Splits
1987-08-28 00:00:00+00:00,0.0,67.5,60.0,53.79071807861328,395,0.0,
1987-08-31 00:00:00+00:00,0.0,70.0,60.0,53.79071807861328,235,0.0,
1987-09-01 00:00:00+00:00,0.0,67.5,60.0,53.79071807861328,250,0.0,
1987-09-02 00:00:00+00:00,0.0,67.5,60.0,53.79071807861328,100,0.0,
1987-09-03 00:00:00+00:00,0.0,67.5,60.0,53.79071807861328,10,0.0,
1987-09-04 00:00:00+00:00,0.0,67.5,60.0,53.79071807861328,40,0.0,
1987-09-08 00:00:00+00:00,0.0,67.5,60.0,53.79071807861328,100,0.0,
1987-09-09 00:00:00+00:00,0.0,65.0,60.0,53.79071807861328,495,0.0,
1987-09-10 00:00:00+00:00,0.0,65.0,57.5,51.5494270324707,200,0.0,
1987-09-11 00:00:00+00:00,0.0,62.5,57.5,51.5494270324707,300,0.0,
1987-09-14 00:00:00+00:00,0.0,62.5,55.0,49.30815124511719,45,0.0,
1987-09-15 00:00:00+00:00,55.0,55.0,55.0,49.30815124511719,0,0.0,
1987-09-16 00:00:00+00:00,55.0,55.0,55.0,49.30815124511719,0,0.0,
1987-09-17 00:00:00+00:00,0.0,62.5,55.0,49.30815124511719,200,0.0,
1987-09-18 00:00:00+00:00,0.0,65.0,55.0,49.30815124511719,100,0.0,
1987-09-21 00:00:00+00:00,0.0,65.0,55.0,49.30815124511719,200,0.0,
1987-09-22 00:00:00+00:00,55.0,55.0,55.0,49.30815124511719,0,0.0,
1987-09-23 00:00:00+00:00,0.0,65.0,55.0,49.30815124511719,15,0.0,
1987-09-24 00:00:00+00:00,55.0,55.0,55.0,49.30815124511719,0,0.0,
1987-09-25 00:00:00+00:00,0.0,65.0,55.0,49.30815124511719,20,0.0,
1987-09-28 00:00:00+00:00,0.0,65.0,55.0,49.30815124511719,5,0.0,
1987-09-29 00:00:00+00:00,55.0,55.0,55.0,49.30815124511719,0,0.0,
1987-09-30 00:00:00+00:00,0.0,65.0,55.0,49.30815124511719,415,0.0,
1987-10-01 00:00:00+00:00,0.0,57.5,52.5,47.06687545776367,350,0.0,
1987-10-02 00:00:00+00:00,0.0,65.0,57.5,51.5494270324707,780,0.0,
1987-10-05 00:00:00+00:00,0.0,70.0,62.5,56.0319938659668,930,0.0,
1987-10-06 00:00:00+00:00,0.0,87.5,72.5,64.99710083007812,1455,0.0,
1987-10-07 00:00:00+00:00,0.0,87.5,72.5,64.99710083007812,50,0.0,
1987-10-08 00:00:00+00:00,0.0,87.5,72.5,64.99710083007812,135,0.0,
1987-10-09 00:00:00+00:00,0.0,87.5,72.5,64.99710083007812,260,0.0,
1987-10-12 00:00:00+00:00,0.0,87.5,72.5,64.99710083007812,560,0.0,
1987-10-13 00:00:00+00:00,0.0,97.5,80.0,71.72095489501953,535,0.0,
1987-10-14 00:00:00+00:00,0.0,97.5,80.0,71.72095489501953,1300,0.0,
1987-10-15 00:00:00+00:00,0.0,120.0,105.0,94.13375091552734,1025,0.0,
1987-10-16 00:00:00+00:00,0.0,140.0,120.0,107.58143615722656,2345,0.0,
1987-10-19 00:00:00+00:00,0.0,120.0,105.0,94.13375091552734,1160,0.0,
1987-10-20 00:00:00+00:00,0.0,105.0,85.0,76.2035140991211,50,0.0,
1987-10-21 00:00:00+00:00,0.0,100.0,85.0,76.2035140991211,435,0.0,
1987-10-22 00:00:00+00:00,0.0,95.0,80.0,71.72095489501953,70,0.0,
1987-10-23 00:00:00+00:00,0.0,95.0,80.0,71.72095489501953,15,0.0,
1987-10-26 00:00:00+00:00,80.0,80.0,80.0,71.72095489501953,0,0.0,
1987-10-27 00:00:00+00:00,0.0,85.0,70.0,62.75583267211914,110,0.0,
1987-10-28 00:00:00+00:00,0.0,80.0,60.0,53.79071807861328,140,0.0,
1987-10-29 00:00:00+00:00,0.0,90.0,75.0,67.23839569091797,370,0.0,
1987-10-30 00:00:00+00:00,0.0,90.0,75.0,67.23839569091797,50,0.0,
