date,MSB_Open,MSB_High,MSB_Low,MSB_Close,MSB_Volume,MSB_Dividends,MSB_Stock Splits
1973-02-21 00:00:00+00:00,0.0,9.5,9.375,0.4950969815254211,4600,0.0,
1973-02-22 00:00:00+00:00,0.0,9.5,9.375,0.4950969815254211,4100,0.0,
1973-02-23 00:00:00+00:00,0.0,9.5,9.25,0.4885825514793396,6300,0.0,
1973-02-26 00:00:00+00:00,0.0,9.5,9.375,0.4950969815254211,2100,0.0,
1973-02-27 00:00:00+00:00,0.0,9.5,9.375,0.4885825514793396,4900,0.0,
1973-02-28 00:00:00+00:00,0.0,9.5,9.375,0.4950969815254211,4400,0.0,
1973-03-01 00:00:00+00:00,0.0,9.5,9.375,0.4885825514793396,1500,0.0,
1973-03-02 00:00:00+00:00,0.0,9.5,9.375,0.4950969815254211,2100,0.0,
1973-03-05 00:00:00+00:00,0.0,9.625,9.375,0.4885825514793396,7500,0.0,
1973-03-06 00:00:00+00:00,0.0,9.625,9.5,0.5016109347343445,11100,0.0,
1973-03-07 00:00:00+00:00,0.0,9.625,9.5,0.4950969815254211,3400,0.0,
1973-03-08 00:00:00+00:00,0.0,9.75,9.5,0.5016109347343445,5600,0.0,
1973-03-09 00:00:00+00:00,0.0,9.75,9.625,0.5016109347343445,8400,0.0,
1973-03-12 00:00:00+00:00,0.0,9.875,9.625,0.5146402716636658,15300,0.0,
1973-03-13 00:00:00+00:00,0.0,9.875,9.75,0.5081260204315186,5200,0.0,
1973-03-14 00:00:00+00:00,0.0,9.875,9.75,0.5146402716636658,4800,0.0,
1973-03-15 00:00:00+00:00,0.0,9.875,9.625,0.5016109347343445,4700,0.0,
1973-03-16 00:00:00+00:00,0.0,9.875,9.625,0.5146402716636658,9800,0.0,
1973-03-19 00:00:00+00:00,0.0,9.875,9.75,0.5146402716636658,5800,0.0,
1973-03-20 00:00:00+00:00,0.0,9.875,9.75,0.5081260204315186,6600,0.0,
1973-03-21 00:00:00+00:00,0.0,9.875,9.75,0.5146402716636658,11900,0.0,
1973-03-22 00:00:00+00:00,0.0,9.875,9.625,0.5016109347343445,3900,0.0,
1973-03-23 00:00:00+00:00,0.0,9.75,9.625,0.5081260204315186,7100,0.0,
1973-03-26 00:00:00+00:00,0.0,9.875,9.75,0.5081260204315186,4100,0.0,
1973-03-27 00:00:00+00:00,0.0,9.875,9.75,0.5081260204315186,4400,0.0,
1973-03-28 00:00:00+00:00,0.0,9.75,9.625,0.5016109347343445,5100,0.0,
1973-03-29 00:00:00+00:00,0.0,9.875,9.625,0.5081260204315186,6800,0.0,
1973-03-30 00:00:00+00:00,0.0,9.875,9.75,0.5081260204315186,6900,0.0,
1973-04-02 00:00:00+00:00,0.0,9.875,9.625,0.5016109347343445,4300,0.0,
1973-04-03 00:00:00+00:00,0.0,9.75,9.625,0.5016109347343445,5700,0.0,
1973-04-04 00:00:00+00:00,0.0,9.875,9.75,0.5081260204315186,3700,0.0,
1973-04-05 00:00:00+00:00,0.0,9.875,9.75,0.5081260204315186,2200,0.0,
1973-04-06 00:00:00+00:00,0.0,9.875,9.75,0.5146402716636658,3000,0.0,
1973-04-09 00:00:00+00:00,0.0,10.0,9.625,0.5081260204315186,10800,0.0,
1973-04-10 00:00:00+00:00,0.0,9.75,9.625,0.5081260204315186,10800,0.0,
1973-04-11 00:00:00+00:00,0.0,9.875,9.75,0.5081260204315186,3100,0.0,
1973-04-12 00:00:00+00:00,0.0,9.875,9.75,0.5146402716636658,8200,0.0,
1973-04-13 00:00:00+00:00,0.0,9.875,9.75,0.5081260204315186,1700,0.0,
1973-04-16 00:00:00+00:00,0.0,9.875,9.75,0.5081260204315186,6100,0.0,
1973-04-17 00:00:00+00:00,0.0,10.0,9.75,0.5146402716636658,2800,0.0,
1973-04-18 00:00:00+00:00,0.0,10.0,9.875,0.5146402716636658,9000,0.0,
1973-04-19 00:00:00+00:00,0.0,10.0,9.875,0.5211545825004578,13700,0.0,
1973-04-23 00:00:00+00:00,0.0,10.0,9.875,0.5211545825004578,12200,0.0,
1973-04-24 00:00:00+00:00,0.0,9.875,9.75,0.5212083458900452,6300,0.251,
1973-04-25 00:00:00+00:00,0.0,9.875,9.625,0.5145255923271179,7200,0.0,
1973-04-26 00:00:00+00:00,0.0,9.75,9.625,0.5212083458900452,1600,0.0,
1973-04-27 00:00:00+00:00,0.0,9.75,9.625,0.5145255923271179,2900,0.0,
1973-04-30 00:00:00+00:00,0.0,9.625,9.625,0.5145255923271179,1400,0.0,
1973-05-01 00:00:00+00:00,0.0,9.75,9.625,0.5145255923271179,8000,0.0,
1973-05-02 00:00:00+00:00,0.0,9.875,9.75,0.5078437924385071,11800,0.0,
1973-05-03 00:00:00+00:00,0.0,9.75,9.625,0.5212083458900452,4300,0.0,
1973-05-04 00:00:00+00:00,0.0,9.75,9.625,0.5145255923271179,5100,0.0,
1973-05-07 00:00:00+00:00,0.0,9.75,9.5,0.5078437924385071,3400,0.0,
1973-05-08 00:00:00+00:00,0.0,9.75,9.625,0.5212083458900452,3000,0.0,
1973-05-09 00:00:00+00:00,0.0,9.75,9.625,0.5212083458900452,2500,0.0,
1973-05-10 00:00:00+00:00,0.0,9.625,9.625,0.5145255923271179,3400,0.0,
1973-05-11 00:00:00+00:00,0.0,9.75,9.5,0.5078437924385071,7700,0.0,
1973-05-14 00:00:00+00:00,0.0,9.625,9.5,0.5078437924385071,3700,0.0,
1973-05-15 00:00:00+00:00,0.0,9.75,9.5,0.5212083458900452,1600,0.0,
1973-05-16 00:00:00+00:00,0.0,9.75,9.625,0.5212083458900452,700,0.0,
1973-05-17 00:00:00+00:00,0.0,9.625,9.5,0.5145255923271179,4000,0.0,
1973-05-18 00:00:00+00:00,0.0,9.75,9.5,0.5212083458900452,3000,0.0,
1973-05-21 00:00:00+00:00,0.0,9.625,9.5,0.5078437924385071,4900,0.0,
1973-05-22 00:00:00+00:00,0.0,9.625,9.5,0.5145255923271179,7000,0.0,
1973-05-23 00:00:00+00:00,0.0,9.625,9.5,0.5078437924385071,3500,0.0,
1973-05-24 00:00:00+00:00,0.0,9.625,9.5,0.5145255923271179,7600,0.0,
1973-05-25 00:00:00+00:00,0.0,9.75,9.5,0.5212083458900452,3100,0.0,
1973-05-29 00:00:00+00:00,0.0,9.625,9.5,0.5145255923271179,4100,0.0,
1973-05-30 00:00:00+00:00,0.0,9.625,9.5,0.5078437924385071,3600,0.0,
1973-05-31 00:00:00+00:00,0.0,9.625,9.5,0.5078437924385071,2500,0.0,
