date,MGK_Open,MGK_High,MGK_Low,MGK_Close,MGK_Volume,MGK_Dividends,MGK_Stock Splits
2007-12-27 00:00:00+00:00,50.9900016784668,50.9900016784668,50.540000915527344,42.07917785644531,73900,0.0,
2007-12-28 00:00:00+00:00,50.68000030517578,50.68000030517578,50.290000915527344,41.979286193847656,5000,0.0,
2007-12-31 00:00:00+00:00,50.25,51.060001373291016,49.970001220703125,41.60462188720703,9200,0.0,
2008-01-02 00:00:00+00:00,50.02999877929688,50.02999877929688,49.27000045776367,41.09674453735352,6800,0.0,
2008-01-03 00:00:00+00:00,49.43999862670898,49.63999938964844,49.40999984741211,41.13835906982422,13700,0.0,
2008-01-04 00:00:00+00:00,48.88999938964844,48.88999938964844,48.0,40.00605010986328,23500,0.0,
2008-01-07 00:00:00+00:00,48.18000030517578,48.2400016784668,47.720001220703125,39.73128890991211,2800,0.0,
2008-01-08 00:00:00+00:00,48.220001220703125,48.29999923706055,47.22999954223633,39.32331848144531,8000,0.0,
2008-01-09 00:00:00+00:00,47.220001220703125,47.84999847412109,46.900001525878906,39.83951950073242,2200,0.0,
2008-01-10 00:00:00+00:00,47.650001525878906,48.43000030517578,47.650001525878906,40.10595703125,12900,0.0,
2008-01-11 00:00:00+00:00,47.59999847412109,47.77000045776367,47.380001068115234,39.54813766479492,4200,0.0,
2008-01-14 00:00:00+00:00,47.88999938964844,48.0,47.720001220703125,39.956085205078125,33700,0.0,
2008-01-15 00:00:00+00:00,47.470001220703125,47.470001220703125,46.81999969482422,39.03191757202149,36600,0.0,
2008-01-16 00:00:00+00:00,46.459999084472656,46.91999816894531,46.0,38.61562347412109,21800,0.0,
2008-01-17 00:00:00+00:00,46.650001525878906,46.650001525878906,45.18999862670898,37.62483215332031,6600,0.0,
2008-01-18 00:00:00+00:00,45.52000045776367,45.83000183105469,44.91999816894531,37.64148712158203,16600,0.0,
2008-01-22 00:00:00+00:00,44.5,44.86000061035156,43.34999847412109,37.20853042602539,43400,0.0,
2008-01-23 00:00:00+00:00,43.34999847412109,45.0,42.91999816894531,37.46664810180664,24400,0.0,
2008-01-24 00:00:00+00:00,45.27000045776367,45.720001220703125,45.25,37.982852935791016,19000,0.0,
2008-01-25 00:00:00+00:00,46.33000183105469,46.33000183105469,45.08000183105469,37.54157257080078,27600,0.0,
2008-01-28 00:00:00+00:00,45.15999984741211,45.4900016784668,45.08000183105469,37.857948303222656,11200,0.0,
2008-01-29 00:00:00+00:00,45.70000076293945,45.77999877929688,44.04999923706055,38.016151428222656,15700,0.0,
2008-01-30 00:00:00+00:00,45.630001068115234,46.400001525878906,45.5099983215332,37.89957427978516,106300,0.0,
2008-01-31 00:00:00+00:00,44.84000015258789,46.310001373291016,44.84000015258789,38.440765380859375,11300,0.0,
2008-02-01 00:00:00+00:00,46.290000915527344,46.720001220703125,46.20000076293945,38.8986930847168,46400,0.0,
2008-02-04 00:00:00+00:00,46.77999877929688,46.77999877929688,46.29999923706055,38.54899597167969,31500,0.0,
2008-02-05 00:00:00+00:00,45.59000015258789,45.650001525878906,45.06999969482422,37.5249252319336,13300,0.0,
2008-02-06 00:00:00+00:00,45.369998931884766,45.45000076293945,44.790000915527344,37.29179382324219,26100,0.0,
2008-02-07 00:00:00+00:00,44.400001525878906,45.2599983215332,44.400001525878906,37.30845260620117,4400,0.0,
2008-02-08 00:00:00+00:00,45.02999877929688,45.15999984741211,44.77999877929688,37.37504196166992,61800,0.0,
2008-02-11 00:00:00+00:00,45.04999923706055,45.540000915527344,44.88999938964844,37.82465744018555,93500,0.0,
2008-02-12 00:00:00+00:00,45.83000183105469,48.04999923706055,45.5,37.982852935791016,148300,0.0,
2008-02-13 00:00:00+00:00,46.15999984741211,46.52000045776367,45.93000030517578,38.65725326538086,25000,0.0,
2008-02-14 00:00:00+00:00,46.47999954223633,46.47999954223633,45.77999877929688,38.16602325439453,85000,0.0,
2008-02-15 00:00:00+00:00,45.65999984741211,45.68999862670898,45.41999816894531,37.94121551513672,52400,0.0,
2008-02-19 00:00:00+00:00,46.310001373291016,46.31999969482422,45.650001525878906,38.00781631469727,19700,0.0,
2008-02-20 00:00:00+00:00,45.5099983215332,46.2599983215332,45.5,38.457427978515625,19200,0.0,
2008-02-21 00:00:00+00:00,46.310001373291016,46.310001373291016,45.61000061035156,37.97452163696289,154600,0.0,
2008-02-22 00:00:00+00:00,45.43000030517578,45.93000030517578,45.16999816894531,38.24095153808594,3300,0.0,
2008-02-25 00:00:00+00:00,45.97999954223633,46.4900016784668,45.81999969482422,38.66556930541992,34000,0.0,
2008-02-26 00:00:00+00:00,46.45000076293945,47.11000061035156,46.25,38.990272521972656,4400,0.0,
2008-02-27 00:00:00+00:00,47.060001373291016,47.060001373291016,46.77999877929688,39.11516189575195,3000,0.0,
