date,SOXX_Open,SOXX_High,SOXX_Low,SOXX_Close,SOXX_Volume,SOXX_Dividends,SOXX_Stock Splits
2001-07-13 00:00:00+00:00,24.100000381469727,24.530000686645508,23.52666664123535,20.127742767333984,603300,0.0,
2001-07-16 00:00:00+00:00,23.78333282470703,23.850000381469727,22.81333351135254,18.96136283874512,180000,0.0,
2001-07-17 00:00:00+00:00,22.649999618530277,23.75,22.63333320617676,19.73987197875977,287100,0.0,
2001-07-18 00:00:00+00:00,23.03333282470703,23.203332901000977,22.76666641235352,18.922569274902344,301800,0.0,
2001-07-19 00:00:00+00:00,24.13333320617676,24.233333587646484,23.733333587646484,19.726022720336918,405000,0.0,
2001-07-20 00:00:00+00:00,23.25,23.63333320617676,23.25,19.629056930541992,360000,0.0,
2001-07-23 00:00:00+00:00,23.75,23.75,22.899999618530277,19.033397674560547,195300,0.0,
2001-07-24 00:00:00+00:00,22.76666641235352,22.76666641235352,22.26666641235352,18.520856857299805,150300,0.0,
2001-07-25 00:00:00+00:00,22.200000762939453,22.61666679382324,21.88333320617676,18.18839263916016,179100,0.0,
2001-07-26 00:00:00+00:00,22.850000381469727,24.149999618530277,22.76666641235352,19.878393173217773,281700,0.0,
2001-07-27 00:00:00+00:00,24.166667938232425,24.733333587646484,24.166667938232425,20.338302612304688,121500,0.0,
2001-07-30 00:00:00+00:00,24.59666633605957,24.84666633605957,24.43000030517578,20.474056243896484,7800,0.0,
2001-07-31 00:00:00+00:00,25.13333320617676,25.13333320617676,24.63333320617676,20.474056243896484,152100,0.0,
2001-08-01 00:00:00+00:00,25.583332061767575,26.233333587646484,25.583332061767575,21.54070854187012,28500,0.0,
2001-08-02 00:00:00+00:00,26.56666755676269,26.649999618530277,26.38333320617676,21.956274032592773,64800,0.0,
2001-08-03 00:00:00+00:00,26.416667938232425,26.416667938232425,25.916667938232425,21.679229736328125,9600,0.0,
2001-08-06 00:00:00+00:00,25.51666641235352,25.71666717529297,25.46666717529297,21.29135513305664,21900,0.0,
2001-08-07 00:00:00+00:00,25.200000762939453,25.21999931335449,25.0,20.96165657043457,18600,0.0,
2001-08-08 00:00:00+00:00,25.11333274841309,25.51666641235352,24.933332443237305,20.7234001159668,18900,0.0,
2001-08-09 00:00:00+00:00,24.0,24.25,24.0,20.15545082092285,3000,0.0,
2001-08-10 00:00:00+00:00,24.200000762939453,24.333332061767575,24.200000762939453,20.196996688842773,12600,0.0,
2001-08-13 00:00:00+00:00,24.833332061767575,24.933332443237305,24.700000762939453,20.681848526000977,24300,0.0,
2001-08-14 00:00:00+00:00,25.06666755676269,25.06666755676269,24.983333587646484,20.76495361328125,4200,0.0,
