date,GXC_Open,GXC_High,GXC_Low,GXC_Close,GXC_Volume,GXC_Dividends,GXC_Stock Splits
2007-03-23 00:00:00+00:00,53.45000076293945,53.619998931884766,53.45000076293945,38.271183013916016,10600,0.0,
2007-03-26 00:00:00+00:00,54.09999847412109,54.09999847412109,53.79999923706055,38.5927963256836,2500,0.0,
2007-03-27 00:00:00+00:00,53.79999923706055,53.810001373291016,53.29999923706055,38.29263305664063,11600,0.0,
2007-03-28 00:00:00+00:00,53.09000015258789,53.150001525878906,52.59999847412109,37.77090072631836,14900,0.0,
2007-03-29 00:00:00+00:00,54.0,54.04999923706055,53.5,38.62852096557617,7000,0.0,
2007-03-30 00:00:00+00:00,54.25,54.25,53.59999847412109,38.306915283203125,11900,0.0,
2007-04-02 00:00:00+00:00,54.150001525878906,54.63999938964844,54.0,39.01443862915039,16800,0.0,
2007-04-03 00:00:00+00:00,54.650001525878906,55.20000076293945,54.650001525878906,39.37893295288086,21700,0.0,
2007-04-04 00:00:00+00:00,55.380001068115234,55.5,55.29999923706055,39.56474304199219,900,0.0,
2007-04-05 00:00:00+00:00,55.5,55.619998931884766,55.470001220703125,39.75056838989258,4700,0.0,
2007-04-09 00:00:00+00:00,55.84000015258789,56.09999847412109,55.84000015258789,40.00785446166992,8300,0.0,
2007-04-10 00:00:00+00:00,56.18000030517578,56.40999984741211,56.130001068115234,40.20082092285156,7800,0.0,
2007-04-11 00:00:00+00:00,56.4900016784668,56.5,55.650001525878906,39.90065383911133,27000,0.0,
2007-04-12 00:00:00+00:00,56.13999938964844,57.0099983215332,55.9900016784668,40.73683166503906,40000,0.0,
2007-04-13 00:00:00+00:00,56.59999847412109,56.79999923706055,56.34999847412109,40.593894958496094,5100,0.0,
2007-04-16 00:00:00+00:00,57.25,57.97999954223633,57.25,41.38003921508789,22200,0.0,
2007-04-17 00:00:00+00:00,57.88999938964844,58.0,57.40999984741211,41.151344299316406,28200,0.0,
2007-04-18 00:00:00+00:00,57.43999862670898,57.68000030517578,57.27000045776367,40.95838928222656,40400,0.0,
2007-04-19 00:00:00+00:00,55.45000076293945,56.650001525878906,55.45000076293945,40.2794303894043,24200,0.0,
2007-04-20 00:00:00+00:00,57.06999969482422,57.400001525878906,57.060001373291016,40.95838928222656,20200,0.0,
2007-04-23 00:00:00+00:00,57.0,57.0,56.130001068115234,40.53671646118164,5300,0.0,
2007-04-24 00:00:00+00:00,56.75,56.75,56.29999923706055,40.53671646118164,8300,0.0,
2007-04-25 00:00:00+00:00,56.75,57.09999847412109,56.56999969482422,40.808292388916016,8400,0.0,
2007-04-26 00:00:00+00:00,57.060001373291016,57.060001373291016,56.68000030517578,40.66535568237305,6000,0.0,
2007-04-27 00:00:00+00:00,56.400001525878906,56.59999847412109,56.06999969482422,40.19366836547852,4700,0.0,
2007-04-30 00:00:00+00:00,56.04999923706055,56.20000076293945,54.79999923706055,39.37179183959961,27500,0.0,
2007-05-01 00:00:00+00:00,55.400001525878906,55.4900016784668,54.95000076293945,39.65766906738281,5600,0.0,
2007-05-02 00:00:00+00:00,55.900001525878906,56.47999954223633,55.900001525878906,40.2794303894043,13500,0.0,
2007-05-03 00:00:00+00:00,56.900001525878906,57.45000076293945,56.900001525878906,40.96552276611328,27500,0.0,
2007-05-04 00:00:00+00:00,57.95000076293945,58.08000183105469,57.70000076293945,41.23711395263672,16000,0.0,
2007-05-07 00:00:00+00:00,58.29999923706055,58.29999923706055,57.75,41.52298355102539,14400,0.0,
2007-05-08 00:00:00+00:00,57.59000015258789,57.650001525878906,57.16999816894531,41.05842971801758,10400,0.0,
2007-05-09 00:00:00+00:00,57.97999954223633,58.630001068115234,57.97999954223633,41.85173034667969,27300,0.0,
2007-05-10 00:00:00+00:00,58.400001525878906,58.400001525878906,57.130001068115234,40.829734802246094,49100,0.0,
