date,FNV_Open,FNV_High,FNV_Low,FNV_Close,FNV_Volume,FNV_Dividends,FNV_Stock Splits
2007-12-07 00:00:00+00:00,15.050000190734863,15.050000190734863,15.050000190734863,12.83377742767334,0,0.0,
2007-12-10 00:00:00+00:00,14.970000267028809,14.970000267028809,14.970000267028809,12.765558242797852,400,0.0,
2007-12-11 00:00:00+00:00,14.960000038146973,14.960000038146973,14.960000038146973,12.757027626037598,2000,0.0,
2007-12-12 00:00:00+00:00,14.880000114440918,14.880000114440918,14.880000114440918,12.688812255859377,600,0.0,
2007-12-13 00:00:00+00:00,14.84000015258789,14.84000015258789,14.84000015258789,12.654703140258787,12000,0.0,
2007-12-14 00:00:00+00:00,14.640000343322754,14.75,14.640000343322754,12.484155654907228,325500,0.0,
2007-12-17 00:00:00+00:00,14.59000015258789,14.640000343322754,14.539999961853027,12.441520690917969,4400,0.0,
2007-12-18 00:00:00+00:00,13.630000114440918,13.630000114440918,13.630000114440918,11.622888565063477,1000,0.0,
2007-12-19 00:00:00+00:00,14.369999885559082,14.420000076293944,14.31999969482422,12.253911972045898,10400,0.0,
2007-12-20 00:00:00+00:00,14.170000076293944,14.289999961853027,14.130000114440918,12.083362579345703,17700,0.0,
2007-12-21 00:00:00+00:00,14.989999771118164,14.989999771118164,14.210000038146973,12.782615661621094,5000,0.0,
2007-12-24 00:00:00+00:00,15.390000343322754,15.390000343322754,15.390000343322754,13.12370777130127,100,0.0,
2007-12-26 00:00:00+00:00,15.390000343322754,15.390000343322754,15.390000343322754,13.12370777130127,0,0.0,
2007-12-27 00:00:00+00:00,15.449999809265137,15.479999542236328,15.380000114440918,13.17487621307373,1800,0.0,
2007-12-28 00:00:00+00:00,15.489999771118164,15.5,15.489999771118164,13.208985328674316,14900,0.0,
2007-12-31 00:00:00+00:00,15.260000228881836,15.300000190734863,15.260000228881836,13.012856483459473,2000,0.0,
2008-01-02 00:00:00+00:00,15.40999984741211,15.40999984741211,15.34000015258789,13.140765190124512,16100,0.0,
2008-01-03 00:00:00+00:00,16.459999084472656,16.559999465942383,15.59000015258789,14.03614616394043,8300,0.0,
