date,LCTX_Open,LCTX_High,LCTX_Low,LCTX_Close,LCTX_Volume,LCTX_Dividends,LCTX_Stock Splits
1992-03-05 00:00:00+00:00,3.9166669845581055,4.0,3.9166669845581055,3.710526704788208,1185600,0.0,
1992-03-06 00:00:00+00:00,3.9583330154418954,4.0,3.9583330154418954,3.749999761581421,363000,0.0,
1992-03-09 00:00:00+00:00,3.75,3.9166669845581055,3.75,3.5526316165924072,89100,0.0,
1992-03-10 00:00:00+00:00,3.6666669845581055,3.75,3.6666669845581055,3.473684549331665,108600,0.0,
1992-03-11 00:00:00+00:00,3.416666984558105,3.5,3.416666984558105,3.236842393875122,192300,0.0,
1992-03-12 00:00:00+00:00,3.4583330154418945,3.541666984558105,3.4583330154418945,3.276315450668335,76500,0.0,
1992-03-13 00:00:00+00:00,3.4583330154418945,3.541666984558105,3.4583330154418945,3.276315450668335,44400,0.0,
1992-03-16 00:00:00+00:00,3.4583330154418945,3.5,3.4583330154418945,3.276315450668335,63000,0.0,
1992-03-17 00:00:00+00:00,3.4583330154418945,3.5,3.4583330154418945,3.276315450668335,17700,0.0,
1992-03-18 00:00:00+00:00,3.4583330154418945,3.5833330154418945,3.4583330154418945,3.276315450668335,3900,0.0,
1992-03-19 00:00:00+00:00,3.4583330154418945,3.5833330154418945,3.4583330154418945,3.276315450668335,35100,0.0,
1992-03-20 00:00:00+00:00,3.4583330154418945,3.541666984558105,3.4583330154418945,3.276315450668335,39300,0.0,
1992-03-23 00:00:00+00:00,3.4583330154418945,3.541666984558105,3.4583330154418945,3.276315450668335,62700,0.0,
1992-03-24 00:00:00+00:00,3.416666984558105,3.5,3.416666984558105,3.236842393875122,78300,0.0,
1992-03-25 00:00:00+00:00,3.416666984558105,3.5,3.416666984558105,3.236842393875122,39300,0.0,
1992-03-26 00:00:00+00:00,3.375,3.5,3.375,3.1973683834075928,72900,0.0,
1992-03-27 00:00:00+00:00,3.375,3.5,3.375,3.1973683834075928,22500,0.0,
1992-03-30 00:00:00+00:00,3.375,3.5,3.375,3.1973683834075928,48300,0.0,
1992-03-31 00:00:00+00:00,3.375,3.4583330154418945,3.375,3.1973683834075928,58500,0.0,
1992-04-01 00:00:00+00:00,3.375,3.4583330154418945,3.375,3.1973683834075928,40500,0.0,
1992-04-02 00:00:00+00:00,3.375,3.4583330154418945,3.375,3.1973683834075928,91200,0.0,
1992-04-03 00:00:00+00:00,3.375,3.4583330154418945,3.375,3.1973683834075928,116100,0.0,
1992-04-06 00:00:00+00:00,3.375,3.4583330154418945,3.375,3.1973683834075928,49200,0.0,
1992-04-07 00:00:00+00:00,3.375,3.4583330154418945,3.375,3.1973683834075928,45900,0.0,
1992-04-08 00:00:00+00:00,3.375,3.4583330154418945,3.375,3.1973683834075928,107400,0.0,
1992-04-09 00:00:00+00:00,3.375,3.4583330154418945,3.375,3.1973683834075928,100500,0.0,
1992-04-10 00:00:00+00:00,3.5833330154418945,3.6666669845581055,3.5833330154418945,3.3947365283966064,275700,0.0,
1992-04-13 00:00:00+00:00,3.5833330154418945,3.6666669845581055,3.5833330154418945,3.3947365283966064,76200,0.0,
1992-04-14 00:00:00+00:00,3.5,3.5833330154418945,3.5,3.3157894611358643,55500,0.0,
1992-04-15 00:00:00+00:00,3.5,3.5833330154418945,3.5,3.3157894611358643,58200,0.0,
1992-04-16 00:00:00+00:00,3.5,3.5833330154418945,3.5,3.3157894611358643,81600,0.0,
1992-04-20 00:00:00+00:00,3.416666984558105,3.5833330154418945,3.416666984558105,3.236842393875122,99000,0.0,
1992-04-21 00:00:00+00:00,3.416666984558105,3.5833330154418945,3.416666984558105,3.236842393875122,33900,0.0,
