date,AL_Open,AL_High,AL_Low,AL_Close,AL_Volume,AL_Dividends,AL_Stock Splits
2011-04-19 00:00:00+00:00,27.25,28.399999618530277,26.75,24.25345039367676,20033300,0.0,
2011-04-20 00:00:00+00:00,28.059999465942383,28.34000015258789,27.8799991607666,24.38361549377441,2633200,0.0,
2011-04-21 00:00:00+00:00,28.5,29.049999237060547,28.34000015258789,25.20796775817871,969100,0.0,
2011-04-25 00:00:00+00:00,28.959999084472656,29.049999237060547,28.43000030517578,24.99103546142578,324300,0.0,
2011-04-26 00:00:00+00:00,28.799999237060547,28.920000076293945,28.51000022888184,24.99103546142578,347600,0.0,
2011-04-27 00:00:00+00:00,28.700000762939453,28.770000457763672,28.0,24.78277587890625,414500,0.0,
2011-04-28 00:00:00+00:00,28.350000381469727,28.40999984741211,27.90999984741211,24.31419563293457,479800,0.0,
2011-04-29 00:00:00+00:00,27.81999969482422,27.88999938964844,27.170000076293945,23.94974136352539,717000,0.0,
2011-05-02 00:00:00+00:00,27.5,27.75,27.5,24.010486602783203,440000,0.0,
2011-05-03 00:00:00+00:00,27.56999969482422,27.56999969482422,27.030000686645508,23.541902542114254,238000,0.0,
2011-05-04 00:00:00+00:00,27.059999465942383,27.059999465942383,26.59000015258789,23.160097122192383,324200,0.0,
2011-05-05 00:00:00+00:00,26.649999618530277,26.709999084472656,26.5,23.0993595123291,870700,0.0,
2011-05-06 00:00:00+00:00,26.81999969482422,26.81999969482422,26.399999618530277,23.220836639404297,344500,0.0,
2011-05-09 00:00:00+00:00,26.93000030517578,27.43000030517578,26.75,23.663389205932617,184000,0.0,
2011-05-10 00:00:00+00:00,27.46999931335449,27.799999237060547,27.46999931335449,24.079910278320312,354300,0.0,
2011-05-11 00:00:00+00:00,27.649999618530277,28.21999931335449,27.3799991607666,24.13197135925293,217200,0.0,
2011-05-12 00:00:00+00:00,28.049999237060547,28.729999542236328,27.700000762939453,24.860877990722656,108000,0.0,
2011-05-13 00:00:00+00:00,28.75,28.96999931335449,28.68000030517578,25.12120246887207,431200,0.0,
2011-05-16 00:00:00+00:00,28.799999237060547,29.07999992370605,28.61000061035156,25.147232055664062,270900,0.0,
2011-05-17 00:00:00+00:00,29.100000381469727,29.100000381469727,28.479999542236328,24.774097442626957,172100,0.0,
2011-05-18 00:00:00+00:00,28.649999618530277,29.149999618530277,28.489999771118164,25.164581298828125,270100,0.0,
2011-05-19 00:00:00+00:00,29.1299991607666,29.6299991607666,29.0,25.63317108154297,400200,0.0,
2011-05-20 00:00:00+00:00,29.59000015258789,29.940000534057617,29.100000381469727,25.772003173828125,1069900,0.0,
2011-05-23 00:00:00+00:00,29.649999618530277,29.649999618530277,28.700000762939453,24.94765281677246,96900,0.0,
2011-05-24 00:00:00+00:00,28.76000022888184,28.82999992370605,28.549999237060547,24.97368621826172,59600,0.0,
2011-05-25 00:00:00+00:00,28.600000381469727,28.81999969482422,28.059999465942383,24.48773765563965,91300,0.0,
2011-05-26 00:00:00+00:00,27.899999618530277,28.65999984741211,27.899999618530277,24.774097442626957,84800,0.0,
2011-05-27 00:00:00+00:00,28.600000381469727,28.61000061035156,28.25,24.66997337341309,117400,0.0,
2011-05-31 00:00:00+00:00,28.450000762939453,28.82999992370605,28.450000762939453,24.730710983276367,236000,0.0,
2011-06-01 00:00:00+00:00,28.75,28.75,27.700000762939453,24.11460876464844,253500,0.0,
2011-06-02 00:00:00+00:00,28.15999984741211,28.34000015258789,27.559999465942383,23.94106674194336,119200,0.0,
2011-06-03 00:00:00+00:00,27.25,27.3799991607666,26.3700008392334,22.88242721557617,610900,0.0,
2011-06-06 00:00:00+00:00,26.43000030517578,26.559999465942383,25.549999237060547,22.34442138671875,618500,0.0,
2011-06-07 00:00:00+00:00,25.959999084472656,25.959999084472656,24.81999969482422,21.63286781311035,956500,0.0,
2011-06-08 00:00:00+00:00,25.049999237060547,25.100000381469727,24.290000915527344,21.38990020751953,1064300,0.0,
2011-06-09 00:00:00+00:00,24.649999618530277,25.200000762939453,24.350000381469727,21.60682678222656,775400,0.0,
2011-06-10 00:00:00+00:00,24.809999465942383,25.0,24.40999984741211,21.61551094055176,427400,0.0,
2011-06-13 00:00:00+00:00,25.07999992370605,26.07999992370605,24.88999938964844,22.24028778076172,978100,0.0,
2011-06-14 00:00:00+00:00,25.670000076293945,26.450000762939453,25.670000076293945,22.84771156311035,503900,0.0,
2011-06-15 00:00:00+00:00,26.149999618530277,26.34000015258789,25.6299991607666,22.37045288085937,511500,0.0,
2011-06-16 00:00:00+00:00,26.0,26.07999992370605,25.71999931335449,22.34442138671875,380700,0.0,
2011-06-17 00:00:00+00:00,25.93000030517578,26.07999992370605,25.5,22.474578857421875,539900,0.0,
2011-06-20 00:00:00+00:00,25.84000015258789,26.040000915527344,25.51000022888184,22.39647483825684,247600,0.0,
2011-06-21 00:00:00+00:00,26.21999931335449,26.21999931335449,25.65999984741211,22.39647483825684,376800,0.0,
2011-06-22 00:00:00+00:00,25.950000762939453,26.0,25.350000381469727,22.2923526763916,586400,0.0,
2011-06-23 00:00:00+00:00,25.36000061035156,25.649999618530277,24.84000015258789,21.68492889404297,644100,0.0,
2011-06-24 00:00:00+00:00,24.989999771118164,25.049999237060547,23.540000915527344,20.43537712097168,3719100,0.0,
2011-06-27 00:00:00+00:00,23.549999237060547,24.100000381469727,23.020000457763672,20.80851173400879,750700,0.0,
2011-06-28 00:00:00+00:00,24.01000022888184,24.920000076293945,24.01000022888184,21.598154067993164,452800,0.0,
2011-06-29 00:00:00+00:00,25.07999992370605,25.1200008392334,24.26000022888184,21.259735107421875,297900,0.0,
2011-06-30 00:00:00+00:00,24.520000457763672,24.61000061035156,23.71999931335449,21.077510833740234,372000,0.0,
2011-07-01 00:00:00+00:00,24.489999771118164,25.07999992370605,24.489999771118164,21.745677947998047,355500,0.0,
2011-07-05 00:00:00+00:00,24.920000076293945,25.11000061035156,24.88999938964844,21.676252365112305,280300,0.0,
2011-07-06 00:00:00+00:00,24.8700008392334,25.030000686645508,24.76000022888184,21.70228385925293,382400,0.0,
2011-07-07 00:00:00+00:00,25.36000061035156,25.36000061035156,24.979999542236328,21.745677947998047,318300,0.0,
2011-07-08 00:00:00+00:00,24.75,25.06999969482422,24.75,21.710968017578125,396900,0.0,
2011-07-11 00:00:00+00:00,24.729999542236328,25.0,24.65999984741211,21.55477333068848,266900,0.0,
2011-07-12 00:00:00+00:00,24.700000762939453,24.899999618530277,24.40999984741211,21.25105857849121,165400,0.0,
2011-07-13 00:00:00+00:00,24.540000915527344,24.600000381469727,24.3799991607666,21.311803817749023,214600,0.0,
2011-07-14 00:00:00+00:00,24.61000061035156,24.81999969482422,24.57999992370605,21.485353469848636,365100,0.0,
2011-07-15 00:00:00+00:00,24.799999237060547,24.809999465942383,24.350000381469727,21.450647354125977,460600,0.0,
2011-07-18 00:00:00+00:00,24.65999984741211,24.670000076293945,24.399999618530277,21.33783721923828,369500,0.0,
2011-07-19 00:00:00+00:00,24.6299991607666,25.01000022888184,24.489999771118164,21.537416458129883,298100,0.0,
2011-07-20 00:00:00+00:00,24.850000381469727,25.01000022888184,24.6299991607666,21.589475631713867,265800,0.0,
2011-07-21 00:00:00+00:00,24.979999542236328,25.030000686645508,24.799999237060547,21.650218963623047,276300,0.0,
2011-07-22 00:00:00+00:00,24.90999984741211,24.979999542236328,24.56999969482422,21.650218963623047,105300,0.0,
2011-07-25 00:00:00+00:00,24.729999542236328,24.989999771118164,24.649999618530277,21.63286781311035,70200,0.0,
2011-07-26 00:00:00+00:00,24.82999992370605,25.149999618530277,24.82999992370605,21.65890121459961,122600,0.0,
2011-07-27 00:00:00+00:00,24.88999938964844,24.93000030517578,24.690000534057617,21.46799087524414,154100,0.0,
2011-07-28 00:00:00+00:00,24.729999542236328,25.0,24.3700008392334,21.242380142211918,124000,0.0,
2011-07-29 00:00:00+00:00,24.239999771118164,24.729999542236328,24.209999084472656,21.19899177551269,144900,0.0,
2011-08-01 00:00:00+00:00,24.65999984741211,24.670000076293945,24.21999931335449,21.138261795043945,281200,0.0,
2011-08-02 00:00:00+00:00,24.299999237060547,24.299999237060547,23.350000381469727,20.339927673339844,338300,0.0,
2011-08-03 00:00:00+00:00,23.520000457763672,23.59000015258789,23.100000381469727,20.27918243408203,144400,0.0,
2011-08-04 00:00:00+00:00,23.190000534057617,23.190000534057617,22.299999237060547,19.37672615051269,305000,0.0,
2011-08-05 00:00:00+00:00,22.57999992370605,22.6200008392334,22.0,19.54160499572754,320900,0.0,
2011-08-08 00:00:00+00:00,21.920000076293945,22.100000381469727,20.229999542236328,17.67595672607422,449100,0.0,
2011-08-09 00:00:00+00:00,20.399999618530277,21.18000030517578,19.8700008392334,18.37014961242676,398200,0.0,
2011-08-10 00:00:00+00:00,20.739999771118164,20.899999618530277,20.26000022888184,17.70199203491211,172200,0.0,
2011-08-11 00:00:00+00:00,20.88999938964844,21.809999465942383,20.25,18.482955932617188,487400,0.0,
2011-08-12 00:00:00+00:00,22.0,24.790000915527344,22.0,19.57630729675293,402900,0.0,
2011-08-15 00:00:00+00:00,22.799999237060547,23.239999771118164,22.700000762939453,19.793251037597656,198300,0.0,
2011-08-16 00:00:00+00:00,22.479999542236328,22.549999237060547,21.989999771118164,19.472177505493164,102800,0.0,
