date,AMP_Open,AMP_High,AMP_Low,AMP_Close,AMP_Volume,AMP_Dividends,AMP_Stock Splits
2005-09-15 00:00:00+00:00,38.02000045776367,38.09999847412109,37.0,25.26156997680664,1529800,0.0,
2005-09-16 00:00:00+00:00,37.0,37.0,36.59999847412109,24.981698989868164,62400,0.0,
2005-09-19 00:00:00+00:00,36.59999847412109,36.70000076293945,36.45000076293945,25.049968719482425,1162300,0.0,
2005-09-20 00:00:00+00:00,36.59999847412109,37.0,36.59999847412109,25.049968719482425,654900,0.0,
2005-09-21 00:00:00+00:00,36.59999847412109,36.59999847412109,36.0,24.845203399658203,424300,0.0,
2005-09-22 00:00:00+00:00,36.400001525878906,37.20000076293945,36.400001525878906,25.391254425048828,864800,0.0,
2005-09-23 00:00:00+00:00,37.20000076293945,38.09999847412109,37.20000076293945,25.718881607055664,1249900,0.0,
2005-09-26 00:00:00+00:00,37.75,38.150001525878906,37.75,25.766658782958984,821400,0.0,
2005-09-27 00:00:00+00:00,37.75,37.900001525878906,37.13999938964844,25.425373077392575,1514000,0.0,
2005-09-28 00:00:00+00:00,37.2400016784668,37.400001525878906,36.79999923706055,25.25474166870117,875700,0.0,
2005-09-29 00:00:00+00:00,36.90999984741211,36.90999984741211,36.25,24.981698989868164,2659200,0.0,
2005-09-30 00:00:00+00:00,36.59999847412109,36.59999847412109,35.599998474121094,24.43565559387207,4014800,0.0,
2005-10-03 00:00:00+00:00,35.29999923706055,35.900001525878906,34.16999816894531,23.68484687805176,10007600,0.0,
2005-10-04 00:00:00+00:00,34.0,34.29999923706055,33.25,23.13879776000977,8040300,0.0,
2005-10-05 00:00:00+00:00,34.0,34.099998474121094,33.31999969482422,22.968151092529297,6304400,0.0,
2005-10-06 00:00:00+00:00,33.400001525878906,33.650001525878906,33.209999084472656,22.77703094482422,7552200,0.0,
2005-10-07 00:00:00+00:00,33.279998779296875,33.599998474121094,33.130001068115234,22.93401908874512,7055200,0.0,
2005-10-10 00:00:00+00:00,33.599998474121094,33.599998474121094,33.0,22.54496383666992,3400800,0.0,
2005-10-11 00:00:00+00:00,33.040000915527344,33.38999938964844,32.97999954223633,22.524490356445312,3675400,0.0,
2005-10-12 00:00:00+00:00,32.900001525878906,33.29999923706055,32.720001220703125,22.36749839782715,4134500,0.0,
2005-10-13 00:00:00+00:00,32.529998779296875,32.70000076293945,32.47999954223633,22.21733665466309,3184100,0.0,
2005-10-14 00:00:00+00:00,32.52000045776367,32.75,32.380001068115234,22.108125686645508,2487500,0.0,
2005-10-17 00:00:00+00:00,32.34000015258789,32.77000045776367,32.0,22.16956901550293,1910400,0.0,
2005-10-18 00:00:00+00:00,32.29999923706055,32.54999923706055,32.150001525878906,22.13543701171875,1737900,0.0,
2005-10-19 00:00:00+00:00,32.279998779296875,33.15999984741211,32.209999084472656,22.63370513916016,1784400,0.0,
2005-10-20 00:00:00+00:00,33.15999984741211,34.060001373291016,33.099998474121094,22.920379638671875,2789600,0.0,
2005-10-21 00:00:00+00:00,33.779998779296875,34.5,33.630001068115234,23.20705223083496,2881800,0.0,
2005-10-24 00:00:00+00:00,35.25,36.47999954223633,34.93000030517578,24.770112991333008,4013400,0.0,
2005-10-25 00:00:00+00:00,35.34000015258789,37.470001220703125,35.279998779296875,25.377595901489254,2900400,0.0,
2005-10-26 00:00:00+00:00,36.84999847412109,37.720001220703125,36.70000076293945,25.25474166870117,2208000,0.0,
2005-10-27 00:00:00+00:00,36.95000076293945,37.0,35.79999923706055,24.763294219970703,2033000,0.0,
2005-10-28 00:00:00+00:00,36.5,37.20000076293945,36.209999084472656,25.3229923248291,1430200,0.0,
2005-10-31 00:00:00+00:00,37.209999084472656,37.59999847412109,36.959999084472656,25.404905319213867,1211600,0.0,
2005-11-01 00:00:00+00:00,36.900001525878906,36.959999084472656,36.459999084472656,24.954408645629883,1574900,0.0,
2005-11-02 00:00:00+00:00,36.220001220703125,36.900001525878906,36.18000030517578,25.19402885437012,1201600,0.11,
2005-11-03 00:00:00+00:00,36.720001220703125,37.619998931884766,36.720001220703125,25.618486404418945,1887900,0.0,
2005-11-04 00:00:00+00:00,37.33000183105469,37.41999816894531,37.02000045776367,25.44732666015625,1731900,0.0,
2005-11-07 00:00:00+00:00,37.09999847412109,37.16999816894531,36.81999969482422,25.34463882446289,1658700,0.0,
2005-11-08 00:00:00+00:00,36.650001525878906,37.20000076293945,36.650001525878906,25.30356788635254,2119200,0.0,
2005-11-09 00:00:00+00:00,36.959999084472656,38.18000030517578,36.900001525878906,25.93341827392578,2152200,0.0,
2005-11-10 00:00:00+00:00,37.75,39.29999923706055,37.75,26.645416259765625,2513200,0.0,
2005-11-11 00:00:00+00:00,38.5,38.959999084472656,38.470001220703125,26.63857650756836,1229800,0.0,
2005-11-14 00:00:00+00:00,38.79999923706055,39.400001525878906,38.5099983215332,26.932950973510746,1160000,0.0,
2005-11-15 00:00:00+00:00,39.0,39.400001525878906,38.470001220703125,26.843957901000977,1793000,0.0,
2005-11-16 00:00:00+00:00,39.34999847412109,40.0,39.09000015258789,27.26841926574707,2568800,0.0,
2005-11-17 00:00:00+00:00,40.09999847412109,41.18000030517578,39.77999877929688,27.38480758666992,2628100,0.0,
2005-11-18 00:00:00+00:00,40.45000076293945,40.869998931884766,39.63999938964844,27.330049514770508,1556000,0.0,
2005-11-21 00:00:00+00:00,40.16999816894531,42.0,40.16999816894531,28.46651268005371,2906900,0.0,
2005-11-22 00:00:00+00:00,41.400001525878906,42.38999938964844,41.290000915527344,28.85674095153809,2368700,0.0,
2005-11-23 00:00:00+00:00,42.20000076293945,43.7599983215332,42.20000076293945,29.76043128967285,2149100,0.0,
2005-11-25 00:00:00+00:00,44.09999847412109,44.25,42.95000076293945,29.74675941467285,468300,0.0,
2005-11-28 00:00:00+00:00,43.400001525878906,44.20000076293945,43.09999847412109,30.054826736450195,2377400,0.0,
2005-11-29 00:00:00+00:00,43.75,43.9900016784668,41.72999954223633,29.13058090209961,2962200,0.0,
2005-11-30 00:00:00+00:00,42.900001525878906,43.25,41.29999923706055,28.78828811645508,2761100,0.0,
2005-12-01 00:00:00+00:00,41.95000076293945,43.880001068115234,41.88999938964844,29.650903701782227,1833000,0.0,
2005-12-02 00:00:00+00:00,43.25,43.7400016784668,42.59999847412109,29.596118927001957,1057900,0.0,
2005-12-05 00:00:00+00:00,43.220001220703125,43.70000076293945,42.90999984741211,29.7946720123291,1042900,0.0,
2005-12-06 00:00:00+00:00,43.70000076293945,43.84000015258789,43.47999954223633,29.856290817260746,1154900,0.0,
