date,XSW_Open,XSW_High,XSW_Low,XSW_Close,XSW_Volume,XSW_Dividends,XSW_Stock Splits
2011-09-29 00:00:00+00:00,25.399999618530277,25.399999618530277,24.7450008392334,22.462839126586918,12000,0.0,
2011-09-30 00:00:00+00:00,24.7450008392334,24.7450008392334,24.7450008392334,22.462839126586918,0,0.0,
2011-10-03 00:00:00+00:00,24.7450008392334,24.7450008392334,24.7450008392334,22.462839126586918,0,0.0,
2011-10-04 00:00:00+00:00,23.975000381469727,23.975000381469727,23.975000381469727,21.76385307312012,4000,0.0,
2011-10-05 00:00:00+00:00,24.809999465942383,24.924999237060547,24.809999465942383,22.626245498657227,2400,0.0,
2011-10-06 00:00:00+00:00,25.375,25.5,25.28499984741211,23.14821052551269,5000,0.0,
2011-10-07 00:00:00+00:00,25.5,25.5,25.5,23.14821052551269,0,0.0,
2011-10-10 00:00:00+00:00,26.0,26.0,26.0,23.602094650268555,200,0.0,
2011-10-11 00:00:00+00:00,26.0,26.0,26.0,23.602094650268555,0,0.0,
2011-10-12 00:00:00+00:00,26.5049991607666,26.725000381469727,26.5049991607666,24.237537384033203,6200,0.0,
2011-10-13 00:00:00+00:00,26.700000762939453,26.700000762939453,26.700000762939453,24.237537384033203,0,0.0,
2011-10-14 00:00:00+00:00,27.024999618530277,27.024999618530277,27.024999618530277,24.532564163208008,200,0.0,
2011-10-17 00:00:00+00:00,26.82999992370605,26.82999992370605,26.82999992370605,24.35555458068848,200,0.0,
2011-10-18 00:00:00+00:00,26.770000457763672,27.38500022888184,26.729999542236328,24.85936546325684,26200,0.0,
2011-10-19 00:00:00+00:00,27.38500022888184,27.38500022888184,27.38500022888184,24.85936546325684,0,0.0,
2011-10-20 00:00:00+00:00,27.38500022888184,27.38500022888184,27.38500022888184,24.85936546325684,0,0.0,
2011-10-21 00:00:00+00:00,27.125,27.125,27.125,24.623340606689453,400,0.0,
2011-10-24 00:00:00+00:00,27.809999465942383,27.88999938964844,27.809999465942383,25.31778717041016,3400,0.0,
2011-10-25 00:00:00+00:00,27.84499931335449,28.03499984741211,27.70499992370605,25.149850845336918,3000,0.0,
2011-10-26 00:00:00+00:00,27.950000762939453,27.950000762939453,27.56999969482422,25.27239799499512,22800,0.0,
2011-10-27 00:00:00+00:00,28.825000762939453,29.334999084472656,28.71999931335449,26.61589813232422,3400,0.0,
2011-10-28 00:00:00+00:00,29.239999771118164,29.309999465942383,29.239999771118164,26.606828689575195,600,0.0,
2011-10-31 00:00:00+00:00,28.76499938964844,28.9950008392334,28.725000381469727,26.189247131347656,48000,0.0,
2011-11-01 00:00:00+00:00,27.920000076293945,27.9950008392334,27.530000686645508,24.99098777770996,25000,0.0,
2011-11-02 00:00:00+00:00,28.149999618530277,28.155000686645508,28.0,25.5583553314209,12600,0.0,
2011-11-03 00:00:00+00:00,28.334999084472656,28.9950008392334,28.290000915527344,26.320880889892575,15400,0.0,
2011-11-04 00:00:00+00:00,28.665000915527344,29.05500030517578,28.665000915527344,26.334495544433597,2000,0.0,
2011-11-07 00:00:00+00:00,28.65999984741211,28.979999542236328,28.65999984741211,26.307260513305664,1200,0.0,
2011-11-08 00:00:00+00:00,28.795000076293945,29.270000457763672,28.795000076293945,26.57051467895508,800,0.0,
2011-11-09 00:00:00+00:00,28.674999237060547,28.709999084472656,28.184999465942383,25.585580825805664,31600,0.0,
2011-11-10 00:00:00+00:00,28.28499984741211,28.3700008392334,27.920000076293945,25.54473114013672,60600,0.0,
2011-11-11 00:00:00+00:00,28.93000030517578,28.93000030517578,28.88999938964844,26.225563049316406,1400,0.0,
2011-11-14 00:00:00+00:00,28.684999465942383,28.684999465942383,28.684999465942383,26.03946876525879,400,0.0,
2011-11-15 00:00:00+00:00,29.065000534057617,29.065000534057617,29.065000534057617,26.38442611694336,400,0.0,
2011-11-16 00:00:00+00:00,29.155000686645508,29.155000686645508,28.7549991607666,26.10301780700684,2600,0.0,
2011-11-17 00:00:00+00:00,28.3700008392334,28.489999771118164,28.045000076293945,25.45849609375,2000,0.0,
2011-11-18 00:00:00+00:00,27.80500030517578,27.94499969482422,27.80500030517578,25.299640655517575,2800,0.0,
2011-11-21 00:00:00+00:00,27.13999938964844,27.350000381469727,27.13999938964844,24.827587127685547,1200,0.0,
2011-11-22 00:00:00+00:00,26.9950008392334,27.045000076293945,26.9950008392334,24.550722122192383,600,0.0,
2011-11-23 00:00:00+00:00,26.815000534057617,26.815000534057617,26.325000762939453,23.89711570739746,6600,0.0,
2011-11-25 00:00:00+00:00,26.325000762939453,26.325000762939453,26.325000762939453,23.89711570739746,0,0.0,
2011-11-28 00:00:00+00:00,27.11000061035156,27.209999084472656,27.01499938964844,24.59611320495605,60800,0.0,
2011-11-29 00:00:00+00:00,27.165000915527344,27.225000381469727,27.11000061035156,24.655118942260746,15800,0.0,
2011-11-30 00:00:00+00:00,28.229999542236328,28.229999542236328,28.125,25.62642288208008,6600,0.0,
2011-12-01 00:00:00+00:00,28.229999542236328,28.53499984741211,28.229999542236328,25.744441986083984,6600,0.0,
2011-12-02 00:00:00+00:00,28.649999618530277,28.649999618530277,28.420000076293945,25.798908233642575,1000,0.0,
2011-12-05 00:00:00+00:00,29.395000457763672,29.395000457763672,29.075000762939453,26.39349937438965,3200,0.0,
2011-12-06 00:00:00+00:00,29.075000762939453,29.075000762939453,29.075000762939453,26.39349937438965,0,0.0,
2011-12-07 00:00:00+00:00,28.68000030517578,28.82999992370605,28.68000030517578,26.171092987060547,3600,0.0,
2011-12-08 00:00:00+00:00,28.7549991607666,28.7549991607666,28.7549991607666,26.10301780700684,2800,0.0,
2011-12-09 00:00:00+00:00,28.7549991607666,28.7549991607666,28.7549991607666,26.10301780700684,0,0.0,
2011-12-12 00:00:00+00:00,28.7549991607666,28.7549991607666,28.7549991607666,26.10301780700684,0,0.0,
2011-12-13 00:00:00+00:00,28.684999465942383,28.684999465942383,28.684999465942383,26.03946876525879,200,0.0,
2011-12-14 00:00:00+00:00,28.684999465942383,28.684999465942383,28.684999465942383,26.03946876525879,0,0.0,
2011-12-15 00:00:00+00:00,27.834999084472656,27.834999084472656,27.834999084472656,25.26785469055176,3600,0.0,
2011-12-16 00:00:00+00:00,28.0049991607666,28.0049991607666,28.0049991607666,25.436803817749023,600,0.016,
2011-12-19 00:00:00+00:00,27.790000915527344,27.790000915527344,27.770000457763672,25.223358154296875,1200,0.0,
